plot,plant,line_raw_slope (N/m),height(cm),Ratio,Brnum,Color
1378,7,284.1898648,251,0.669147309,2,blue
1378,8,132.8207888,259,0.853735378,1,blue
1378,9,224.2958404,300,0.647397935,1,blue
1378,10,154.0969739,249,0.759391908,2,blue
1378,11,322.5491376,275,0.755240373,3,blue
1378,12,179.7163,201,0.680726103,1,blue
1379,1,326.7449027,177,0.558015462,3,blue
1379,2,152.8898413,182,0.846102858,2,blue
1379,3,193.9537284,189,0.6440753,2,blue
1379,4,243.1222975,189,0.937861883,2,blue
1379,5,338.061124,188,0.77610074,2,blue
1379,6,179.8138141,197,1.039155976,2,blue
1379,7,265.6826008,195,0.588440903,2,blue
1379,8,210.9529607,193,0.792945789,2,blue
1379,9,261.7176223,193,0.780062242,2,blue
1379,10,255.5580896,193,0.441428622,2,blue
1379,11,264.0061246,194,0.736830066,2,blue
1379,12,79.53575692,200,1.042281157,2,blue
1379,13,206.8625697,209,0.664737528,2,blue
1379,14,251.0863086,198,0.925184152,2,blue
1380,1,316.3793287,216,0.490021046,3,blue
1380,2,65.76909709,187,0.71391921,1,blue
1380,3,159.2992716,203,0.540835959,4,blue
1380,4,194.0632184,230,0.676084017,2,blue
1380,5,172.8471358,225,0.594136525,3,blue
1380,6,247.8422444,232,0.612407252,2,blue
1380,7,158.617492,230,0.691126661,3,blue
1380,8,222.6642148,239,0.414841385,3,blue
1381,1,44.13882914,197,0.852636136,2,blue
1381,2,129.8247197,199,0.428925623,3,blue
1381,3,78.91805012,209,0.814908029,2,blue
1381,4,80.88816337,206,0.704457178,2,blue
1381,5,83.20541693,183,0.55866398,2,blue
1381,6,55.68435191,206,0.440466637,2,blue
1381,7,67.57378047,176,0.826597045,2,blue
1381,8,28.05230098,197,0.62624744,2,blue
1381,9,80.40587117,200,0.616982601,2,blue
1381,10,58.66092604,208,1.154229909,2,blue
1381,11,97.49146661,146,0.57648485,2,blue
1381,12,20.52397207,201,0.867124295,2,blue
1381,13,101.5669711,222,0.606817022,3,blue
1382,1,51.13030222,230,0.915530459,1,blue
1382,2,65.1775379,225,0.912774574,1,blue
1382,3,33.01532458,221,1.228297587,1,blue
1382,6,36.30927025,260,1.121721475,1,blue
1382,8,35.14004816,235,0.89477271,1,blue
1382,9,35.24368289,246,1.025137234,1,blue
1383,1,403.0630475,276,0.628350788,3,blue
1383,2,367.8023895,276,0.543404889,2,blue
1383,3,401.3941747,277,0.744899956,2,blue
1383,4,348.2002801,290,0.557979607,3,blue
1383,5,327.4409493,286,0.613204364,2,blue
1383,6,375.5758755,275,0.425666213,3,blue
1383,7,330.9756239,278,0.305856226,3,blue
1383,8,337.9854409,282,0.424464592,2,blue
1383,9,267.5042028,276,0.667368348,2,blue
1383,10,300.9320995,277,0.303898602,3,blue
1383,11,149.0750236,262,0.63673172,2,blue
1384,1,255.9446796,238,0.639503262,3,blue
1384,2,276.4489196,237,0.485346223,2,blue
1384,4,41.21860943,142,0.781021754,1,blue
1384,5,119.5492228,241,0.611806451,2,blue
1384,6,187.5089838,247,0.641316982,1,blue
1384,7,94.93703744,254,0.697910075,1,blue
1384,8,126.7967519,254,0.77536945,1,blue
1384,9,193.3353257,255,0.646737253,2,blue
1384,10,108.2254436,265,0.828590174,1,blue
1384,11,129.405809,258,0.761059055,1,blue
1384,12,146.2190127,265,0.867582013,2,blue
1384,13,232.0127439,254,0.545880453,2,blue
1384,14,153.4439979,230,0.825482203,2,blue
1384,15,166.8203271,239,0.716461829,2,blue
1384,16,82.86579804,203,0.773755848,2,blue
1385,1,20.74686354,139,0.814834238,1,blue
1386,1,119.7621044,234,0.787117776,2,blue
1386,2,230.0242576,247,0.573262376,2,blue
1386,3,162.1206542,224,0.811704597,1,blue
1386,4,114.517761,242,0.615244192,2,blue
1386,5,236.877605,242,0.520798143,2,blue
1386,6,149.9870118,233,0.618252425,2,blue
1386,7,153.6758908,230,0.729147131,2,blue
1388,1,80.32350706,216,0.60866494,1,blue
1388,2,91.80186958,229,0.444197915,1,blue
1388,3,112.0543749,240,0.7904399,1,blue
1388,4,69.91724576,235,0.81481141,1,blue
1388,5,60.42996253,243,0.902529821,1,blue
1388,6,71.0840401,233,0.681748232,1,blue
1388,7,55.94692509,235,0.705041236,1,blue
1388,8,71.88409029,227,0.712318961,2,blue
1388,9,74.92668947,241,0.702013147,1,blue
1388,10,48.15130095,220,0.688320215,1,blue
1388,11,60.5785622,226,0.630548859,1,blue
1388,12,45.44167102,237,0.801019705,1,blue
1388,13,80.91001187,225,0.588413327,1,blue
1388,14,61.55586214,240,0.817827681,1,blue
1388,15,60.75276719,209,0.557471116,2,blue
1389,1,119.9367133,216,0.29433636,2,blue
1389,2,98.75592826,202,0.52383067,2,blue
1389,3,86.31812899,211,0.693106472,2,blue
1389,4,49.09566503,193,0.610887842,1,blue
1389,5,36.34033588,193,0.69176327,1,blue
1389,6,84.47877143,212,0.483613873,2,blue
1389,7,42.93411974,193,0.777841391,1,blue
1389,8,30.92747941,186,0.757511742,1,blue
1389,9,26.74906331,189,0.7224751,1,blue
1389,10,58.92505666,222,0.693039355,2,blue
1389,11,110.4067813,224,0.55255534,2,blue
1389,12,22.97543166,195,0.576667132,1,blue
1389,13,87.34529061,219,0.664634084,2,blue
1389,14,95.92815459,216,0.703943982,2,blue
1389,15,107.6651627,214,0.476375147,2,blue
1389,16,176.8377112,223,0.375952388,2,blue
1390,1,185.334416,232,0.620426217,1,blue
1390,2,182.0689546,246,0.500815107,2,blue
1390,3,109.8888198,228,0.73505713,2,blue
1390,4,112.8708751,220,0.974952027,1,blue
1390,5,72.47775416,229,0.811068953,1,blue
1390,6,63.38603367,227,0.521242423,1,blue
1390,8,65.24232968,227,0.953375002,1,blue
1390,9,150.2523165,245,0.697484019,2,blue
1390,10,126.9208587,250,0.777304609,2,blue
1390,11,172.1678216,243,0.734765703,1,blue
1390,12,218.1070279,223,0.579412083,2,blue
1391,1,153.8766154,215,0.324662288,2,blue
1391,2,178.2913834,220,0.354427346,3,blue
1391,3,173.8542349,223,0.647026595,2,blue
1391,4,160.1922054,224,0.721172257,2,blue
1391,5,115.2891547,222,0.843415165,2,blue
1391,6,121.2250511,222,0.706493244,2,blue
1391,8,81.65794334,221,0.85474068,1,blue
1391,9,97.45183412,221,0.811210129,1,blue
1391,10,111.7528977,219,0.811826584,2,blue
1391,11,178.135109,221,0.142506959,3,blue
1391,12,174.5854304,211,0.151183832,2,blue
1392,1,154.8745975,149,0.894963522,3,blue
1392,2,126.6378256,193,0.763126824,2,blue
1392,3,117.6135318,170,0.76803205,2,blue
1392,4,114.0953383,188,0.8202261,2,blue
1392,7,136.4863428,177,0.898640266,2,blue
1393,1,104.021307,183,0.734245427,2,blue
1393,2,91.19378757,183,0.458943718,2,blue
1393,3,77.90915223,184,0.821009433,1,blue
1393,4,81.98537044,169,0.696676412,2,blue
1393,5,75.86784106,188,0.52856885,2,blue
1393,6,110.8706102,200,0.398910132,2,blue
1393,7,96.25650568,185,0.510616268,3,blue
1393,8,87.59228739,175,0.424480803,2,blue
1393,9,104.0868637,188,0.674227052,2,blue
1394,1,284.9783869,242,0.323662654,2,blue
1394,3,229.603545,239,0.50732196,2,blue
1394,4,256.5242596,250,0.623563188,2,blue
1394,5,234.6055067,261,0.605724054,2,blue
1394,6,249.848103,252,0.373791597,2,blue
1394,7,247.1467603,277,0.401327697,2,blue
1395,1,46.05660007,160,0.939478693,1,blue
1395,2,96.93725743,183,0.979465656,2,blue
1395,3,115.2928852,199,0.869915201,2,blue
1395,4,68.5210162,193,0.696931027,2,blue
1395,5,112.4301256,199,0.915761066,2,blue
1395,6,144.8063941,199,0.730052452,2,blue
1396,1,105.3511195,216,0.270979444,3,blue
1396,2,72.17411377,212,0.350665265,2,blue
1396,3,74.46408901,218,0.480846438,2,blue
1397,1,138.0812785,249,0.603044114,2,blue
1397,2,88.31478937,242,0.520078737,1,blue
1397,3,75.66623509,245,0.651983254,1,blue
1397,4,72.66127556,210,0.944928701,2,blue
1397,5,57.729852,253,0.501609103,2,blue
1397,7,75.6276802,263,0.748277985,2,blue
1397,8,15.17491872,216,0.797402838,1,blue
1397,9,94.87828008,251,0.425893912,1,blue
1397,10,33.1691718,241,0.767257259,1,blue
1397,12,172.2911287,263,0.272215152,2,blue
1397,13,34.75499942,240,0.587202445,1,blue
1397,14,134.8056314,264,0.76454086,1,blue
1398,1,112.2052899,173,0.529863172,2,blue
1398,2,90.0301333,187,0.818471915,2,blue
1398,3,64.21705772,197,0.662335248,2,blue
1398,4,57.6573921,197,0.691384693,1,blue
1398,5,55.09686296,179,1.124060955,1,blue
1398,6,46.80458517,179,0.785818828,2,blue
1398,7,67.91635142,189,0.432582902,2,blue
1398,8,51.29642815,197,0.67446161,1,blue
1398,9,62.48883965,188,0.530280876,2,blue
1398,10,66.52763798,190,0.732290186,1,blue
1398,11,101.8120178,179,0.331674055,2,blue
1399,1,166.1319196,195,0.54806507,2,blue
1399,2,165.9584009,201,0.653048225,2,blue
1399,3,118.2030527,195,0.621054013,2,blue
1399,4,173.2618023,189,0.501988686,2,blue
1399,5,145.1535828,209,0.555479672,2,blue
1400,1,93.11413049,197,0.568961607,2,blue
1400,2,89.18721247,201,0.396886351,2,blue
1400,3,58.94232466,192,0.524285686,2,blue
1400,4,67.53517371,215,0.577697965,2,blue
1400,5,97.32556601,212,0.764575763,2,blue
1400,6,103.2152716,222,0.684154459,2,blue
1401,1,77.13206463,258,0.613557141,3,blue
1401,2,97.2635851,262,0.772277812,2,blue
1401,3,187.1569036,289,0.617118843,2,blue
1401,4,124.7663621,281,0.556419746,2,blue
1401,5,150.2645933,254,0.610629832,2,blue
1401,6,146.3694571,268,0.493178876,3,blue
1401,7,107.9938234,274,0.725164932,3,blue
1401,8,112.5844824,269,0.482138803,3,blue
1401,10,111.2593152,266,0.191173907,3,blue
1401,11,138.9316883,281,0.50443653,2,blue
1401,12,135.8281083,272,0.765622965,2,blue
1401,13,169.1103852,253,0.533103766,2,blue
1402,1,85.14091873,174,0.743304496,2,blue
1402,3,125.6196419,212,0.655814602,2,blue
1402,4,143.8489472,202,0.585484814,2,blue
1402,5,172.9773808,186,0.65084049,2,blue
1402,6,53.51393921,200,0.645407686,2,blue
1402,7,105.3392333,192,0.683139766,2,blue
1403,1,95.75059547,264,0.436510364,2,blue
1403,2,72.87293387,240,0.329655549,2,blue
1403,3,56.6911007,261,0.637524839,2,blue
1403,4,81.60686991,242,0.44035597,2,blue
1403,5,64.44066126,263,0.450059692,2,blue
1403,6,52.08793448,254,0.29486199,2,blue
1403,7,62.73552796,256,0.35820059,2,blue
1403,8,82.11823962,255,0.467348847,2,blue
1403,9,55.06314648,275,0.402109537,3,blue
1403,10,50.76917347,263,0.305139432,3,blue
1403,11,63.55356164,272,0.70471239,2,blue
1403,12,77.09585597,270,0.55440779,2,blue
1404,1,58.76883705,137,0.534194682,2,blue
1404,2,198.2854444,167,0.70425139,3,blue
1404,3,273.7418507,171,0.510554737,3,blue
1404,4,137.5335243,142,0.491068318,3,blue
1404,5,168.3655319,152,0.425291525,2,blue
1404,6,149.2345496,182,0.615745523,2,blue
1405,1,272.8579047,305,0.241560871,3,red
1405,2,206.9592731,295,0.631924919,2,red
1405,3,257.3307799,304,0.494974626,3,red
1405,4,277.5032306,320,0.497470734,3,red
1405,5,239.1867501,314,0.635739879,3,red
1405,6,274.1571975,304,0.540724685,2,red
1405,7,290.5525757,315,0.468964703,3,red
1405,8,205.284281,313,1.029329564,2,red
1405,9,252.5948516,330,0.587148816,2,red
1405,10,228.5408957,324,0.755855717,2,red
1405,11,313.0549612,328,0.295893491,3,red
1405,12,289.5773939,316,0.790124922,2,red
1405,13,283.5176631,313,0.66100704,2,red
1405,14,288.5740417,328,0.596474209,2,red
1406,1,232.4620395,316,0.565911417,3,red
1406,2,335.3743621,323,0.549534829,2,red
1406,3,252.8329304,320,0.484881741,3,red
1406,4,264.847432,310,0.64003331,2,red
1406,5,161.8106223,306,0.423838152,2,red
1406,6,150.2317305,308,0.781982706,1,red
1406,7,54.13071534,291,0.766927108,1,red
1406,8,136.546115,317,0.610272748,1,red
1406,9,201.9874789,318,0.710316961,1,red
1406,10,171.2841273,310,0.343780033,2,red
1406,11,165.8289272,330,0.473371177,2,red
1406,12,239.5652862,332,0.567021105,2,red
1406,13,294.0226508,326,0.686722448,2,red
1407,1,263.7793857,345,0.593501281,3,red
1407,2,174.5461973,323,0.492831774,2,red
1407,3,177.4264415,320,0.755451937,2,red
1407,4,211.9772724,321,0.563945563,2,red
1407,5,168.2931826,311,0.584490494,2,red
1407,6,113.5893209,297,0.605971199,1,red
1407,7,150.9410412,314,0.818797545,2,red
1407,8,94.08572026,312,0.702267567,2,red
1407,9,108.2304247,307,0.826840448,2,red
1407,10,211.8863123,304,0.552643662,2,red
1407,11,126.4666358,314,0.843649721,1,red
1407,12,175.5739437,313,0.558190326,2,red
1407,13,112.8727457,317,1.299386041,1,red
1407,14,126.0817457,310,0.606516057,2,red
1407,15,207.8951076,328,0.603587952,1,red
1407,16,235.6225609,312,0.493050007,3,red
1408,1,955.9986252,341,0.609603702,4,red
1408,2,458.934092,350,0.654971107,2,red
1408,3,422.4599884,352,0.837887639,2,red
1408,4,401.1209264,356,0.735082886,2,red
1408,5,314.5920838,355,0.758603915,2,red
1408,6,437.4723647,350,0.562843658,3,red
1408,7,400.8950061,368,0.778674458,2,red
1408,8,476.0971809,363,0.768479314,2,red
1408,9,258.5852424,362,0.590086492,2,red
1408,10,309.8143834,359,0.771164954,2,red
1408,11,376.0456861,362,0.732140998,2,red
1408,12,293.8016254,360,0.540644891,2,red
1408,13,419.2555191,364,0.72036511,2,red
1408,14,155.3710231,342,0.790436407,2,red
1408,15,280.6439466,353,0.684106499,2,red
1408,16,681.1024813,363,0.554011722,3,red
1409,1,667.2824384,327,0.808226995,2,red
1409,2,537.7620647,346,0.884547955,2,red
1409,3,404.8441947,350,0.775738381,2,red
1409,4,329.3669038,340,0.831813632,1,red
1409,5,292.5158023,353,0.822290104,1,red
1409,6,247.4131722,355,0.921475944,1,red
1409,7,351.9548025,357,0.724355376,1,red
1409,8,213.0733011,364,0.984714916,2,red
1409,9,494.713985,368,0.694122531,1,red
1409,10,408.8270665,367,0.99270717,1,red
1409,11,520.7512401,370,0.704972274,2,red
1409,12,611.3340846,370,0.673557132,2,red
1409,13,481.4091298,372,0.744373167,3,red
1409,14,587.4977787,359,0.806523241,2,red
1410,1,562.8598173,329,0.698416667,2,red
1410,2,420.9760542,341,0.73384216,2,red
1410,3,287.0998853,342,0.728687064,2,red
1410,4,333.2387852,346,0.606192804,2,red
1410,5,286.7532932,347,0.689866719,2,red
1410,8,170.5718099,336,0.87582282,1,red
1410,9,175.7701355,335,0.321462196,2,red
1410,10,272.3421763,337,0.472190051,2,red
1410,11,368.680826,335,0.566361852,2,red
1410,12,392.3450519,332,0.612381911,2,red
1410,13,221.4177258,316,0.504664431,1,red
1410,14,347.0806679,345,0.653564938,2,red
1410,15,407.9968201,335,0.557551565,1,red
1411,1,1015.750214,333,0.588999148,3,red
1411,2,194.8794759,323,0.738715463,2,red
1411,3,473.5144565,337,0.73367093,3,red
1411,4,437.4226272,338,0.662083771,2,red
1411,5,379.626037,330,0.656894349,2,red
1411,6,225.562569,325,0.149839369,2,red
1411,7,309.6177907,348,0.603264828,3,red
1411,8,458.3977774,347,0.566509738,2,red
1411,9,390.3403001,347,0.655939127,3,red
1411,10,417.411284,351,0.624918995,3,red
1411,11,535.6183931,346,0.652743609,3,red
1411,12,467.8398106,346,0.569070775,2,red
1412,1,458.7676756,319,0.594141989,2,red
1412,2,633.5166471,324,0.553551666,3,red
1412,3,308.2751413,326,0.310846649,2,red
1412,4,412.5218426,324,0.364958112,2,red
1412,5,393.2942768,322,0.253762953,2,red
1412,6,222.6682428,325,0.558678931,2,red
1412,7,76.79672266,308,0.411865109,1,red
1412,9,310.6026429,318,0.467707109,2,red
1412,10,345.7306483,323,0.277491717,2,red
1412,11,388.4646215,323,0.419637387,2,red
1412,12,228.1559042,337,0.331226388,2,red
1412,13,460.4180183,331,0.292494429,2,red
1412,14,451.1737918,330,0.314992417,2,red
1413,1,574.6972327,334,0.760207328,2,red
1413,2,395.1808568,355,0.817882839,2,red
1413,3,326.1580836,354,0.805052102,1,red
1413,4,229.3867182,351,0.897406369,1,red
1413,5,374.3870163,355,0.61944993,2,red
1413,6,190.7327326,335,0.702916945,1,red
1413,7,242.2929713,335,0.903804586,1,red
1413,8,117.2328301,323,0.718216428,1,red
1413,9,238.9714687,337,0.803149912,2,red
1413,10,308.7212274,343,0.651743321,2,red
1413,11,361.536204,361,0.771399114,2,red
1413,12,500.3669067,358,0.622274546,2,red
1413,13,431.6809955,335,0.748229932,2,red
1414,1,622.8987615,346,0.587393422,3,red
1414,2,272.3457873,345,0.762504034,1,red
1414,3,110.2703105,337,0.772180565,1,red
1414,4,137.537802,348,0.499856523,1,red
1414,5,244.2798151,345,0.582288006,1,red
1414,6,368.7039996,332,0.150889786,2,red
1414,7,121.2760948,291,0.756605774,2,red
1414,8,165.4410407,315,0.789668131,1,red
1414,9,216.5003757,332,0.61561956,2,red
1414,10,213.8115662,330,0.489824113,2,red
1414,12,273.6437621,315,0.81615989,2,red
1415,1,436.4366355,320,0.160325026,3,red
1415,2,339.1460696,323,0.660473266,3,red
1415,3,330.3659754,319,0.326544832,3,red
1415,4,363.1756979,315,0.417205641,2,red
1415,5,241.5978085,316,0.393248398,2,red
1415,6,319.1166083,326,0.430547137,3,red
1415,7,242.6371916,323,0.343036558,2,red
1415,9,223.1264315,327,0.507164111,2,red
1415,10,203.1670395,327,0.390649249,2,red
1415,11,203.2716011,322,0.288795899,2,red
1415,12,182.8639165,332,0.678759206,2,red
1415,13,255.8489334,326,0.454137764,2,red
1415,14,245.5618547,319,0.601534139,2,red
1416,1,881.8534637,336,0.619918865,4,red
1416,2,606.0391279,331,0.561745743,2,red
1416,3,484.154187,354,0.792289464,2,red
1416,4,409.2964082,353,0.850074796,2,red
1416,5,442.1628959,345,0.595171577,2,red
1416,6,446.2321407,345,0.686028118,2,red
1416,7,107.2028773,340,0.840786365,2,red
1416,8,263.2211528,349,0.696711514,2,red
1416,9,561.0045084,349,0.730268466,2,red
1416,10,492.0877585,357,0.853920006,2,red
1417,1,969.8984048,338,0.632696435,3,red
1417,4,703.4388114,355,0.565870778,2,red
1417,7,478.6366964,355,0.687512775,1,red
1417,8,391.4993168,354,0.714694336,2,red
1417,9,641.3538347,362,0.687242138,2,red
1417,10,650.7713986,360,0.457480785,3,red
1417,11,663.0055642,362,0.65055614,2,red
1417,12,844.2704458,360,0.623049285,2,red
1417,13,718.0743842,361,0.693222952,2,red
1418,1,961.616326,331,0.591816751,3,red
1418,2,814.6560373,345,0.690542324,3,red
1418,3,676.5439576,340,0.475803628,3,red
1418,4,599.1661117,343,0.742295452,2,red
1418,5,687.339822,344,0.541461794,2,red
1418,6,520.5708967,336,0.5727877,2,red
1418,7,644.6808098,351,0.25599226,3,red
1418,8,462.456421,337,0.770436862,2,red
1418,9,310.6238655,336,0.508909989,2,red
1418,10,474.8235345,345,0.489656562,3,red
1418,11,638.797349,336,0.47437028,3,red
1418,12,280.1193221,335,0.427481911,4,red
1418,13,300.5046883,345,1.221770242,2,red
1418,14,552.5360074,345,0.574759484,4,red
1419,1,588.910304,344,0.073621856,3,red
1419,2,425.8146233,337,0.673640877,2,red
1419,3,289.8105987,336,0.444457573,2,red
1419,4,532.3771847,341,0.56511368,3,red
1419,5,585.3715855,342,0.6272835,2,red
1419,6,635.6790317,323,0.7506076,2,red
1419,7,528.0109275,325,0.647411179,3,red
1419,8,188.9003585,320,0.108825326,3,red
1419,9,499.3069026,327,0.644348797,3,red
1419,10,528.6412304,313,0.327367248,3,red
1419,11,1028.96075,316,0.567445247,3,red
1420,1,891.1681667,363,0.628686494,3,red
1420,4,549.4887954,355,0.592914819,2,red
1420,5,95.22605422,334,0.857546868,2,red
1420,6,491.6165509,355,0.551933884,2,red
1420,7,663.0151866,355,0.794197812,2,red
1420,8,707.7137265,342,0.612519737,2,red
1420,9,911.8499382,337,0.578981963,3,red
1420,10,920.1892256,335,0.567154217,3,red
1421,1,195.8366008,352,0.788557749,2,red
1421,2,159.511106,366,0.945258562,1,red
1421,3,144.0820403,355,0.944346183,2,red
1421,4,190.1209832,343,0.529609688,1,red
1421,5,175.698882,334,0.722161512,1,red
1421,6,134.8612305,342,1.01751063,1,red
1421,7,87.83086464,350,0.748484215,2,red
1421,8,117.5209051,354,1.008687334,2,red
1421,9,203.9348898,357,0.460005921,2,red
1421,10,194.9308483,341,0.70312618,2,red
1421,11,64.92299001,292,0.703006864,2,red
1421,12,221.2883077,343,0.736957706,2,red
1421,13,337.5253665,325,0.623823263,2,red
1422,1,324.9931466,373,0.779664455,3,red
1422,2,228.7368956,364,0.891151504,2,red
1422,3,303.6192626,360,0.871053646,2,red
1422,4,360.7509352,356,0.714932879,2,red
1422,5,258.5441445,363,0.862992245,2,red
1422,6,143.8422955,357,0.687183633,1,red
1422,7,221.5329743,369,1.302177823,1,red
1422,8,210.9066438,347,0.561204767,1,red
1422,9,107.0236879,339,1.043661332,0,red
1422,10,400.0203458,353,0.720611001,3,red
1422,11,309.9049436,355,0.732704604,2,red
1422,12,431.583661,347,0.650037479,2,red
1422,13,465.9469049,336,0.616484022,2,red
1423,1,315.4609557,346,0.670883211,2,red
1423,2,314.9069619,352,0.773046338,2,red
1423,5,188.0259373,329,0.578050866,1,red
1423,6,111.1023225,332,0.721374992,1,red
1423,7,189.6750498,332,0.656283109,1,red
1423,8,144.970315,331,0.755109098,1,red
1423,9,115.8750898,332,0.632358397,1,red
1423,10,243.8175471,329,0.695876687,1,red
1423,11,228.2174911,323,0.853579855,1,red
1423,12,283.4229989,324,0.62016627,1,red
1423,13,392.2989312,318,0.649576751,2,red
1423,14,276.2810258,303,0.73180162,2,red
1424,1,450.7931255,367,0.493077176,3,red
1424,2,247.318197,346,0.619256779,1,red
1424,3,176.9582749,347,0.929538415,1,red
1424,4,364.4681571,350,0.373354671,2,red
1424,5,300.0553305,347,0.534557403,2,red
1424,6,365.8135844,353,0.583075318,2,red
1424,7,360.6345972,348,0.483334136,2,red
1424,8,323.4940053,356,0.578297565,3,red
1424,9,428.8164383,345,0.560463948,2,red
1424,10,190.6342585,322,0.673491286,1,red
1424,11,321.9993723,341,0.611081967,2,red
1424,12,386.8691736,337,0.357938414,2,red
1424,13,329.7154197,338,0.558122094,2,red
1424,14,428.79536,323,0.358612611,3,red
1425,1,206.3626601,348,1.013773206,2,red
1425,2,250.1985043,350,0.713178974,2,red
1425,3,177.0069465,347,0.481383541,1,red
1425,4,178.9020893,348,0.500421624,2,red
1425,5,145.8338699,351,0.891126332,1,red
1425,6,225.7874701,346,0.794046615,1,red
1425,7,169.9886761,344,0.855763598,1,red
1425,8,136.8009811,341,0.41501471,2,red
1425,9,155.4555173,334,0.761075117,1,red
1425,10,201.1464856,351,0.853591707,1,red
1425,11,242.7312213,333,0.800050966,2,red
1425,12,118.8261698,324,0.820953086,1,red
1425,13,143.3562963,310,0.592634358,2,red
1425,14,316.0190035,313,0.434901043,2,red
1426,1,402.5901599,336,0.738659549,1,red
1426,2,208.9432334,350,0.808467915,2,red
1426,3,251.1684964,347,0.536205987,2,red
1426,4,188.9328104,344,0.642994633,2,red
1426,5,157.6745515,340,0.680584985,2,red
1426,6,266.9123424,343,0.673839574,1,red
1426,7,174.2190703,339,0.849315328,1,red
1426,8,156.576394,332,0.736455366,1,red
1426,9,237.5483399,322,0.474633044,2,red
1426,10,263.0251053,341,0.52742147,2,red
1426,11,294.0596303,337,0.732197575,1,red
1426,12,301.7913474,315,0.644198098,1,red
1426,13,241.9872199,310,0.631714307,2,red
1426,14,378.5718204,309,0.455427972,3,red
1427,1,372.2848223,343,0.597334766,3,red
1427,2,452.6113575,344,0.785035335,2,red
1427,3,419.4998412,345,0.377108824,3,red
1427,4,182.2031445,327,0.803082107,3,red
1427,5,260.4197039,333,0.596205828,2,red
1427,6,252.9107028,319,0.418458559,3,red
1427,7,416.7106781,315,0.424105968,4,red
1427,8,297.6062153,310,0.409204783,3,red
1428,1,375.0439949,357,0.767132057,2,red
1428,2,295.6147296,346,0.707188363,2,red
1428,3,214.7213534,348,0.868567524,2,red
1428,4,147.0042662,344,0.819592949,1,red
1428,5,222.3890637,333,0.460317515,2,red
1428,6,211.7584364,335,0.726818402,1,red
1428,7,119.7686401,336,0.764987802,2,red
1428,8,187.9148088,339,0.566029377,2,red
1428,9,223.4777997,337,0.626302023,2,red
1428,10,218.0518764,330,0.714779654,1,red
1428,11,203.6327497,320,0.732678731,1,red
1428,12,257.9607704,298,0.642268727,2,red
1429,1,192.3974802,335,0.678522444,2,red
1429,2,197.161346,325,0.475597668,2,red
1429,3,202.8424687,322,0.686690192,2,red
1429,4,166.7874134,316,0.611872836,2,red
1429,5,189.9921205,312,0.63135339,2,red
1429,6,93.05288149,311,0.83272702,2,red
1429,7,88.74174191,309,0.59985767,1,red
1429,8,188.9099622,308,0.612722236,2,red
1429,9,94.31716244,300,0.648709868,2,red
1429,10,128.3462121,314,0.581123563,2,red
1429,11,247.6111263,303,0.526034689,3,red
1430,1,322.1234664,347,0.564668292,3,red
1430,2,298.8195734,353,0.686693524,2,red
1430,3,404.0259799,343,0.609257876,2,red
1430,4,401.5583706,322,0.620871124,2,red
1430,5,366.8673079,344,0.4336107,3,red
1430,6,262.5811303,355,0.523454185,2,red
1430,7,425.7086303,325,0.417618791,3,red
1430,8,516.9949942,322,0.452163878,2,red
1430,9,350.571522,311,0.454058428,2,red
1430,10,493.8672757,310,0.605007276,2,red
1431,1,419.5349167,365,0.296629067,3,red
1431,2,403.414969,360,0.477179753,3,red
1431,3,321.6520105,355,0.560241769,2,red
1431,4,298.9460761,357,0.640374867,2,red
1431,5,250.8303879,361,0.785186185,2,red
1431,6,267.9488154,354,0.563293995,3,red
1431,7,282.4690667,336,0.760581401,2,red
1431,8,264.0669193,353,0.777238714,2,red
1431,9,232.1757383,357,0.506295603,2,red
1431,10,411.7353364,355,0.426142369,3,red
1431,11,297.8435263,345,0.674227705,2,red
1431,12,344.5387015,343,0.583496024,3,red
1431,13,470.7822116,330,0.377549904,3,red
1431,14,703.2461077,325,0.396496253,4,red
1433,1,401.8293146,322,0.745303305,3,red
1433,2,188.0606056,307,0.190441808,3,red
1433,3,331.7930946,338,0.555539019,2,red
1433,4,337.4713381,334,0.496009851,2,red
1433,5,197.4531413,320,0.741767601,2,red
1433,6,401.1422644,333,0.59498003,2,red
1433,7,239.4430655,313,0.619793828,2,red
1433,8,281.7539556,314,0.746840524,2,red
1433,9,276.9073165,301,0.798025536,2,red
1433,10,206.1543401,314,0.531999935,2,red
1433,11,302.4482475,324,0.759048526,2,red
1433,12,295.1600436,326,0.863788717,2,red
1433,13,427.4942673,291,0.577465175,2,red
1434,1,424.5571324,330,0.53503309,3,red
1434,2,472.2204466,341,0.503667444,2,red
1434,3,447.5182387,336,0.463003149,3,red
1434,4,520.441476,338,0.480372471,3,red
1434,5,222.6629396,340,0.712226046,2,red
1434,6,392.3485028,335,0.812199896,3,red
1434,7,399.839201,343,0.572321891,3,red
1434,8,434.4384801,330,0.548836834,3,red
1434,9,469.5641447,330,0.669284622,3,red
1434,10,623.7202173,326,0.394475972,3,red
1435,1,415.2392477,343,0.635688405,2,red
1435,2,252.077014,337,0.651049977,2,red
1435,3,421.0966439,350,0.546180815,2,red
1435,4,288.8501342,347,0.622815439,2,red
1435,5,149.3511171,344,0.719516188,1,red
1435,6,343.3139207,349,0.68233432,2,red
1435,7,281.8823099,350,0.655740928,2,red
