PLOT_ID,Plant_Number,AorB,plantid,stalk_width,leftmost_single_root_width,num_whorls,w1,w2,w3,w4,root_heightonstalk_left,stalk_to_leftmost_rootgrounding,root_angledeg_left,root_heightonstalk_right,stalk_to_rightmost_rootgrounding,root_angledeg_right,spread_width
1276,13,B,1276_13B,0.758963622,0.283093431,1,6,0,0,0,0.942161738,0.86364826,42.51044708,0.915990578,0.680450144,36.60707481,2.303062026
1276,14,A,1276_14A,0.618340944,0.387152778,1,7,0,0,0,0.570776256,0.927511416,58.39249775,0.618340944,0.71347032,49.08561678,2.259322679
1276,14,B,1276_14B,0.658421053,0.342105263,1,6,0,0,0,0.842105263,1.394736842,58.8775298,0.684210526,1.236842105,61.04900479,3.29
1276,15,A,1276_15A,0.688168686,0.254090171,2,3,2,0,0,1.165646726,0.936680405,38.7843641,1.040756005,0.686898963,33.42481118,2.311748054
1276,15,B,1276_15B,0.871,0.188323529,2,5,6,0,0,1.235294118,0.941176471,37.30394828,1.470588235,0.764705882,27.47443163,2.576882353
1276,16,A,1276_16A,0.616863259,0.308908217,1,8,0,0,0,0.893601811,1.032606537,49.1275917,0.853886175,0.834028357,44.3259631,2.483498153
1276,16,B,1276_16B,0.940365542,0.406649616,2,3,7,0,0,1.590668081,1.52828894,43.85423716,1.55947851,1.55947851,45,4.028132992
1277,1,A,1277_01A,0.933933333,0.150916667,4,11,8,0,0,1.833333333,1.25,34.28687698,2.516666667,1.716666667,34.29864928,3.9006
1277,1,B,1277_01B,0.95428125,0.18815625,2,8,10,0,0,2.96875,1.75,30.51823068,2.40625,1.78125,36.51105612,4.48553125
1277,2,A,1277_02A,0.749833398,0.098170156,1,10,0,0,0,0.596990059,1.12456267,62.0377678,0.5414561,0.680290998,51.48307369,2.554687066
1277,2,B,1277_02B,0.77027027,0.2045,1,12,0,0,0,0.95945946,0.716216216,36.74056202,0.5,0.527027027,46.50743576,2.013513514
1277,4,A,1277_04A,1.014550605,0.23435488,1,12,0,0,0,0.853077517,1.223280968,55.10929849,0.853077517,0.997939737,49.47489651,3.235771311
1277,5,A,1277_05A,0.509325219,0.468486752,2,7,12,0,0,0.066290004,0.101984621,56.97613244,0.059915965,0.052267118,41.09950626,0.663576958
1277,6,A,1277_06A,0.818742424,0.215348485,2,8,6,0,0,1.242424242,1.075757576,40.88777116,1.181818182,0.696969697,30.5297059,2.591469697
1277,6,B,1277_06B,0.795338235,0.178911765,2,8,11,0,0,1.558823529,2.073529412,53.06514118,1.455882353,1.661764706,48.77819771,4.530632353
1277,7,A,1277_07A,0.5,0.5,2,5,7,0,0,0.193341173,0.795942966,76.34681169,1.337645157,1.367043951,45.62275569,2.662986918
1277,7,B,1277_07B,0.721191177,0.191735294,2,8,4,0,0,1.5,1.338235294,41.73796652,1.558823529,1.205882353,37.72499504,3.265308824
1278,1,A,1278_01A,0.687133349,0.227067056,1,10,0,0,0,0.683976534,0.578749375,40.23635831,0.802357088,0.723436719,42.03906387,1.989319443
1278,1,B,1278_01B,0.616942857,0.1879,1,8,0,0,0,0.971428571,0.6,31.70142967,0.828571429,0.714285714,40.7636052,1.931228571
1278,2,A,1278_02A,0.744759239,0.217512995,1,7,0,0,0,1.285200206,0.728280117,29.53878226,0.971040155,1.170960187,50.33215888,2.643999543
1278,2,B,1278_02B,0.744351351,0.16272973,1,12,0,0,0,1.364864865,1.283783784,43.24659514,1.135135135,0.797297297,35.08347388,2.825432432
1278,5,A,1278_05A,0.671980638,0.197734985,1,8,0,0,0,0.434062031,0.605056165,54.3446719,0.434062031,0.776050299,60.78075331,2.053087102
1278,5,B,1278_05B,0.756733416,0.202407298,1,9,0,0,0,0.647703352,0.83661683,52.25319461,0.512765154,0.688184811,53.31027717,2.281535057
1278,7,A,1278_07A,0.746302632,0.184684211,2,4,9,0,0,1.092105263,0.631578947,30.04136393,1.118421053,1.197368421,46.95250905,2.57525
1278,7,B,1278_07B,0.720783778,0.166469676,2,4,4,0,0,1.218881584,0.747950063,31.53479191,1.218881584,0.692546354,29.60445075,2.161280195
1278,8,A,1278_08A,0.774471241,0.178053263,1,8,0,0,0,0.886639154,1.160691256,52.6241925,0.757673459,0.757673459,45,2.692835956
1278,8,B,1278_08B,0.7446101,0.198287413,1,9,0,0,0,0.718653317,1.096250822,56.75293225,1.205875904,1.035347999,40.64892205,2.876208921
1278,9,A,1278_09A,0.679747776,0.183502935,1,7,0,0,0,0.589547074,0.51264963,41.0090869,0.704893241,0.487017148,34.64094751,1.679414554
1278,9,B,1278_09B,0.696928867,0.233761557,1,8,0,0,0,0.952469451,0.499465688,27.67207822,0.859545602,0.685313386,38.56526085,1.88170794
1278,10,A,1278_10A,0.777008383,0.153233648,2,7,7,0,0,1.616166925,0.9591885,30.68895874,1.786981316,0.932909363,27.5672075,2.669106247
1278,10,B,1278_10B,0.734029065,0.195442797,2,6,7,0,0,1.779966839,0.853408758,25.61548432,1.450794889,0.768067883,27.89727103,2.355505706
1279,1,A,1279_01A,0.881956336,0.179949106,1,10,0,0,0,0.65401446,0.47564688,36.02737339,0.677796804,0.618340944,42.37359436,1.975944159
1279,1,B,1279_01B,0.884160234,0.151562355,1,12,0,0,0,0.755603088,0.511485167,34.09497795,0.918348368,0.569608481,31.80938929,1.965253883
1279,2,A,1279_02A,0.915372861,0.153549397,1,7,0,0,0,0.669697599,0.584806354,41.12874377,0.716859401,0.320700258,24.1022345,1.820879473
1279,2,B,1279_02B,0.902104802,0.183110429,1,11,0,0,0,0.669931058,0.584667105,41.11209044,0.816097834,0.584667105,35.61848984,2.071439012
1279,3,A,1279_03A,0.844634146,0.146341463,1,10,0,0,0,1.402439024,1.317073171,43.20206814,0.902439024,0.695121951,37.60599136,2.856829268
1279,3,B,1279_03B,0.846583333,0.154761905,1,9,0,0,0,1.119047619,0.797619048,35.47997813,0.833333333,0.75,41.9872125,2.394202381
1279,4,A,1279_04A,0.615784487,0.136104069,1,4,0,0,0,1.408414637,1.12673171,38.65980825,1.35719956,0.781029935,29.91920869,2.523546132
1279,4,B,1279_04B,0.619417096,0.130860012,1,9,0,0,0,1.782182522,0.782421595,23.70264595,1.369237791,0.695485862,26.92767785,2.097324553
1279,5,A,1279_05A,0.520075039,0.13292959,1,8,0,0,0,0.550559736,0.46899533,40.42607874,0.530168634,0.295670969,29.14807185,1.284741339
1279,5,B,1279_05B,0.554391634,0.132166588,1,8,0,0,0,0.590029411,0.444791402,37.01067323,0.517410406,0.780654297,56.46395302,1.779837333
1279,6,A,1279_06A,0.86806347,0.114298238,2,6,1,0,0,2.121504339,1.279915841,31.10282369,1.972473043,0.929253967,25.2256457,3.077233278
1279,6,B,1279_06B,0.898897436,0.128846154,2,7,5,0,0,2.064102564,1.064102564,27.27237055,2.730769231,1.230769231,24.26129085,3.193769231
1279,7,A,1279_07A,0.723910241,0.197734985,1,11,0,0,0,0.762896904,0.64451635,40.19204604,0.59190277,0.776050299,52.66680426,2.14447689
1279,7,B,1279_07B,0.774630952,0.167095238,1,11,0,0,0,0.785714286,0.440476191,29.27525428,0.714285714,0.666666667,43.02506599,1.88177381
1280,1,A,1280_01A,1.002531323,0.223351982,2,5,2,0,0,1.425198358,0.967858586,34.1806016,1.244389611,0.755142414,31.25095102,2.725532322
1280,1,B,1280_01B,1.012853659,0.23202439,2,4,4,0,0,1.280487805,1.182926829,42.73204546,1.280487805,0.890243902,34.80849815,3.08602439
1280,2,A,1280_02A,1.127906083,0.206661882,2,8,2,0,0,1.422602722,2.217209648,57.31501848,1.422602722,0.794606926,29.18591582,4.139722657
1280,2,B,1280_02B,1.074374528,0.231747424,2,8,2,0,0,1.656556798,0.840458964,26.90109295,2.131598821,0.962264611,24.29577637,2.877098102
1280,3,A,1280_03A,0.89825641,0.232192308,1,10,0,0,0,1.269230769,0.641025641,26.79608129,0.782051282,0.538461539,34.54836706,2.07774359
1280,3,B,1280_03B,0.867191011,0.175230961,1,8,0,0,0,0.786516854,0.624219725,38.43730149,1.086142322,0.536828964,26.3010172,2.0282397
1280,4,A,1280_04A,0.780259436,0.234504535,1,7,0,0,0,0.975324295,0.731493222,36.86989765,1.036282064,0.731493222,35.21759297,2.243245879
1280,4,B,1280_04B,0.770847037,0.208141489,1,10,0,0,0,1.181514775,0.499403152,22.9128284,0.962264611,0.669931058,34.84573342,1.940181247
1280,5,A,1280_05A,0.852992765,0.2070696,1,7,0,0,0,0.974445175,0.645569929,33.52447325,0.962264611,0.816097834,40.30131948,2.314660528
1280,5,B,1280_05B,0.792112366,0.200327402,1,7,0,0,0,1.149655104,0.799760072,34.82448916,0.624812556,0.587323803,43.22853026,2.179196241
1280,6,A,1280_06A,0.76512079,0.171084857,2,4,8,0,0,0.039185721,0.166539313,76.75948008,1.136385901,0.489821509,23.31770839,1.421481612
1280,6,B,1280_06B,0.793407895,0.22406579,2,5,8,0,0,1.342105263,0.960526316,35.59077859,1.197368421,0.644736842,28.30075577,2.398671053
1280,7,A,1280_07A,0.797571264,0.24016362,2,7,3,0,0,1.444458648,0.754186374,27.57013718,1.21436789,0.920363032,37.15829678,2.47212067
1280,7,B,1280_07B,0.836414286,0.242857143,2,4,4,0,0,1.314285714,1.1,39.92786713,1.257142857,1.085714286,40.81508387,3.022128571
1280,8,A,1280_08A,0.801722168,0.228480037,1,9,0,0,0,1.413720226,0.556920089,21.50143432,0.971040155,0.442680071,24.50740523,1.801322328
1280,8,B,1280_08B,0.807153061,0.212336735,1,8,0,0,0,1.081632653,0.693877551,32.68055474,0.969387755,0.714285714,36.38435182,2.215316327
1280,9,A,1280_09A,0.887938207,0.239391502,2,6,6,0,0,1.345129798,1.248058576,42.85623913,1.469935656,0.707233193,25.69369966,2.843229976
1280,9,B,1280_09B,0.856890545,0.208494726,2,5,13,0,0,1.218056469,0.80391727,33.42481118,1.023167434,0.609028235,30.76271953,2.26983605
1280,10,A,1280_10A,1.062789685,0.21803539,2,6,4,0,0,1.434022176,1.062712863,36.5410876,1.869350337,1.241965635,33.59940972,3.367468183
1280,10,B,1280_10B,0.400312288,0.380818266,2,8,3,0,0,0.130668326,0.109046949,39.84609144,0.147589404,0.078965032,28.14819985,0.588324268
1280,11,A,1280_11A,1.042335333,0.284000648,1,11,0,0,0,1.350840223,0.986113363,36.12944414,0.97260496,0.810504134,39.80557109,2.838952829
1280,11,B,1280_11B,0.98752809,0.22227216,1,8,0,0,0,1.123595506,0.836454432,36.66563548,1.335830212,0.873907616,33.19293658,2.697890137
1280,12,A,1280_12A,0.865587469,0.21959122,1,8,0,0,0,1.254598163,0.755195011,31.04549083,1.035347999,0.560305976,28.42120922,2.181088455
1280,12,B,1280_12B,0.9000875,0.2375,1,8,0,0,0,0.9375,0.7625,39.12260739,0.775,0.65,39.98688625,2.3125875
1280,13,A,1280_13A,0.8733,0.257542857,1,8,0,0,0,1.385714286,0.757142857,28.65182845,1.114285714,0.742857143,33.69006753,2.3733
1280,13,B,1280_13B,0.779933738,0.219250164,2,8,2,0,0,2.387390679,0.694292187,16.21529327,2.631001973,0.889181222,18.67334875,2.363407148
1280,14,A,1280_14A,1.128477181,0.228480037,2,8,3,0,0,1.527960245,0.799680128,27.62596287,1.485120238,0.899640144,31.20619139,2.827797452
1280,14,B,1280_14B,1.107770033,0.256308424,2,5,4,0,0,1.539957854,0.621386502,21.97450799,1.445399038,0.85102934,30.4889405,2.580185876
1282,1,A,1282_01A,0.875962828,0.196121424,1,9,0,0,0,1.760923406,0.727090955,22.43588831,1.351934744,1.045193247,37.70794104,2.648247029
1282,1,B,1282_01B,0.877341714,0.170527906,1,9,0,0,0,1.40076494,0.98662574,35.15886824,1.425126069,1.047528563,36.31747612,2.911496017
1282,2,A,1282_02A,0.104764921,0.49441496,2,7,6,0,0,0.205764616,0.118915914,30.02456559,0.134949521,0.06547056,25.88027367,0.289151395
1282,2,B,1282_02B,0.404769057,0.372464886,2,7,8,0,0,0.112889863,0.068715569,31.32869287,0.127614627,0.084421984,33.48616882,0.55790661
1282,3,A,1282_03A,0.743782308,0.222471472,2,6,9,0,0,1.377645567,1.036282064,36.9509383,1.35326246,0.829025651,31.49216112,2.609090022
1282,3,B,1282_03B,0.693687667,0.180807589,2,7,7,0,0,1.52031136,1.045974216,34.52797166,1.277061542,0.924349307,35.89737751,2.66401119
1282,4,A,1282_04A,0.702572,0.16266818,2,6,8,0,0,1.566974658,0.837520938,28.12373538,1.350840223,0.999621765,36.50144112,2.539714703
1282,4,B,1282_04B,0.689531448,0.175634845,2,6,8,0,0,1.544067006,0.933105241,31.14526315,1.577392193,0.966430428,31.49480416,2.589067117
1282,5,A,1282_05A,0.695289441,0.168309055,1,9,0,0,0,1.047319813,0.464153099,23.90205041,1.237741598,0.416547653,18.60006589,1.575990193
1282,5,B,1282_05B,0.678144444,0.126688889,1,9,0,0,0,1.044444444,0.6,29.87599269,0.8,0.455555556,29.65910924,1.7337
1282,6,B,1282_06B,0.541564711,0.16852268,1,8,0,0,0,0.682480233,0.790678319,49.2006222,0.582605077,0.316271328,28.49563862,1.648514357
1282,7,A,1282_07A,0.811482434,0.170403694,2,6,10,0,0,1.559078359,0.880700752,29.46147497,1.642387889,0.595068076,19.91640599,2.287251262
1282,7,B,1282_07B,0.871594084,0.192666547,2,7,7,0,0,1.807089944,1.20472663,33.69006753,1.883987389,1.307256556,34.75591255,3.383577269
1282,8,A,1282_08A,0.738988636,0.194511364,2,5,6,0,0,1.875,0.75,21.80140949,1.681818182,1.215909091,35.86591228,2.704897727
1282,8,B,1282_08B,0.737005054,0.215527295,2,5,6,0,0,1.541067363,1.11067918,35.78107386,1.735436219,1.180096629,34.21570213,3.027780863
1283,1,A,1283_01A,0.953655204,0.178347757,2,6,0,0,0,1.622637213,1.352197677,39.80557109,1.323730358,0.939421544,35.36246189,3.245274425
1283,1,B,1283_01B,0.897544118,0.220588235,2,6,0,0,0,1.764705882,1.367647059,37.77568431,1.573529412,1.235294118,38.1335702,3.500485294
1283,2,A,1283_02A,0.873751941,0.166990237,2,6,3,0,0,1.761149323,2.454515199,54.34002617,1.428333703,1.691812736,49.82685878,5.020079876
1283,2,B,1283_02B,0.813663842,0.202852594,2,7,1,0,0,1.754196578,1.808171857,45.86805145,1.646246019,1.983591515,50.30963474,4.605427214
1283,3,A,1283_03A,0.907965696,0.197734985,2,7,7,0,0,1.394259859,2.196616947,57.59545651,1.302186094,1.460026833,48.27048792,4.564609476
1283,3,B,1283_03B,1.00122808,0.214200034,2,6,9,0,0,1.585080254,1.413720226,41.72951208,1.399440224,1.556520249,48.04184216,3.971468555
1283,4,A,1283_04A,0.811872659,0.173882647,2,9,0,0,0,1.897627965,1.735330837,42.44209545,1.810237204,1.423220974,38.17467354,3.970424469
1283,4,B,1283_04B,0.806353659,0.170731707,2,8,0,0,0,1.731707317,1.426829268,39.48659997,1.56097561,2.012195122,52.19720755,4.245378049
1283,5,A,1283_05A,0.873751941,0.166990237,2,8,1,0,0,2.080097626,2.329709341,48.2397003,1.983026403,2.357443976,49.93024275,5.560905259
1283,5,B,1283_05B,0.781132365,0.179252772,2,9,1,0,0,1.946172953,2.112621956,47.34835331,1.702901334,1.946172953,48.81407483,4.839927275
1283,6,A,1283_06A,0.990222374,0.220801229,2,8,7,0,0,1.91407393,1.865307715,44.26074064,1.804349946,2.218862772,50.88244559,5.074392861
1283,6,B,1283_06B,0.98411159,0.230410474,2,7,8,0,0,2.638560059,3.137747098,49.93921554,2.253472916,1.65444847,36.28526713,5.776307157
1283,7,A,1283_07A,0.654128111,0.17942737,1,6,0,0,0,1.640478815,0.551098352,18.56913073,1.576397611,0.627995796,21.7210508,1.833222259
1283,7,B,1283_07B,0.725207438,0.137458762,1,7,0,0,0,0.749775068,0.537338798,35.62790729,0.674797561,0.437368789,32.94921512,1.699915026
1283,8,A,1283_08A,1.038435986,0.26333564,3,6,7,3,0,2.256055363,1.979238754,41.26049664,1.882352941,1.702422145,42.1265615,4.720096886
1283,8,B,1283_08B,0.944174488,0.155217415,2,10,3,0,0,1.804853668,2.026989504,48.31778117,1.763203199,1.027378242,30.22837851,3.998542234
1284,1,A,1284_01A,0.76164794,0.125468165,2,7,8,0,0,2.384519351,1.598002497,33.82829592,2.034956305,1.235955056,31.27290342,3.595605493
1284,1,B,1284_01B,0.827709159,0.200188265,2,10,6,0,0,2.167897995,2.182160482,45.18785434,1.953960693,1.711498417,41.21552009,4.721368058
1284,2,A,1284_02A,0.781350179,0.287950217,2,8,0,0,0,1.953072385,1.010209854,27.34987578,1.495110584,1.117965572,36.78721981,2.909525606
1284,2,B,1284_02B,0.802834155,0.136943831,2,11,2,0,0,2.722240707,1.890444935,34.77783137,1.966062733,1.436738151,36.15818544,4.130017241
1284,3,A,1284_03A,0.715685216,0.161925838,1,7,0,0,0,1.200949965,1.025530307,40.49509314,1.079505586,0.78264155,35.94211187,2.523857074
1284,3,B,1284_03B,0.825108899,0.218357187,1,8,0,0,0,3.29807094,2.177971375,33.43986921,3.266957063,1.7423771,28.07248694,4.745457374
1284,4,A,1284_04A,0.599945017,0.189105768,1,6,0,0,0,2.399280216,1.299610117,28.44292862,2.086873938,0.837248825,21.86053824,2.736803959
1284,4,B,1284_04B,0.757850787,0.177327831,1,8,0,0,0,2.933969564,1.547588342,27.81041544,2.740521021,1.515346918,28.94001269,3.820786046
1284,6,A,1284_06A,0.756260734,0.143285572,2,6,8,0,0,2.858021685,1.922436111,33.92658127,2.473534463,1.986517315,38.7682544,4.665214159
1284,6,B,1284_06B,0.736675059,0.144230769,2,6,6,0,0,2.825691022,2.290014999,39.02222641,2.54446111,1.673987572,33.34070735,4.70067763
1284,7,A,1284_07A,0.647462822,0.204336474,2,7,6,0,0,2.440685662,1.918492451,38.16899405,2.304461346,1.804972188,38.0698665,4.370927461
1284,7,B,1284_07B,0.818742424,0.184333333,2,9,3,0,0,1.181818182,1.848484849,57.40741853,1.196969697,1.681818182,54.56009648,4.349045455
1284,8,A,1284_08A,0.734843465,0.165645188,2,8,6,0,0,1.380376567,1.780685771,52.21737916,1.283750207,1.366572801,46.78991061,3.882102037
1284,8,B,1284_08B,0.587861142,0.187856143,2,7,7,0,0,1.274617615,1.474557633,49.15964229,1.349595122,1.199640108,41.63353934,3.262058882
1284,9,A,1284_09A,0.587861142,0.142482255,1,7,0,0,0,2.399280216,1.312106368,28.67314649,2.186843947,0.962211337,23.74949449,2.862178846
1284,9,B,1284_09B,0.640945722,0.177767243,2,6,3,0,0,0.876985068,1.564351742,60.72474572,1.114008059,1.173263807,46.48401468,3.37856127
1284,10,A,1284_10A,0.69326198,0.219265386,2,7,8,0,0,1.045974216,2.091948431,63.43494882,0.936511798,1.009486743,47.14758543,3.794697154
1284,10,B,1284_10B,0.752374288,0.152029391,2,8,11,0,0,1.11216635,1.199640108,47.16691468,1.162151355,1.22463261,46.49954704,3.176647006
1284,11,A,1284_11A,0.674220394,0.200959879,1,11,0,0,0,1.08754758,1.028441734,43.39997528,0.91023004,0.768376008,40.16958004,2.471038135
1284,11,B,1284_11B,0.800147456,0.174947516,1,8,0,0,0,2.324302709,1.54953514,33.69006753,2.211836449,1.562031391,35.23029995,3.911713986
1284,12,A,1284_12A,0.841971646,0.228199789,1,7,0,0,0,3.223322018,2.923809796,42.21053231,2.781184927,2.72413498,44.4062826,6.489916422
1284,12,B,1284_12B,0.582786339,0.178759989,2,8,7,0,0,2.021499239,1.308028919,32.90524292,1.878805175,1.224790715,33.10027886,3.115605974
1284,13,A,1284_13A,0.910760516,0.269141056,2,6,6,0,0,2.614513111,2.050598518,38.10757688,2.345372056,2.358188296,45.1561189,5.31954733
1284,13,B,1284_13B,0.940001174,0.251284536,3,5,7,1,0,2.877359876,2.246102352,37.9760343,2.55439091,2.055257054,38.82007575,5.24136058
1284,14,A,1284_14A,0.762541718,0.157674822,1,10,0,0,0,1.826400021,1.248259007,34.35078034,1.74756261,1.392794261,38.55458196,3.403594986
1284,14,B,1284_14B,0.83006934,0.328335832,2,9,6,0,0,2.326961519,2.123938031,42.38831862,2.077086457,1.499250375,35.821921,4.453257746
1284,15,A,1284_15A,0.695028284,0.305032673,2,9,4,0,0,2.157905003,1.865307715,40.84035771,1.938457037,1.645859748,40.33314163,4.206195748
1285,1,A,1285_01A,1.128281256,0.221828279,1,16,0,0,0,1.431646105,0.951227949,33.60123693,1.239478842,0.89357777,35.78897346,2.973086975
1285,1,B,1285_01B,0.976883562,0.159531964,1,14,0,0,0,1.426940639,1.355593607,43.53119929,1.141552511,1.046423136,42.51044708,3.378900304
1285,2,A,1285_02A,1.062256323,0.22143357,1,12,0,0,0,1.199640108,0.899730081,36.86989765,1.22463261,0.849745077,34.75591255,2.811731481
1285,2,B,1285_02B,0.986610585,0.144301846,1,10,0,0,0,1.292458392,0.99768718,37.6656212,1.15641014,0.748265385,32.90524292,2.732563149
1285,3,A,1285_03A,1.151320169,0.188609385,1,9,0,0,0,2.121699578,1.622476148,37.40535663,1.691812736,1.594741513,43.30821143,4.36853783
1285,3,B,1285_03B,1.011697674,0.208011628,1,15,0,0,0,2.139534884,1.406976744,33.32926764,2.186046512,1.139534884,27.53197675,3.558209302
1285,4,A,1285_04A,0.932421632,0.109326436,2,2,1,0,0,1.542935796,0.765917769,26.39993411,0.455110559,0.144303348,17.59242456,1.842642749
1285,4,B,1285_04B,0.977384615,0.223897436,1,11,0,0,0,1.641025641,1.205128205,36.29262973,1.461538462,0.666666667,24.51964269,2.849179487
1285,5,A,1285_05A,1.06124844,0.185593009,1,14,0,0,0,0.74906367,0.63670412,40.36453657,0.861423221,0.836454432,44.15747574,2.534406991
1285,5,B,1285_05B,0.963437531,0.183275627,1,14,0,0,0,0.79245099,1.011898956,51.9343489,0.69491856,0.621769238,41.82016988,2.597105725
1285,6,A,1285_06A,1.127495846,0.230448677,1,12,0,0,0,0.741403554,0.703055094,43.47923034,0.766969193,0.843666113,47.72631099,2.674217052
1285,6,B,1285_06B,1.052271591,0.149975009,1,13,0,0,0,0.854970668,0.486675611,29.64986351,0.776050299,0.749743509,44.0122396,2.288690711
1285,7,A,1285_07A,0.819441244,0.166935546,1,9,0,0,0,0.652992241,0.512150777,38.10757688,0.704207319,0.435328161,31.72360296,1.766920181
1285,7,B,1285_07B,0.761687137,0.131450538,1,8,0,0,0,0.714081691,0.333238122,25.01689348,0.571265353,0.368942207,32.85572195,1.463867466
1285,8,A,1285_08A,0.974771789,0.189698261,1,14,0,0,0,0.710283324,0.631362955,41.63353934,0.828663878,0.539289191,33.05582281,2.145423934
1285,8,B,1285_08B,0.96989557,0.154891358,1,13,0,0,0,0.666157252,0.52900723,38.45370922,0.783714415,0.842492996,47.07003065,2.341395795
1285,9,A,1285_09A,0.881022089,0.130914977,1,12,0,0,0,0.690278968,0.571265353,39.61068824,0.654574883,0.54746263,39.90788488,1.999750071
1285,9,B,1285_09B,0.86371242,0.1908296,1,10,0,0,0,0.890592109,0.445296054,26.56505118,0.83661683,0.445296054,28.02450053,1.754304529
1285,10,A,1285_10A,0.843605415,0.100973896,1,12,0,0,0,0.885360142,0.671160107,37.16447489,0.828240133,0.456960073,28.88658177,1.971725596
1285,10,B,1285_10B,0.85436202,0.181935602,1,12,0,0,0,0.976343999,0.457661249,25.11483489,0.884811749,0.640725749,35.90972308,1.952749019
1285,11,A,1285_11A,0.873372956,0.136690181,1,12,0,0,0,0.749875021,0.518432113,34.65835471,0.703586439,0.518432113,36.38435182,1.910237183
1285,11,B,1285_11B,0.907955307,0.150504636,1,11,0,0,0,1.026560913,0.42143027,22.31944039,1.156231765,1.113008148,43.90878377,2.442393724
1285,12,A,1285_12A,0.960272367,0.160046874,1,10,0,0,0,0.816746862,0.887768328,47.38594403,0.781236129,0.639193196,39.28940686,2.487233891
1285,12,B,1285_12B,0.884692282,0.167098147,1,12,0,0,0,0.922769333,0.717709482,37.87498365,0.974034296,0.589547074,31.18497466,2.191948838
1285,13,A,1285_13A,0.871758413,0.144127903,1,16,0,0,0,0.507820435,0.448574717,41.45523354,0.465502065,0.397792674,40.51539399,1.718125804
1285,13,B,1285_13B,0.882411765,0.144754902,1,14,0,0,0,0.529411765,0.480392157,42.22083314,0.529411765,0.352941177,33.69006753,1.715745098
1285,14,A,1285_14A,0.72275,0.180555556,1,11,0,0,0,0.708333333,0.569444444,38.7965521,0.736111111,0.513888889,34.91940201,1.806083333
1285,14,B,1285_14B,0.790190198,0.160024202,1,12,0,0,0,0.736590114,0.539289191,36.20945682,0.710283324,0.578749375,39.17365797,1.908228764
1286,2,A,1286_02A,0.801737142,0.17519917,1,8,0,0,0,1.166737378,1.331730543,48.77819771,0.895677179,0.530335172,30.62999848,2.663802857
1286,2,B,1286_02B,0.830726377,0.202659632,1,9,0,0,0,1.245446754,1.285622456,45.90938045,1.044568245,0.870473538,39.80557109,2.98682237
1286,3,A,1286_03A,0.752455044,0.18260426,1,10,0,0,0,1.224333631,1.17331973,43.78112476,0.956510649,0.892743273,43.02506599,2.818518046
1286,3,B,1286_03B,0.766252772,0.111419069,2,5,6,0,0,1.186252772,0.5654102,25.48412699,0.920177384,0.654101996,35.40686574,1.985764967
1286,5,A,1286_05A,0.999750086,0.195538369,1,4,0,0,0,1.696787941,1.867782075,47.74640068,1.341646279,0.868124063,32.90524292,3.735656223
1286,5,B,1286_05B,1.033262622,0.170881064,2,4,2,0,0,2.37590157,1.442511667,31.26373169,2.135482959,1.47079621,34.55680594,3.946570499
1286,6,A,1286_06A,0.782041999,0.123736423,1,5,0,0,0,1.303403331,1.216509776,43.02506599,1.274438813,0.75307748,30.57922687,2.751629254
1286,6,B,1286_06B,0.769186449,0.183324371,0,0,0,0,0,1.421218407,2.099818187,55.90870808,1.472433484,1.075516632,36.14569181,3.944521267
1286,7,A,1286_07A,0.851463637,0.176781468,0,0,0,0,0,1.453360345,1.923133386,52.9207399,1.394638715,1.101030565,38.29016319,3.875627587
1286,7,B,1286_07B,0.912235294,0.177088235,1,6,0,0,0,1.411764706,0.897058824,32.43255725,1.441176471,1.764705882,50.76263289,3.574
1286,8,A,1286_08A,0.780863827,0.170845831,1,6,0,0,0,1.579684063,1.069786043,34.10645394,1.849630074,1.479704059,38.65980825,3.330353929
1286,8,B,1286_08B,0.829077924,0.207613825,0,0,0,0,0,2.040556052,3.16286188,57.17145821,1.887514348,3.022573651,58.01635267,7.014513455
1286,9,A,1286_09A,0.853022194,0.232436119,2,1,3,0,0,2.203683299,1.456005037,33.45330945,1.928222887,1.429770712,36.55680907,3.738797943
1286,9,B,1286_09B,0.880351089,0.194005729,1,10,0,0,0,1.616166925,2.864425932,60.56743155,1.878958295,1.432212966,37.31601817,5.176989988
1287,1,A,1287_01A,0.8408122,0.267144145,2,7,5,0,0,1.924529221,1.717459621,41.74588386,1.863626398,1.449487198,37.87498365,4.00775902
1287,1,B,1287_01B,1.073632353,0.188323529,2,8,9,0,0,2.308823529,1.794117647,37.84970982,2.529411765,2.088235294,39.54244651,4.955985294
1287,2,A,1287_02A,0.81899527,0.163696792,2,6,6,0,0,2.441518599,1.316630449,28.33652092,2.556563978,1.239933529,25.87338523,3.375559248
1287,2,B,1287_02B,0.878978225,0.115415789,2,10,5,0,0,2.944831685,1.364348625,24.85841926,2.904306479,1.485924245,27.09555249,3.729251094
1287,3,A,1287_03A,0.64122355,0.118745102,1,7,0,0,0,1.35369416,0.344360795,14.27251338,1.270572589,1.056831406,39.7528611,2.04241575
1287,3,B,1287_03B,0.662162162,0.135135135,2,4,7,0,0,1.351351351,1.121621622,39.69267315,1.256756757,0.337837838,15.04639183,2.121621622
1287,4,A,1287_04A,0.839678934,0.267938816,2,8,8,0,0,2.938058458,1.893078904,32.79489382,2.71088899,1.060124186,21.35855238,3.792882023
