PLOT_ID,Plant_Number,AorB,plantid,stalk_width,leftmost_single_root_width,num_whorls,w1,w2,w3,w4,root_heightonstalk_left,stalk_to_leftmost_rootgrounding,root_angledeg_left,root_heightonstalk_right,stalk_to_rightmost_rootgrounding,root_angledeg_right,spread_width
1261,4,A,1261_04A,0.793509273,0.195738231,2,2,2,0,0,1.881241084,1.800998574,43.75162128,1.747503566,1.176890157,33.95905982,3.771398003
1261,4,B,1261_04B,0.788061298,0.182936268,1,3,0,0,0,0.520664762,0.802105174,57.01147839,0.492520721,0.94282538,62.41797079,2.532991852
1261,5,A,1261_05A,0.826769841,0.179055556,2,4,3,0,0,1.142857143,2.103174603,61.48051001,1.079365079,1.674603175,57.19620533,4.604547619
1261,5,B,1261_05B,0.82581626,0.128893072,2,5,2,0,0,1.295880692,1.578223413,50.61055072,1.310359806,1.259682907,43.87037046,3.66372258
1262,1,A,1262_01A,0.975696292,0.137059986,2,10,4,0,0,1.729643427,1.241795281,35.67640822,1.780328949,1.058060265,30.72327199,3.275551839
1262,1,B,1262_01B,1.048239906,0.151607732,2,9,4,0,0,2.142585069,1.293486541,31.11953586,1.983875064,1.25380904,32.2928865,3.595535488
1262,2,A,1262_02A,1.004611093,0.148819763,2,7,5,0,0,1.842991573,1.416573915,37.54686851,1.647851289,0.867290152,27.7585406,3.288475159
1262,2,B,1262_02B,0.991302539,0.171585518,2,14,2,0,0,1.032043279,0.799001248,37.74680539,1.065334998,1.206824802,48.56326806,2.997128589
1262,3,A,1262_03A,1.02013153,0.152300336,2,5,5,0,0,1.486172138,1.342580627,42.094079,1.443094684,1.3210419,42.47169881,3.683754057
1262,3,B,1262_03B,1.045559454,0.147945419,2,7,4,0,0,1.13840156,1.567251462,54.00653947,1.13840156,1.380116959,50.48218431,3.992927875
1262,4,A,1262_04A,1.081322905,0.129145336,2,11,10,0,0,2.191830178,2.064223627,43.2826516,1.989160949,1.298584318,33.13771516,4.444130849
1262,4,B,1262_04B,1.0787011,0.136646982,2,7,13,0,0,1.898200225,1.148293963,31.17134903,1.835708037,1.288901387,35.07375449,3.51589645
1262,5,A,1262_05A,1.216593065,0.175247955,1,13,0,0,0,1.245203794,1.94020126,57.30801582,1.035256642,0.962861073,42.92497364,4.119655397
1262,5,B,1262_05B,1.148680816,0.127041199,2,2,12,0,0,1.098626717,1.290054099,49.58185586,0.982105701,1.481481482,56.45875235,3.920216396
1262,6,A,1262_06A,0.937565921,0.156751729,2,9,5,0,0,1.801828196,1.435602953,38.54601341,1.735907653,1.391655924,38.7187242,3.764824798
1262,6,B,1262_06B,0.919105849,0.126793364,2,11,4,0,0,1.643430174,1.417555884,40.77971611,1.744684165,1.261780513,35.87499135,3.598442246
1262,7,A,1262_07A,0.814799319,0.075574738,2,4,9,0,0,1.688246866,0.910185267,28.33045809,1.666226254,0.888164656,28.05938477,2.613149241
1262,7,B,1262_07B,0.860346042,0.070470074,2,11,3,0,0,1.769534514,0.974882441,28.85150845,1.679419331,0.860190389,27.1213034,2.695418872
1262,8,A,1262_08A,1.013941283,0.121363711,2,5,10,0,0,1.259934096,1.722158439,53.81073299,1.259934096,0.976635305,37.78097918,3.712735026
1262,8,B,1262_08B,0.990574556,0.142791516,2,5,10,0,0,1.512823356,1.045511429,34.64833051,1.433617945,1.964294201,53.87658493,4.000380186
1262,9,A,1262_09A,0.866912827,0.129434901,2,6,10,0,0,1.388665918,1.276288329,42.58534348,1.300369241,1.139829828,41.23596514,3.283030984
1262,9,B,1262_09B,0.779207816,0.132280214,2,7,7,0,0,1.270398209,1.187217374,43.06149823,1.225026845,0.960360551,38.0946937,2.926785741
1262,10,A,1262_10A,0.923152035,0.132283065,2,3,5,0,0,0.884193692,1.168673402,52.88961781,0.738109517,0.799618643,47.29061004,2.891444081
1262,10,B,1262_10B,0.888918867,0.103161503,2,3,8,0,0,1.174454038,0.777679025,33.5110188,1.079228035,1.142712037,46.63657704,2.809309929
1262,11,A,1262_11A,0.849440611,0.181849691,1,8,0,0,0,0.846337374,1.136510188,53.32565033,0.725432035,0.814095951,48.29611597,2.80004675
1262,11,B,1262_11B,0.83445614,0.112452242,1,10,0,0,0,0.904483431,1.083820663,50.15390856,0.951267057,1.005847953,46.5974762,2.924124756
1262,12,A,1262_12A,0.703496719,0.093226298,2,2,10,0,0,0.849642564,1.186569788,54.39546602,0.81302004,0.974159147,50.1520817,2.864225653
1262,12,B,1262_12B,0.804906998,0.12197217,2,4,12,0,0,1.077603036,1.124455342,46.21887524,1.085411754,1.249394824,49.01752104,3.178757165
1262,13,A,1262_13A,0.837438386,0.124986564,2,1,14,0,0,0.97507793,0.998111266,45.66879195,0.952044593,0.721711223,37.16447489,2.557260876
1262,13,B,1262_13B,0.789679688,0.136664063,1,9,0,0,0,0.6875,0.640625,42.97863506,0.609375,0.8359375,53.90900001,2.266242188
1262,14,A,1262_14A,1.024595156,0.14400692,1,12,0,0,0,1.335640138,1.245674741,43.00390411,1.176470588,1.224913495,46.15566589,3.495183391
1262,14,B,1262_14B,1.120389476,0.155669654,2,3,10,0,0,1.386381223,1.329958731,43.81005107,1.418622646,1.434743358,45.32370152,3.885091566
1262,15,A,1262_15A,1.172116272,0.182113096,2,12,1,0,0,2.094644667,1.542626397,36.37023782,1.958530573,1.035979492,27.87693896,3.750722161
1262,15,B,1262_15B,1.058066481,0.126702888,2,12,3,0,0,2.115588037,1.194025067,29.44011939,2.131615219,1.346283297,32.27564431,3.598374844
1262,16,A,1262_16A,1.087928515,0.148559992,2,5,12,0,0,2.042917885,1.959872442,43.81146139,1.843608823,1.187549827,32.78737259,4.235350784
1262,16,B,1262_16B,1.051038595,0.130095114,2,7,13,0,0,2.173804408,1.565805474,35.76545165,1.923941832,1.724051772,41.86364163,4.340895841
1263,1,A,1263_01A,0.942912605,0.150121855,2,5,4,0,0,1.622364543,0.403819996,13.9773578,1.516096123,0.566764906,20.49734055,1.913497506
1263,2,A,1263_02A,0.978956808,0.116006576,2,9,3,0,0,2.129726498,0.582872515,15.30613897,2.092362876,1.113435959,28.01935659,2.675265282
1263,2,B,1263_02B,1.000147887,0.135274648,1,8,0,0,0,0.852112676,1,49.56526238,0.894366197,0.633802817,35.3237289,2.633950704
1263,3,A,1263_03A,1.236727327,0.159631356,2,1,8,0,0,1.144700122,0.73528183,32.71408392,0.919102288,0.48461757,27.80145878,2.456626728
1263,3,B,1263_03B,1.1470635,0.146340758,1,9,0,0,0,1.12024978,0.556511181,26.4170004,1.026293346,0.686604704,33.78308007,2.390179385
1263,4,A,1263_04A,0.983602023,0.14127311,2,4,7,0,0,0.998939587,0.737678464,36.44444176,0.952834683,0.591679602,31.83894713,2.312960089
1263,4,B,1263_04B,0.904112916,0.120695472,2,2,8,0,0,1.066011767,0.634209532,30.7499673,0.931073568,0.634209532,34.2611029,2.17253198
1263,5,A,1263_05A,0.840041332,0.164447607,2,2,6,0,0,0.813090761,0.830030152,45.59065721,0.711454416,0.440424162,31.75948008,2.110495647
1263,5,B,1263_05B,0.801947315,0.139789372,1,9,0,0,0,0.943851482,0.624503236,33.49077866,0.915464971,0.730952651,38.60560223,2.157403202
1263,6,A,1263_06A,1.136639376,0.203329435,1,9,0,0,0,0.810916179,0.873294347,47.1210964,0.81871345,1.021442495,51.28689336,3.031376218
1263,6,B,1263_06B,1.087451255,0.209567469,2,3,7,0,0,1.324680737,0.632572262,25.52578595,1.153514125,0.788854821,34.36709102,2.508878338
1263,7,A,1263_07A,1.114621969,0.183585949,1,9,0,0,0,0.989657632,0.641940086,32.9694039,0.945078459,0.606276748,32.68055474,2.362838802
1263,7,B,1263_07B,1.096795857,0.153834674,1,9,0,0,0,1.014819347,0.634262092,32.00538321,1.00735744,0.567104929,29.37789974,2.298162879
1263,8,A,1263_08A,1.057145235,0.165201831,1,8,0,0,0,0.915522264,0.74906367,39.28940686,0.707449022,0.474406991,33.84534026,2.280615897
1263,8,B,1263_08B,1.007869163,0.177546022,1,7,0,0,0,0.560954413,0.481946749,40.66768602,0.616259777,0.639962076,46.08092419,2.129777989
1263,9,A,1263_09A,0.894187779,0.168624529,1,8,0,0,0,0.75392303,0.639957921,40.32583629,0.666257561,0.455860437,34.38034472,1.990006137
1263,10,A,1263_10A,0.927759169,0.225448768,2,4,6,0,0,1.322683157,0.970540239,36.26996377,1.211028086,0.738641244,31.38022942,2.636940651
1263,10,B,1263_10B,1.027391258,0.190205321,2,3,9,0,0,1.314417804,1.065131668,39.01940048,1.299309553,1.087794044,39.93638315,3.180316971
1263,11,A,1263_11A,1.076268686,0.154708048,1,11,0,0,0,0.716533663,0.765707542,46.90011097,0.660334944,0.477689109,35.88213725,2.319665337
1263,11,B,1263_11B,1.295724638,0.207253623,2,10,2,0,0,1.202898551,0.905797101,36.98018775,1.195652174,0.84057971,35.10838027,3.042101449
1263,13,A,1263_13A,1.045685904,0.175662376,2,9,8,0,0,2.667958358,1.114852916,22.67846155,2.644892436,1.030277868,21.282649,3.190816687
1263,13,B,1263_13B,0.88719579,0.095325099,2,8,6,0,0,2.247314186,0.962264611,23.17984803,2.137689103,0.943993764,23.82603461,2.793454165
1264,1,A,1264_01A,0.92755081,0.12089914,2,10,2,0,0,3.120693206,1.140557923,20.07646005,3.073169959,1.283127663,22.66179379,3.351236397
1264,1,B,1264_01B,0.859506515,0.184816865,2,10,3,0,0,3.209193282,1.470079557,24.61175001,3.238018371,0.932011223,16.05760841,3.261597294
1264,2,A,1264_02A,0.886196721,0.132172131,2,3,8,0,0,1.745901639,1.081967213,31.78725312,1.508196721,0.991803279,33.32926764,2.959967213
1264,2,B,1264_02B,0.969156552,0.134139472,2,2,8,0,0,2.053201541,1.480848899,35.80061027,1.780652664,0.790391744,23.93536029,3.240397195
1264,3,A,1264_03A,0.992466102,0.202485573,1,9,0,0,0,1.38574611,1.447139925,46.24150986,1.219105755,0.56131488,24.72283955,3.000920907
1264,3,B,1264_03B,0.877771499,0.176961477,1,8,0,0,0,1.054911934,0.565131393,28.17859011,0.979561081,1.083168503,47.87545368,2.526071395
1264,4,A,1264_04A,0.859177631,0.154978188,2,3,10,0,0,1.944673172,1.673119711,40.70739782,1.848315493,1.051174688,29.62777205,3.58347203
1264,4,B,1264_04B,0.771268303,0.144293994,1,9,0,0,0,1.931941432,1.389642082,35.72739822,1.830260304,1.076125271,30.45395128,3.237035656
1264,5,A,1264_05A,0.759212987,0.205498775,1,10,0,0,0,1.120389476,1.209053392,47.17975599,1.031725561,0.830216662,38.82319882,2.798483041
1264,5,B,1264_05B,0.737696152,0.174673446,1,10,0,0,0,1.218550013,1.043219076,40.56733153,1.130884545,1.025685982,42.20729763,2.80660121
1264,6,A,1264_06A,0.87842623,0.150696721,2,3,10,0,0,1.770491803,1.147540984,32.94921512,1.721311475,1.229508197,35.53767779,3.25547541
1264,6,B,1264_06B,0.878959167,0.171429493,2,2,8,0,0,1.806218552,1.169203974,32.91584736,1.854599407,1.209521352,33.11134196,3.257684492
1264,7,A,1264_07A,0.863556118,0.177102862,1,10,0,0,0,1.749781277,1.226409199,35.02633932,1.73415823,0.742094738,23.16743457,2.832060055
1264,7,B,1264_07B,0.853836207,0.170025862,1,8,0,0,0,1.879310345,0.974137931,27.39990327,1.75,0.689655172,21.50883784,2.51762931
1264,8,A,1264_08A,0.79180397,0.186269151,1,10,0,0,0,1.452421483,1.015133295,34.95065141,1.452421483,0.960472271,33.4762783,2.767409536
1264,8,B,1264_08B,0.791377445,0.170769871,1,9,0,0,0,1.406575114,1.431543904,45.50405544,1.323345818,0.957136912,35.87710379,3.180058261
1264,9,A,1264_09A,0.830520661,0.138208106,1,7,0,0,0,1.730267836,0.695267441,21.891568,1.651260172,0.497748282,16.77466645,2.023536383
1264,9,B,1264_09B,0.760586131,0.08841936,1,7,0,0,0,1.477639833,0.630169929,23.09682192,1.463153168,0.753306581,27.24174152,2.14406264
1264,10,A,1264_10A,0.787558685,0.13028169,2,9,9,0,0,2.574587309,1.582613963,31.57928699,2.392851734,1.499318492,32.07052904,3.86949114
1264,10,B,1264_10B,0.743052613,0.140771629,2,8,7,0,0,2.65635406,1.58927166,30.89168641,2.467155052,1.082218321,23.68467362,3.414542593
1265,1,A,1265_01A,0.867294629,0.185254253,2,6,4,0,0,1.682326054,1.642648553,44.31631193,1.650584053,0.991937532,31.00424824,3.501880714
1265,1,B,1265_01B,0.881397438,0.183305654,2,7,6,0,0,2.059042842,1.584530911,37.5799851,1.940414859,1.432009219,36.42700164,3.897937568
1265,2,A,1265_02A,0.87872105,0.178233875,2,8,1,0,0,0.530206396,0.791467519,56.18175421,0.653152807,0.676205259,45.99346886,2.346393828
1265,2,B,1265_02B,0.839996452,0.206054058,3,5,5,3,0,0.733776287,0.935363179,51.88642733,0.725712811,1.096632693,56.50481533,2.871992324
1265,3,A,1265_03A,0.634676761,0.187330216,1,9,0,0,0,0.437912863,0.794180955,61.12757583,0.326579084,0.571513397,60.2551187,2.000371113
1265,3,B,1265_03B,0.580375904,0.192929703,1,6,0,0,0,0.391264654,0.891213935,66.29735405,0.391264654,0.652107757,59.03624347,2.123697596
1265,4,A,1265_04A,0.822528904,0.15170404,2,3,10,0,0,1.445178503,1.794562317,51.15516834,1.222843349,1.064032525,41.02750406,3.681123745
1265,4,B,1265_04B,0.796544536,0.168189059,2,4,10,0,0,1.686212039,1.686212039,45,1.813313449,1.753999458,44.04742636,4.236756033
1265,5,A,1265_05A,0.907764582,0.176780675,1,8,0,0,0,0.984526652,1.713231418,60.11571319,0.844987442,0.961270117,48.68348639,3.582266117
1265,5,B,1265_05B,0.902792107,0.177513219,2,5,7,0,0,1.289656951,1.289656951,45,1.209053392,1.483105494,50.81248238,3.675554553
1265,6,A,1265_06A,0.773858209,0.147,1,8,0,0,0,0.597014925,1.111940299,61.76808174,0.567164179,1.02238806,60.98091715,2.908186567
1265,6,B,1265_06B,0.746992445,0.188126905,1,8,0,0,0,0.857034027,1.587100051,61.63095371,0.833227527,1.063357034,51.91838641,3.39744953
1265,7,A,1265_07A,0.745666587,0.115627044,2,3,8,0,0,1.345364809,1.285901171,43.70540048,1.278468217,0.988582982,37.71319689,3.02015074
1265,7,B,1265_07B,0.753434698,0.171181287,2,5,7,0,0,1.723196881,1.364522417,38.37412529,1.559454191,1.068226121,34.41114338,3.186183236
1265,8,A,1265_08A,0.721962693,0.244500721,1,7,0,0,0,0.540912667,1.311303436,67.58385252,0.540912667,1.057238395,62.90444751,3.090504524
1265,8,B,1265_08B,0.670740524,0.228679547,1,7,0,0,0,0.93834605,1.315222742,54.49402989,0.907580606,1.099864632,50.47140911,3.085827898
1265,9,A,1265_09A,0.631578947,0.193052632,1,9,0,0,0,0.428849903,0.639376218,56.1489897,0.413255361,0.779727096,62.07641028,2.050682261
1265,9,B,1265_09B,0.677243305,0.196400241,1,6,0,0,0,0.698058129,1.213669247,60.09406283,0.579070948,1.13434446,62.95616515,3.025257012
1265,10,A,1265_10A,0.836216781,0.229352152,1,9,0,0,0,0.607041684,1.703089168,70.38212059,0.556454877,1.08761635,62.90444751,3.626922299
1265,10,B,1265_10B,0.84976842,0.214052189,1,8,0,0,0,0.718956227,1.87685415,69.03993659,0.688684386,1.770902706,68.74949449,4.497525277
1265,11,A,1265_11A,0.849971447,0.183730102,1,7,0,0,0,1.784567064,1.088585909,31.38319106,1.704261546,1.043971733,31.49019605,2.982529088
1265,11,B,1265_11B,0.70840335,0.16269946,2,3,8,0,0,1.72899857,1.18738456,34.47921569,1.499854181,0.805477245,28.23744554,2.701265155
1265,12,A,1265_12A,0.827789884,0.172816345,1,7,0,0,0,1.728573067,0.98307473,29.62777205,1.515573542,0.909344125,30.96375653,2.72020874
1265,12,B,1265_12B,0.791929972,0.154831377,2,3,8,0,0,1.886123291,1.507286562,38.62993559,1.757157596,0.926940934,27.81267492,3.226157467
1266,1,A,1266_01A,1.118017566,0.376411543,1,8,0,0,0,2.961104141,1.48055207,26.56505118,2.43412798,0.878293601,19.84069808,3.476863237
1266,1,B,1266_01B,0.987021014,0.273743305,1,9,0,0,0,2.111660486,1.236093943,30.34324888,1.931396786,1.004326329,27.47443163,3.227441286
1266,2,A,1266_02A,1.076036976,0.26072529,1,5,0,0,0,2.725764399,1.35103105,26.36541512,2.228016118,1.09030576,26.07535558,3.517373785
1266,2,B,1266_02B,0.999143836,0.23782344,1,7,0,0,0,1.331811263,0.784817352,30.51023741,1.260464231,0.879946728,34.91940201,2.663907915
1266,3,A,1266_03A,1.073082686,0.253825546,1,5,0,0,0,2.451982019,1.407619307,29.85901616,2.156836035,0.590291968,15.30613897,3.070993961
1266,3,B,1266_03B,1.045970149,0.17937811,1,3,0,0,0,1.243781095,0.895522388,35.75388725,1.094527363,0.721393035,33.38851358,2.662885572
1266,4,A,1266_04A,0.985719475,0.298619625,1,1,0,0,0,1.294101621,0.930845026,35.72739822,1.203287472,0.590291968,26.13100054,2.506856468
1266,4,B,1266_04B,0.978310645,0.232713043,1,8,0,0,0,1.040756005,0.874235044,40.03025927,1.019940885,0.728529204,35.53767779,2.581074893
1266,5,A,1266_05A,0.868713995,0.226101269,1,5,0,0,0,0.887945597,1.061203275,50.07960786,0.736345129,0.909602807,51.00900596,2.839520076
1266,5,B,1266_05B,0.945597015,0.378905473,1,5,0,0,0,0.621890547,0.945273632,56.65929265,0.671641791,0.771144279,48.94518623,2.662014925
1266,6,A,1266_06A,0.963910988,0.177178216,2,4,2,0,0,1.441254468,0.922402859,32.61924307,1.345170837,0.787885776,30.35811546,2.674199623
1266,6,B,1266_06B,0.999977297,0.295145984,2,5,2,0,0,1.748172365,0.908141488,27.45099777,1.611951142,1.089769786,34.06090882,2.997888571
1266,7,A,1266_07A,0.944502017,0.261704726,2,3,2,0,0,1.091824272,0.629186869,29.95360817,0.925274807,0.758725341,39.35175263,2.332414227
1266,7,B,1266_07B,0.96322027,0.227035372,2,5,4,0,0,1.135176861,0.998955637,41.34777722,1.112473323,0.726513191,33.14699583,2.688689098
1266,8,A,1266_08A,0.981166667,0.263520833,2,6,2,0,0,0.875,1.020833333,49.39870536,0.8125,0.895833333,47.79270237,2.897833333
1266,8,B,1266_08B,0.932319014,0.310083929,1,4,0,0,0,1.05428536,1.15764667,47.67542666,0.971596312,0.868235002,41.78451601,2.958200686
1266,9,A,1266_09A,1.010142857,0.257547619,1,4,0,0,0,1.523809524,0.857142857,29.35775354,1.476190476,0.761904762,27.29957221,2.629190476
1266,9,B,1266_09B,0.952917226,0.290553125,2,7,2,0,0,1.559319097,1.147832113,36.35719742,1.321089791,0.952917226,35.80334411,3.053666566
1266,10,A,1266_10A,1.068431818,0.318181818,2,4,2,0,0,1.090909091,1.386363636,51.80131482,1.159090909,0.886363636,37.40535663,3.341159091
1266,10,B,1266_10B,1.056008533,0.309030576,2,5,5,0,0,1.161412657,0.995496563,40.60129465,1.137710358,0.853282768,36.86989765,2.904787864
1266,11,A,1266_11A,0.800359712,0.268864908,2,6,7,0,0,0.71942446,0.559552358,37.87498365,0.71942446,0.579536371,38.85337434,1.939448441
1266,11,B,1266_11B,0.840183785,0.324068625,1,5,0,0,0,1.041147979,0.92797972,41.71075732,0.882712417,1.131682586,52.04576912,2.899846091
