Year,ID,PLOT_ID,Plant_Number,Accession,Flexural.Rigidity..EI....IMU,Ratio..None.All....IMU,Brace.Root.Whorls.in.the.Soil,num_whorls,w1,w2,w3,root_angle,height.cm.,stalk_width.cm,spread_width.cm,single_root_width.cm,root_heightonstalk.cm,stalk_to_rootgrounding.cm
2019,1260_7,1260,7,PHR58,7.947685619,0.62224444,2,2,6,10,0,61.3959154775,250,2.2849688362,11.98011078192,0.4072495792,2.637012460915,4.84757097286
2019,1260_8,1260,8,PHR58,9.224854613,0.87220417,1,1.5,13,1,0,72.3139038525,250,2.02665996623,9.69774402967,0.52537163023,1.21382034477,3.835542032355
2019,1260_9,1260,9,PHR58,3.818228111,0.82335468,1,1,15,0,0,73.4473786975,227,2.0027856439,7.37750461377,0.43260290289,0.791107858345,2.68735948557
2019,1261_1,1261,1,LH252,6.425126799,0.77074382,1,1,12,0,0,58.93251597,244.5,2.11219621883,7.68615775567,0.3919500289,1.68591657609,2.78698076842
2019,1261_2,1261,2,LH252,9.806405173,0.55806576,1,2,11,4,0,56.04041596,252.5,1.67453904106,8.61147412576,0.40457836534,2.461469179795,3.468467542985
2019,1261_3,1261,3,LH252,10.79187341,0.21828645,2,2,12,5,0,43.40958052,253,1.74589964637,9.0333384357,0.36558385862,3.853118564385,3.643719394665
2019,1261_4,1261,4,LH252,7.828997083,0.72567881,2,1.5,5,2,0,49.28503257,250,2.00859462517,8.00657511585,0.48091661373,2.947625634455,2.998990245975
2019,1261_5,1261,5,LH252,7.716554827,0.46915865,2,2,9,5,0,53.28940913,232,2.09878434827,10.50070315273,0.39109475756,3.0660738272,4.20095940223
2019,1262_1,1262,1,B104,24.8364682,0.92945641,3,2,19,8,0,32.4530256425,183,2.57039897146,8.72628090529,0.36660800186,4.849134643215,3.077940965645
2019,1262_10,1262,10,B104,9.165327565,0.85528063,2,2,6,13,0,45.0819559225,172.5,2.30133004554,7.2399575927,0.29901460136,2.46125065407,2.469313772945
2019,1262_11,1262,11,B104,8.864911065,0.65900567,2,1,18,0,0,49.593287765,173,2.13854887377,7.26969781262,0.37376345491,2.176475134595,2.565574469425
2019,1262_12,1262,12,B104,10.69128579,0.8723557,2,2,6,22,0,49.945986,171,1.91567272059,7.67458817886,0.27330205436,2.42930514519,2.879457729135
2019,1262_13,1262,13,B104,6.779199955,0.74365517,2,1.5,10,14,0,44.9302254775,150.5,2.06643995398,6.12584889128,0.33229629629,2.047238427105,2.029704468015
2019,1262_14,1262,14,B104,10.91568901,0.45522666,3,1.5,15,10,0,44.5733306475,172,2.72413048264,9.37294919539,0.38058924898,3.376367767825,3.324409356375
2019,1262_15,1262,15,B104,19.20844239,0.75680099,3,2,24,4,0,31.49073512,179,2.83233209631,9.33335319635,0.39219629968,5.27074034496,3.250510550655
2019,1262_16,1262,16,B104,21.65245477,0.80220386,3,2,12,25,0,38.556981815,167,2.7164882297,10.89183321375,0.35389198462,5.07001332198,4.087672492025
2019,1262_2,1262,2,B104,22.03764575,0.46121291,3,2,21,7,0,37.90387064,174,2.53481031264,7.98271675996,0.40691470687,3.548520423265,2.723953224295
2019,1262_3,1262,3,B104,21.59704994,0.65450131,2,2,12,9,0,47.2636253975,174.5,2.62342754968,9.74938605364,0.38131210885,3.30585441317,3.56297925198
2019,1262_4,1262,4,B104,22.26757558,0.59976746,3,2,18,23,0,35.66636757,174.5,2.74323048635,10.10923466973,0.33755624386,5.025961112015,3.683002092325
2019,1262_5,1262,5,B104,14.20821231,0.45327714,2,1.5,15,12,0,51.5683994175,172.5,3.00389782887,10.21063717711,0.38390722558,2.76935746229,3.60336967539
2019,1262_6,1262,6,B104,13.809352,0.84869748,3,2,20,9,0,38.4798612675,172.5,2.3579731479,9.35134914588,0.36010226811,4.39791486938,3.49668799899
2019,1262_7,1262,7,B104,9.858467933,0.68928019,3,2,15,12,0,28.0906636775,170.5,2.12743460847,6.74188150351,0.18547691124,4.320176122775,2.307223448155
2019,1262_8,1262,8,B104,11.83757291,0.72179494,3,2,10,20,0,45.0291569025,172,2.54573511553,9.79565631924,0.33547713829,3.471106528055,3.62496060249
2019,1262_9,1262,9,B104,8.536720478,0.26644631,3,2,13,17,0,41.2443751375,175.5,2.09057321661,7.88646724075,0.33237819605,3.292132235255,2.89794701207
2019,1263_10,1263,10,M162W,15.41197215,0.5711543,2,2,7,15,0,36.651494205,211.5,2.48304104229,7.38791717994,0.52788069303,3.268623511,2.452438068825
2019,1263_11,1263,11,M162W,16.38392669,0.84867394,2,1.5,21,2,0,38.71770406,199,3.01243152148,6.80944381822,0.45969132217,2.39739127582,1.89850614837
2019,1263_13,1263,13,M162W,18.49606756,0.58033702,2,2,17,14,0,22.7417482975,192,2.45475975138,7.60002398204,0.34415409325,6.158137342705,2.572632115965
2019,1263_2,1263,2,M162W,15.2361969,0.90364509,1,1.5,17,3,0,32.05362171,197,2.51346296265,6.74270430222,0.31912715448,3.790040836845,2.114620669785
2019,1263_3,1263,3,M162W,11.01180803,0.62166086,2,1.5,10,8,0,30.1789057925,188.5,3.02741435029,6.15544376351,0.38858458478,2.67356941536,1.564014705975
2019,1263_4,1263,4,M162W,8.719789877,0.67989801,2,2,6,15,0,33.3236147725,196,2.39739797253,5.69657492763,0.33270009914,2.507525849175,1.64958847755
2019,1263_5,1263,5,M162W,10.52089883,0.35321354,2,1.5,11,6,0,37.361629545,211,2.08532558169,5.42023153823,0.38638096333,2.14875213505,1.667452977635
2019,1263_6,1263,6,M162W,12.60830973,0.69638749,2,1.5,12,7,0,39.5752166825,212,2.82459510137,7.03612328612,0.52437906808,2.608468551785,2.105764092375
2019,1263_7,1263,7,M162W,13.41899958,0.64661732,2,1,18,0,0,31.7583103975,214.5,2.80850063902,5.91947213487,0.42852419121,2.51263967753,1.555485747925
2019,1263_8,1263,8,M162W,10.78118755,0.86549415,1,1,15,0,0,39.9708393325,177,2.62256828546,5.60120023522,0.43528977331,1.77811777726,1.48931597361
2019,1264_1,1264,1,CML277,14.97628165,0.43226011,3,2,20,5,0,20.851903065,231,2.26956280275,8.39829878757,0.38825932635,8.02708250943,3.06436799241
2019,1264_10,1264,10,CML277,16.56890572,0.22878486,3,2,17,16,0,29.556544015,224,1.94387634846,9.25072284091,0.34423771513,6.407752078425,3.65342324686
2019,1264_2,1264,2,CML277,16.43890877,0.65924572,2,2,5,16,0,31.21312283,221,2.35629865671,7.87446279816,0.33821573581,4.500849878775,2.759082070725
2019,1264_3,1264,3,CML277,11.71114059,0.81629636,1,1,17,0,0,36.7545983,195,2.37520175327,7.01928022354,0.4818977535,2.9459712988,2.322039235135
2019,1264_4,1264,4,CML277,13.14281322,0.78301339,1,1.5,12,10,0,34.1291298425,227,2.07066633618,8.66204476122,0.38007567114,4.797545904635,3.29568921252
2019,1264_5,1264,5,CML277,11.39174172,0.98453948,1,1,20,0,0,42.1943959925,242,1.90107460653,7.11845699877,0.48281872067,2.858483992825,2.60869119612
2019,1264_6,1264,6,CML277,14.79767805,0.77666103,2,2,5,18,0,33.6285205575,240,2.23187945419,8.27171307554,0.40910029178,4.541914485495,3.019916811945
2019,1264_7,1264,7,CML277,14.09646024,0.61770158,1,1,18,0,0,26.77562875,237,2.18108825275,6.79410549355,0.44085347948,4.51691365602,2.3065086204
2019,1264_8,1264,8,CML277,15.55352606,0.77749011,1,1,19,0,0,37.452022235,220,2.01064039705,7.55328410219,0.45343955794,3.57807507523,2.77132185257
2019,1264_9,1264,9,CML277,6.839786493,0.84725949,2,1,14,0,0,22.2511994725,181,2.02070562584,5.29285075921,0.28781688182,4.014673840715,1.636072567955
2019,1265_1,1265,1,Tx303,10.45732978,0.60363725,2,2,13,10,0,37.3318867275,252.5,2.22083892509,9.39776921814,0.46807108189,4.65605355808,3.588465146525
2019,1265_10,1265,10,Tx303,10.22516973,0.57663694,1,1,17,0,0,67.768999795,256,2.14120120527,10.31804842152,0.56312351307,1.63267210549,4.08842360749
2019,1265_11,1265,11,Tx303,6.018732724,0.35788871,2,1.5,10,8,0,31.397512085,239,1.97913599219,7.21841868861,0.43996554374,4.265727664235,2.619641348845
2019,1265_2,1265,2,Tx303,10.6275252,0.28290514,2,2.5,13,6,3,52.6416164325,254,2.18277122754,6.62735041304,0.48804567491,1.678208671135,2.22228959275
2019,1265_3,1265,3,Tx303,3.340094022,0.69525242,1,1,15,0,0,61.6790730125,231,1.54311688455,5.23756726043,0.48293009713,0.982358496925,1.84722518794
2019,1265_4,1265,4,Tx303,9.176916776,0.397082,2,2,7,20,0,45.30752469,269.5,2.0562232688,10.05570731806,0.40626423573,3.9163925609,3.999742025265
2019,1265_5,1265,5,Tx303,4.53632312,0.52547799,2,1.5,13,7,0,51.15292049,269.5,2.29940699503,9.2174322509,0.44995324538,2.748422517495,3.4590126273
2019,1265_6,1265,6,Tx303,6.594313322,0.51152836,2,1,16,0,0,59.0745847525,244,1.93148033058,8.00815784319,0.42561116935,1.81256981783,3.03833875694
2019,1265_7,1265,7,Tx303,4.878606524,0.92678838,2,2,8,15,0,38.55096651,261,1.90385863195,7.88204414952,0.36424658037,3.75061740223,2.989092758785
2019,1265_8,1265,8,Tx303,7.888897477,0.57134005,1,1,14,0,0,58.8634347575,270,1.76873308559,7.84394217594,0.60093894036,1.85912251365,3.037604545175
2019,1265_9,1265,9,Tx303,1.757671588,0.66429675,1,1,15,0,0,60.31890699,235,1.66220426004,6.44644287671,0.49460514871,1.345713806535,2.392119308335
2019,1266_1,1266,1,CML228,18.52587779,0.64609344,2,1,17,0,0,26.0558574425,217,2.6733989966,8.51446674421,0.82569665696,5.993313764555,2.920533873805
2019,1266_11,1266,11,CML228,7.469044343,0.57461692,2,1.5,11,7,0,42.6212211075,203,2.08349024119,6.14590405564,0.75302558691,2.13532041566,2.031206907225
2019,1266_12,1266,12,CML228,20.68762836,0.72164453,2,1,9,0,0,42.657491685,212,2.71086258182,6.41844591848,0.65231359123,1.916709873075,1.853791668965
2019,1266_13,1266,13,CML228,19.73151544,0.53129553,3,1.5,9,1,0,34.9586734775,217,2.64389968679,7.85121798308,0.67662512503,3.72246867265,2.603659148145
2019,1266_14,1266,14,CML228,18.8462936,0.75702302,2,2,9,4,0,45.1795434475,215,2.66447773428,8.94149728207,0.76220157186,3.1082180279,3.138509773895
2019,1266_15,1266,15,CML228,22.65912792,0.66610745,2,2,13,7,0,37.7076748725,212,2.82145458822,7.00739488155,0.99966869281,2.69259224244,2.092970146665
2019,1266_2,1266,2,CML228,20.53724194,0.60112566,2,1,12,0,0,29.46760253,218,2.63547963124,7.850227759,0.6331568871,4.791745566985,2.60737406515
2019,1266_3,1266,3,CML228,7.765568389,0.82330088,2,1,8,0,0,28.57688899,198,2.69119710045,7.28202700691,0.55016864312,4.41142533512,2.29541495323
2019,1266_4,1266,4,CML228,17.17444307,0.74160993,2,1,9,0,0,34.356583955,201,2.4943182524,6.46167282847,0.67479248836,2.894384599205,1.98367728867
2019,1266_5,1266,5,CML228,15.18892255,0.83849958,1,1,10,0,0,51.673273175,204,2.3041749827,6.98694945127,0.76835856234,1.85281764564,2.341387235555
2019,1266_6,1266,6,CML228,14.41906627,1.01758319,1,2,9,4,0,31.12231628,223,2.49413812195,7.20355200638,0.599851734,3.90305849562,2.354706942215
2019,1266_7,1266,7,CML228,16.72494012,0.75638591,2,2,8,6,0,35.9500334625,207,2.42280730449,6.37680122275,0.62069992446,2.708115782005,1.97699695913
2019,1266_8,1266,8,CML228,11.28097723,0.86012798,2,1.5,10,2,0,46.6628376,207,2.43012681487,7.43716320413,0.72847804774,2.35799736172,2.50351819463
2019,1267_1,1267,1,Oh43,8.933934804,0.70542563,1,1,15,0,0,48.278965505,174,2.47171986097,6.44721491606,0.68573944386,1.808268512615,1.98774752691
2019,1267_2,1267,2,Oh43,7.449468015,0.60301952,1,1,13,0,0,49.409704405,189,1.93830334208,5.3457447949,0.73927137134,1.45943252182,1.70372072641
2019,1267_3,1267,3,Oh43,9.436332032,0.61681657,1,1,5,0,0,46.6100582225,192,1.98232257713,5.22661793511,0.55510170539,1.55328505319,1.622147678355
2019,1267_4,1267,4,Oh43,13.7643258,0.53703578,2,2,12,5,0,40.7621538425,192,2.19964873506,8.55373714446,0.63579649955,3.675370602635,3.177044204065
2019,1267_5,1267,5,Oh43,13.53192309,0.76116395,1,1,18,0,0,50.1702195625,205,2.25278303697,7.24587446936,1.03786791791,1.968875620915,2.496545716195
2019,1267_6,1267,6,Oh43,10.46054734,0.63640865,2,1.5,8,3,0,47.0670115925,193,2.06049534687,7.31426851469,0.7701357597,2.524504876685,2.626886584545
2019,1267_7,1267,7,Oh43,9.727213655,0.6920036,1,1,13,0,0,44.04119287,192,2.29232615829,6.7549186593,0.98262349195,2.25196730962,2.23129625114
2019,1268_1,1268,1,Mo17,5.259490318,0.50401975,2,2,9,4,0,41.6572281625,208,2.42825226185,7.24636950393,0.48292494474,2.748017241445,2.409058620405
2019,1268_2,1268,2,Mo17,5.150308172,0.38463073,2,2,8,9,0,40.400662825,208,2.29795992782,7.79661779891,0.59217645471,3.226432850525,2.74932893618
2019,1268_3,1268,3,Mo17,6.050157726,0.52323867,2,2,14,6,0,45.30758772,190,2.96311183221,9.30498421702,0.667375094,3.1349916091,3.170936192405
2019,1269_1,1269,1,CML322,8.744025806,0.62473379,3,1,9,0,0,55.022734465,176,2.4960692903,8.61845861268,0.46832804099,2.169884980135,3.06119465992
2019,1270_1,1270,1,Tzi8,17.90530412,0.44828819,3,1.5,9,5,0,38.0008304,224,1.87417911803,6.37642845362,0.87563331858,2.834176267755,2.251124667795
2019,1270_10,1270,10,Tzi8,18.64301412,0.87304074,2,1,14,0,0,46.4509388325,215,2.5419874992,7.09747679562,0.66226038998,2.149140007655,2.277744647575
2019,1270_11,1270,11,Tzi8,16.00439871,0.57897579,2,1,13,0,0,52.00376759,228,2.00256935401,7.22417408477,0.76465172825,2.039661425495,2.61080236538
2019,1270_12,1270,12,Tzi8,15.48340639,0.67462084,3,1.5,14,1,0,50.58102297,211,1.94127812531,6.69218360951,0.64837821302,1.920884624695,2.375452742735
2019,1270_13,1270,13,Tzi8,9.8046461,0.66421272,3,1.5,10,2,0,47.286580505,223,1.87236502336,6.79967165844,0.75301418104,2.319898185315,2.46365331754
2019,1270_14,1270,14,Tzi8,17.47197048,0.50624335,3,1.5,11,6,0,36.9991329075,220,2.12917190878,7.70049320452,0.67968889335,3.6553883204,2.785660648505
2019,1270_3,1270,3,Tzi8,20.08876188,0.43374381,3,1.5,10,1,0,47.979332565,227,2.40635410905,7.17696126073,0.74579217745,1.96270942103,2.38530357584
2019,1270_4,1270,4,Tzi8,11.06908239,0.72831756,2,1.5,7,2,0,45.12751751,219,1.52141121549,6.821069924,0.76150383386,2.63929627842,2.649829354255
2019,1270_5,1270,5,Tzi8,9.314096731,0.69473913,2,2,10,5,0,47.2858203975,213,1.8135934137,6.3548672496,0.56165902527,2.11696168301,2.27063691795
2019,1270_6,1270,6,Tzi8,11.85906767,0.73426058,3,1.5,14,2,0,42.8275099475,197,1.98930245522,8.02394235188,0.63371221365,3.58496702614,3.01731994833
2019,1270_7,1270,7,Tzi8,13.00323142,0.60637804,2,1,15,0,0,41.96986766,216,2.3380897231,7.47909785864,0.66131746705,2.871530502165,2.570504067135
2019,1270_8,1270,8,Tzi8,14.86048679,0.78745329,2,2,13,5,0,26.97587675,224,1.71583549771,6.52753169599,0.54844964859,4.796454368845,2.40584809914
2019,1270_9,1270,9,Tzi8,17.55952832,0.53073108,2,1.5,8,8,0,47.3661146975,226,2.05425401569,7.35769446924,0.59900878166,2.41986633247,2.65172022741
2019,1271_1,1271,1,CML103,9.486297814,0.38953246,3,1.5,19,3,0,47.0551361175,199,2.31320721889,7.54125424182,0.65930838039,2.44262927526,2.61402351083
2019,1271_10,1271,10,CML103,8.29397953,0.57194212,2,1,20,0,0,45.008397085,215,2.5371958908,8.99839987083,0.75552457988,3.05581902932,3.230601990015
2019,1271_11,1271,11,CML103,6.994219508,0.56684443,2,1,13,0,0,55.0591531775,220,2.32003889306,7.84572212158,0.78438407893,1.936552795035,2.76284161426
2019,1271_12,1271,12,CML103,5.774814732,0.74432245,2,1,15,0,0,55.14573584,204,2.14165879262,6.47252203588,0.72559467911,1.475557916925,2.16543162163
2019,1271_13,1271,13,CML103,9.561554726,0.48678496,2,1,17,0,0,58.4367599475,203,2.20518334553,7.89586297507,0.69403765434,1.756848781825,2.845339815405
2019,1271_2,1271,2,CML103,7.930288267,0.51140642,2,1,15,0,0,51.3914718275,220,2.53770430228,8.62089027279,0.7825782418,2.392074627195,3.04159298462
2019,1271_3,1271,3,CML103,11.0877723,0.64753406,2,1,23,0,0,46.330764335,209,2.23972782559,8.45168434755,0.75040434882,2.96793478294,3.10597826098
2019,1271_4,1271,4,CML103,9.174665221,0.82091754,2,1,21,0,0,43.642421305,201,2.20763546788,7.7888337873,0.71224678353,2.93127313414,2.79059915971
2019,1271_5,1271,5,CML103,2.610121234,0.50855061,2,1,13,0,0,57.224345295,209,1.46313698736,5.22638874456,0.5931694512,1.192751307025,1.881625879235
2019,1271_6,1271,6,CML103,9.716553482,0.72405661,2,2,10,7,0,37.5981752625,211,2.69427252356,8.86221066518,0.57534782568,3.96576010885,3.08396907208
2019,1271_7,1271,7,CML103,16.46637028,0.61758021,2,1.5,14,2,0,54.6983528575,208,2.35584662053,9.83343648371,0.64831019817,2.64995282683,3.738794932225
2019,1271_8,1271,8,CML103,6.741288926,0.55925823,2,1,12,0,0,51.2632132,202,2.03461107682,6.4286138509,0.60288823034,1.743489998535,2.197001387675
2019,1273_1,1273,1,W64A,7.658752434,0.1906063,3,2,12,15,0,31.0661138875,184,1.8595670327,6.02377886682,0.5380132115,3.56035978554,2.082105916425
2019,1273_10,1273,10,W64A,4.394417468,0.72760372,2,2,11,11,0,41.33958575,177,1.33721337459,5.5268074376,0.45801060163,2.38813289581,2.094797031505
2019,1273_11,1273,11,W64A,6.070000393,0.46456067,3,2,10,15,0,37.3709100125,178,1.881823262,7.59446802541,0.53496602938,3.77022493985,2.856322381705
2019,1273_2,1273,2,W64A,8.146839413,0.47613536,3,2,11,15,0,26.903210085,186,1.81375111468,8.22323982984,0.59446196068,6.30273961827,3.20474435758
2019,1273_3,1273,3,W64A,7.11164513,0.42696303,3,2,10,14,0,33.54002333,179,1.93958243528,7.80007478209,0.56826722262,4.34027680457,2.930246173405
2019,1273_4,1273,4,W64A,5.74819476,0.65463383,2,2,11,15,0,31.2478482825,186,1.66800990248,7.57282271056,0.57317906319,4.84480186613,2.95240640404
2019,1273_5,1273,5,W64A,6.555158962,0.36499748,3,2,9,10,0,27.8632832175,179,1.8041181723,7.30173891186,0.68379055901,5.191395596995,2.748810369145
2019,1273_6,1273,6,W64A,5.551059239,0.24640799,3,2,11,13,0,30.9251582375,163,1.93154067336,8.09275462599,0.5006568346,5.15273316924,3.080606976315
2019,1273_7,1273,7,W64A,8.053074174,0.47036341,3,2,12,13,0,29.446086125,181,1.93658303691,7.40347664336,0.47498277876,4.80639290434,2.733446803225
2019,1273_8,1273,8,W64A,4.997698831,0.49165049,3,1.5,12,1,0,43.2116423075,188,1.98129491599,7.37684917566,0.639004691,2.97702144752,2.69777713047
2019,1273_9,1273,9,W64A,5.45197225,0.70283481,2,2,11,5,0,35.444538295,179.5,1.75829148214,6.6526631742,0.49943421957,3.44546296301,2.44718584603
2019,1276_1,1276,1,LH123Ht,9.5378445,0.49762708,2,1,12,0,0,59.51796985,256,1.95573885966,8.23876502104,0.64442934106,1.865705669775,3.14151308069
2019,1276_10,1276,10,LH123Ht,8.964420665,0.77660088,2,1,15,0,0,55.36536777,252,2.12961736763,8.82637639598,1.02483128409,2.25697601055,3.348379514175
2019,1276_11,1276,11,LH123Ht,8.409332685,0.55581282,2,2,8,7,0,43.6055637875,237,2.07604829392,7.91280168389,0.68717252964,3.042466361715,2.91837669562
2019,1276_12,1276,12,LH123Ht,5.402046025,0.35872077,2,1.5,12,6,0,45.3366438275,223,2.35160566127,8.00238740515,0.63453854804,2.70506802267,2.825390872575
2019,1276_13,1276,13,LH123Ht,4.473991463,0.20193013,2,1,11,0,0,49.522135895,210,1.77113414124,6.4689203616,0.86459829874,1.94756048511,2.348893109545
2019,1276_14,1276,14,LH123Ht,6.770497841,0.57167672,2,1,13,0,0,56.85116228,230,1.62148773619,7.04763980233,0.92615771207,1.724299948015,2.713076033705
2019,1276_15,1276,15,LH123Ht,7.111736086,0.71914744,2,2,8,8,0,34.2468887975,240,1.98014423122,6.20856061689,0.561865399,3.11930102834,2.114208192835
2019,1276_16,1276,16,LH123Ht,11.16178656,0.64040544,2,1.5,11,7,0,45.57694799,252.5,1.97768057727,8.26977155415,0.90875844791,3.109997956395,3.14604548844
2019,1276_2,1276,2,LH123Ht,9.06823301,0.65951856,2,1,16,0,0,58.20421065,251,1.75650207373,7.71983887195,0.76581169672,1.82602582343,2.98166839911
2019,1276_3,1276,3,LH123Ht,6.040941119,0.66579228,2,1,12,0,0,51.1019220575,253.5,1.69970153455,6.32440631611,0.69200775365,2.00264280446,2.312352391415
2019,1276_4,1276,4,LH123Ht,2.753917258,0.83734429,2,2,7,15,0,38.8228379175,245.5,1.66349017695,6.26073648409,0.66679096512,2.84811240638,2.298623154205
2019,1276_5,1276,5,LH123Ht,4.392417362,0.38383135,2,1.5,12,2,0,40.7331361825,246,1.58641497677,5.87071662024,0.71431049543,2.61917988736,2.142150821735
2019,1276_6,1276,6,LH123Ht,4.778282966,0.4174235,2,1,16,0,0,50.910048495,236,1.59361422704,5.65508395397,0.75414576247,1.67221885139,2.030734863465
2019,1276_7,1276,7,LH123Ht,4.615346621,0.58456077,2,2,11,5,0,44.2004140325,251,1.99840733795,7.83283163682,0.7417440207,2.97980756209,2.91721215007
2019,1276_8,1276,8,LH123Ht,4.058937138,0.46498414,2,1,17,0,0,51.993325655,232,1.55588378307,6.20068587267,0.80289833197,1.81705558356,2.3224010448
2019,1276_9,1276,9,LH123Ht,8.852531839,0.79253379,2,2,8,5,0,29.83042737,253,1.85230797178,5.79083210386,0.76207630287,3.38765444515,1.96926206731
2019,1277_1,1277,1,PHK46,12.19258151,0.66231198,2,3,19,18,0,33.903703265,207,2.39803252041,10.6503866875,0.43062260459,6.175375,4.126177083545
2019,1277_2,1277,2,PHK46,5.935180432,0.59466803,2,1,22,0,0,49.1922098175,194,1.93053165836,5.8016147366,0.38439109812,1.649670068065,1.935541538485
2019,1277_6,1277,6,PHK46,9.309919642,0.47972224,3,2,16,17,0,43.3152039875,218,2.04988243693,9.0450696035,0.5007105175,3.45373217431,3.497593583285
2019,1277_7,1277,7,PHK46,6.718839805,0.51349032,2,2,13,11,0,50.358132235,209,1.55091279479,7.52893559234,0.87850382338,2.914529260465,2.98901139814
2019,1278_1,1278,1,Hp301,3.77221712,0.04708339,2,1,18,0,0,38.6851142625,176,1.65617678162,4.97909597778,0.52700816112,2.08682184997,1.66145959808
2019,1278_10,1278,10,Hp301,5.013484182,1.03826476,2,2,13,14,0,27.9422303975,159,1.91901755896,6.38125718031,0.44281908515,4.212532830315,2.23111981004
2019,1278_2,1278,2,Hp301,4.395588282,0.44744759,2,1,19,0,0,39.55025254,182,1.8911704493,6.94617860825,0.48290826075,3.020212629235,2.527504079475
2019,1278_5,1278,5,Hp301,3.504533764,0.60738346,1,1,17,0,0,55.1722242475,196,1.81446684858,5.50497014193,0.50818069941,1.28815628068,1.845251646675
2019,1278_7,1278,7,Hp301,4.851782473,0.4601523,2,2,8,13,0,34.53327891,194,1.8631997407,6.01539334765,0.44596543649,2.95166382234,2.076096803475
2019,1278_8,1278,8,Hp301,4.180563329,0.54180355,2,1,17,0,0,48.7565117,168,1.92923330307,7.07268699379,0.47795265852,2.26621456459,2.57172684536
2019,1278_9,1278,9,Hp301,4.172954582,0.89671508,1,1,15,0,0,35.47184337,178,1.74837933661,4.52262556738,0.52992590484,1.97259915868,1.38712311602
2019,1279_1,1279,1,NC350,7.063825224,0.83248458,2,1,22,0,0,36.0763337475,185,2.2429680439,5.00532151334,0.42101955547,1.9086593272,1.38117673472
2019,1279_2,1279,2,NC350,4.713596864,0.81741585,1,1,18,0,0,35.4903896375,174,2.30819663201,4.94324447595,0.42755797902,1.82409204142,1.31752392197
2019,1279_3,1279,3,NC350,4.081886997,0.72312466,1,1,19,0,0,39.5688125325,178,2.14784619833,6.66881019423,0.38240127736,2.703359465,2.26048199795
