----------META DATA----------
SOFTWARE VERSION,1.0.10
DEVICE OPERATOR,NO
----------TEST ATTRIBUTES----------
FIELD,VALUE,UNIT
YEAR,2019
MONTH,9
DAY,19
TIME,16:11:38,UTC
PLOT,2,#
HEIGHT,64,cm
TEMPERATURE,26.3,C
HUMIDITY,28.7,%
LATITUDE,39.6697,angular degrees
LONGITUDE,-75.7522,angular degrees
----------OPTIONAL DATA----------
PRE_TEST_NOTE_1,
PRE_TEST_NOTE_2,
PRE_TEST_NOTE_3,
PRE_TEST_NOTE_4,
PRE_TEST_NOTE_5,
POST_TEST_NOTE_1,A
POST_TEST_NOTE_2,
POST_TEST_NOTE_3,
POST_TEST_NOTE_4,
POST_TEST_NOTE_5,
BREAK_HEIGHT,N/A,cm
LCA_WEIGHT,0,g
----------SENSOR CALIBRATION DATA (stored_value*A + B = raw_data)------
SENSOR,A,B,UNIT,ID
LOAD_X,121.78003191790857,92.12012601542638,N,647101
LOAD_Y,-4240.447957832657,16831.831357048744,NEWTON,SENS.713585
IMU,0.9075757575757575,28.472727272727266,Deg,imu1
POT,-101.57070707070709,10978.909090909088,Deg,pot1
TEMP,1.0,0.0,C,temp1
HUM,1.0,0.0,%,hum1
----------TEST DATA-----------
TIME,ANGLE_POT,ANGLE_IMU,LOAD_X,LOAD_Y
0.0,-1.49738948834,-0.432721202003,7.40581078672,-0.00216218735436
16.0,-1.48754413008,-0.443739565943,7.41402231355,-0.00145471492932
52.0,-1.40878126398,-0.454757929883,7.42223384039,-0.00216218735436
79.0,-1.51708020486,-0.465776293823,7.35654162571,-0.00216218735436
110.0,-1.51708020486,-0.454757929883,7.34833009888,0.00326176790431
141.0,-1.52692556312,-0.443739565943,7.35654162571,-0.000747242504274
172.0,-1.51708020486,-0.465776293823,7.41402231355,0.000903526487495
201.0,-1.49738948834,-0.520868113523,7.50434910873,-0.00263383563772
233.0,-1.48754413008,-0.575959933222,7.59467590391,-0.00239801149604
264.0,-1.47769877182,-0.631051752922,7.79175254794,0.000903526487495
296.0,-1.3792451892,-0.719198664441,8.03809835297,-0.00310548392109
326.0,-1.26110089006,-0.85141903172,8.31729026535,-0.000275594220912
358.0,-1.16264730744,-0.950584307179,8.71965508024,-0.00263383563772
389.0,-0.926358709164,-1.0387312187,9.1384429488,0.00113935062918
420.0,-0.778678335239,-1.0938230384,9.71324982721,-0.00145471492932
451.0,-0.611307244791,-1.0938230384,10.3126912861,-0.00192636321268
483.0,-0.453781512605,-0.994657762938,11.1092093891,-0.000983066645956
514.0,-0.256874347372,-0.928547579299,11.8154006968,-0.00334130806277
545.0,-0.0698125404008,-0.741235392321,12.6283418535,-0.00216218735436
576.0,0.196012132664,-0.498831385643,13.3838023222,0.00538418517944
608.0,0.501218238775,-0.168280467446,14.1474743178,-0.00216218735436
639.0,0.796578986624,0.151252086811,14.9275693671,-0.00381295634613
670.0,0.993486151857,0.525876460768,15.6173376212,-0.00216218735436
701.0,1.21992939188,0.988647746244,16.3892211437,-0.00310548392109
732.0,1.44637263189,1.45141903172,17.0132971831,0.00231847133758
764.0,1.59405300582,1.99131886477,17.5470464273,0.000903526487495
794.0,1.85003232062,2.61936560935,17.8508729202,-0.000983066645956
826.0,1.8303416041,3.35759599332,17.9822573496,0.000196054062451
857.0,1.97802197802,4.02971619366,17.8672959739,0.000196054062451
888.0,2.06663020238,4.73489148581,17.6866423835,-0.00216218735436
919.0,1.97802197802,5.38497495826,17.4977772663,-0.000511418362593
951.0,1.61374372234,5.77061769616,17.2842775686,0.00396924032935
982.0,1.29869225797,5.8918196995,16.9393934416,-0.000747242504274
1013.0,1.15101188404,5.92487479132,16.4877594657,-0.001690539071
1044.0,1.111630451,5.77061769616,15.9622217483,0.00750660245457
1076.0,1.09193973447,5.616360601,15.1657036453,0.00444088861271
1107.0,0.904877927502,5.38497495826,14.4595123376,-0.000983066645956
1138.0,0.707970762269,5.16460767947,13.6383596541,0.000667702345813
1169.0,0.520908955298,4.87813021703,12.9321683463,-0.00334130806277
1200.0,0.333847148327,4.48146911519,12.2177655117,-0.00310548392109
1231.0,0.117249266571,4.12888146912,11.6019009991,-0.00286965977941
1262.0,-0.0993486151857,3.80934891486,10.9696134329,-0.00192636321268
1294.0,-0.296255780419,3.4898163606,10.3044797593,-0.00310548392109
1325.0,-0.36517328825,3.11519198664,9.55723081736,0.000196054062451
1356.0,-0.493162945652,2.75158597663,8.9003086706,-0.00263383563772
