,Year,Accession,Plot.ID,PLOT_ID2,PLOT_ID3,Ratio..None.All....IMU,cat
115,2019,6M502,1293,3,1,0.68491065,GR
116,2019,6M502,1293,3,1,0.64203507,GR
117,2019,6M502,1293,3,1,0.53531181,GR
118,2019,6M502,1293,3,1,0.33850921,GR
119,2019,6M502,1293,3,1,0.64073822,GR
120,2019,6M502,1293,3,1,0.48774218,GR
121,2019,6M502,1293,3,1,0.69081734,GR
122,2019,6M502,1293,3,1,0.47352462,GR
123,2019,CML277,1297,4,2,0.27308776,GR
124,2019,CML277,1297,4,2,0.22732009,GR
125,2019,CML277,1297,4,2,0.67390522,GR
126,2019,CML277,1297,4,2,0.97345126,GR
127,2019,CML277,1297,4,2,0.56006186,GR
128,2019,CML277,1297,4,2,0.69318081,GR
129,2019,CML277,1297,4,2,0.63307137,GR
130,2019,PHHB4,1301,3,1,0.533019,GR
131,2019,PHHB4,1301,3,1,0.27661083,GR
132,2019,PHHB4,1301,3,1,0.31821238,GR
133,2019,PHHB4,1301,3,1,0.2572639,GR
134,2019,PHHB4,1301,3,1,0.06063682,GR
135,2019,PHHB4,1301,3,1,0.58627866,GR
136,2019,PHHB4,1301,3,1,0.56330291,GR
137,2019,PHHB4,1301,3,1,0.05064705,GR
138,2019,PHHB4,1301,3,1,0.34430012,GR
139,2019,PHHB4,1301,3,1,0.25909944,GR
140,2019,PHHB4,1301,3,1,0.50571261,GR
141,2019,PHHB4,1301,3,1,0.58639402,GR
142,2019,L163,1305,3,1,0.55689136,GR
143,2019,L163,1305,3,1,0.62697927,GR
144,2019,L163,1305,3,1,1.12782454,GR
145,2019,L163,1305,3,1,0.72675035,GR
146,2019,L163,1305,3,1,0.81945261,GR
147,2019,L163,1305,3,1,0.50958744,GR
148,2019,L163,1305,3,1,0.74941134,GR
149,2019,L163,1305,3,1,0.47508489,GR
150,2019,L163,1305,3,1,0.54687233,GR
151,2019,L163,1305,3,1,0.95861453,GR
152,2019,L163,1305,3,1,0.93709369,GR
153,2019,L163,1305,3,1,0.54552806,GR
154,2019,L163,1305,3,1,0.7453483,GR
155,2019,Ki11,1310,3,1,0.86511226,GR
156,2019,Ki11,1310,3,1,0.6340188,GR
157,2019,Ki11,1310,3,1,0.85273801,GR
158,2019,Ki11,1310,3,1,0.88811516,GR
159,2019,Ki11,1310,3,1,0.64464878,GR
160,2019,Ki11,1310,3,1,0.79341485,GR
161,2019,Ki11,1310,3,1,0.69721637,GR
162,2019,Ki11,1310,3,1,0.79616077,GR
163,2019,Ki11,1310,3,1,0.99840382,GR
164,2019,Ki11,1310,3,1,0.97581616,GR
165,2019,A632,1321,4,2,0.5728928,GR
166,2019,A632,1321,4,2,0.56633483,GR
167,2019,A632,1321,4,2,0.37828891,GR
168,2019,A632,1321,4,2,0.34942815,GR
169,2019,A632,1321,4,2,0.59272316,GR
170,2019,A632,1321,4,2,0.76620996,GR
171,2019,A632,1321,4,2,0.6296042,GR
172,2019,A632,1321,4,2,0.75543245,GR
173,2019,A632,1321,4,2,0.70237572,GR
174,2019,Hp301,1322,4,2,0.62730233,GR
175,2019,Hp301,1322,4,2,0.46201209,GR
176,2019,Hp301,1322,4,2,0.42576964,GR
177,2019,Hp301,1322,4,2,0.41367157,GR
178,2019,Hp301,1322,4,2,0.44612202,GR
179,2019,Hp301,1322,4,2,0.39323189,GR
180,2019,Hp301,1322,4,2,0.38123645,GR
181,2019,Hp301,1322,4,2,0.50205572,GR
182,2019,Hp301,1322,4,2,0.45126754,GR
183,2019,Hp301,1322,4,2,0.39474067,GR
184,2019,PHR58,1334,4,2,0.30649808,GR
185,2019,PHR58,1334,4,2,0.43343631,GR
186,2019,PHR58,1334,4,2,0.27817995,GR
187,2019,PHR58,1334,4,2,0.3540621,GR
188,2019,PHR58,1334,4,2,0.4571708,GR
189,2019,PHR58,1334,4,2,0.57140753,GR
190,2019,PHR58,1334,4,2,0.27173864,GR
191,2019,PHR58,1334,4,2,0.74526136,GR
192,2019,PHR58,1334,4,2,0.28595001,GR
193,2019,PHR58,1334,4,2,0.64564235,GR
194,2019,6M502,1338,4,2,0.28123624,GR
195,2019,6M502,1338,4,2,0.22320649,GR
196,2019,6M502,1338,4,2,0.79889653,GR
197,2019,6M502,1338,4,2,0.37972448,GR
198,2019,6M502,1338,4,2,0.76484496,GR
199,2019,6M502,1338,4,2,0.33726342,GR
200,2019,6M502,1338,4,2,0.31182821,GR
201,2019,6M502,1338,4,2,0.47838339,GR
202,2019,6M502,1338,4,2,0.53155271,GR
203,2019,6M502,1338,4,2,0.59165928,GR
204,2019,6M502,1338,4,2,0.47843864,GR
205,2019,6M502,1338,4,2,1.06866387,GR
206,2019,6M502,1338,4,2,0.70677969,GR
207,2019,6M502,1338,4,2,0.59208242,GR
208,2019,CML373,1341,4,2,0.89304195,GR
209,2019,CML373,1341,4,2,0.62504067,GR
210,2019,CML373,1341,4,2,0.59567911,GR
211,2019,CML373,1341,4,2,0.77545815,GR
212,2019,CML373,1341,4,2,0.66778,GR
213,2019,CML373,1341,4,2,0.76087913,GR
214,2019,CML373,1341,4,2,0.58362922,GR
215,2019,CML373,1341,4,2,0.6497973,GR
216,2019,CML373,1341,4,2,0.77492622,GR
217,2019,CML373,1341,4,2,0.51861079,GR
218,2019,CML373,1341,4,2,0.86264297,GR
219,2019,Ki11,1344,4,2,0.999416,GR
220,2019,Ki11,1344,4,2,0.93754812,GR
221,2019,Ki11,1344,4,2,0.72451843,GR
222,2019,Ki11,1344,4,2,0.90145243,GR
223,2019,Ki11,1344,4,2,0.70940335,GR
224,2019,Ki11,1344,4,2,0.73319206,GR
225,2019,Ki11,1344,4,2,0.80083608,GR
226,2019,Ki11,1344,4,2,0.86552365,GR
227,2019,Hp301,1345,5,3,0.39117617,GR
228,2019,Hp301,1345,5,3,0.23817222,GR
229,2019,Hp301,1345,5,3,0.13591827,GR
230,2019,Hp301,1345,5,3,0.04392685,GR
231,2019,Hp301,1345,5,3,0.16704039,GR
232,2019,Hp301,1345,5,3,0.18973859,GR
233,2019,Hp301,1345,5,3,0.2133928,GR
234,2019,Hp301,1345,5,3,0.46951868,GR
235,2019,Hp301,1345,5,3,0.22879123,GR
236,2019,Hp301,1345,5,3,0.06398095,GR
237,2019,PHHB4,1351,4,2,0.61291796,GR
238,2019,PHHB4,1351,4,2,0.63110095,GR
239,2019,PHHB4,1351,4,2,0.60231512,GR
240,2019,PHHB4,1351,4,2,0.45316986,GR
241,2019,PHHB4,1351,4,2,0.64838729,GR
242,2019,PHHB4,1351,4,2,0.53460465,GR
243,2019,PHHB4,1351,4,2,0.32437108,GR
244,2019,PHHB4,1351,4,2,0.41328267,GR
245,2019,PHHB4,1351,4,2,0.42006393,GR
246,2019,PHHB4,1351,4,2,0.84541945,GR
247,2019,PHHB4,1351,4,2,0.63063255,GR
248,2019,L163,1357,4,2,0.26811444,GR
249,2019,L163,1357,4,2,0.44565557,GR
250,2019,L163,1357,4,2,0.40067471,GR
251,2019,L163,1357,4,2,0.29446812,GR
252,2019,L163,1357,4,2,0.33369404,GR
253,2019,L163,1357,4,2,0.29674186,GR
254,2019,L163,1357,4,2,0.24767688,GR
255,2019,L163,1357,4,2,0.38149043,GR
256,2019,L163,1357,4,2,0.28194526,GR
257,2019,L163,1357,4,2,0.19352844,GR
258,2019,L163,1357,4,2,0.29092508,GR
259,2019,L163,1357,4,2,0.45128672,GR
260,2019,L163,1357,4,2,0.3901141,GR
261,2019,L163,1357,4,2,0.6688137,GR
262,2019,L163,1357,4,2,0.29853276,GR
263,2019,L163,1357,4,2,0.40239395,GR
264,2019,PHK46,1372,4,2,0.46481337,GR
265,2019,PHK46,1372,4,2,0.46476107,GR
266,2019,PHK46,1372,4,2,0.60496264,GR
267,2019,PHK46,1372,4,2,0.4844332,GR
268,2019,PHK46,1372,4,2,0.49299308,GR
269,2019,PHK46,1372,4,2,0.43716395,GR
270,2019,PHK46,1372,4,2,0.18087826,GR
271,2019,PHK46,1372,4,2,0.62033468,GR
272,2019,PHK46,1372,4,2,0.50591524,GR
273,2019,PHK46,1372,4,2,0.59398136,GR
274,2019,PHK46,1372,4,2,0.70983564,GR
275,2019,PHK46,1372,4,2,0.82897651,GR
276,2019,PHK46,1372,4,2,0.71712151,GR
277,2019,Ki3,1375,4,2,0.57468238,GR
278,2019,Ki3,1375,4,2,0.70872192,GR
279,2019,Ki3,1375,4,2,0.52625523,GR
280,2019,Ki3,1375,4,2,0.52892093,GR
281,2019,CML228,1376,3,2,0.73325985,GR
282,2019,CML228,1376,3,2,0.72658224,GR
283,2019,CML228,1376,3,2,0.65572504,GR
284,2019,CML228,1376,3,2,0.57037829,GR
285,2019,CML228,1376,3,2,0.59201884,GR
286,2019,CML228,1376,3,2,0.56965543,GR
287,2019,CML228,1376,3,2,0.86612852,GR
288,2019,CML228,1376,3,2,0.68695564,GR
289,2019,CML228,1376,3,2,0.97839581,GR
290,2019,CML228,1376,3,2,0.35270719,GR
291,2019,B104,1379,4,2,0.55801546,GR
292,2019,B104,1379,4,2,0.84610286,GR
293,2019,B104,1379,4,2,0.6440753,GR
294,2019,B104,1379,4,2,0.93786188,GR
295,2019,B104,1379,4,2,0.77610074,GR
296,2019,B104,1379,4,2,1.03915598,GR
297,2019,B104,1379,4,2,0.5884409,GR
298,2019,B104,1379,4,2,0.79294579,GR
299,2019,B104,1379,4,2,0.78006224,GR
300,2019,B104,1379,4,2,0.44142862,GR
301,2019,B104,1379,4,2,0.73683007,GR
302,2019,B104,1379,4,2,1.04228116,GR
303,2019,B104,1379,4,2,0.66473753,GR
304,2019,B104,1379,4,2,0.92518415,GR
305,2019,CML277,1386,5,3,0.78711778,GR
306,2019,CML277,1386,5,3,0.57326238,GR
307,2019,CML277,1386,5,3,0.8117046,GR
308,2019,CML277,1386,5,3,0.61524419,GR
309,2019,CML277,1386,5,3,0.52079814,GR
310,2019,CML277,1386,5,3,0.61825243,GR
311,2019,CML277,1386,5,3,0.72914713,GR
312,2019,CML277,1390,6,4,0.62042622,GR
313,2019,CML277,1390,6,4,0.50081511,GR
314,2019,CML277,1390,6,4,0.73505713,GR
315,2019,CML277,1390,6,4,0.97495203,GR
316,2019,CML277,1390,6,4,0.81106895,GR
317,2019,CML277,1390,6,4,0.52124242,GR
318,2019,CML277,1390,6,4,0.953375,GR
319,2019,CML277,1390,6,4,0.69748402,GR
320,2019,CML277,1390,6,4,0.77730461,GR
321,2019,CML277,1390,6,4,0.7347657,GR
322,2019,CML277,1390,6,4,0.57941208,GR
323,2019,A632,1392,5,3,0.89496352,GR
324,2019,A632,1392,5,3,0.76312682,GR
325,2019,A632,1392,5,3,0.76803205,GR
326,2019,A632,1392,5,3,0.8202261,GR
327,2019,A632,1392,5,3,0.89864027,GR
328,2019,Hp301,1393,6,4,0.73424543,GR
329,2019,Hp301,1393,6,4,0.45894372,GR
330,2019,Hp301,1393,6,4,0.82100943,GR
331,2019,Hp301,1393,6,4,0.69667641,GR
332,2019,Hp301,1393,6,4,0.52856885,GR
333,2019,Hp301,1393,6,4,0.39891013,GR
334,2019,Hp301,1393,6,4,0.51061627,GR
335,2019,Hp301,1393,6,4,0.4244808,GR
336,2019,Hp301,1393,6,4,0.67422705,GR
337,2019,A632,1395,6,4,0.93947869,GR
338,2019,A632,1395,6,4,0.97946566,GR
339,2019,A632,1395,6,4,0.8699152,GR
340,2019,A632,1395,6,4,0.69693103,GR
341,2019,A632,1395,6,4,0.91576107,GR
342,2019,A632,1395,6,4,0.73005245,GR
343,2019,Mo17,1396,4,2,0.27097944,GR
344,2019,Mo17,1396,4,2,0.35066526,GR
345,2019,Mo17,1396,4,2,0.48084644,GR
346,2019,Ms71,1398,4,2,0.52986317,GR
347,2019,Ms71,1398,4,2,0.81847192,GR
348,2019,Ms71,1398,4,2,0.66233525,GR
349,2019,Ms71,1398,4,2,0.69138469,GR
350,2019,Ms71,1398,4,2,1.12406096,GR
351,2019,Ms71,1398,4,2,0.78581883,GR
352,2019,Ms71,1398,4,2,0.4325829,GR
353,2019,Ms71,1398,4,2,0.67446161,GR
354,2019,Ms71,1398,4,2,0.53028088,GR
355,2019,Ms71,1398,4,2,0.73229019,GR
356,2019,Ms71,1398,4,2,0.33167405,GR
357,2018,PHHB4,2307,1,1,0.57723765,GR
358,2018,PHHB4,2307,1,1,0.37599947,GR
359,2018,PHHB4,2307,1,1,0.58685625,GR
360,2018,PHHB4,2307,1,1,0.74656443,GR
361,2018,CML277,2310,1,1,0.9153069,GR
362,2018,CML277,2310,1,1,0.97356317,GR
363,2018,CML277,2310,1,1,0.76597619,GR
364,2018,CML277,2310,1,1,0.7380415,GR
365,2018,CML277,2310,1,1,0.69559454,GR
366,2018,CML322,2314,1,1,0.40664639,GR
367,2018,CML322,2314,1,1,0.80782805,GR
368,2018,CML322,2314,1,1,0.58139769,GR
369,2018,CML322,2314,1,1,0.48068194,GR
370,2018,CML322,2314,1,1,0.80596389,GR
371,2018,CML277,2315,2,2,0.76431741,GR
372,2018,CML277,2315,2,2,0.72244926,GR
373,2018,CML277,2315,2,2,0.68694329,GR
374,2018,CML277,2315,2,2,0.76496602,GR
375,2018,CML277,2315,2,2,0.80404521,GR
376,2018,A632,2318,1,1,0.96987633,GR
377,2018,A632,2318,1,1,0.59042789,GR
378,2018,A632,2318,1,1,0.80079365,GR
379,2018,A632,2318,1,1,0.83914434,GR
380,2018,Ki11,2322,1,1,0.67266604,GR
381,2018,Ki11,2322,1,1,0.66312685,GR
382,2018,Ki11,2322,1,1,0.74123489,GR
383,2018,Ki11,2322,1,1,0.68819354,GR
384,2018,Ki11,2322,1,1,0.53752434,GR
385,2018,L163,2323,1,1,0.37267357,GR
386,2018,L163,2323,1,1,0.82251616,GR
387,2018,L163,2323,1,1,0.5384297,GR
388,2018,L163,2323,1,1,0.83819763,GR
389,2018,L163,2323,1,1,0.63239444,GR
390,2018,Ms71,2326,1,1,0.51763504,GR
391,2018,Ms71,2326,1,1,0.6987588,GR
392,2018,Ms71,2326,1,1,0.82580068,GR
393,2018,Ms71,2326,1,1,0.68796736,GR
394,2018,Ms71,2326,1,1,0.77146947,GR
395,2018,Hp301,2347,1,1,0.18450567,GR
396,2018,Hp301,2347,1,1,0.55622778,GR
397,2018,Hp301,2347,1,1,0.19695868,GR
398,2018,Hp301,2347,1,1,0.31417686,GR
399,2018,Hp301,2347,1,1,0.54605953,GR
400,2018,CML373,2358,1,1,0.46930149,GR
401,2018,CML373,2358,1,1,0.57525914,GR
402,2018,CML373,2358,1,1,0.82739548,GR
403,2018,CML373,2358,1,1,0.75330851,GR
404,2018,CML373,2358,1,1,0.72919272,GR
405,2018,Mo17,2360,1,1,0.8351958,GR
406,2018,Mo17,2360,1,1,0.36139448,GR
407,2018,Mo17,2360,1,1,0.80481164,GR
408,2018,Mo17,2360,1,1,0.3148099,GR
409,2018,Mo17,2360,1,1,0.61876964,GR
410,2018,Ki3,2365,1,1,0.50775527,GR
411,2018,Ki3,2365,1,1,0.85581756,GR
412,2018,Ki3,2365,1,1,0.85486064,GR
413,2018,Ki3,2365,1,1,0.76241197,GR
414,2018,Ki3,2365,1,1,0.67792939,GR
415,2018,6M502,2366,1,1,0.43113995,GR
416,2018,6M502,2366,1,1,0.47761458,GR
417,2018,6M502,2366,1,1,0.74506257,GR
418,2018,6M502,2366,1,1,0.61086745,GR
419,2018,6M502,2366,1,1,0.40643466,GR
420,2018,B104,2369,1,1,0.61103064,GR
421,2018,B104,2369,1,1,0.74018385,GR
422,2018,CML228,2372,1,1,1.01485798,GR
423,2018,CML228,2372,1,1,0.85664908,GR
424,2018,CML228,2372,1,1,0.57975409,GR
425,2018,PHK46,2376,1,1,0.58715434,GR
426,2018,PHK46,2376,1,1,0.9029146,GR
427,2018,PHK46,2376,1,1,1.0580741,GR
428,2018,PHK46,2376,1,1,0.71830818,GR
429,2018,PHK46,2376,1,1,0.62370433,GR
430,2018,PHR58,2377,1,1,0.67296509,GR
431,2018,PHR58,2377,1,1,0.66629599,GR
432,2018,PHR58,2377,1,1,0.63986608,GR
433,2018,PHR58,2377,1,1,0.40110076,GR
434,2018,PHR58,2377,1,1,0.74878028,GR
435,2018,A632,2384,2,2,0.77670652,GR
436,2018,A632,2384,2,2,1.16577916,GR
437,2018,A632,2384,2,2,0.77633267,GR
438,2018,Hp301,2385,2,2,0.38990713,GR
439,2018,Hp301,2385,2,2,0.53566029,GR
440,2018,Hp301,2385,2,2,0.49577408,GR
441,2018,L163,2386,2,2,0.86652707,GR
442,2018,L163,2386,2,2,0.65084576,GR
443,2018,L163,2386,2,2,0.47547876,GR
444,2018,Mo17,2397,2,2,0.38973867,GR
445,2018,Mo17,2397,2,2,0.45929166,GR
446,2018,Mo17,2397,2,2,0.71059775,GR
447,2018,Ki3,2403,2,2,0.78284592,GR
448,2018,Ki3,2403,2,2,0.89385655,GR
449,2018,Ki3,2403,2,2,0.78552094,GR
450,2018,B104,2405,2,2,0.96587626,GR
451,2018,B104,2405,2,2,0.4934645,GR
452,2018,B104,2405,2,2,0.51741721,GR
453,2018,PHHB4,2414,2,2,0.43995169,GR
454,2018,PHHB4,2414,2,2,0.56173779,GR
455,2018,PHHB4,2414,2,2,0.96567475,GR
456,2018,CML373,2423,2,2,0.59515315,GR
457,2018,CML373,2423,2,2,0.71734831,GR
458,2018,CML373,2423,2,2,0.44991032,GR
459,2018,CML373,2423,2,2,0.64124727,GR
460,2018,CML373,2423,2,2,0.68441045,GR
461,2018,6M502,2428,2,2,0.84609652,GR
462,2018,6M502,2428,2,2,0.61915684,GR
463,2018,6M502,2428,2,2,0.74547087,GR
464,2018,6M502,2428,2,2,0.70684032,GR
465,2018,6M502,2428,2,2,0.75189933,GR
466,2018,Ki11,2429,2,2,0.65021203,GR
467,2018,Ki11,2429,2,2,0.80219678,GR
468,2018,Ki11,2429,2,2,0.57773831,GR
469,2018,Ki11,2429,2,2,0.47329201,GR
470,2018,Ki11,2429,2,2,0.81875076,GR
471,2018,CML322,2431,2,2,0.77759986,GR
472,2018,CML322,2431,2,2,0.61484979,GR
473,2018,CML322,2431,2,2,0.57751234,GR
474,2018,CML322,2431,2,2,0.62369247,GR
475,2018,CML322,2431,2,2,0.66561388,GR
476,2018,Ms71,2442,2,2,0.51047897,GR
477,2018,Ms71,2442,2,2,0.31488019,GR
478,2018,Ms71,2442,2,2,0.44266746,GR
479,2018,Ms71,2442,2,2,0.55823141,GR
480,2018,Ms71,2442,2,2,0.42381047,GR
481,2018,PHK46,2443,2,2,0.52869166,GR
482,2018,PHK46,2443,2,2,0.28304969,GR
483,2018,PHK46,2443,2,2,0.49201718,GR
484,2018,PHK46,2443,2,2,0.46217787,GR
485,2018,PHK46,2443,2,2,0.34778438,GR
486,2018,PHR58,2449,2,2,0.5405366,GR
487,2018,PHR58,2449,2,2,0.68299316,GR
488,2018,PHR58,2449,2,2,0.82233301,GR
489,2018,PHR58,2449,2,2,0.5236073,GR
490,2018,PHR58,2449,2,2,0.47738025,GR
491,2019,LH252,1261,3,1,0.77074382,GS
492,2019,LH252,1261,3,1,0.55806576,GS
493,2019,LH252,1261,3,1,0.21828645,GS
494,2019,LH252,1261,3,1,0.72567881,GS
495,2019,LH252,1261,3,1,0.46915865,GS
496,2019,R84,1280,3,1,0.69566322,GS
497,2019,R84,1280,3,1,0.83810296,GS
498,2019,R84,1280,3,1,0.14942526,GS
499,2019,R84,1280,3,1,0.5355081,GS
500,2019,R84,1280,3,1,0.56039271,GS
501,2019,R84,1280,3,1,0.63237002,GS
502,2019,R84,1280,3,1,0.6950782,GS
503,2019,R84,1280,3,1,0.64223227,GS
504,2019,R84,1280,3,1,0.5304873,GS
505,2019,R84,1280,3,1,0.65426624,GS
506,2019,R84,1280,3,1,0.47947183,GS
507,2019,R84,1280,3,1,0.31358916,GS
508,2019,R84,1280,3,1,0.23694026,GS
509,2019,R84,1280,3,1,0.50414642,GS
510,2019,SA24,1285,3,1,0.80753773,GS
511,2019,SA24,1285,3,1,0.56481464,GS
512,2019,SA24,1285,3,1,0.86406659,GS
513,2019,SA24,1285,3,1,0.92883768,GS
514,2019,SA24,1285,3,1,0.94555206,GS
515,2019,SA24,1285,3,1,0.69304654,GS
516,2019,SA24,1285,3,1,1.01278583,GS
517,2019,SA24,1285,3,1,0.95000566,GS
518,2019,SA24,1285,3,1,1.01493606,GS
519,2019,SA24,1285,3,1,0.85539145,GS
520,2019,SA24,1285,3,1,0.92488413,GS
521,2019,SA24,1285,3,1,0.88224624,GS
522,2019,Ky21,1286,3,1,0.87141799,GS
523,2019,Ky21,1286,3,1,0.87461324,GS
524,2019,Ky21,1286,3,1,0.88654564,GS
525,2019,Ky21,1286,3,1,0.65431797,GS
526,2019,Ky21,1286,3,1,0.66560407,GS
527,2019,Ky21,1286,3,1,0.89360907,GS
528,2019,Ky21,1286,3,1,0.98336559,GS
529,2019,2369,1287,2,1,0.57647729,GS
530,2019,2369,1287,2,1,0.71257099,GS
531,2019,2369,1287,2,1,0.65818835,GS
532,2019,2369,1287,2,1,0.78941566,GS
533,2019,2369,1287,2,1,0.86681491,GS
534,2019,2369,1287,2,1,0.54181478,GS
535,2019,2369,1287,2,1,0.78772601,GS
536,2019,2369,1287,2,1,0.96766162,GS
537,2019,2369,1287,2,1,0.71690873,GS
538,2019,2369,1287,2,1,0.90834518,GS
539,2019,2369,1287,2,1,0.91789396,GS
540,2019,2369,1287,2,1,0.70233035,GS
541,2019,2369,1287,2,1,0.78257823,GS
542,2019,2369,1287,2,1,0.72788459,GS
543,2019,2369,1287,2,1,0.63634727,GS
544,2019,2369,1287,2,1,0.23134391,GS
545,2019,Mo18W,1294,3,1,0.24814232,GS
546,2019,Mo18W,1294,3,1,0.50849127,GS
547,2019,Mo18W,1294,3,1,0.61972638,GS
548,2019,Mo18W,1294,3,1,0.70155142,GS
549,2019,Mo18W,1294,3,1,0.71682166,GS
550,2019,Mo18W,1294,3,1,0.53414196,GS
