Brace.Root.Whorls.in.the.Soil,num_whorls,w1,w2,root_angle,height.cm.,stalk_width.cm,spread_width.cm,single_root_width.cm,root_heightonstalk.cm,stalk_to_rootgrounding.cm
1,1,11,0,20.42499112,193,1.47242816,6.429071516,0.444623878,6.572406999,2.478321679
2,1,9,0,27.61216437,193,1.743329925,7.784423247,0.649921276,5.676310546,3.020546661
2,1,13,0,45.69825625,193,2.591433319,10.89308251,0.528896985,4.159169039,4.150824595
2,1,22,0,49.19220982,194,1.930531658,5.801614737,0.384391098,1.649670069,1.935541539
2,2,8,13,34.53327891,194,1.863199741,6.015393349,0.445965436,2.951663824,2.076096804
2,1,22,0,47.34552674,194,3.39342333,11.79524564,0.323961637,3.867262455,4.200911156
1,2,1,9,30.20109111,194,1.487631663,6.853784365,0.286139804,4.600137536,2.683076352
3,1.5,11,7,21.91557882,194,1.99574103,7.63148222,0.434986302,6.962808696,2.817870596
2,1,15,0,28.99036764,194,2.569525498,6.548547429,0.782339147,3.589769786,1.989510966
2,1,18,0,42.8495299,194,1.799770236,4.381260496,0.448354945,1.322839822,1.29074513
2,1,7,0,21.5911592,194,2.450816363,8.927222506,0.450605371,8.136837905,3.238203073
2,1,12,0,31.4618345,194,2.242618606,6.747860627,0.387707224,3.702853954,2.252621012
2,1.5,18,6,40.99666484,194,2.416904013,8.870319122,0.295351004,3.679836655,3.226707557
1,1,17,0,36.7545983,195,2.375201755,7.019280224,0.481897754,2.9459713,2.322039236
2,1.5,16,2,24.3076345,195,2.099606847,6.015618078,0.605527137,4.774179335,1.958005615
2,2,9,5,41.72018996,195,2.345688407,8.669138105,0.479984915,3.529145033,3.16172485
2,1,17,0,25.44178683,195,1.871100152,5.848711897,0.518333379,4.153545189,1.988805873
2,1,9,0,36.49419266,195,1.661230292,5.130157634,0.47617601,2.50390985,1.734463671
3,1.5,15,2,45.24815022,195,3.086220117,11.52952735,0.466831404,4.169719051,4.22165362
2,1,17,0,47.85267721,195,2.492419176,11.37601586,0.405689402,3.92637446,4.441798341
2,1,26,0,43.50513748,195,2.390647014,9.528597847,0.252641812,3.690991605,3.568975416
1,1,15,0,45.40562275,195,1.444689031,4.502023015,0.336216203,1.497823979,1.528666993
2,1,7,0,23.35567842,195,2.195655375,10.94278038,0.411607,10.207625,4.3735625
2,1,10,0,33.57355091,195,1.787260431,10.63023186,0.738318546,6.706983688,4.421485715
2,2,6,15,33.32361478,196,2.397397974,5.696574929,0.332700099,2.50752585,1.649588478
1,1,17,0,55.17222425,196,1.814466849,5.504970143,0.508180699,1.288156282,1.845251647
2,1,9,0,21.72150523,196,1.948323723,5.492280291,0.774875985,4.569266274,1.771978285
2,1,20,0,52.31324945,196,2.096299269,9.251466049,0.424457038,2.746091983,3.577583391
2,2,13,7,27.82390069,196.5,2.840033962,6.868138827,0.615681345,3.809007734,2.014052432
1,1.5,17,3,32.05362172,197,2.513462964,6.742704302,0.319127154,3.790040837,2.11462067
3,1.5,14,2,42.82750995,197,1.989302455,8.023942352,0.633712214,3.584967026,3.017319948
2,2,9,16,40.99218071,197,1.979331431,4.851593886,0.501841322,2.359053769,1.436131229
2,2,14,14,30.17992524,197,0.647108152,1.075763668,1.100937404,0.369073829,0.214327758
3,1,12,0,51.87776476,197,2.551480554,9.071388187,0.573284675,2.530986388,3.259953819
2,2,14,17,31.90461721,197,2.31089721,7.721013669,0.382183631,4.31500767,2.705058231
2,2,3,4,36.53176107,197,2.097936089,7.128967855,0.568435668,3.376125162,2.515515885
2,1,18,0,28.17457879,197,2.060922472,8.302734385,0.467508673,5.824642452,3.120905958
1,1,14,0,39.63440875,197,1.76894824,4.762597688,0.471492541,1.857563982,1.496824724
2,2,8,9,34.23333351,197,2.06370729,6.379130709,0.717221261,3.190381406,2.157711708
2,1.5,12,6,57.72306018,197,2.331001998,8.471056682,0.532931816,1.875074189,3.070027344
1,1,8,0,23.51616331,197,1.921543675,6.36035861,0.508096213,5.13085498,2.219407467
2,1,20,0,50.10698395,197,2.000854007,10.39046172,0.283654447,3.449949986,4.194803856
1,1,12,0,42.40517267,197,2.270628806,7.267502003,0.667782309,2.720288937,2.4984366
2,1,12,0,43.72285474,197,1.91657873,8.276310232,0.483211207,3.322318719,3.179865751
2,1,25,0,43.15535657,197,2.82143721,9.988692989,0.26941994,3.816325398,3.583627891
2,1.5,13,2,36.91709344,197,1.829952886,6.510031453,0.322183288,3.41283696,2.340039285
2,1.5,9,3,37.61150602,197,1.452068937,4.07594166,0.296183023,2.000971031,1.311936363
2,1,15,0,46.45025471,197,2.232259368,9.849916226,0.406941259,3.494627024,3.808828431
1,1,7,0,17.24595111,197,1.829421121,5.639787633,0.537486727,6.142668767,1.905183256
1,1,8,0,43.48493589,197,1.843575175,9.476620938,0.584075944,4.025898853,3.816522883
2,1,15,0,29.77829473,197,2.438916537,10.83047633,0.407325208,7.416934775,4.195779896
2,1,8,0,28.57688899,198,2.691197102,7.282027008,0.550168643,4.411425335,2.295414953
2,2,11,7,36.36784625,198,2.075161649,6.977696537,0.613436369,3.321211995,2.451267444
2,2,13,7,32.44767368,198,2.108850197,8.261025937,0.342896604,4.763238815,3.076087871
3,2,19,14,27.66203583,198,2.312874412,9.304925708,0.557143257,6.714617124,3.49602565
2,2,11,17,53.5098629,198,2.069115148,8.825633487,0.497708714,2.505631924,3.378259171
2,1,18,0,31.49326326,198,1.568608039,4.267219154,0.274943542,2.239292307,1.349305559
2,1,7,0,45.61231381,198,2.030594303,9.71274678,0.465536458,4.149771637,3.84107624
2,1,31,0,42.86166542,198,2.523685991,10.56919391,0.23672346,4.324455349,4.022753962
2,1.5,21,2,38.71770406,199,3.012431521,6.809443818,0.459691322,2.397391277,1.898506148
3,1.5,19,3,47.05513612,199,2.31320722,7.541254242,0.65930838,2.442629275,2.614023512
2,2,1,1,31.94733823,199,2.403662676,10.81552433,0.391744989,7.042685923,4.20593083
2,1.5,13,2,32.63091182,199,2.427189146,8.76242705,0.590809681,5.249470007,3.167618952
2,1.5,14,8,34.67841594,199,3.027452398,11.0079617,0.516047813,5.697454117,3.990254651
2,1.5,10,1,29.98357538,199,2.223735969,8.666600706,0.382743351,5.579194516,3.221432368
1,1,14,0,32.56248629,199,2.099540358,4.282933875,0.315701468,1.720000079,1.09169676
2,1.5,21,7,34.92896101,199,3.411256114,9.0743394,0.515513196,4.031917194,2.831541643
1,1,14,0,56.01484972,199,1.349495368,5.954289105,0.534206832,1.553073251,2.30239687
2,1,16,0,46.43579506,199,2.437730045,14.33328524,0.411599755,5.535693033,5.9477776
3,1,16,0,38.04138579,199,1.885113217,7.646718369,0.420010157,3.695546498,2.880802577
2,1,10,0,23.30200717,199,1.985842836,10.25413463,0.462338771,9.581327449,4.134145897
2,1,10,0,26.45210878,199,1.929653364,10.0882376,0.6114181,8.109033039,4.079292117
2,1,19,0,36.44839683,200,2.577926548,7.031790567,0.642966466,3.037123023,2.226932012
2,1,16,0,34.64404843,200,2.242407212,5.706968464,0.580505849,2.541553314,1.732280627
2,1.5,8,8,49.72817779,200,2.16612643,7.610016314,0.481837129,2.483464524,2.721944942
2,1.5,9,5,41.7901649,200,2.328850237,11.6002318,0.424423827,5.17707386,4.635690781
3,1.5,14,8,25.69455147,200,1.806042283,5.819624398,0.299006155,4.191247898,2.006791059
3,1.5,11,5,22.10102186,200,2.087940068,5.266617676,0.635160589,3.587913449,1.589338804
2,1,6,0,28.73307467,200,2.212080572,6.417351034,0.439782245,3.819064592,2.102635232
3,1,17,0,26.36536441,200,2.305701226,9.083721535,0.426628696,6.811332055,3.389010157
1,1,14,0,53.18869854,200,2.061682498,7.279648692,0.435120682,1.870349361,2.608983097
2,1.5,18,2,26.25592264,200,2.31505809,10.65639885,0.661077959,8.428469503,4.170670381
2,1.5,10,1,31.91479014,200,2.112482493,7.643165549,0.27829329,4.113622652,2.765341528
2,1.5,15,2,36.98738932,200,1.81625539,8.476884065,0.346921488,4.363241771,3.330314338
2,1,13,0,45.725494,200,1.347969496,5.721270351,0.359456532,1.930526943,2.186650427
2,1,7,0,32.44707079,200,1.67656465,8.241749028,0.547880869,5.558981173,3.282592188
2,1,9,0,34.35658396,201,2.494318252,6.46167283,0.674792488,2.8943846,1.983677289
2,1,21,0,43.64242131,201,2.207635468,7.788833787,0.712246784,2.931273135,2.790599161
2,2,11,19,33.18436738,201,2.215932515,6.493593853,0.56881551,3.210743742,2.13883067
2,0.5,5,0,41.41467319,201,1.970060129,8.504111163,0.389967208,3.474398713,3.267025518
2,0.5,6,0,43.60152331,201,2.239897644,9.461027037,0.449414523,3.620097051,3.610564698
2,1.5,11,7,27.19110987,201,1.655299854,5.288327462,0.322427901,3.322558035,1.816513805
2,2,16,14,18.75366612,201,2.814568755,5.993414046,0.260368009,4.720591328,1.589422647
1,1,10,0,29.66600304,201,1.863317868,4.425547626,0.460505976,2.635550482,1.28111488
1,1,5,0,41.61583048,201,1.576194259,5.037217129,0.458484721,1.864785594,1.730511436
1,1,10,0,44.36263815,201,1.413568793,5.895614686,0.472338204,2.371664371,2.241022946
1,1,15,0,41.64562804,201,2.000342664,6.169567729,0.487164998,2.335501937,2.084612533
2,1,8,0,39.84222556,201,1.15507292,3.008503251,0.21930156,1.097788662,0.926715167
2,1,20,0,28.53017847,201,2.31719928,10.91920624,0.484143613,7.768554958,4.301003482
2,1,12,0,51.26321321,202,2.034611077,6.428613851,0.60288823,1.743489999,2.197001388
1,1.5,17,1,23.47574145,202,2.004550454,3.803017715,0.516177736,2.018867664,0.899233632
2,2,1,12,39.03926861,202,2.13969663,7.863349617,0.485414853,3.505653546,2.861826495
2,2,1,14,33.97902143,202,2.131906806,7.014446568,0.590603058,3.616473985,2.441269884
2,2,2,6,44.34573536,202,1.938682335,8.48420594,0.368901485,3.355158984,3.272761802
1,2,0,7,29.16382891,202,1.460879669,5.86857742,0.298485721,3.913840168,2.203848877
2,2,6,15,22.55405344,202,2.248037043,5.912032847,0.668547939,4.410583862,1.831997902
1,1,14,0,33.84183595,202,2.652645703,7.279848968,0.92087475,3.340646268,2.313601634
2,1,9,0,24.6252217,202,1.868073475,5.575265316,0.647370003,4.051493631,1.853595921
3,2,12,6,36.08304898,202,2.734608557,7.876716309,0.455084529,3.492539898,2.571053876
2,1.5,17,7,37.3368424,202,2.672302771,7.939326966,0.351252749,3.398742646,2.633512099
2,1,14,0,45.81950299,202,2.371953943,6.318788229,0.651215044,1.937554624,1.973417143
2,1,11,0,17.10398313,202,1.674746755,9.378640788,0.641865431,12.46279094,3.851947017
2,1,8,0,32.45132056,202,2.098863397,10.00550634,0.675309601,6.207558104,3.953321474
2,1.5,11,7,42.62122111,203,2.083490242,6.145904056,0.753025587,2.135320417,2.031206908
2,1,17,0,58.43675995,203,2.205183347,7.895862976,0.694037654,1.756848782,2.845339816
2,1,11,0,43.23456551,203,2.078908837,5.921533341,0.781050185,2.020534948,1.921312253
2,1,17,0,30.82728607,203,2.468102158,6.080789413,0.647648502,3.025861924,1.806343629
2,2,14,16,23.8233729,203,1.962040592,5.564420172,0.324009831,4.061760177,1.801189791
2,2,16,7,52.26932301,203,2.445980592,5.862237859,0.513754092,1.305585667,1.708128635
3,2,18,5,58.23134005,203,2.360276626,9.334588265,0.559712816,2.127053596,3.48715582
2,1.5,16,1,56.85910729,203,2.067572771,8.00281991,0.570115701,1.904946415,2.967623572
2,2.5,13,15,50.05525333,203,1.762903345,7.058007753,0.5562959,2.21495908,2.647552206
1,1,14,0,34.95121789,203,1.854786334,2.901831834,0.35118704,0.773646028,0.523522752
3,2,25,17,12.26182521,203,2.610250213,5.16495461,0.416561769,2.410498369,1.277352201
3,2,8,14,35.87654821,203,1.942076482,5.814740954,0.502502237,2.670342107,1.936332237
2,1,9,0,20.07595135,203,2.492253245,6.856908737,0.553749928,5.966392108,2.182327746
2,1,13,0,46.48475638,203,2.406381636,8.064452469,0.489417234,2.741670124,2.829035418
2,1,10,0,36.51231206,203,2.252194741,9.065769486,0.615879143,4.464581415,3.406787372
4,1,17,0,17.64511049,203,2.374562023,10.65932165,0.374138612,13.04636491,4.142379817
2,1,15,0,38.4785014,203,2.268775391,9.298669744,0.353534939,4.369182034,3.514947178
1,1,10,0,51.67327318,204,2.304174983,6.986949453,0.768358562,1.852817646,2.341387236
2,1,15,0,55.14573585,204,2.141658793,6.472522036,0.725594679,1.475557918,2.165431622
2,1,13,0,36.63633885,204,2.166171091,8.42092329,0.386576226,4.262501509,3.127376102
2,2,6,15,26.52233819,204,2.165111583,6.617541695,0.623917574,4.478865315,2.226215056
2,1,22,0,43.30685329,204,2.02310526,5.862693009,0.353272179,2.008548438,1.919793876
2,1.5,16,2,37.93861158,204,1.971252598,5.159492848,0.372300837,2.211015031,1.594120125
3,1,16,0,48.76543159,204,2.043712019,12.26558563,0.492165385,4.481083806,5.110936808
1,1,18,0,50.17021957,205,2.252783038,7.245874469,1.037867918,1.968875622,2.496545717
2,2,9,6,35.74302406,205,2.559538927,7.380677024,0.578327992,3.321407873,2.41056905
1,2,16,4,34.42445091,205,2.796896377,8.911362365,0.556779819,4.212184276,3.057232995
2,1,12,0,37.69678329,205,1.446378514,5.146053015,0.315386428,2.386023747,1.849837252
2,1,15,0,40.80345384,205,2.306338679,7.413838634,0.821945627,2.961470562,2.553749979
2,1.5,9,7,26.33178111,205,2.171125462,6.676743532,0.607800621,4.558098749,2.252809036
2,1,16,0,32.53574626,205,1.984331124,5.446052819,0.427876157,2.695512362,1.730860847
2,1.5,7,6,39.24153313,205,2.00559921,5.081708338,0.337346084,1.825565908,1.538054565
1,1,11,0,37.25811098,205,2.170936354,6.597193605,0.342183622,2.946137807,2.213128627
1,1,5,0,26.40411334,205,1.99312452,7.00250964,0.369340977,5.041354502,2.504692561
1,1,14,0,48.99244569,205,1.793450055,9.375888962,0.468452986,3.296827787,3.791219455
2,1,14,0,37.96970304,206,2.089283518,5.707198098,0.517394193,2.356597679,1.80895729
2,2,8,7,37.14493179,206,2.105427628,9.011187987,0.516651518,4.670911245,3.45288018
2,1,9,0,35.07916607,206,2.620258788,7.514230821,0.701978213,3.469509939,2.446986019
2,2,10,15,34.53030685,206,3.044441882,6.827689098,0.611510048,2.875671702,1.891623611
2,1,16,0,22.98397229,206,2.416464118,4.976204068,0.469935385,2.96228183,1.279869976
2,1,22,0,31.96458883,206,2.528140326,5.160100376,0.487610238,2.108739077,1.315980026
3,1.5,10,2,38.14447178,206,1.969459716,5.500925625,0.547518648,2.913784092,1.765732956
3,1,12,0,37.95532887,206,2.006206143,5.305574144,0.424604523,2.108249028,1.649684002
1,1,7,0,28.10544203,206,1.854534848,6.305819283,0.384649483,4.703366035,2.225642217
3,2,15,13,33.218728,206,2.431382516,13.14574213,0.261470346,8.013672125,5.357179806
1,1,15,0,35.07097528,206,2.157658268,6.20231786,0.458845242,2.85092828,2.022329797
1,1,12,0,42.7043298,206,2.051044369,5.401229502,0.534308926,1.797356744,1.675092568
1,1,18,0,44.44367509,206,2.067086181,7.375488033,0.383812908,2.718082217,2.654200927
1,1,12,0,44.00821898,206,1.845039835,7.538152541,0.395614506,2.922067481,2.846556354
2,1.5,14,4,23.34840077,206,2.049762593,5.529847559,0.375051811,3.938383092,1.740042484
2,1,12,0,37.99555519,206,1.543800626,5.188660857,0.272502456,2.339947424,1.822430116
2,2,8,6,35.95003347,207,2.422807306,6.376801224,0.620699924,2.708115783,1.976996959
2,1.5,10,2,46.66283761,207,2.430126816,7.437163205,0.728478048,2.357997362,2.503518196
2,3,19,18,33.90370327,207,2.398032522,10.65038669,0.430622605,6.175375001,4.126177084
2,2,7,0,34.44487824,207,1.980328927,10.39746209,0.614485425,6.116675731,4.208566583
2,1,14,0,36.47580434,207,2.368084479,8.294071433,0.45987107,4.018669236,2.962993478
2,2,10,13,33.00079646,207,1.980062537,6.325510387,0.408317764,3.340308479,2.172723926
2,1,12,0,35.40896709,207,2.160102545,5.859316686,0.484457045,2.565014875,1.849607073
2,1,15,0,17.69305906,207,2.06751714,6.327023663,0.506660125,6.55278219,2.129753263
3,2,17,13,37.45383961,207,2.430519114,12.56769661,0.340098012,6.565856683,5.068588748
2,1,15,0,58.52090939,207,2.023070572,16.63583583,0.507611191,4.066991667,7.30638263
1,1,11,0,48.62114183,207,2.044033773,8.175356801,0.451271084,2.678813663,3.065661515
2,2,16,13,31.02231607,207,2.377473675,9.510351604,0.491599272,5.898987566,3.566438964
2,2,9,4,41.65722817,208,2.428252263,7.246369505,0.482924945,2.748017242,2.409058621
2,2,8,9,40.40066283,208,2.297959928,7.7966178,0.592176455,3.226432851,2.749328936
2,1.5,14,2,54.69835286,208,2.355846622,9.833436485,0.648310198,2.649952827,3.738794933
2,1,17,0,32.46151312,208,1.969905222,5.31295245,0.56216045,2.638669949,1.671523615
1,1.5,14,1,47.37576206,208,1.532645843,4.153475818,0.443329712,1.327332602,1.310414988
2,2,5,10,42.79047396,208,2.027891156,8.453970222,0.469323448,3.520472681,3.213039534
2,2,6,0,43.48138088,208,2.255881094,10.60067443,0.610953543,4.402414086,4.172396672
3,1,15,0,19.27541089,208,2.544734669,9.250383402,0.468209309,9.34185679,3.352824365
3,1,14,0,45.07289061,208,2.41924969,15.51737109,0.419838918,6.511822609,6.549060703
3,2,16,10,36.53352287,208,2.426687758,16.02449506,0.34598845,8.859840858,6.798903653
2,1.5,9,2,34.04769436,208,1.642479507,6.67516002,0.382484606,3.742822641,2.516340258
2,1,23,0,46.33076434,209,2.239727827,8.451684349,0.750404349,2.967934783,3.105978262
2,1,13,0,57.2243453,209,1.463136987,5.226388745,0.593169451,1.192751308,1.88162588
2,2,13,11,50.35813224,209,1.550912796,7.528935592,0.878503823,2.914529261,2.989011399
2,2,14,13,31.17665372,209,2.232588748,10.68260545,0.459892178,6.981624156,4.225008351
1,2,11,0,29.32486428,209,2.198800629,10.92900062,0.727519834,7.19303645,4.365099995
2,2,1,3,41.05526961,209,1.87014705,9.967190365,0.492752791,5.122642032,4.048521659
2,2,11,7,34.53520575,209,2.200492917,10.12759218,0.799644065,5.650951665,3.963549631
2,2,10,16,43.46086485,209,2.142179556,7.258334782,0.733844181,2.68887391,2.558077613
2,1,15,0,36.99795377,209,1.946286509,4.914849119,0.517690795,1.98023291,1.484281306
2,1,12,0,22.04939904,209,2.79962291,8.690037238,0.398713429,7.244372844,2.945207164
2,2,14,12,41.13077326,209,2.700190693,14.67837363,0.429208883,6.804010404,5.989091467
2,2,14,14,37.08425267,209,2.593703873,9.158952055,0.171320539,4.318820405,3.282624093
2,1,16,0,40.25916225,209,2.041345138,7.545179626,0.290533837,3.195436743,2.751917244
2,1,9,0,45.54923454,209,1.546604364,12.27842883,0.491469464,4.646351384,5.365912236
2,1,11,0,49.5221359,210,1.771134141,6.468920362,0.864598299,1.947560486,2.34889311
1,1,19,0,34.10840243,210,1.681477945,3.950957397,0.448646431,1.717735667,1.134739726
2,2,7,0,40.71815774,210,2.515086286,13.58328435,0.464861133,6.422402935,5.534099033
2,2,2,0,37.02386315,210,1.859326916,7.588337909,0.496897448,3.790202926,2.864505497
2,2,4,5,28.06803051,210,1.968234796,6.247236741,0.281175529,3.987499823,2.139500972
2,1,17,0,41.43477422,210,2.286241755,8.012693578,0.41160798,3.235420242,2.863225912
2,2,10,12,22.20396163,210,2.431614865,6.111817787,0.41967437,4.418149377,1.840101462
2,1,6,0,33.0272528,210,1.926485337,7.347999696,0.397763571,4.224672268,2.710757179
3,1,13,0,28.6054277,210,2.382137781,9.678062714,0.486626676,6.691905605,3.647962468
1,1,15,0,51.05116231,210,1.616282785,6.399524486,0.238932866,1.932207449,2.391620853
1,1,12,0,50.78428903,210,2.037208895,6.227178551,0.509641572,1.68675041,2.09498483
2,1,7,0,49.54603652,210,1.217427659,6.591950347,0.321687389,2.642077956,2.687261346
2,1.5,11,6,37.36162955,211,2.085325583,5.42023154,0.386380963,2.148752135,1.667452978
3,1.5,14,1,50.58102297,211,1.941278127,6.692183611,0.648378213,1.920884625,2.375452743
2,2,10,7,37.59817527,211,2.694272524,8.862210665,0.575347826,3.96576011,3.083969072
3,1,28,0,24.97455001,211,2.548827066,9.895530582,0.308445902,7.866721743,3.673351758
1,1,13,0,56.21223645,211,2.251826639,4.751755676,0.656611513,0.83355027,1.249964518
3,2,22,22,31.95493338,211,2.766247592,10.10725681,0.638573363,5.854042127,3.67050461
2,2,20,6,33.79866899,211,2.117398816,8.763933945,0.593135389,4.943589207,3.323267565
2,1,13,0,45.79425674,211,2.265732606,6.352305411,0.477589887,1.963496949,2.043286402
3,1,12,0,24.19754621,211,2.901803036,10.37946336,0.391647732,8.280066257,3.738830161
2,1,10,0,29.56890211,211,2.212132589,8.246300061,0.605883675,5.423057265,3.017083736
2,1.5,15,9,44.3348422,211,2.77457613,17.21779478,0.313719442,7.292969544,7.221609324
2,2,12,13,30.2173368,211,2.411554958,10.57473566,0.315447521,6.96968568,4.08159035
2,1,12,0,25.04334374,211,1.467509303,7.806479114,0.645815192,6.791643017,3.169484907
2,1,13,0,25.28250435,211,1.876425396,9.341532714,0.383521575,7.802046091,3.732553659
2,2,7,15,36.65149421,211.5,2.483041044,7.38791718,0.527880693,3.268623511,2.452438069
2,1.5,12,7,39.57521669,212,2.824595103,7.036123286,0.524379068,2.608468552,2.105764093
2,1,9,0,42.65749169,212,2.710862582,6.418445918,0.652313591,1.916709874,1.85379167
2,2,13,7,37.70767488,212,2.821454588,7.007394883,0.999668693,2.692592242,2.092970147
1,1,15,0,61.94483947,212,2.198483528,6.866607453,0.786049968,1.782257844,2.334061964
2,2,4,0,30.94885779,212,2.452885795,10.86562064,0.526895036,7.024022053,4.206367425
2,2,7,4,35.66199101,212,2.109213188,8.840979547,0.425526078,4.720840504,3.365883179
2,1,17,0,46.29930353,212,2.606274409,12.92658607,0.526290236,4.927564225,5.160155832
1,1,17,0,46.73513299,212,1.793643964,4.487073292,0.282101686,1.214821822,1.346714666
2,1,20,0,46.20607441,212,2.78521956,12.9656351,0.507900611,4.73701859,5.09020777
3,2,17,9,34.4432006,212,1.963487998,9.6707449,0.633817676,5.60981354,3.853628451
2,1,8,0,30.71902447,212,1.829180906,9.21506351,0.363912575,6.372231433,3.692941303
2,1,15,0,36.47434241,212,1.649926131,13.50093937,0.564505024,8.008187047,5.92550662
2,1,16,0,37.79266818,212,2.071579662,11.109573,0.380895374,5.558513892,4.518996671
2,1,15,0,47.42631608,212,1.483781891,4.641723221,0.794061452,5.86334166,1.578970666
2,2,10,5,47.2858204,213,1.813593414,6.35486725,0.561659025,2.116961684,2.270636919
2,2,15,16,27.19242147,213,2.202193492,10.02462857,0.628386104,7.49568996,3.911217541
3,2,17,1,40.04957919,213,1.97017897,6.589048018,0.483930476,2.742217263,2.309434524
2,2,0,3,39.87588632,213,1.877466202,9.331744009,0.305458007,4.415348912,3.727138905
2,1,17,0,24.79273061,213,1.856210694,3.52743802,0.279774494,1.828928069,0.835613663
2,2,5,11,35.04245951,213,1.616740338,6.401052156,0.476466319,3.389003312,2.39215591
3,1,10,0,42.55467774,213,1.778683024,5.654647637,0.51668377,2.126935885,1.937982308
3,1,11,0,21.22557204,213,2.242000484,9.108341179,0.337767414,8.896878643,3.433170349
2,1,14,0,35.80022345,213,2.180280153,6.315913678,0.504786246,3.037685633,2.067816764
3,2,12,17,45.89017441,213,2.347873206,17.4199526,0.452092489,7.257975534,7.536039701
2,2,19,8,47.13953535,213,2.084617012,5.812803978,0.415511769,1.730454993,1.864093484
2,2,12,0,48.64435343,214,1.913410791,7.771215491,0.551453323,2.597381638,2.928902351
2,2,15,18,45.87014994,214,1.887618236,9.00330276,0.42957005,3.435304117,3.557842263
2,1.5,16,9,32.29389235,214,2.658945901,6.21001601,0.522363366,2.763196687,1.775535054
1,1,20,0,37.00258805,214,1.922581535,5.626906313,0.47642345,2.433779997,1.852162389
1,1,11,0,41.27329848,214,1.307202951,5.478374281,0.485418468,2.334345753,2.085585665
4,2,15,9,33.94847023,214,2.73664934,14.54847916,0.504497674,8.734187039,5.905914912
2,1.5,18,4,39.52811307,214,2.169979059,8.704153521,0.418535362,4.832162449,3.267087233
2,2.5,16,11,45.51139005,214,2.743534975,12.68034973,0.704089435,4.851311892,4.968407378
2,2.5,11,6,34.26950311,214,2.644802338,10.32978984,0.790693638,5.945679337,3.842493754
2,1,9,0,29.2241551,214,2.050798515,9.763227865,0.576952162,6.831811259,3.856214676
2,1,18,0,31.7583104,214.5,2.808500639,5.919472136,0.428524191,2.512639678,1.555485749
2,2,9,4,45.17954345,215,2.664477734,8.941497283,0.762201572,3.108218029,3.138509775
2,1,14,0,46.45093884,215,2.541987499,7.097476796,0.66226039,2.149140008,2.277744648
2,1,20,0,45.00839709,215,2.537195891,8.998399872,0.75552458,3.055819029,3.230601991
3,1.5,8,2,36.61804531,215,2.581926139,9.756427937,0.46535268,4.794134906,3.5872509
1,1,14,0,43.97482383,215,1.631441302,4.609532831,0.47893333,1.398461802,1.489045766
3,2,18,23,27.96423269,215,2.24803099,8.284317196,0.563299787,5.074932418,3.018143104
2,2,8,14,30.96731093,215,2.292879737,7.129084091,0.615845042,4.035144936,2.418102177
2,1,16,0,44.108076,215,1.621065427,8.510197039,0.342495207,3.5610329,3.444565807
2,1,20,0,47.43835521,215,1.974371756,11.92011086,0.400980626,4.53488439,4.972869551
2,1,10,0,21.56814171,215,2.413956864,10.43511872,0.545319881,10.12115942,4.010580931
2,1,19,0,25.04501094,215,1.999621627,8.970741335,0.2304555,7.386745099,3.485559855
2,1,15,0,41.96986766,216,2.338089723,7.479097859,0.661317467,2.871530503,2.570504068
2,1,19,0,31.31291438,216,1.982530477,5.781191191,0.600600388,2.987901786,1.899330358
1,1,14,0,29.42452088,216,1.82364303,4.593159579,0.63188931,2.476765849,1.384758274
1,1,20,0,42.65964545,216,2.048994909,6.404517638,0.477981818,2.39640341,2.177761365
2,1,10,0,28.19741386,216,2.286689036,7.997227772,0.327675248,5.209973041,2.855269369
2,1,15,0,23.83312981,216,2.277368412,6.437620744,0.291825228,4.699788923,2.080126166
1,1,8,0,50.26242922,216,1.680078575,6.294721307,0.426715235,1.887842991,2.307321367
2,2,24,7,51.63137241,216,2.538597478,7.947584514,0.413398359,2.129893201,2.704493519
3,1,19,0,30.00319405,216,2.589370366,14.63331868,0.372175987,10.517925,6.02197416
2,1,10,0,24.41443165,216,1.626291144,9.495173832,0.557297092,8.635427862,3.934441344
2,1,8,0,26.55913316,216,1.791715672,7.807376298,0.489304974,6.04410557,3.007830313
3,1,10,0,43.93921711,216,2.362096297,14.10517922,0.588030903,6.096668532,5.87154146
1,1,9,0,39.58560575,216,1.264063781,7.036170251,0.172438828,3.264333147,2.886053236
2,1,17,0,26.05585745,217,2.673398997,8.514466745,0.825696657,5.993313765,2.920533874
3,1.5,9,1,34.95867348,217,2.643899688,7.851217983,0.676625125,3.722468674,2.603659149
2,2,7,1,39.43465362,217,2.058329744,10.50484086,0.521078539,5.593967626,4.22325556
3,1,13,0,39.64204465,217,2.039598308,8.945039788,0.491783359,4.136032703,3.452720739
2,1,12,0,29.46760254,218,2.635479631,7.850227759,0.633156887,4.791745568,2.607374065
3,2,16,17,43.31520399,218,2.049882438,9.045069604,0.500710518,3.453732176,3.497593584
2,2,16,11,26.54096948,218,2.15642634,9.023109134,0.354472978,6.887985171,3.433341398
2,2,13,6,29.21806279,218,2.137576715,8.330888322,0.449442492,5.550472545,3.096655806
2,1.5,9,22,23.73460167,218,1.790943738,6.559857878,0.602376074,5.3702399,2.384457071
2,1.5,18,3,38.0430362,218,2.322763312,5.326286114,0.455106084,1.921200128,1.501761401
2,1.5,12,10,40.62577507,218,2.048562062,6.326837476,0.416967853,2.486853963,2.139137707
2,2,15,11,40.2584237,218,2.351641436,6.956185341,0.384980762,2.679118589,2.302271954
