Brace.Root.Whorls.in.the.Soil,num_whorls,w1,w2,root_angle,height.cm.,stalk_width.cm,spread_width.cm,single_root_width.cm,root_heightonstalk.cm,stalk_to_rootgrounding.cm
2,1,18,0,30.00905755,218,1.959646711,4.355622782,0.403717036,2.113181122,1.197988037
2,1,9,0,25.93457822,218,2.183735815,8.205839186,0.718087011,6.255656927,3.011051684
3,2,18,18,49.77390821,218,2.07938387,19.46386048,0.381088331,7.140498886,8.692238308
2,2,13,9,39.27817961,218,2.348569872,10.71829852,0.585628373,5.11424269,4.184864323
2,1,10,0,45.29270874,218,1.986852892,8.817272762,0.26856439,3.419918648,3.415209935
2,1.5,7,2,45.12751752,219,1.521411217,6.821069924,0.761503834,2.639296278,2.649829355
2,2,15,14,39.25325597,219,2.431344584,11.38395528,0.578443946,5.47775823,4.476305349
1,1.5,14,2,46.29837469,219,1.879871534,5.113083591,0.664644748,1.320013672,1.616606029
2,2,5,0,47.37599994,219,1.80065535,6.25821057,0.384264808,3.624373292,2.22877761
2,2,8,4,33.44943527,219,2.17183955,8.248830426,0.551757336,4.643495214,3.038495439
2,1,17,0,35.76854666,219,3.136176311,10.29631998,0.536150226,4.995496076,3.580071838
3,2,17,13,31.80924299,219,3.266320577,7.139997706,0.569353496,3.129761505,1.936838566
3,1.5,10,3,50.46374847,219,2.514821894,10.82628693,0.509749553,3.426344869,4.155732517
2,2,23,19,40.47803188,219,2.742539585,6.702652155,0.426812927,2.151414948,1.980056285
2,1,18,0,26.69141109,219,2.221199116,5.068593325,0.417915965,2.862870359,1.423697104
2,1,8,0,25.36966949,219,1.649136394,8.561576824,0.621196978,6.95471389,3.456220216
2,1,9,0,29.94147449,219,1.829619554,8.741566423,0.516049303,6.037774175,3.455973435
1,1,19,0,37.45202224,220,2.010640398,7.553284103,0.453439558,3.578075077,2.771321854
3,1.5,11,6,36.99913291,220,2.129171909,7.700493205,0.679688893,3.655388322,2.785660649
2,1,13,0,55.05915318,220,2.320038893,7.845722122,0.784384079,1.936552796,2.762841614
2,1,15,0,51.39147183,220,2.537704302,8.620890274,0.782578242,2.392074628,3.041592986
2,2,14,21,64.85439348,220,2.01014774,13.16693345,0.536996608,2.595228114,5.578392856
2,2,17,9,47.50391299,220,2.073233621,7.907614091,0.500384116,2.963176026,2.917190235
3,3,12,17,36.9712388,220,2.116580217,8.522866475,0.349974301,4.807202649,3.203143131
1,1,17,0,47.55465544,220,1.939991728,6.499280773,0.453794854,2.057229542,2.279644524
3,2,17,13,29.58599395,220,2.572658327,8.001993536,0.301204146,4.793287901,2.714667606
3,1,8,0,57.69736948,220,2.391289563,7.774966203,0.449636965,3.622465167,2.691838321
3,2,15,3,33.02108511,220,2.543894955,11.10660225,0.690332878,6.595157982,4.281353648
1,1,14,0,23.16326305,220,1.930986435,6.649802718,0.526147854,7.370785576,2.359408142
3,1,10,0,19.98827028,220,2.022070815,9.510192079,0.527094061,10.33012812,3.744060632
2,2,5,16,31.21312284,221,2.356298658,7.874462798,0.338215736,4.500849879,2.759082071
2,2,13,0,31.4268887,221,1.512388807,6.498781049,0.416030104,4.777280172,2.493196121
2,1.5,16,4,37.60257328,221,1.93083165,8.348210482,0.301170435,4.677632853,3.208689417
2,1.5,13,1,35.46615055,221,1.627556158,5.604321359,0.291272195,3.070713152,1.988382602
2,1,15,0,52.69380493,221,2.054507809,8.300465492,0.330406866,2.417257552,3.122978843
2,1.5,12,6,34.73336585,221,2.291491216,7.287639308,0.648453519,3.617900671,2.498074046
3,2,13,5,22.13246703,221,2.056476347,6.950348624,0.630389058,6.098218331,2.44693614
2,2,17,13,46.16209668,221,1.965922393,10.09543185,0.58732906,3.857705937,4.064754729
2,1,25,0,31.95396119,221,2.356780892,6.277921239,0.440764907,3.128553227,1.960570175
3,1,10,0,18.95256866,221,1.860368934,9.024843517,0.509065102,10.22319219,3.582237292
1,1,16,0,17.39463954,221,1.243877629,5.021253668,0.305660577,5.75781519,1.88868802
1,1,11,0,19.98509829,221,1.700609223,7.408955944,0.577724585,7.709609094,2.854173361
4,2,19,27,21.09957349,222,3.589193246,13.05544909,0.39628525,12.21005421,4.733127924
3,2,17,22,28.25198265,222,2.774275594,10.7815408,0.294050451,7.450655944,4.003632602
2,2,7,0,31.48878883,222,2.371379852,10.49805307,0.405443733,7.292094753,4.06333661
2,1,11,0,34.39229731,222,1.766968031,5.226351511,0.443598783,2.511467642,1.72969174
3,1,9,0,50.71247626,222,1.764735228,5.292661645,0.485488922,1.530522785,1.763963208
2,1,19,0,51.43079945,222,1.625759563,10.93572338,0.364875444,3.641200001,4.654981909
3,1,12,0,52.12382015,222,2.029972041,7.692799031,0.334765321,2.290071344,2.831413496
2,1,10,0,31.83831738,222,2.087036794,9.028317679,0.724142744,5.658080391,3.470640444
2,1,12,0,16.08074934,222,1.837431771,9.884921414,0.467331195,14.02752946,4.023744823
2,1,12,0,17.41818176,222,1.784293676,7.086093146,0.533420334,9.46717084,2.650899738
2,1,18,0,26.88398802,222,2.233990714,9.913640063,0.309070466,7.529160754,3.839824676
2,2,11,6,64.27620407,222.5,2.391903761,13.96175831,0.449444057,2.79072571,5.784927273
1,2,9,4,31.12231629,223,2.494138123,7.203552006,0.599851734,3.903058496,2.354706943
3,1.5,10,2,47.28658051,223,1.872365023,6.799671658,0.753014181,2.319898186,2.463653319
2,1.5,12,6,45.33664383,223,2.351605663,8.002387406,0.634538548,2.705068023,2.825390873
2,1,23,0,30.23709235,223,2.32482153,8.772000124,0.38419176,5.512611176,3.223589298
3,2,17,26,31.94882472,223,2.665223377,11.02113356,0.372789185,6.696084428,4.177955095
2,2,4,13,37.42809582,223,2.51380671,11.79470082,0.43781947,6.067326754,4.640447055
3,2,10,9,26.02518799,223,2.194893995,8.190283604,0.768809757,6.179910715,2.997694805
2,1.5,17,1,44.11433611,223,2.248326311,6.544203686,0.549126578,2.20863927,2.147938689
1,1,11,0,28.66088787,223,2.247050901,7.01612069,0.325994067,4.251950456,2.384534896
2,2,7,1,38.15246478,223,1.595529882,8.574160538,0.564518774,4.444056553,3.489315328
3,1.5,8,6,33.85489591,223,1.797952967,4.883630718,0.419572596,2.385716114,1.542838876
2,1,15,0,25.80972497,223,1.827367641,6.565240601,0.546580036,4.631034006,2.368936481
2,1,10,0,17.24030853,223,2.189080928,9.69229234,0.609338466,12.16116919,3.751605707
2,1,14,0,13.92985432,223,1.756298268,5.984574246,0.437968095,8.154558892,2.114137989
3,2,17,16,29.55654402,224,1.943876348,9.250722842,0.344237715,6.407752079,3.653423247
3,1.5,9,5,38.00083041,224,1.874179119,6.376428454,0.875633319,2.834176268,2.251124668
2,2,13,5,26.97587675,224,1.715835499,6.527531697,0.548449649,4.796454369,2.405848099
2,2,17,19,35.79082777,224,2.125850549,9.978152845,0.451613469,5.438890761,3.926151149
2,1,27,0,26.18834564,224,1.931048686,5.888639889,0.588544241,3.972657934,1.978795602
1,1.5,23,1,41.09864325,224,2.100356612,5.658184531,0.390103464,2.036138365,1.778913961
2,1,11,0,40.36619875,224,1.617416925,5.924314105,0.462368786,2.556903289,2.153448591
3,1,14,0,51.52591366,224,2.053818968,11.03256225,0.36871203,3.796209445,4.489371642
2,1.5,18,2,39.59539989,224,2.573184564,16.69639832,0.625993095,8.538470679,7.061606881
1,1,20,0,16.51284018,224,2.383871991,7.402084581,0.419931225,8.555065947,2.509106295
2,1,11,0,26.78601306,224,1.58355064,8.422731785,0.365600849,6.693425885,3.419590574
2,1,9,0,17.01228472,224,2.186861372,9.353496492,0.540535197,11.7697155,3.583317562
2,2,20,0,30.11472568,225,2.597350934,13.15972531,0.448920611,9.749304198,5.281187188
2,1,13,0,15.41627669,225,2.516802876,8.206813177,0.405958076,10.36968043,2.845005151
3,1,18,0,20.60705062,225,2.330659225,10.08498979,0.304238514,10.29286753,3.877165284
2,1.5,8,8,47.3661147,226,2.054254017,7.357694469,0.599008782,2.419866332,2.651720227
3,2,15,16,32.97170468,226,2.118842587,7.872072658,0.498103787,4.444404837,2.876615035
2,1.5,14,7,39.05763052,226,2.293858788,6.908319511,0.469139556,2.851566362,2.307230361
2,2.5,12,16,48.74660306,226,2.193988711,7.551681516,0.495387951,2.3498367,2.678846404
2,1,10,0,22.2606503,226,1.65235463,6.175802017,0.441003663,5.545050102,2.261723693
3,1,9,0,49.72309283,226,1.88625783,7.427900905,0.52721614,3.056980428,2.770821537
1,1,15,0,73.4473787,227,2.002785644,7.377504615,0.432602903,0.791107859,2.687359487
1,1.5,12,10,34.12912985,227,2.070666336,8.662044761,0.380075671,4.797545905,3.295689213
3,1.5,10,1,47.97933257,227,2.40635411,7.176961262,0.745792177,1.962709422,2.385303577
2,2,15,13,47.45011785,227,1.679834852,9.073084368,0.44894669,3.35809559,3.696624759
2,2,5,6,48.31662228,227,2.100119061,10.08052922,0.41363246,3.505219635,3.990205078
2,2,3,5,50.14733487,227,1.865276216,8.643025416,0.513677521,2.849424474,3.388874601
2,2,10,10,39.04365392,227,2.603636185,13.66875525,0.405793395,6.792630194,5.532559532
2,1,13,0,42.93176367,227,2.340689921,8.166234008,0.428129742,3.113474432,2.912772045
2,1,17,0,55.30292029,227,2.127221697,8.179311322,0.52379952,2.058639373,3.026044814
1,1.5,19,2,32.87880452,227,2.130405086,6.406883021,0.454626074,3.763536586,2.138238967
1,1.5,8,2,29.07952172,227,2.005026404,6.451910248,0.343521285,4.013509797,2.223441923
1,1,12,0,17.69163864,227,1.675668762,6.635812126,0.402251542,7.590494521,2.480071685
2,1,13,0,52.0037676,228,2.002569355,7.224174086,0.764651728,2.039661426,2.610802367
3,1,24,0,27.55377111,228,2.350222948,8.315063751,0.389369088,5.684198792,2.982420402
2,1,25,0,41.08075296,228,2.130619688,6.684645152,0.567326723,2.637723912,2.277012733
2,1,18,0,12.05155962,228,1.408594503,5.651130735,0.39230231,9.721999549,2.121268117
2,1.5,12,3,67.14746463,228.5,2.462362578,13.75478301,0.476849943,2.187188743,5.646210219
1,1,21,0,34.57369531,229,2.278730025,5.82387009,0.457822555,2.569319767,1.772570034
3,2,19,2,31.27571101,229,2.102767938,6.654686515,0.404850893,3.728794502,2.275959289
3,1.5,18,7,38.03395308,229,2.550290089,12.17413215,0.594736993,6.125232042,4.81192103
1,1,13,0,14.50717891,229,1.552361663,5.130710526,0.550132155,6.95667305,1.789174433
2,2,13,11,51.36605552,230,2.221386329,13.80931491,0.505270103,4.610174364,5.79396429
2,1,13,0,56.85116228,230,1.621487737,7.047639804,0.926157712,1.724299949,2.713076034
3,1.5,24,14,32.13602176,230,2.215438996,10.41946579,0.254760795,6.523945516,4.102013397
2,1.5,21,8,29.26438241,230,2.491792222,9.497136241,0.442417585,6.893614066,3.50267201
2,1,24,0,36.18667881,230,3.047182031,10.06420689,0.321255974,4.920182089,3.508512433
2,2,7,4,27.47904744,230,1.930712575,8.602698347,0.629438372,6.415345973,3.335992887
3,1.5,20,1,51.90377051,230,2.253566308,12.67702471,0.50885598,4.04452368,5.211729202
2,2,21,25,47.05842633,230,1.081453331,7.166494941,0.365776542,3.204562422,3.042520806
2,2,13,21,50.27131239,230,1.905839404,11.09570052,0.43331072,3.727512255,4.594930556
3,2,12,18,38.70119545,230,2.270624521,8.738281688,0.445707941,4.019083081,3.233828584
1,2,9,3,30.01461478,230,2.028677299,6.558105637,0.412820728,3.886711595,2.264714169
2,2,7,0,24.95853176,230,1.709197168,8.90597436,0.65175059,7.596165726,3.598388597
2,2,11,0,21.16602648,230,1.736149334,8.347239988,0.700740728,8.528296805,3.305545328
2,1,13,0,31.27662169,230,2.309942805,9.323294907,0.327414428,5.804286187,3.506676052
3,1,17,0,22.69504951,230,2.307388987,9.861391433,0.375944728,8.996995068,3.777001224
2,1,13,0,43.92671255,230,2.219277535,7.469453824,0.547038667,2.726496514,2.625088145
2,1,13,0,22.24912555,230,1.904436189,8.63202567,0.358519372,9.089765045,3.363794742
3,2,20,5,20.85190307,231,2.269562804,8.398298789,0.388259326,8.027082511,3.064367992
1,1,15,0,61.67907302,231,1.543116886,5.237567262,0.482930097,0.982358498,1.847225188
2,1,16,0,35.96119289,231,2.650536792,8.60398141,0.410622726,4.084859772,2.97672231
3,2,14,7,33.0247517,231,2.711103948,11.90657862,0.365951145,7.069877396,4.597737336
1,1,16,0,42.57170461,231,2.327972687,7.973977494,0.420071834,3.082395834,2.823002405
2,2,11,4,39.13598261,231,2.10013296,8.896521877,0.511197605,4.543849764,3.398194458
1,2,16,3,31.64574376,231,2.112079949,6.735180672,0.474128186,4.104802844,2.311550362
2,2,6,0,20.14038822,231,1.722445443,9.068144714,0.606577935,9.987807416,3.672849637
2,1,12,0,19.67914719,231,2.18768837,6.800997935,0.575402459,6.406626656,2.306654781
2,2,9,5,53.28940914,232,2.09878435,10.50070315,0.391094758,3.066073828,4.200959402
2,1,17,0,51.99332566,232,1.555883784,6.200685874,0.802898332,1.817055584,2.322401045
3,2,25,17,28.89414688,232,2.107026746,7.250358072,0.445439216,4.563344382,2.571665663
2,1,18,0,28.94798909,232,2.708342732,10.80774803,0.433261662,7.343504184,4.04970265
1,1,13,0,19.57754233,232,1.795931831,8.994383553,0.487647165,9.956884262,3.599225862
3,2,17,14,37.87614345,233,2.018483517,10.56255641,0.413583666,5.423747308,4.272036447
3,1,23,0,38.10660077,233,2.623479556,13.04879655,0.465552453,6.559265088,5.212658498
2,2,5,3,34.80099458,233,2.648333852,11.39106735,0.556373102,6.225769051,4.37136675
2,1,11,0,37.8462975,233,1.937412051,6.171285514,0.681971463,2.660268877,2.116936733
3,1,13,0,43.01304146,233,2.985681387,13.54102866,0.584034194,5.582902743,5.277673637
2,1,16,0,22.10292169,233,1.84159157,8.921800643,0.565728763,8.6611961,3.540104536
3,2,10,14,54.47471987,233.5,2.441281993,14.0355198,0.440186945,4.033700661,5.797118902
2,2,12,5,41.798324,234,1.767189503,9.387594026,0.632327643,4.244201914,3.810202263
1,2,23,2,46.34986999,234,2.37908325,6.52558398,0.452098667,1.983816035,2.073250366
2,1,9,0,14.80908904,234,1.668833988,7.352794413,0.48948992,10.59546565,2.841980213
1,1,15,0,60.318907,235,1.66220426,6.446442878,0.494605149,1.345713807,2.392119309
3,2,18,26,25.84920778,235,2.752954263,11.81192536,0.325436882,9.327276429,4.52948555
2,1,19,0,50.97726375,235,1.93248039,7.049338799,0.370499178,2.038605349,2.558429205
2,1,16,0,50.9100485,236,1.593614227,5.655083955,0.754145762,1.672218853,2.030734864
2,2,16,9,47.0515939,236,1.862080662,11.0743656,0.493610655,4.523698654,4.606142472
3,1,27,0,36.68297023,236,2.625205834,9.971019403,0.357173953,4.890693283,3.672906783
1,1,18,0,26.77562875,237,2.181088254,6.794105495,0.440853479,4.516913657,2.306508622
2,2,8,7,43.60556379,237,2.076048294,7.912801685,0.68717253,3.042466362,2.918376697
2,1.5,17,8,16.95355048,237,1.793926407,3.731180374,0.635176389,3.119563493,0.968626985
2,2,4,11,42.83091583,237,2.254090178,8.89177101,0.553188064,3.563613896,3.318840417
2,1,17,0,29.79353894,237,2.277172202,6.513075132,0.698693599,3.685497051,2.117951466
1,2,17,8,24.92976539,237,2.091816954,6.033296287,0.473677492,4.249643036,1.970739667
2,1.5,15,13,31.67644409,238,2.030504199,6.396301744,0.475895934,3.586527183,2.182898772
2,2,14,4,41.25748333,238,2.492947803,10.27615984,0.565230475,4.430369357,3.891606015
1,1,20,0,29.73415815,238,2.007991153,4.703435815,0.469247819,2.366484906,1.347722332
2,1.5,12,1,56.83164825,238,2.129642111,8.103696993,0.509578277,1.899469992,2.987027441
2,2.5,15,19,35.749276,238,2.285018239,8.13139532,0.441122892,4.061144728,2.92318854
3,1,14,0,48.71210502,238,1.97294404,14.48313314,0.363050633,5.438816446,6.255094554
2,1.5,10,8,31.39751209,239,1.979135993,7.21841869,0.439965544,4.265727665,2.619641349
2,1,19,0,38.12248071,239,1.87244717,8.106095195,0.477402392,4.149037155,3.116824014
2,1.5,15,7,38.15558418,239,1.809442642,12.19901344,0.516838918,6.289555214,5.194785402
2,1.5,13,3,39.90785035,239,1.560584717,7.925739947,0.406716862,4.17646948,3.182577618
1,2,7,4,22.89945979,239,2.081167623,5.616953805,0.58640509,4.703820933,1.767893091
2,2,10,4,20.91108966,239,1.754588652,9.284206687,0.482662959,9.787030704,3.764809017
3,1,16,0,32.58800945,239,2.357271272,12.54157572,0.48156234,7.964209958,5.092152222
2,1,17,0,35.55296275,239,1.953108128,10.77976176,0.400623194,6.122746363,4.413326817
2,1,9,0,34.39916203,239,2.189693553,10.1488901,0.429309573,5.843052185,3.979598278
2,2,5,18,33.62852056,240,2.231879455,8.271713076,0.409100292,4.541914486,3.019916813
2,2,8,8,34.2468888,240,1.980144231,6.208560618,0.561865399,3.11930103,2.114208193
2,2.5,11,13,40.01495146,240,2.350467346,13.41235305,0.660940502,6.598688831,5.53094285
3,1,25,0,36.40631989,240,2.953347832,12.97799425,0.405137207,6.766555919,5.01232321
2,1.5,15,3,34.14746229,240,2.522922739,7.923398626,0.398703096,4.91057689,2.700237943
1,1,11,0,43.41528581,240,1.202844148,5.58026779,0.404720433,2.785080394,2.188711821
2,1,14,0,38.08436416,240,1.593021206,11.12794928,0.409718363,5.808721077,4.76746404
3,1,23,0,31.82439621,241,2.488687202,11.21391986,0.338650063,6.953448096,4.362616327
2,1,13,0,29.47830645,241,2.341616328,6.441040981,0.480332881,3.607110278,2.049712328
2,2,10,0,32.1596418,241,1.576650997,10.01323782,0.522925312,6.779758566,4.218293411
2,2,3,0,16.34608257,241,1.667016643,9.983403541,0.671830975,14.11691267,4.158193449
1,1,11,0,26.07348917,241,1.321015527,4.636249691,0.408097942,2.95195801,1.657617085
1,1,20,0,42.194396,242,1.901074608,7.118457,0.482818721,2.858483993,2.608691196
2,1,0,0,25.15605497,242,1.158308136,5.590845079,0.491212523,2.433546771,2.216268472
2,1,14,0,48.42393925,242,2.232934698,7.786441288,0.660515501,2.28984605,2.776753295
2,1.5,16,10,28.94126159,242,1.546800391,5.436304279,0.241594964,3.474472638,1.944751945
2,2,7,3,30.16706337,242,1.908251556,5.124046696,0.570245378,2.7994597,1.607897572
2,1,13,0,23.68167243,242,2.326424329,8.037664631,0.482738673,7.057918094,2.855620152
2,1,14,0,23.78912653,242,2.621670832,10.36424777,0.39704656,8.548350644,3.871288472
2,1,10,0,36.48280868,242,2.487354533,10.3231004,0.71028868,5.662455753,3.917872934
1,1,10,0,24.29157738,242,2.688913626,12.30274596,0.646242912,10.63700912,4.806916168
2,1,13,0,40.92896783,242,1.262941109,9.793242489,0.501095086,4.84717837,4.26515069
2,1,15,0,47.07305656,243,2.271191688,8.050856164,0.401329091,2.655298129,2.889832239
1,1,22,0,42.63100918,243,1.958558338,5.842932495,0.335847287,2.060405103,1.942187078
1,1,10,0,28.31836929,243,1.847657717,8.547488866,0.53949051,7.601495733,3.349915576
2,1,16,0,59.07458476,244,1.931480331,8.008157844,0.425611169,1.812569818,3.038338758
2,2,12,14,36.26444236,244,1.896028458,11.89468257,0.365145753,6.795584759,4.999327059
2,1.5,18,1,31.73803886,244,2.283980596,7.460254432,0.682898472,4.464076172,2.588136918
2,1,23,0,52.58017104,244,2.802161132,10.26643745,0.662533465,2.866404158,3.732138159
3,2,18,10,33.98902502,244,2.247107472,8.761877132,0.439556729,4.822250766,3.25738483
1,1,11,0,39.40754076,244,2.426883645,6.619969521,0.554356086,2.548227162,2.096542939
1,1,18,0,57.70105721,244,2.653736897,7.454712363,0.483054984,1.509637827,2.400487733
1,1,12,0,58.93251597,244.5,2.11219622,7.686157757,0.391950029,1.685916577,2.786980768
3,1.5,19,6,37.77890048,245,2.022616044,9.97820297,0.617233531,5.066036736,3.977793463
3,2,17,20,26.88582839,245,1.0301238,3.856872766,0.569911526,3.037495375,1.413374485
2,1,32,0,37.23853891,245,2.314798965,8.435758856,0.602680632,4.023886332,3.060479946
1,2,19,4,25.93968184,245,2.523606495,6.245846985,0.394464583,3.821416022,1.861120247
2,1.5,22,12,33.42609141,245,2.244044275,6.308616725,0.382994209,3.056079541,2.032286226
2,1,13,0,30.03143192,245,2.153556717,7.061056376,0.617137799,4.544096032,2.453749831
2,1,9,0,28.38004624,245,2.144445554,6.645323303,0.43937374,3.974944927,2.250438876
2,2,7,15,38.82283792,245.5,1.663490178,6.260736485,0.666790965,2.848112406,2.298623155
2,1.5,12,2,40.73313619,246,1.586414978,5.87071662,0.714310495,2.619179887,2.142150822
1,2,18,2,15.93034977,246,2.318021874,5.161239599,0.434144047,5.066337757,1.421608862
1,1,12,0,41.95569444,246,1.711715728,5.592288739,0.614417922,2.12543773,1.940286508
1,1,12,0,47.80116351,246,1.86156313,5.276819103,0.593292862,1.41458567,1.707627989
2,1,9,0,19.62685473,246,1.857747331,8.047620148,0.406780554,9.687692124,3.094936409
2,2,6,16,51.47402311,247,1.961963582,9.673068297,0.482295143,3.046905006,3.855552357
2,2,15,19,51.062249,247,1.83595806,8.853607083,0.471544367,2.703070362,3.508824513
2,1,15,0,37.79759279,247,1.686719906,6.530891012,0.208919966,3.122990383,2.422085553
2,1.5,13,9,22.00555211,247,2.488381607,6.212246034,0.608257273,4.520448991,1.861932215
2,2,7,17,35.57056263,247,2.510800424,10.15208291,0.438293331,5.340384747,3.820641245
2,1,11,0,46.55161465,247,2.658147691,9.055345232,0.618476227,3.123091789,3.198598772
2,1,11,0,46.13649172,247,2.378132559,7.451634022,0.672606111,2.481513159,2.536750732
2,2,13,20,34.68754897,247,2.436357921,7.551635699,0.498389326,3.693079365,2.557638889
1,1,16,0,28.94945348,247,1.117688903,2.833527071,0.152525749,1.602999401,0.857919084
2,1,7,0,33.03552467,247,1.908609635,5.865261869,0.579739105,3.038748017,1.978326117
1,1,13,0,48.08189951,247,1.887991192,8.528031735,0.436402513,2.988088454,3.320020273
2,1,12,0,16.07368658,247,2.105481794,9.758218754,0.606154733,13.13488774,3.82636848
2,1.5,9,9,59.85851165,248,2.050489155,10.91598984,0.406792454,2.421840602,4.432750342
2,2,10,21,19.41426552,248,1.506229766,3.815042286,0.457499157,3.366419891,1.15440626
3,2,7,4,27.37995197,248,1.672352789,6.570748794,0.542945621,4.985496599,2.449198004
2,1,16,0,41.55516059,248,2.321780492,6.565368812,0.794176066,2.360688285,2.12179416
1,0.5,11,0,33.45354566,248,2.589063902,6.374581221,0.42320955,2.813359703,1.892758659
2,1,13,0,54.00991508,248,2.318360238,10.56251185,0.780178617,2.885877568,4.122075808
2,2,12,0,18.35656621,248,1.646506753,7.57456324,0.572015558,8.821853569,2.964028244
1,2,12,0,39.72790055,248,1.713881728,4.136464028,0.418069036,1.432659949,1.21129115
2,1,14,0,18.41842399,248,2.387442627,7.040300631,0.571143634,6.967402377,2.326429002
2,1.5,9,6,28.3706612,249,2.431619478,6.611031873,0.7304354,3.874943982,2.089706199
2,2,18,14,25.70288033,249,2.526792264,7.97514947,0.507351107,5.630458415,2.724178603
1,1,24,0,38.99322393,249,2.297811282,5.685754643,0.428855494,2.073374553,1.693971681
2,2,9,0,27.8197499,249,1.810059568,8.43477928,0.455914128,6.344975902,3.312359857
2,2,24,20,36.87492791,249,2.400205062,11.34829844,0.379465587,5.961795329,4.474046688
2,1,7,0,32.5142748,249,1.81314439,7.529299734,0.448732006,4.462122303,2.858077672
2,2,6,10,61.39591548,250,2.284968836,11.98011078,0.407249579,2.637012462,4.847570974
1,1.5,13,1,72.31390386,250,2.026659968,9.697744031,0.52537163,1.213820346,3.835542033
2,1.5,5,2,49.28503258,250,2.008594626,8.006575117,0.480916614,2.947625635,2.998990247
2,2,8,0,53.28188937,250,1.83064401,7.954187869,0.66651761,4.68502398,3.061771932
2,1,15,0,25.89848441,250,1.946500557,7.906960635,0.501893415,6.099268685,2.980230039
2,1,15,0,33.50825991,250,1.82882396,9.224984814,0.542655088,5.720406934,3.698080427
2,1,16,0,58.20421066,251,1.756502075,7.719838873,0.765811697,1.826025825,2.981668399
2,2,11,5,44.20041404,251,1.998407339,7.832831637,0.741744021,2.979807563,2.917212151
1,1,9,0,35.7810255,251,1.508592713,6.653609886,0.358067868,3.493948869,2.572508588
2,1,15,0,55.36536777,252,2.129617369,8.826376396,1.024831284,2.256976011,3.348379515
2,1,15,0,34.48739029,252,1.956808527,9.232029349,0.482959442,5.616882057,3.637610412
1,1,10,0,33.22205429,252,2.25925541,6.600972927,0.677607212,3.325729268,2.17085876
1,1,17,0,36.30751753,252,2.724847967,6.308595866,0.53218763,2.429008405,1.791873951
2,1,9,5,20.05455966,252,2.49158842,6.223164457,0.557267806,5.049274194,1.865788018
2,1.5,7,7,41.18564292,252,2.219090845,6.170642927,0.720062219,2.168260417,1.975776042
1,1,16,0,27.78993266,252,1.855786639,3.799154454,0.357576539,1.874803023,0.971683908
1,1,5,0,20.62960803,252,2.226449184,8.935630211,0.506053979,8.930763444,3.354590516
2,1,10,0,40.09304387,252,2.102710905,7.142919351,0.343494286,3.166740555,2.520104223
1,2,11,4,56.04041597,252.5,1.674539041,8.611474126,0.404578365,2.46146918,3.468467544
2,2,13,10,37.33188673,252.5,2.220838926,9.397769218,0.468071082,4.656053559,3.588465147
2,1.5,11,7,45.57694799,252.5,1.977680579,8.269771555,0.908758448,3.109997957,3.14604549
3,2,19,2,33.7682781,252.5,2.011914104,8.940219417,0.539615441,5.16666887,3.464152656
2,2,12,5,43.40958053,253,1.745899648,9.033338436,0.365583859,3.853118565,3.643719395
2,2,8,5,29.83042738,253,1.852307972,5.790832104,0.762076303,3.387654446,1.969262067
2,1,15,0,24.7726538,253,2.135567774,6.467053065,0.758486611,1.506925368,2.165742646
2,1,9,0,40.05273406,253,1.682675809,10.45820321,0.515375303,5.301466407,4.387763704
2,1,12,0,51.10192206,253.5,1.699701536,6.324406317,0.692007754,2.002642804,2.312352392
2,2.5,13,6,52.64161644,254,2.182771228,6.627350413,0.488045675,1.678208672,2.222289593
2,2,6,2,34.19557264,254,1.883598044,7.468517494,0.501597752,4.093246822,2.792459726
2,1,14,0,22.48552345,254,1.966986196,5.222872082,0.494813021,3.933868555,1.627942944
1,2,11,0,27.15351885,254,1.853784718,7.869756394,0.610083146,5.866127435,3.007985841
2,1.5,13,4,24.57537393,254,2.330176633,9.412848728,0.457322747,7.716364939,3.541336049
1,1,12,0,47.46724295,254,1.814765786,6.246942223,0.33011992,2.009262297,2.21608822
1,1,15,0,43.261752,254,1.986460833,7.325067816,0.370117357,2.831296488,2.669303493
2,1,14,0,22.5862635,254,1.898466056,8.775938349,0.807248259,8.222722147,3.438736148
2,1,13,0,31.77216881,254,1.582146988,10.85310504,0.563454975,7.350434886,4.635479025
2,1.5,13,9,36.21978491,255,2.106988326,7.331529312,0.562541774,3.600905741,2.612270494
3,1,22,0,53.17264214,255,2.451496387,10.63157974,0.465262674,3.063745667,4.090041676
2,2,15,20,32.61162031,255,2.059107528,7.710516306,0.323789035,4.392646083,2.82570439
2,1,7,0,25.18991177,255,2.220456687,10.06276621,0.516946802,8.313537507,3.921154764
3,3,25,27,43.64909877,255,2.78673081,14.04634939,0.394483952,5.784883833,5.62980929
2,2,14,14,32.24415072,255,2.153212079,11.00107402,0.511801872,6.885681121,4.423930972
2,1,9,0,65.61463306,255,1.862760163,5.905807561,0.727313322,0.408012711,2.0215237
1,1,17,0,67.7689998,256,2.141201207,10.31804842,0.563123513,1.632672105,4.088423607
2,1,12,0,59.51796986,256,1.95573886,8.238765021,0.644429341,1.86570567,3.141513081
3,2,17,23,21.63681384,256,2.13569262,6.748749197,0.484409271,5.805253302,2.30652829
1,1,10,0,33.77098996,256,1.974218797,5.168233159,0.552629894,2.425638084,1.597007181
2,1,15,0,32.88092951,256,2.06837517,5.27287842,0.551958425,2.483809246,1.602251625
