stalk_width.x,stalk_width.y,leftmost_single_root_width.x,leftmost_single_root_width.y,num_whorls.x,num_whorls.y,w1.x,w1.y,w2.x,w2.y,w3.x,w3.y,w4.x,w4.y,root_heightonstalk_left.x,root_heightonstalk_left.y,root_heightonstalk_right.x,root_heightonstalk_right.y,stalk_to_leftmost_rootgrounding.x,stalk_to_leftmost_rootgrounding.y,stalk_to_rightmost_rootgrounding.x,stalk_to_rightmost_rootgrounding.y,root_angledeg_left.x,root_angledeg_left.y,root_angledeg_right.x,root_angledeg_right.y,spread_width.x,spread_width.y
0.857161253,0.949176383,0.156162889,0.168189059,2,1,5,5,7,0,0,0,0,0,1.15895043,1.669265184,1.105926554,1.533690347,2.257302145,2.008202278,1.924009211,2.330192516,62.82300115,50.26584031,60.10957512,56.64781437,5.038472609,5.287571177
0.975355221,0.908033567,0.196566888,0.15732607,2,2,7,4,5,1,0,0,0,0,1.274299136,0.907886342,1.149367848,1.063290311,2.265420685,2.331059528,2.207119418,2.306522059,60.64224646,68.72039557,62.49154071,65.25063351,5.447895324,5.545615154
0.961781995,0.869661929,0.233481693,0.182714897,2,2,4,3,7,5,0,0,0,0,1.822304333,1.882799873,1.679543164,1.507906093,2.578098757,2.216038789,2.519314746,2.599263542,54.74578696,49.64797069,56.30993247,59.88077059,6.059195499,5.68496426
0.883491667,0.731066722,0.1618,0.158509019,2,1,1,8,9,0,0,0,0,0,1.133333333,0.938014178,0.958333333,0.784241362,2.808333333,1.268625732,1.358333333,1.545416801,68.02292695,53.52100317,54.79620992,63.09390654,5.050158333,3.545109256
0.782157141,0.762696073,0.203514063,0.176245892,2,2,3,3,9,7,0,0,0,0,1.241775255,1.346681573,1.024061411,1.18575736,1.556250806,1.888742081,1.322410012,1.304333096,51.41267214,54.51096038,52.24614889,47.72631099,3.660817959,3.955771251
0.775072796,0.886902097,0.161968158,0.189598471,2,2,3,1,8,8,0,0,0,0,1.021309884,1.282757671,0.956119892,1.127793657,2.028133104,2.143668859,1.680453143,2.169496195,63.27148057,59.10396894,60.36161631,62.53272766,4.483659042,5.200067151
0.836343648,0.912779446,0.178599349,0.219251126,2,2,7,6,5,6,0,0,0,0,1.701954397,1.925507544,1.67752443,1.955130737,2.540716612,2.350106644,2.288273616,1.945256339,56.18298487,50.67128664,53.75500284,44.8549477,5.665333876,5.208142428
0.890166667,0.909021393,0.147626984,0.173041976,2,2,2,4,3,7,0,0,0,0,0.849206349,1.115529247,0.928571429,1.259468504,2.087301587,2.060130625,1.714285714,1.77225211,67.86133998,61.56513212,61.55707138,54.60011843,4.691753968,4.741404128
0.754022653,0.841772596,0.200379597,0.213298852,2,1,8,5,1,0,0,0,0,0,0.476417342,0.561058999,0.391891684,0.482160077,1.329358066,1.805908653,1.221779957,1.683176997,70.28325966,72.74104571,72.21611156,74.01519848,3.305160676,4.330858245
0.773340832,0.803655738,0.171853518,0.168778689,1,1,8,7,0,0,0,0,0,0,0.257780278,0.393442623,0.24215723,0.352459016,1.179540058,0.942622951,0.929571304,1.180327869,77.67222929,67.34476729,75.39872771,73.3737905,2.882452194,2.926606557
0.819564539,0.84358209,0.138286249,0.170335821,1,1,5,7,0,0,0,0,0,0,0.561885438,0.776119403,0.593101296,0.723880597,1.037927267,1.253731343,1.030123303,1.067164179,61.57095117,58.24051992,60.06848816,55.85010463,2.887615109,3.164477612
0.728804401,0.589730277,0.136252743,0.182312899,2,2,5,6,1,3,0,0,0,0,0.573075286,1.30118196,0.630382814,1.371689357,1.342633527,1.384508884,1.260765629,1.474245571,66.88579202,46.77710327,63.43494882,47.06381973,3.332203556,3.448484732
0.669105939,0.705618192,0.162914592,0.124946714,2,2,6,6,2,3,0,0,0,0,1.431378528,1.646356701,1.380560355,1.609607667,1.490666396,1.550809214,1.439848223,1.256816946,46.16236357,43.28822182,46.20423843,37.98349826,3.599620558,3.513244352
0.793509273,0.788061298,0.195738231,0.182936268,2,1,2,3,2,0,0,0,0,0,1.881241084,0.520664762,1.747503566,0.492520721,1.800998574,0.802105174,1.176890157,0.94282538,43.75162128,57.01147839,33.95905982,62.41797079,3.771398003,2.532991852
0.826769841,0.82581626,0.179055556,0.128893072,2,2,4,5,3,2,0,0,0,0,1.142857143,1.295880692,1.079365079,1.310359806,2.103174603,1.578223413,1.674603175,1.259682907,61.48051001,50.61055072,57.19620533,43.87037046,4.604547619,3.66372258
0.975696292,1.048239906,0.137059986,0.151607732,2,2,10,9,4,4,0,0,0,0,1.729643427,2.142585069,1.780328949,1.983875064,1.241795281,1.293486541,1.058060265,1.25380904,35.67640822,31.11953586,30.72327199,32.2928865,3.275551839,3.595535488
0.923152035,0.888918867,0.132283065,0.103161503,2,2,3,3,5,8,0,0,0,0,0.884193692,1.174454038,0.738109517,1.079228035,1.168673402,0.777679025,0.799618643,1.142712037,52.88961781,33.5110188,47.29061004,46.63657704,2.891444081,2.809309929
0.849440611,0.83445614,0.181849691,0.112452242,1,1,8,10,0,0,0,0,0,0,0.846337374,0.904483431,0.725432035,0.951267057,1.136510188,1.083820663,0.814095951,1.005847953,53.32565033,50.15390856,48.29611597,46.5974762,2.80004675,2.924124756
0.703496719,0.804906998,0.093226298,0.12197217,2,2,2,4,10,12,0,0,0,0,0.849642564,1.077603036,0.81302004,1.085411754,1.186569788,1.124455342,0.974159147,1.249394824,54.39546602,46.21887524,50.1520817,49.01752104,2.864225653,3.178757165
0.837438386,0.789679688,0.124986564,0.136664063,2,1,1,9,14,0,0,0,0,0,0.97507793,0.6875,0.952044593,0.609375,0.998111266,0.640625,0.721711223,0.8359375,45.66879195,42.97863506,37.16447489,53.90900001,2.557260876,2.266242188
1.024595156,1.120389476,0.14400692,0.155669654,1,2,12,3,0,10,0,0,0,0,1.335640138,1.386381223,1.176470588,1.418622646,1.245674741,1.329958731,1.224913495,1.434743358,43.00390411,43.81005107,46.15566589,45.32370152,3.495183391,3.885091566
1.172116272,1.058066481,0.182113096,0.126702888,2,2,12,12,1,3,0,0,0,0,2.094644667,2.115588037,1.958530573,2.131615219,1.542626397,1.194025067,1.035979492,1.346283297,36.37023782,29.44011939,27.87693896,32.27564431,3.750722161,3.598374844
1.087928515,1.051038595,0.148559992,0.130095114,2,2,5,7,12,13,0,0,0,0,2.042917885,2.173804408,1.843608823,1.923941832,1.959872442,1.565805474,1.187549827,1.724051772,43.81146139,35.76545165,32.78737259,41.86364163,4.235350784,4.340895841
1.004611093,0.991302539,0.148819763,0.171585518,2,2,7,14,5,2,0,0,0,0,1.842991573,1.032043279,1.647851289,1.065334998,1.416573915,0.799001248,0.867290152,1.206824802,37.54686851,37.74680539,27.7585406,48.56326806,3.288475159,2.997128589
1.02013153,1.045559454,0.152300336,0.147945419,2,2,5,7,5,4,0,0,0,0,1.486172138,1.13840156,1.443094684,1.13840156,1.342580627,1.567251462,1.3210419,1.380116959,42.094079,54.00653947,42.47169881,50.48218431,3.683754057,3.992927875
1.081322905,1.0787011,0.129145336,0.136646982,2,2,11,7,10,13,0,0,0,0,2.191830178,1.898200225,1.989160949,1.835708037,2.064223627,1.148293963,1.298584318,1.288901387,43.2826516,31.17134903,33.13771516,35.07375449,4.444130849,3.51589645
1.216593065,1.148680816,0.175247955,0.127041199,1,2,13,2,0,12,0,0,0,0,1.245203794,1.098626717,1.035256642,0.982105701,1.94020126,1.290054099,0.962861073,1.481481482,57.30801582,49.58185586,42.92497364,56.45875235,4.119655397,3.920216396
0.937565921,0.919105849,0.156751729,0.126793364,2,2,9,11,5,4,0,0,0,0,1.801828196,1.643430174,1.735907653,1.744684165,1.435602953,1.417555884,1.391655924,1.261780513,38.54601341,40.77971611,38.7187242,35.87499135,3.764824798,3.598442246
0.814799319,0.860346042,0.075574738,0.070470074,2,2,4,11,9,3,0,0,0,0,1.688246866,1.769534514,1.666226254,1.679419331,0.910185267,0.974882441,0.888164656,0.860190389,28.33045809,28.85150845,28.05938477,27.1213034,2.613149241,2.695418872
1.013941283,0.990574556,0.121363711,0.142791516,2,2,5,5,10,10,0,0,0,0,1.259934096,1.512823356,1.259934096,1.433617945,1.722158439,1.045511429,0.976635305,1.964294201,53.81073299,34.64833051,37.78097918,53.87658493,3.712735026,4.000380186
0.866912827,0.779207816,0.129434901,0.132280214,2,2,6,7,10,7,0,0,0,0,1.388665918,1.270398209,1.300369241,1.225026845,1.276288329,1.187217374,1.139829828,0.960360551,42.58534348,43.06149823,41.23596514,38.0946937,3.283030984,2.926785741
0.927759169,1.027391258,0.225448768,0.190205321,2,2,4,3,6,9,0,0,0,0,1.322683157,1.314417804,1.211028086,1.299309553,0.970540239,1.065131668,0.738641244,1.087794044,36.26996377,39.01940048,31.38022942,39.93638315,2.636940651,3.180316971
1.076268686,1.295724638,0.154708048,0.207253623,1,2,11,10,0,2,0,0,0,0,0.716533663,1.202898551,0.660334944,1.195652174,0.765707542,0.905797101,0.477689109,0.84057971,46.90011097,36.98018775,35.88213725,35.10838027,2.319665337,3.042101449
1.045685904,0.88719579,0.175662376,0.095325099,2,2,9,8,8,6,0,0,0,0,2.667958358,2.247314186,2.644892436,2.137689103,1.114852916,0.962264611,1.030277868,0.943993764,22.67846155,23.17984803,21.282649,23.82603461,3.190816687,2.793454165
0.978956808,1.000147887,0.116006576,0.135274648,2,1,9,8,3,0,0,0,0,0,2.129726498,0.852112676,2.092362876,0.894366197,0.582872515,1,1.113435959,0.633802817,15.30613897,49.56526238,28.01935659,35.3237289,2.675265282,2.633950704
1.236727327,1.1470635,0.159631356,0.146340758,2,1,1,9,8,0,0,0,0,0,1.144700122,1.12024978,0.919102288,1.026293346,0.73528183,0.556511181,0.48461757,0.686604704,32.71408392,26.4170004,27.80145878,33.78308007,2.456626728,2.390179385
0.983602023,0.904112916,0.14127311,0.120695472,2,2,4,2,7,8,0,0,0,0,0.998939587,1.066011767,0.952834683,0.931073568,0.737678464,0.634209532,0.591679602,0.634209532,36.44444176,30.7499673,31.83894713,34.2611029,2.312960089,2.17253198
0.840041332,0.801947315,0.164447607,0.139789372,2,1,2,9,6,0,0,0,0,0,0.813090761,0.943851482,0.711454416,0.915464971,0.830030152,0.624503236,0.440424162,0.730952651,45.59065721,33.49077866,31.75948008,38.60560223,2.110495647,2.157403202
1.136639376,1.087451255,0.203329435,0.209567469,1,2,9,3,0,7,0,0,0,0,0.810916179,1.324680737,0.81871345,1.153514125,0.873294347,0.632572262,1.021442495,0.788854821,47.1210964,25.52578595,51.28689336,34.36709102,3.031376218,2.508878338
1.114621969,1.096795857,0.183585949,0.153834674,1,1,9,9,0,0,0,0,0,0,0.989657632,1.014819347,0.945078459,1.00735744,0.641940086,0.634262092,0.606276748,0.567104929,32.9694039,32.00538321,32.68055474,29.37789974,2.362838802,2.298162879
1.057145235,1.007869163,0.165201831,0.177546022,1,1,8,7,0,0,0,0,0,0,0.915522264,0.560954413,0.707449022,0.616259777,0.74906367,0.481946749,0.474406991,0.639962076,39.28940686,40.66768602,33.84534026,46.08092419,2.280615897,2.129777989
0.92755081,0.859506515,0.12089914,0.184816865,2,2,10,10,2,3,0,0,0,0,3.120693206,3.209193282,3.073169959,3.238018371,1.140557923,1.470079557,1.283127663,0.932011223,20.07646005,24.61175001,22.66179379,16.05760841,3.351236397,3.261597294
0.787558685,0.743052613,0.13028169,0.140771629,2,2,9,8,9,7,0,0,0,0,2.574587309,2.65635406,2.392851734,2.467155052,1.582613963,1.58927166,1.499318492,1.082218321,31.57928699,30.89168641,32.07052904,23.68467362,3.86949114,3.414542593
0.886196721,0.969156552,0.132172131,0.134139472,2,2,3,2,8,8,0,0,0,0,1.745901639,2.053201541,1.508196721,1.780652664,1.081967213,1.480848899,0.991803279,0.790391744,31.78725312,35.80061027,33.32926764,23.93536029,2.959967213,3.240397195
0.992466102,0.877771499,0.202485573,0.176961477,1,1,9,8,0,0,0,0,0,0,1.38574611,1.054911934,1.219105755,0.979561081,1.447139925,0.565131393,0.56131488,1.083168503,46.24150986,28.17859011,24.72283955,47.87545368,3.000920907,2.526071395
0.859177631,0.771268303,0.154978188,0.144293994,2,1,3,9,10,0,0,0,0,0,1.944673172,1.931941432,1.848315493,1.830260304,1.673119711,1.389642082,1.051174688,1.076125271,40.70739782,35.72739822,29.62777205,30.45395128,3.58347203,3.237035656
0.759212987,0.737696152,0.205498775,0.174673446,1,1,10,10,0,0,0,0,0,0,1.120389476,1.218550013,1.031725561,1.130884545,1.209053392,1.043219076,0.830216662,1.025685982,47.17975599,40.56733153,38.82319882,42.20729763,2.798483041,2.80660121
0.87842623,0.878959167,0.150696721,0.171429493,2,2,3,2,10,8,0,0,0,0,1.770491803,1.806218552,1.721311475,1.854599407,1.147540984,1.169203974,1.229508197,1.209521352,32.94921512,32.91584736,35.53767779,33.11134196,3.25547541,3.257684492
0.863556118,0.853836207,0.177102862,0.170025862,1,1,10,8,0,0,0,0,0,0,1.749781277,1.879310345,1.73415823,1.75,1.226409199,0.974137931,0.742094738,0.689655172,35.02633932,27.39990327,23.16743457,21.50883784,2.832060055,2.51762931
0.79180397,0.791377445,0.186269151,0.170769871,1,1,10,9,0,0,0,0,0,0,1.452421483,1.406575114,1.452421483,1.323345818,1.015133295,1.431543904,0.960472271,0.957136912,34.95065141,45.50405544,33.4762783,35.87710379,2.767409536,3.180058261
0.830520661,0.760586131,0.138208106,0.08841936,1,1,7,7,0,0,0,0,0,0,1.730267836,1.477639833,1.651260172,1.463153168,0.695267441,0.630169929,0.497748282,0.753306581,21.891568,23.09682192,16.77466645,27.24174152,2.023536383,2.14406264
0.867294629,0.881397438,0.185254253,0.183305654,2,2,6,7,4,6,0,0,0,0,1.682326054,2.059042842,1.650584053,1.940414859,1.642648553,1.584530911,0.991937532,1.432009219,44.31631193,37.5799851,31.00424824,36.42700164,3.501880714,3.897937568
0.836216781,0.84976842,0.229352152,0.214052189,1,1,9,8,0,0,0,0,0,0,0.607041684,0.718956227,0.556454877,0.688684386,1.703089168,1.87685415,1.08761635,1.770902706,70.38212059,69.03993659,62.90444751,68.74949449,3.626922299,4.497525277
0.849971447,0.70840335,0.183730102,0.16269946,1,2,7,3,0,8,0,0,0,0,1.784567064,1.72899857,1.704261546,1.499854181,1.088585909,1.18738456,1.043971733,0.805477245,31.38319106,34.47921569,31.49019605,28.23744554,2.982529088,2.701265155
0.827789884,0.791929972,0.172816345,0.154831377,1,2,7,3,0,8,0,0,0,0,1.728573067,1.886123291,1.515573542,1.757157596,0.98307473,1.507286562,0.909344125,0.926940934,29.62777205,38.62993559,30.96375653,27.81267492,2.72020874,3.226157467
0.87872105,0.839996452,0.178233875,0.206054058,2,3,8,5,1,5,0,3,0,0,0.530206396,0.733776287,0.653152807,0.725712811,0.791467519,0.935363179,0.676205259,1.096632693,56.18175421,51.88642733,45.99346886,56.50481533,2.346393828,2.871992324
0.634676761,0.580375904,0.187330216,0.192929703,1,1,9,6,0,0,0,0,0,0,0.437912863,0.391264654,0.326579084,0.391264654,0.794180955,0.891213935,0.571513397,0.652107757,61.12757583,66.29735405,60.2551187,59.03624347,2.000371113,2.123697596
0.822528904,0.796544536,0.15170404,0.168189059,2,2,3,4,10,10,0,0,0,0,1.445178503,1.686212039,1.222843349,1.813313449,1.794562317,1.686212039,1.064032525,1.753999458,51.15516834,45,41.02750406,44.04742636,3.681123745,4.236756033
0.907764582,0.902792107,0.176780675,0.177513219,1,2,8,5,0,7,0,0,0,0,0.984526652,1.289656951,0.844987442,1.209053392,1.713231418,1.289656951,0.961270117,1.483105494,60.11571319,45,48.68348639,50.81248238,3.582266117,3.675554553
0.773858209,0.746992445,0.147,0.188126905,1,1,8,8,0,0,0,0,0,0,0.597014925,0.857034027,0.567164179,0.833227527,1.111940299,1.587100051,1.02238806,1.063357034,61.76808174,61.63095371,60.98091715,51.91838641,2.908186567,3.39744953
0.745666587,0.753434698,0.115627044,0.171181287,2,2,3,5,8,7,0,0,0,0,1.345364809,1.723196881,1.278468217,1.559454191,1.285901171,1.364522417,0.988582982,1.068226121,43.70540048,38.37412529,37.71319689,34.41114338,3.02015074,3.186183236
0.721962693,0.670740524,0.244500721,0.228679547,1,1,7,7,0,0,0,0,0,0,0.540912667,0.93834605,0.540912667,0.907580606,1.311303436,1.315222742,1.057238395,1.099864632,67.58385252,54.49402989,62.90444751,50.47140911,3.090504524,3.085827898
0.631578947,0.677243305,0.193052632,0.196400241,1,1,9,6,0,0,0,0,0,0,0.428849903,0.698058129,0.413255361,0.579070948,0.639376218,1.213669247,0.779727096,1.13434446,56.1489897,60.09406283,62.07641028,62.95616515,2.050682261,3.025257012
1.118017566,0.987021014,0.376411543,0.273743305,1,1,8,9,0,0,0,0,0,0,2.961104141,2.111660486,2.43412798,1.931396786,1.48055207,1.236093943,0.878293601,1.004326329,26.56505118,30.34324888,19.84069808,27.47443163,3.476863237,3.227441286
1.068431818,1.056008533,0.318181818,0.309030576,2,2,4,5,2,5,0,0,0,0,1.090909091,1.161412657,1.159090909,1.137710358,1.386363636,0.995496563,0.886363636,0.853282768,51.80131482,40.60129465,37.40535663,36.86989765,3.341159091,2.904787864
0.800359712,0.840183785,0.268864908,0.324068625,2,1,6,5,7,0,0,0,0,0,0.71942446,1.041147979,0.71942446,0.882712417,0.559552358,0.92797972,0.579536371,1.131682586,37.87498365,41.71075732,38.85337434,52.04576912,1.939448441,2.899846091
1.115027258,1.019510208,0.218535198,0.295097551,1,1,1,8,0,0,0,0,0,0,0.616259777,0.92797972,0.568855179,0.905346069,0.426641384,1.199583541,0.568855179,0.724276855,34.69515353,52.27500496,45,38.65980825,2.110523821,2.943370603
1.002547619,1.079263158,0.225880952,0.306894737,1,2,6,3,0,1,0,0,0,0,1.380952381,1.52631579,1.428571429,1.52631579,1.119047619,1.078947368,0.928571429,0.973684211,39.01940048,35.25635871,33.02386756,32.53506716,3.050166667,3.131894737
1.052675,1.045338964,0.30415,0.296008718,2,2,5,4,3,1,0,0,0,0,1.025,1.407619307,1.1,1.362212233,1,1.248694547,1.15,1.54384053,44.29268063,41.57612876,46.27303002,48.57633438,3.202675,3.837874041
1.142857143,1.078760643,0.399119048,0.388021655,2,2,8,5,4,3,0,0,0,0,1.166666667,1.051193104,1.023809524,0.998633449,0.976190476,0.762115001,0.690476191,0.867234311,39.92039214,35.94211187,33.99645915,40.97173633,2.80952381,2.708109955
1.076036976,0.999143836,0.26072529,0.23782344,1,1,5,7,0,0,0,0,0,0,2.725764399,1.331811263,2.228016118,1.260464231,1.35103105,0.784817352,1.09030576,0.879946728,26.36541512,30.51023741,26.07535558,34.91940201,3.517373785,2.663907915
1.073082686,1.045970149,0.253825546,0.17937811,1,1,5,3,0,0,0,0,0,0,2.451982019,1.243781095,2.156836035,1.094527363,1.407619307,0.895522388,0.590291968,0.721393035,29.85901616,35.75388725,15.30613897,33.38851358,3.070993961,2.662885572
0.985719475,0.978310645,0.298619625,0.232713043,1,1,1,8,0,0,0,0,0,0,1.294101621,1.040756005,1.203287472,1.019940885,0.930845026,0.874235044,0.590291968,0.728529204,35.72739822,40.03025927,26.13100054,35.53767779,2.506856468,2.581074893
0.868713995,0.945597015,0.226101269,0.378905473,1,1,5,5,0,0,0,0,0,0,0.887945597,0.621890547,0.736345129,0.671641791,1.061203275,0.945273632,0.909602807,0.771144279,50.07960786,56.65929265,51.00900596,48.94518623,2.839520076,2.662014925
0.963910988,0.999977297,0.177178216,0.295145984,2,2,4,5,2,2,0,0,0,0,1.441254468,1.748172365,1.345170837,1.611951142,0.922402859,0.908141488,0.787885776,1.089769786,32.61924307,27.45099777,30.35811546,34.06090882,2.674199623,2.997888571
0.944502017,0.96322027,0.261704726,0.227035372,2,2,3,5,2,4,0,0,0,0,1.091824272,1.135176861,0.925274807,1.112473323,0.629186869,0.998955637,0.758725341,0.726513191,29.95360817,41.34777722,39.35175263,33.14699583,2.332414227,2.688689098
0.981166667,0.932319014,0.263520833,0.310083929,2,1,6,4,2,0,0,0,0,0,0.875,1.05428536,0.8125,0.971596312,1.020833333,1.15764667,0.895833333,0.868235002,49.39870536,47.67542666,47.79270237,41.78451601,2.897833333,2.958200686
1.010142857,0.952917226,0.257547619,0.290553125,1,2,4,7,0,2,0,0,0,0,1.523809524,1.559319097,1.476190476,1.321089791,0.857142857,1.147832113,0.761904762,0.952917226,29.35775354,36.35719742,27.29957221,35.80334411,2.629190476,3.053666566
0.940019931,1.00621618,0.270688868,0.26926345,1,1,10,5,0,0,0,0,0,0,0.519038326,0.939135101,0.539799859,0.849693663,0.871984387,0.693171146,0.871984387,0.693171146,59.23728047,36.43085812,58.24051992,39.20720351,2.683988706,2.392558472
0.76106,0.765163104,0.32062,0.261483442,1,1,6,7,0,0,0,0,0,0,0.58,0.578823335,0.54,0.599495597,0.66,0.682184645,0.7,0.640840121,48.69138599,49.68589984,52.35237936,46.90915243,2.12106,2.08818787
0.732546934,0.828336985,0.196302377,0.24078558,1,1,3,2,0,0,0,0,0,0,0.642444143,0.76866905,0.535370119,0.499634882,0.624598472,0.61493524,0.642444143,0.672585418,44.19307054,38.65980825,50.19442891,53.39292519,1.99958955,2.115857643
0.847826087,0.884180791,0.247869565,0.2527576,2,2,8,4,4,1,0,0,0,0,1.239130435,1.537338099,1.608695652,1.402821015,1.47826087,1.056919943,1.065217391,1.402821015,50.02907358,34.50852299,33.5110188,45,3.391304348,3.34392175
0.914494831,0.85935008,0.478303362,0.338915471,1,1,10,8,0,0,0,0,0,0,0.825297542,0.777511962,0.760142472,0.737639553,1.411693163,0.598086124,0.825297542,1.096491228,59.68878677,37.56859203,47.35329687,56.07020258,3.151485536,2.553927432
0.8185,0.803937281,0.296318182,0.310087928,1,2,3,5,0,3,0,0,0,0,0.659090909,1.559319097,0.522727273,1.234460952,0.795454546,1.451033049,0.590909091,1.299432581,50.35582504,42.93988898,48.50353164,46.46880071,2.204863636,3.554402911
0.897409798,0.907571429,0.416576428,0.357142857,1,1,7,6,0,0,0,0,0,0,0.952917226,0.880952381,0.736345129,0.976190476,0.974574436,0.857142857,0.563087452,1.119047619,45.64374571,44.2151754,37.40535663,48.90049374,2.435071685,2.883761905
0.931189655,0.98082,0.183275862,0.19698,2,2,5,4,2,2,0,0,0,0,0.862068966,1.28,0.965517241,1.22,0.965517241,0.92,0.948275862,0.96,48.2397003,35.7066914,44.48383577,38.19868518,2.844982759,2.86082
0.828942308,0.980474958,0.23475,0.231530673,2,2,4,4,4,5,0,0,0,0,1.192307692,1.430322844,1.096153846,1.362212233,0.942307692,1.135176861,0.980769231,1.271398084,38.32011394,38.43730149,41.82016988,43.02506599,2.752019231,3.387049902
1.148027028,1.185131895,0.2823667,0.2431255,2,2,5,9,2,4,0,0,0,0,1.40771863,1.179056755,1.191146533,1.159072742,1.38606142,1.318944844,1.169489323,1.119104716,44.55585557,48.20521593,44.47436539,43.99491399,3.703577771,3.623181455
1.001082386,0.964326504,0.208151201,0.160611036,1,1,5,4,0,0,0,0,0,0,0.645268723,0.981511885,0.666083843,1.12427725,1.290537446,1.177814262,0.978310645,1.374116639,63.43494882,50.19442891,55.75096699,50.71059314,3.269930478,3.516257406
0.694987403,0.780744186,0.310963426,0.378511628,1,2,6,3,0,5,0,0,0,0,0.999044392,0.992248062,1.107636174,1.364341085,0.912170967,0.837209302,0.586395622,1.209302326,42.3974378,40.15599962,27.89727103,41.55261315,2.193553992,2.827255814
0.929088769,1.072476191,0.249988683,0.271476191,1,1,6,8,0,0,0,0,0,0,0.92797972,0.80952381,0.837445113,0.80952381,0.995880675,0.880952381,0.995880675,0.714285714,47.02136494,47.41950922,49.93921554,41.42366563,2.92085012,2.667714286
