Accession,PLOT_ID,PLOT_ID2,Ratio..None.All....IMU,Brace.Root.Whorls.in.the.Soil,Flexural.Rigidity..EI....IMU,num_whorls,w1,w2,w3,root_angle,height.cm.,stalk_width.cm,spread_width.cm,single_root_width.cm,root_heightonstalk.cm,stalk_to_rootgrounding.cm,cat
2369,1389,2,0.47637515,2,9.407925496,1,9,0,0,29.2241551,214,2.050798515,9.763227865,0.576952162,6.831811259,3.856214676,GS
2369,1389,2,0.69310647,2,7.542593203,1,12,0,0,25.04334374,211,1.467509303,7.806479114,0.645815192,6.791643017,3.169484907,GS
2369,1389,2,0.55255534,2,9.647491733,1,11,0,0,26.78601306,224,1.58355064,8.422731785,0.365600849,6.693425885,3.419590574,GS
2369,1389,2,0.37595239,2,15.45231497,1,10,0,0,17.24030853,223,2.189080928,9.69229234,0.609338466,12.16116919,3.751605707,GS
2369,1389,2,0.77784139,1,3.751640625,1,11,0,0,20.42499112,193,1.47242816,6.429071516,0.444623878,6.572406999,2.478321679,GS
2369,1389,2,0.52383067,2,8.629424689,1,11,0,0,17.10398313,202,1.674746755,9.378640788,0.641865431,12.46279094,3.851947017,GS
2369,1389,2,0.29433636,2,10.4802299,1,10,0,0,24.41443165,216,1.626291144,9.495173832,0.557297092,8.635427862,3.934441344,GS
2369,1389,2,0.69176327,1,3.175467005,1,12,0,0,33.4926051,193,1.849420256,6.309158339,0.495172082,3.952237554,2.229869043,GS
2369,1389,2,0.48361387,2,7.381867683,1,8,0,0,30.71902447,212,1.829180906,9.21506351,0.363912575,6.372231433,3.692941303,GS
2369,1389,2,0.7224751,1,2.337368817,1,20,0,0,38.14118831,189,1.322305334,5.605028117,0.312431255,4.251249822,2.141361393,GS
2369,1389,2,0.75751174,1,2.702484387,1,14,0,0,39.08680595,186,1.386816823,6.329080001,0.378737434,3.446760856,2.471131589,GS
2369,1389,2,0.69303935,2,5.148950021,1,10,0,0,31.83831738,222,2.087036794,9.028317679,0.724142744,5.658080391,3.470640444,GS
2369,1389,2,0.61088784,1,4.290044669,1,11,0,0,22.98278803,193,1.54689158,5.886710789,0.484253207,5.202368723,2.169909606,GS
2369,1389,2,0.66463408,2,7.632347953,1,8,0,0,25.36966949,219,1.649136394,8.561576824,0.621196978,6.95471389,3.456220216,GS
CML258,1259,1,0.41117597,3,34.01232321,2,16,12,0,35.9820909,274.5,2.354564597,9.557541728,0.49187625,4.932965148,3.601488564,PP
CML258,1259,1,0.28359003,3,30.56302651,2,15,18,0,37.14818055,273,2.529166311,10.88387004,0.453449063,5.5122273,4.177351868,PP
CML258,1259,1,0.63926459,3,22.50115034,2.5,12,15,2,28.85426356,273,2.632229849,11.43077329,0.434243159,8.009012233,4.399271721,PP
CML258,1259,1,0.47309966,3,28.63935486,2,15,23,0,37.86019776,263.5,2.739416632,12.86422597,0.426594205,6.480642948,5.062404671,PP
CML258,1259,1,0.58688469,2,12.69193673,2,14,15,0,39.42238673,261.5,2.057162528,8.217030896,0.379386202,3.760288627,3.079934187,PP
CML258,1259,1,0.32830192,3,31.50480653,2,7,20,0,43.18208433,283.5,2.846166253,13.2940345,0.494043358,5.538722447,5.223934124,PP
CML258,1259,1,0.34977005,3,26.73806882,2,13,16,0,35.20139869,280,2.484753867,11.03400833,0.600895397,6.051493305,4.274627233,PP
CML258,1259,1,0.44909883,3,30.71336452,2,15,19,0,38.11634912,273,2.688137136,13.1302237,0.49890551,6.624516868,5.221043283,PP
CML258,1259,1,0.46062131,3,27.34430303,2,15,19,0,37.17795512,263,2.61271594,11.69762974,0.555102343,5.953833682,4.542456898,PP
CML258,1259,1,0.71502122,3,31.92048154,2.5,7,18,1,49.61836886,266,3.210253198,13.90567504,0.508079934,4.477410466,5.347710923,PP
M162W,1263,1,0.64661732,2,13.41899958,1,18,0,0,31.7583104,214.5,2.808500639,5.919472136,0.428524191,2.512639678,1.555485749,PP
M162W,1263,1,0.84867394,2,16.38392669,1.5,21,2,0,38.71770406,199,3.012431521,6.809443818,0.459691322,2.397391277,1.898506148,PP
M162W,1263,1,0.58033702,2,18.49606756,2,17,14,0,22.7417483,192,2.454759751,7.600023982,0.344154093,6.158137343,2.572632117,PP
M162W,1263,1,0.86549415,1,10.78118755,1,15,0,0,39.97083934,177,2.622568285,5.601200235,0.435289773,1.778117779,1.489315974,PP
M162W,1263,1,0.5711543,2,15.41197215,2,7,15,0,36.65149421,211.5,2.483041044,7.38791718,0.527880693,3.268623511,2.452438069,PP
M162W,1263,1,0.90364509,1,15.2361969,1.5,17,3,0,32.05362172,197,2.513462964,6.742704302,0.319127154,3.790040837,2.11462067,PP
M162W,1263,1,0.69638749,2,12.60830973,1.5,12,7,0,39.57521669,212,2.824595103,7.036123286,0.524379068,2.608468552,2.105764093,PP
M162W,1263,1,0.62166086,2,11.01180803,1.5,10,8,0,30.1789058,188.5,3.027414352,6.155443765,0.388584585,2.673569415,1.564014707,PP
M162W,1263,1,0.67989801,2,8.719789877,2,6,15,0,33.32361478,196,2.397397974,5.696574929,0.332700099,2.50752585,1.649588478,PP
M162W,1263,1,0.35321354,2,10.52089883,1.5,11,6,0,37.36162955,211,2.085325583,5.42023154,0.386380963,2.148752135,1.667452978,PP
Tx303,1265,1,0.397082,2,9.176916776,2,7,20,0,45.30752469,269.5,2.056223269,10.05570732,0.406264236,3.916392561,3.999742026,PP
Tx303,1265,1,0.57134005,1,7.888897477,1,14,0,0,58.86343476,270,1.768733087,7.843942176,0.60093894,1.859122515,3.037604546,PP
Tx303,1265,1,0.57663694,1,10.22516973,1,17,0,0,67.7689998,256,2.141201207,10.31804842,0.563123513,1.632672105,4.088423607,PP
Tx303,1265,1,0.69525242,1,3.340094022,1,15,0,0,61.67907302,231,1.543116886,5.237567262,0.482930097,0.982358498,1.847225188,PP
Tx303,1265,1,0.66429675,1,1.757671588,1,15,0,0,60.318907,235,1.66220426,6.446442878,0.494605149,1.345713807,2.392119309,PP
Tx303,1265,1,0.52547799,2,4.53632312,1.5,13,7,0,51.1529205,269.5,2.299406996,9.217432251,0.449953245,2.748422518,3.459012627,PP
Tx303,1265,1,0.28290514,2,10.6275252,2.5,13,6,3,52.64161644,254,2.182771228,6.627350413,0.488045675,1.678208672,2.222289593,PP
Tx303,1265,1,0.92678838,2,4.878606524,2,8,15,0,38.55096651,261,1.903858633,7.88204415,0.36424658,3.750617402,2.989092759,PP
Tx303,1265,1,0.60363725,2,10.45732978,2,13,10,0,37.33188673,252.5,2.220838926,9.397769218,0.468071082,4.656053559,3.588465147,PP
Tx303,1265,1,0.35788871,2,6.018732724,1.5,10,8,0,31.39751209,239,1.979135993,7.21841869,0.439965544,4.265727665,2.619641349,PP
Tx303,1265,1,0.51152836,2,6.594313322,1,16,0,0,59.07458476,244,1.931480331,8.008157844,0.425611169,1.812569818,3.038338758,PP
Oh43,1267,1,0.6920036,1,9.727213655,1,13,0,0,44.04119288,192,2.29232616,6.754918659,0.982623492,2.25196731,2.231296252,PP
Oh43,1267,1,0.61681657,1,9.436332032,1,5,0,0,46.61005823,192,1.982322578,5.226617936,0.555101705,1.553285054,1.622147679,PP
Oh43,1267,1,0.76116395,1,13.53192309,1,18,0,0,50.17021957,205,2.252783038,7.245874469,1.037867918,1.968875622,2.496545717,PP
Oh43,1267,1,0.70542563,1,8.933934804,1,15,0,0,48.27896551,174,2.471719862,6.447214916,0.685739444,1.808268513,1.987747528,PP
Oh43,1267,1,0.53703578,2,13.7643258,2,12,5,0,40.76215385,192,2.199648735,8.553737144,0.6357965,3.675370603,3.177044205,PP
Oh43,1267,1,0.60301952,1,7.449468015,1,13,0,0,49.40970441,189,1.938303342,5.345744795,0.739271371,1.459432523,1.703720728,PP
Oh43,1267,1,0.63640865,2,10.46054734,1.5,8,3,0,47.0670116,193,2.060495348,7.314268516,0.77013576,2.524504877,2.626886585,PP
Tzi8,1270,1,0.57897579,2,16.00439871,1,13,0,0,52.0037676,228,2.002569355,7.224174086,0.764651728,2.039661426,2.610802367,PP
Tzi8,1270,1,0.53073108,2,17.55952832,1.5,8,8,0,47.3661147,226,2.054254017,7.357694469,0.599008782,2.419866332,2.651720227,PP
Tzi8,1270,1,0.87304074,2,18.64301412,1,14,0,0,46.45093884,215,2.541987499,7.097476796,0.66226039,2.149140008,2.277744648,PP
Tzi8,1270,1,0.78745329,2,14.86048679,2,13,5,0,26.97587675,224,1.715835499,6.527531697,0.548449649,4.796454369,2.405848099,PP
Tzi8,1270,1,0.69473913,2,9.314096731,2,10,5,0,47.2858204,213,1.813593414,6.35486725,0.561659025,2.116961684,2.270636919,PP
Tzi8,1270,1,0.43374381,3,20.08876188,1.5,10,1,0,47.97933257,227,2.40635411,7.176961262,0.745792177,1.962709422,2.385303577,PP
Tzi8,1270,1,0.73426058,3,11.85906767,1.5,14,2,0,42.82750995,197,1.989302455,8.023942352,0.633712214,3.584967026,3.017319948,PP
Tzi8,1270,1,0.44828819,3,17.90530412,1.5,9,5,0,38.00083041,224,1.874179119,6.376428454,0.875633319,2.834176268,2.251124668,PP
Tzi8,1270,1,0.60637804,2,13.00323142,1,15,0,0,41.96986766,216,2.338089723,7.479097859,0.661317467,2.871530503,2.570504068,PP
Tzi8,1270,1,0.67462084,3,15.48340639,1.5,14,1,0,50.58102297,211,1.941278127,6.692183611,0.648378213,1.920884625,2.375452743,PP
Tzi8,1270,1,0.50624335,3,17.47197048,1.5,11,6,0,36.99913291,220,2.129171909,7.700493205,0.679688893,3.655388322,2.785660649,PP
Tzi8,1270,1,0.66421272,3,9.8046461,1.5,10,2,0,47.28658051,223,1.872365023,6.799671658,0.753014181,2.319898186,2.463653319,PP
Tzi8,1270,1,0.72831756,2,11.06908239,1.5,7,2,0,45.12751752,219,1.521411217,6.821069924,0.761503834,2.639296278,2.649829355,PP
CML103,1271,1,0.56684443,2,6.994219508,1,13,0,0,55.05915318,220,2.320038893,7.845722122,0.784384079,1.936552796,2.762841614,PP
CML103,1271,1,0.48678496,2,9.561554726,1,17,0,0,58.43675995,203,2.205183347,7.895862976,0.694037654,1.756848782,2.845339816,PP
CML103,1271,1,0.50855061,2,2.610121234,1,13,0,0,57.2243453,209,1.463136987,5.226388745,0.593169451,1.192751308,1.88162588,PP
CML103,1271,1,0.64753406,2,11.0877723,1,23,0,0,46.33076434,209,2.239727827,8.451684349,0.750404349,2.967934783,3.105978262,PP
CML103,1271,1,0.74432245,2,5.774814732,1,15,0,0,55.14573585,204,2.141658793,6.472522036,0.725594679,1.475557918,2.165431622,PP
CML103,1271,1,0.82091754,2,9.174665221,1,21,0,0,43.64242131,201,2.207635468,7.788833787,0.712246784,2.931273135,2.790599161,PP
CML103,1271,1,0.61758021,2,16.46637028,1.5,14,2,0,54.69835286,208,2.355846622,9.833436485,0.648310198,2.649952827,3.738794933,PP
CML103,1271,1,0.38953246,3,9.486297814,1.5,19,3,0,47.05513612,199,2.31320722,7.541254242,0.65930838,2.442629275,2.614023512,PP
CML103,1271,1,0.57194212,2,8.29397953,1,20,0,0,45.00839709,215,2.537195891,8.998399872,0.75552458,3.055819029,3.230601991,PP
CML103,1271,1,0.51140642,2,7.930288267,1,15,0,0,51.39147183,220,2.537704302,8.620890274,0.782578242,2.392074628,3.041592986,PP
CML103,1271,1,0.55925823,2,6.741288926,1,12,0,0,51.26321321,202,2.034611077,6.428613851,0.60288823,1.743489999,2.197001388,PP
CML103,1271,1,0.72405661,2,9.716553482,2,10,7,0,37.59817527,211,2.694272524,8.862210665,0.575347826,3.96576011,3.083969072,PP
W64A,1273,1,0.65463383,2,5.74819476,2,11,15,0,31.24784829,186,1.668009902,7.572822711,0.573179063,4.844801867,2.952406404,PP
W64A,1273,1,0.47036341,3,8.053074174,2,12,13,0,29.44608613,181,1.936583038,7.403476643,0.474982779,4.806392906,2.733446804,PP
W64A,1273,1,0.70283481,2,5.45197225,2,11,5,0,35.4445383,179.5,1.758291482,6.652663174,0.49943422,3.445462963,2.447185847,PP
W64A,1273,1,0.47613536,3,8.146839413,2,11,15,0,26.90321009,186,1.813751115,8.22323983,0.594461961,6.30273962,3.204744359,PP
W64A,1273,1,0.42696303,3,7.11164513,2,10,14,0,33.54002333,179,1.939582435,7.800074783,0.568267223,4.340276805,2.930246174,PP
W64A,1273,1,0.72760372,2,4.394417468,2,11,11,0,41.33958576,177,1.337213376,5.526807438,0.458010602,2.388132897,2.094797032,PP
W64A,1273,1,0.24640799,3,5.551059239,2,11,13,0,30.92515824,163,1.931540673,8.092754627,0.500656835,5.152733169,3.080606977,PP
W64A,1273,1,0.49165049,3,4.997698831,1.5,12,1,0,43.21164231,188,1.981294917,7.376849176,0.639004691,2.977021449,2.697777132,PP
W64A,1273,1,0.36499748,3,6.555158962,2,9,10,0,27.86328322,179,1.804118172,7.301738912,0.683790559,5.191395598,2.74881037,PP
W64A,1273,1,0.46456067,3,6.070000393,2,10,15,0,37.37091002,178,1.881823262,7.594468027,0.534966029,3.77022494,2.856322382,PP
W64A,1273,1,0.1906063,3,7.658752434,2,12,15,0,31.06611389,184,1.859567033,6.023778867,0.538013212,3.560359786,2.082105917,PP
LH123Ht,1276,1,0.77660088,2,8.964420665,1,15,0,0,55.36536777,252,2.129617369,8.826376396,1.024831284,2.256976011,3.348379515,PP
LH123Ht,1276,1,0.4174235,2,4.778282966,1,16,0,0,50.9100485,236,1.593614227,5.655083955,0.754145762,1.672218853,2.030734864,PP
LH123Ht,1276,1,0.64040544,2,11.16178656,1.5,11,7,0,45.57694799,252.5,1.977680579,8.269771555,0.908758448,3.109997957,3.14604549,PP
LH123Ht,1276,1,0.35872077,2,5.402046025,1.5,12,6,0,45.33664383,223,2.351605663,8.002387406,0.634538548,2.705068023,2.825390873,PP
LH123Ht,1276,1,0.55581282,2,8.409332685,2,8,7,0,43.60556379,237,2.076048294,7.912801685,0.68717253,3.042466362,2.918376697,PP
LH123Ht,1276,1,0.49762708,2,9.5378445,1,12,0,0,59.51796986,256,1.95573886,8.238765021,0.644429341,1.86570567,3.141513081,PP
LH123Ht,1276,1,0.58456077,2,4.615346621,2,11,5,0,44.20041404,251,1.998407339,7.832831637,0.741744021,2.979807563,2.917212151,PP
LH123Ht,1276,1,0.38383135,2,4.392417362,1.5,12,2,0,40.73313619,246,1.586414978,5.87071662,0.714310495,2.619179887,2.142150822,PP
LH123Ht,1276,1,0.79253379,2,8.852531839,2,8,5,0,29.83042738,253,1.852307972,5.790832104,0.762076303,3.387654446,1.969262067,PP
LH123Ht,1276,1,0.83734429,2,2.753917258,2,7,15,0,38.82283792,245.5,1.663490178,6.260736485,0.666790965,2.848112406,2.298623155,PP
LH123Ht,1276,1,0.20193013,2,4.473991463,1,11,0,0,49.5221359,210,1.771134141,6.468920362,0.864598299,1.947560486,2.34889311,PP
LH123Ht,1276,1,0.46498414,2,4.058937138,1,17,0,0,51.99332566,232,1.555883784,6.200685874,0.802898332,1.817055584,2.322401045,PP
LH123Ht,1276,1,0.65951856,2,9.06823301,1,16,0,0,58.20421066,251,1.756502075,7.719838873,0.765811697,1.826025825,2.981668399,PP
LH123Ht,1276,1,0.66579228,2,6.040941119,1,12,0,0,51.10192206,253.5,1.699701536,6.324406317,0.692007754,2.002642804,2.312352392,PP
LH123Ht,1276,1,0.57167672,2,6.770497841,1,13,0,0,56.85116228,230,1.621487737,7.047639804,0.926157712,1.724299949,2.713076034,PP
LH123Ht,1276,1,0.71914744,2,7.111736086,2,8,8,0,34.2468888,240,1.980144231,6.208560618,0.561865399,3.11930103,2.114208193,PP
NC350,1279,1,0.96544242,1,1.728010606,1,13,0,0,29.80233519,172,1.568706012,5.868505771,0.339044383,3.757316914,2.14989988,PP
NC350,1279,1,0.81741585,1,4.713596864,1,18,0,0,35.49038964,174,2.308196633,4.943244477,0.427557979,1.824092043,1.317523923,PP
NC350,1279,1,0.83248458,2,7.063825224,1,22,0,0,36.07633375,185,2.242968044,5.005321513,0.421019555,1.908659327,1.381176736,PP
NC350,1279,1,0.72312466,1,4.081886997,1,19,0,0,39.56881254,178,2.1478462,6.668810196,0.382401277,2.703359466,2.260481999,PP
NC350,1279,1,0.74790171,1,1.697987524,1,22,0,0,41.28979265,163,1.903147316,5.113338389,0.463334383,1.812797793,1.605095538,PP
NC350,1279,1,0.95445134,1,0.709627157,1,16,0,0,40.76219421,160,1.364572676,3.892014913,0.336672146,1.389486799,1.26372112,PP
NC350,1279,1,0.78378037,2,5.531455438,2,13,6,0,26.9655327,184,2.244040351,7.964173188,0.308793378,5.644419228,2.860066419,PP
LH211,1284,1,0.36963802,3,10.82211277,2,19,2,0,33.7682781,252.5,2.011914104,8.940219417,0.539615441,5.16666887,3.464152656,PP
LH211,1284,1,0.36334759,3,9.535403764,2,17,14,0,37.87614345,233,2.018483517,10.56255641,0.413583666,5.423747308,4.272036447,PP
LH211,1284,1,0.44117915,2,13.77615383,2,15,19,0,51.062249,247,1.83595806,8.853607083,0.471544367,2.703070362,3.508824513,PP
LH211,1284,1,0.44881126,2,10.17886321,2.5,11,13,1,40.01495146,240,2.350467346,13.41235305,0.660940502,6.598688831,5.53094285,PP
LH211,1284,1,0.44577488,2,6.764367507,2,15,13,0,47.45011785,227,1.679834852,9.073084368,0.44894669,3.35809559,3.696624759,PP
LH211,1284,1,0.65569002,2,13.13518387,1,15,0,0,34.48739029,252,1.956808527,9.232029349,0.482959442,5.616882057,3.637610412,PP
LH211,1284,1,0.49602679,2,11.8047669,1.5,15,7,0,38.15558418,239,1.809442642,12.19901344,0.516838918,6.289555214,5.194785402,PP
LH211,1284,1,0.31196245,2,9.984437562,2,12,14,0,36.26444236,244,1.896028458,11.89468257,0.365145753,6.795584759,4.999327059,PP
LH211,1284,1,0.49986848,2,7.779858094,1,14,0,0,26.76347375,260.5,1.724400671,8.328139308,0.465370671,6.45200941,3.30186932,PP
LH211,1284,1,0.73818542,2,9.833346499,1.5,13,3,0,39.90785035,239,1.560584717,7.925739947,0.406716862,4.17646948,3.182577618,PP
LH211,1284,1,0.47173392,3,13.82184684,1.5,19,6,0,37.77890048,245,2.022616044,9.97820297,0.617233531,5.066036736,3.977793463,PP
LH211,1284,1,0.56518727,2,14.54958445,1,19,0,0,38.12248071,239,1.87244717,8.106095195,0.477402392,4.149037155,3.116824014,PP
LH211,1284,1,0.62624575,2,8.760804857,2,16,9,0,47.0515939,236,1.862080662,11.0743656,0.493610655,4.523698654,4.606142472,PP
W64A,1288,2,0.64308431,2,2.65528016,1,14,0,0,54.19905581,172,1.445402098,6.85030303,0.399479389,1.940339453,2.702450466,PP
W64A,1288,2,0.64623109,2,3.23376728,1,15,0,0,34.7317091,169,1.657058939,5.742256788,0.413802934,2.935079127,2.042598925,PP
W64A,1288,2,0.74244169,2,4.722570944,1.5,14,5,0,33.82921196,176,2.001838033,6.563232614,0.477152087,3.692847415,2.280697292,PP
W64A,1288,2,0.56408493,2,3.033333183,2,12,15,0,28.38981608,165,1.946714712,6.781315934,0.34975293,4.451445263,2.417300612,PP
W64A,1288,2,0.43276956,2,1.929279378,1,13,0,0,40.35018745,150,1.560922677,5.174578726,0.372848021,2.137473872,1.806828025,PP
W64A,1288,2,0.47268895,2,3.85361333,1,16,0,0,52.31389359,165,1.807014288,6.883152538,0.457860499,1.894345114,2.538069126,PP
W64A,1288,2,0.6814384,2,3.273278864,1,14,0,0,39.32418188,171,1.75193325,5.99055825,0.485155875,2.5796875,2.1193125,PP
W64A,1288,2,0.94878469,2,3.74895738,1.5,14,7,0,32.98831221,173,1.61267697,5.741837843,0.388217082,3.702981033,2.064580436,PP
W64A,1288,2,0.90784616,2,2.526382645,1,13,0,0,39.24973824,170,1.957091524,4.787474746,0.35731809,1.70926556,1.415191611,PP
W64A,1288,2,0.76796519,2,4.112413413,1,15,0,0,45.58816098,170,1.788640494,6.144413721,0.436290989,2.067120503,2.177886616,PP
W64A,1288,2,0.84177748,2,3.685076549,2,7,13,0,43.6318879,178,1.54317703,6.246909142,0.439890493,2.457563138,2.351866057,PP
W64A,1288,2,0.75592942,2,3.778770598,1,12,0,0,46.71850961,178,1.764638853,5.831730747,0.505138902,1.895591775,2.033545948,PP
PHB47,1296,1,0.48677141,1,7.735367478,1.5,17,1,0,23.47574145,202,2.004550454,3.803017715,0.516177736,2.018867664,0.899233632,PP
PHB47,1296,1,0.62720844,1,7.819240433,1,13,0,0,56.21223645,211,2.251826639,4.751755676,0.656611513,0.83355027,1.249964518,PP
PHB47,1296,1,0.653951,1,5.436883739,1,17,0,0,37.51694909,187,1.423831435,3.374991332,0.440487586,1.236572164,0.975579949,PP
PHB47,1296,1,0.60758788,1,8.502258618,1.5,14,2,0,46.29837469,219,1.879871534,5.113083591,0.664644748,1.320013672,1.616606029,PP
PHB47,1296,1,0.47180768,1,9.416449546,1,14,0,0,43.97482383,215,1.631441302,4.609532831,0.47893333,1.398461802,1.489045766,PP
PHB47,1296,1,0.53967025,1,7.609925344,1.5,14,1,0,47.37576206,208,1.532645843,4.153475818,0.443329712,1.327332602,1.310414988,PP
PHB47,1296,1,0.4688431,1,9.039176881,1,15,0,0,61.94483947,212,2.198483528,6.866607453,0.786049968,1.782257844,2.334061964,PP
PHB47,1296,1,0.49440243,1,10.00291854,1,19,0,0,34.10840243,210,1.681477945,3.950957397,0.448646431,1.717735667,1.134739726,PP
Shoe Peg,1298,1,0.28756779,3,4.300790895,2,18,23,0,27.96423269,215,2.24803099,8.284317196,0.563299787,5.074932418,3.018143104,PP
B97,1302,1,0.59414706,2,9.878358284,2,2,6,0,44.34573536,202,1.938682335,8.48420594,0.368901485,3.355158984,3.272761802,PP
B97,1302,1,0.65893711,2,17.58694622,2,1,14,0,33.97902143,202,2.131906806,7.014446568,0.590603058,3.616473985,2.441269884,PP
B97,1302,1,0.51018169,2,13.92233677,2,1,12,0,39.03926861,202,2.13969663,7.863349617,0.485414853,3.505653546,2.861826495,PP
B97,1302,1,0.66122588,1,17.41421395,2,11,0,0,29.32486428,209,2.198800629,10.92900062,0.727519834,7.19303645,4.365099995,PP
B97,1302,1,0.81046808,1,5.42663771,2,2,8,0,41.68816975,187,1.55195367,5.711827512,0.421603556,2.313193514,2.079936922,PP
B97,1302,1,0.42931949,3,14.16968921,2,17,1,0,40.04957919,213,1.97017897,6.589048018,0.483930476,2.742217263,2.309434524,PP
B97,1302,1,0.76088775,2,20.01830806,2,9,5,0,41.72018996,195,2.345688407,8.669138105,0.479984915,3.529145033,3.16172485,PP
B97,1302,1,0.76175931,1,10.65180245,2,11,0,0,27.42987314,193,2.166087766,8.300545797,0.641719948,5.902157881,3.067229015,PP
B97,1302,1,0.53417422,2,12.49388737,2,3,4,0,36.53176107,197,2.097936089,7.128967855,0.568435668,3.376125162,2.515515885,PP
F118,1309,1,0.73448721,3,9.122119243,2.5,9,22,2,28.70405795,184,2.557821293,7.701194425,0.611596016,5.819941388,2.571686566,PP
F118,1309,1,0.62800561,2,8.640248091,2,8,23,0,35.99547211,182,2.584201761,8.116151538,0.564852858,3.834245598,2.76597489,PP
F118,1309,1,0.77582158,2,4.414336043,1.5,17,10,0,42.31392898,186,2.186749216,7.37252031,0.56059745,2.82572747,2.592885548,PP
F118,1309,1,0.5480209,3,11.4177402,2,22,22,0,31.95493338,211,2.766247592,10.10725681,0.638573363,5.854042127,3.67050461,PP
F118,1309,1,0.87378997,2,7.252184094,1.5,20,12,0,22.67112559,192,2.861963369,6.918395632,0.582982569,4.880561044,2.028216133,PP
F118,1309,1,0.84285943,1,2.701933832,1,14,0,0,39.63440875,197,1.76894824,4.762597688,0.471492541,1.857563982,1.496824724,PP
F118,1309,1,0.42825376,2,7.310290741,2,9,19,0,36.29541241,179,2.570070389,7.354211139,0.530716043,3.260506356,2.392070376,PP
F118,1309,1,0.4936105,3,7.376770302,2,19,14,0,27.66203583,198,2.312874412,9.304925708,0.557143257,6.714617124,3.49602565,PP
B73,1311,1,0.6308525,2,8.187567023,2,8,9,0,34.23333351,197,2.06370729,6.379130709,0.717221261,3.190381406,2.157711708,PP
B73,1311,1,0.0820502,3,12.7915476,2,13,5,0,22.13246703,221,2.056476347,6.950348624,0.630389058,6.098218331,2.44693614,PP
B73,1311,1,0.22778491,2,8.552844528,1,11,0,0,43.23456551,203,2.078908837,5.921533341,0.781050185,2.020534948,1.921312253,PP
B73,1311,1,0.31860363,3,5.212863726,2,10,5,0,25.14545473,182,2.269997583,6.399253912,0.673061826,4.347892191,2.064628164,PP
B73,1311,1,0.16700957,2,11.37608351,1.5,12,6,0,34.73336585,221,2.291491216,7.287639308,0.648453519,3.617900671,2.498074046,PP
B73,1311,1,0.80187744,1,7.984787969,1,14,0,0,29.42452088,216,1.82364303,4.593159579,0.63188931,2.476765849,1.384758274,PP
B73,1311,1,0.52373948,3,13.76466904,2,10,9,0,26.02518799,223,2.194893995,8.190283604,0.768809757,6.179910715,2.997694805,PP
B73,1311,1,0.6476465,2,11.27341971,2,11,7,0,34.53520575,209,2.200492917,10.12759218,0.799644065,5.650951665,3.963549631,PP
CML247,1315,1,0.67646099,2,6.941943425,1,16,0,0,36.88461191,187,1.737010753,5.388586094,0.738937101,2.380618682,1.82578767,PP
CML247,1315,1,0.77659997,2,11.93985564,1,11,0,0,30.26377823,193,2.329271346,6.355377332,0.786339083,3.294143752,2.013052993,PP
CML247,1315,1,0.67770003,2,10.68231767,1,9,0,0,24.6252217,202,1.868073475,5.575265316,0.647370003,4.051493631,1.853595921,PP
CML247,1315,1,0.715465,1,6.134329648,1,10,0,0,29.76796098,191,1.716240964,4.247646788,0.636993607,2.172659616,1.265702913,PP
CML247,1315,1,0.83846889,2,8.631738259,1.5,9,7,0,26.33178111,205,2.171125462,6.676743532,0.607800621,4.558098749,2.252809036,PP
CML247,1315,1,0.68334924,2,15.00833356,1,9,0,0,21.72150523,196,1.948323723,5.492280291,0.774875985,4.569266274,1.771978285,PP
R78,1316,1,0.6252588,2,9.068653139,2,9,11,0,29.43107706,187,2.623712698,7.461061809,0.631778682,4.281761285,2.418674556,PP
R78,1316,1,0.51253998,2,5.173513823,2,9,9,0,38.08162705,171,2.1542121,6.625670434,0.658230417,2.831570834,2.235729168,PP
R78,1316,1,0.12784469,2,7.856821179,2,8,17,0,33.76097983,179,2.398727156,7.221796384,0.611887955,3.57798077,2.411534617,PP
R78,1316,1,0.69910366,2,5.062995363,1,17,0,0,30.82728607,203,2.468102158,6.080789413,0.647648502,3.025861924,1.806343629,PP
R78,1316,1,0.72812345,2,7.670933068,1.5,12,7,0,26.75064612,187,2.649724993,5.80716885,0.634503759,3.212305078,1.57872193,PP
R78,1316,1,0.37328248,3,10.17175972,1.5,15,2,0,27.10957082,185,2.372155454,6.948098677,0.782924575,4.668987764,2.287971612,PP
R78,1316,1,0.49702303,1,3.063130235,1,12,0,0,42.34934673,178,2.034199305,4.911411307,0.600145535,1.559037036,1.438606001,PP
R78,1316,1,0.65506621,2,8.875518897,1.5,13,9,0,33.11970519,186,2.340445677,6.613783094,0.687311825,3.285661479,2.136668709,PP
R78,1316,1,0.82207479,2,7.725184853,1.5,15,9,0,38.9141256,187,2.443863484,7.828607988,0.677666241,3.318652688,2.692372253,PP
R78,1316,1,0.61838319,2,5.970869119,2,10,16,0,43.46086485,209,2.142179556,7.258334782,0.733844181,2.68887391,2.558077613,PP
R78,1316,1,0.86103969,3,5.567070208,1.5,11,1,0,38.41545671,178,1.881094084,5.116056331,0.5224177,2.147940629,1.617481125,PP
R78,1316,1,0.01882157,2,4.383467346,1,14,0,0,36.00440876,166,2.284521481,6.20886363,0.782985672,2.694574918,1.962171076,PP
Oh43,1317,2,0.87463106,1,7.623308721,1,16,0,0,44.64891749,182,2.213847602,9.21917621,0.581819854,3.558327314,3.502664304,PP
