Accession,PLOT_ID,PLOT_ID2,Ratio..None.All....IMU,Brace.Root.Whorls.in.the.Soil,Flexural.Rigidity..EI....IMU,num_whorls,w1,w2,w3,root_angle,height.cm.,stalk_width.cm,spread_width.cm,single_root_width.cm,root_heightonstalk.cm,stalk_to_rootgrounding.cm,cat
Hp301,1345,3,0.23817222,2,4.187783989,1,18,0,0,42.8495299,194,1.799770236,4.381260496,0.448354945,1.322839822,1.29074513,GR
Hp301,1345,3,0.16704039,2,6.188387096,1.5,16,2,0,37.93861158,204,1.971252598,5.159492848,0.372300837,2.211015031,1.594120125,GR
Hp301,1345,3,0.18973859,2,8.269973352,1.5,12,10,0,40.62577507,218,2.048562062,6.326837476,0.416967853,2.486853963,2.139137707,GR
Hp301,1345,3,0.2133928,2,7.477077117,2,15,11,0,40.2584237,218,2.351641436,6.956185341,0.384980762,2.679118589,2.302271954,GR
Hp301,1345,3,0.06398095,2,3.222162182,1,17,0,0,24.79273061,213,1.856210694,3.52743802,0.279774494,1.828928069,0.835613663,GR
Hp301,1345,3,0.46951868,1,6.002544266,1,17,0,0,46.73513299,212,1.793643964,4.487073292,0.282101686,1.214821822,1.346714666,GR
PHHB4,1351,2,0.84541945,1,9.320863455,2,11,0,0,27.15351885,254,1.853784718,7.869756394,0.610083146,5.866127435,3.007985841,GR
PHHB4,1351,2,0.63063255,2,9.637998974,2,5,11,0,35.04245951,213,1.616740338,6.401052156,0.476466319,3.389003312,2.39215591,GR
PHHB4,1351,2,0.63110095,2,10.07618919,2,6,0,0,20.14038822,231,1.722445443,9.068144714,0.606577935,9.987807416,3.672849637,GR
PHHB4,1351,2,0.45316986,2,12.33452925,2,1,6,0,58.81386835,258,1.758726495,6.07967116,0.613250518,1.920746335,2.160472333,GR
PHHB4,1351,2,0.41328267,2,12.01528059,2,12,5,0,41.798324,234,1.767189503,9.387594026,0.632327643,4.244201914,3.810202263,GR
PHHB4,1351,2,0.32437108,2,6.449880306,2,10,0,0,32.1596418,241,1.576650997,10.01323782,0.522925312,6.779758566,4.218293411,GR
PHHB4,1351,2,0.61291796,2,10.05678022,2,7,1,0,39.43465362,217,2.058329744,10.50484086,0.521078539,5.593967626,4.22325556,GR
PHHB4,1351,2,0.53460465,2,15.01069251,2,10,4,0,20.91108966,239,1.754588652,9.284206687,0.482662959,9.787030704,3.764809017,GR
PHHB4,1351,2,0.64838729,2,9.364690786,2,7,1,0,38.15246478,223,1.595529882,8.574160538,0.564518774,4.444056553,3.489315328,GR
PHHB4,1351,2,0.42006393,2,19.72299532,2,8,5,0,41.53979897,265,2.102071922,10.48750188,0.710941288,4.637064381,4.192714978,GR
L163,1357,2,0.44565557,2,7.502672045,1,12,0,0,35.40896709,207,2.160102545,5.859316686,0.484457045,2.565014875,1.849607073,GR
L163,1357,2,0.29092508,2,6.871194927,1,11,0,0,34.39229731,222,1.766968031,5.226351511,0.443598783,2.511467642,1.72969174,GR
L163,1357,2,0.24767688,3,6.694083424,1.5,8,6,0,33.85489591,223,1.797952967,4.883630718,0.419572596,2.385716114,1.542838876,GR
L163,1357,2,0.6688137,3,5.563881349,1.5,10,2,0,38.14447178,206,1.969459716,5.500925625,0.547518648,2.913784092,1.765732956,GR
L163,1357,2,0.29853276,3,6.659268481,1.5,11,5,0,22.10102186,200,2.087940068,5.266617676,0.635160589,3.587913449,1.589338804,GR
L163,1357,2,0.28194526,3,7.294816101,1,9,0,0,50.71247626,222,1.764735228,5.292661645,0.485488922,1.530522785,1.763963208,GR
L163,1357,2,0.19352844,2,6.802512788,1,15,0,0,36.99795377,209,1.946286509,4.914849119,0.517690795,1.98023291,1.484281306,GR
L163,1357,2,0.45128672,3,5.73984792,1,10,0,0,42.55467774,213,1.778683024,5.654647637,0.51668377,2.126935885,1.937982308,GR
L163,1357,2,0.26811444,3,9.41917261,2,8,14,0,35.87654821,203,1.942076482,5.814740954,0.502502237,2.670342107,1.936332237,GR
L163,1357,2,0.40067471,3,7.464908969,1,12,0,0,37.95532887,206,2.006206143,5.305574144,0.424604523,2.108249028,1.649684002,GR
L163,1357,2,0.40239395,2,5.108123278,1,15,0,0,36.21234296,193,2.133000725,5.678510713,0.541602976,2.438240134,1.772754995,GR
L163,1357,2,0.33369404,2,6.831120834,1,11,0,0,37.8462975,233,1.937412051,6.171285514,0.681971463,2.660268877,2.116936733,GR
PHK46,1372,2,0.71712151,3,6.290151353,2,12,17,0,45.89017441,213,2.347873206,17.4199526,0.452092489,7.257975534,7.536039701,GR
PHK46,1372,2,0.70983564,3,4.464441513,1,13,0,0,39.64204465,217,2.039598308,8.945039788,0.491783359,4.136032703,3.452720739,GR
PHK46,1372,2,0.49299308,2,1.385713264,1,11,0,0,42.8829903,191,1.487917586,4.737175964,0.304151109,1.733572948,1.62462919,GR
PHK46,1372,2,0.46476107,2,9.890039333,1,20,0,0,47.43835521,215,1.974371756,11.92011086,0.400980626,4.53488439,4.972869551,GR
PHK46,1372,2,0.50591524,2,2.716155388,1,19,0,0,51.43079945,222,1.625759563,10.93572338,0.364875444,3.641200001,4.654981909,GR
PHK46,1372,2,0.82897651,2,1.507374836,1,16,0,0,44.108076,215,1.621065427,8.510197039,0.342495207,3.5610329,3.444565807,GR
PHK46,1372,2,0.18087826,3,8.783577656,2,18,18,0,49.77390821,218,2.07938387,19.46386048,0.381088331,7.140498886,8.692238308,GR
PHK46,1372,2,0.60496264,3,7.528777428,1,14,0,0,51.52591366,224,2.053818968,11.03256225,0.36871203,3.796209445,4.489371642,GR
PHK46,1372,2,0.46481337,2,5.278413427,1,20,0,0,50.10698395,197,2.000854007,10.39046172,0.283654447,3.449949986,4.194803856,GR
PHK46,1372,2,0.62033468,3,7.26637062,2,16,10,0,36.53352287,208,2.426687758,16.02449506,0.34598845,8.859840858,6.798903653,GR
PHK46,1372,2,0.43716395,3,6.965250648,1,16,0,0,48.76543159,204,2.043712019,12.26558563,0.492165385,4.481083806,5.110936808,GR
PHK46,1372,2,0.4844332,2,7.775241835,1,15,0,0,58.52090939,207,2.023070572,16.63583583,0.507611191,4.066991667,7.30638263,GR
Ki3,1375,2,0.57468238,2,13.02521027,2,15,5,0,38.59002689,162,2.526092761,8.628997911,0.396649466,3.80045284,3.051452576,GR
Ki3,1375,2,0.70872192,1,9.406009836,2,12,2,0,39.0314092,162,2.310153774,7.708735116,0.522686742,3.292809404,2.699290672,GR
CML228,1376,2,0.65572504,2,24.94278454,2.5,16,11,1,45.51139005,214,2.743534975,12.68034973,0.704089435,4.851311892,4.968407378,GR
CML228,1376,2,0.86612852,2,13.63840082,2.5,11,6,1,34.26950311,214,2.644802338,10.32978984,0.790693638,5.945679337,3.842493754,GR
CML228,1376,2,0.59201884,2,21.02573007,1.5,18,2,0,39.59539989,224,2.573184564,16.69639832,0.625993095,8.538470679,7.061606881,GR
CML228,1376,2,0.68695564,2,17.39918497,1.5,18,2,0,26.25592264,200,2.31505809,10.65639885,0.661077959,8.428469503,4.170670381,GR
CML228,1376,2,0.97839581,2,21.03302143,2,13,9,0,39.27817961,218,2.348569872,10.71829852,0.585628373,5.11424269,4.184864323,GR
CML228,1376,2,0.35270719,3,26.81198582,2,15,3,0,33.02108511,220,2.543894955,11.10660225,0.690332878,6.595157982,4.281353648,GR
CML228,1376,2,0.57037829,3,8.704234968,2,17,9,0,34.4432006,212,1.963487998,9.6707449,0.633817676,5.60981354,3.853628451,GR
CML228,1376,2,0.56965543,3,12.33260363,1.5,18,7,0,38.03395308,229,2.550290089,12.17413215,0.594736993,6.125232042,4.81192103,GR
B104,1379,2,0.84610286,2,13.35971816,1.5,17,2,0,40.68284579,182,2.252941689,6.139613741,0.255457998,2.421098265,1.943336027,GR
B104,1379,2,0.5884409,2,23.21569992,1,26,0,0,43.50513748,195,2.390647014,9.528597847,0.252641812,3.690991605,3.568975416,GR
B104,1379,2,1.03915598,2,15.71237082,1,25,0,0,43.15535657,197,2.82143721,9.988692989,0.26941994,3.816325398,3.583627891,GR
B104,1379,2,0.6440753,2,16.94793536,1,26,0,0,37.07128278,189,2.701342708,8.897479035,0.335402682,4.104059002,3.098068164,GR
B104,1379,2,0.92518415,2,21.94025646,1,31,0,0,42.86166542,198,2.523685991,10.56919391,0.23672346,4.324455349,4.022753962,GR
B104,1379,2,0.44142862,2,22.33100665,1,29,0,0,39.20471754,193,2.549516849,8.059846164,0.277206812,3.264460283,2.755164657,GR
B104,1379,2,1.04228116,2,6.949940486,1.5,10,1,0,31.91479014,200,2.112482493,7.643165549,0.27829329,4.113622652,2.765341528,GR
B104,1379,2,0.93786188,2,21.24435056,1,26,0,0,40.69016942,189,2.780630258,10.21883148,0.356964266,4.310662174,3.719100611,GR
B104,1379,2,0.79294579,2,18.433351,2,18,17,0,32.34808768,193,2.817656366,9.807089982,0.315195707,5.407475745,3.494716808,GR
B104,1379,2,0.77610074,2,29.54023176,1,21,0,0,49.30155952,188,2.5871413,12.48508435,0.350198783,4.22422423,4.948971527,GR
B104,1379,2,0.73683007,2,23.06920721,1.5,18,6,0,40.99666484,194,2.416904013,8.870319122,0.295351004,3.679836655,3.226707557,GR
B104,1379,2,0.78006224,2,22.86923477,1.5,17,11,0,38.21601691,193,3.140062399,10.80918602,0.422550425,4.915073877,3.834561811,GR
B104,1379,2,0.66473753,2,18.07592718,2,14,14,0,37.08425267,209,2.593703873,9.158952055,0.171320539,4.318820405,3.282624093,GR
B104,1379,2,0.55801546,3,28.55140528,1,22,0,0,45.03029411,177,2.736668906,11.77467801,0.407671095,4.438355408,4.519004554,GR
CML277,1386,3,0.8117046,1,14.16631891,1,20,0,0,16.51284018,224,2.383871991,7.402084581,0.419931225,8.555065947,2.509106295,GR
CML277,1386,3,0.61825243,2,13.10606509,1,16,0,0,22.10292169,233,1.84159157,8.921800643,0.565728763,8.6611961,3.540104536,GR
CML277,1386,3,0.72914713,2,13.42840426,1,13,0,0,22.24912555,230,1.904436189,8.63202567,0.358519372,9.089765045,3.363794742,GR
CML277,1386,3,0.78711778,2,10.46497233,1,9,0,0,14.80908904,234,1.668833988,7.352794413,0.48948992,10.59546565,2.841980213,GR
CML277,1386,3,0.61524419,2,10.00671465,1,13,0,0,23.68167243,242,2.326424329,8.037664631,0.482738673,7.057918094,2.855620152,GR
CML277,1386,3,0.57326238,2,20.09982636,1,12,0,0,16.07368658,247,2.105481794,9.758218754,0.606154733,13.13488774,3.82636848,GR
CML277,1386,3,0.52079814,2,20.69868096,1,14,0,0,23.78912653,242,2.621670832,10.36424777,0.39704656,8.548350644,3.871288472,GR
CML277,1390,4,0.73505713,2,9.60223161,1,18,0,0,12.05155962,228,1.408594503,5.651130735,0.39230231,9.721999549,2.121268117,GR
CML277,1390,4,0.69748402,2,13.1292478,1,9,0,0,28.38004624,245,2.144445554,6.645323303,0.43937374,3.974944927,2.250438876,GR
CML277,1390,4,0.57941208,2,19.05848292,1,14,0,0,13.92985432,223,1.756298268,5.984574246,0.437968095,8.154558892,2.114137989,GR
CML277,1390,4,0.77730461,2,11.09051389,1,15,0,0,25.89848441,250,1.946500557,7.906960635,0.501893415,6.099268685,2.980230039,GR
CML277,1390,4,0.81106895,1,6.333202799,1,13,0,0,14.50717891,229,1.552361663,5.130710526,0.550132155,6.95667305,1.789174433,GR
CML277,1390,4,0.97495203,1,9.862807552,1,14,0,0,23.16326305,220,1.930986435,6.649802718,0.526147854,7.370785576,2.359408142,GR
CML277,1390,4,0.7347657,1,15.04425384,1,10,0,0,28.31836929,243,1.847657717,8.547488866,0.53949051,7.601495733,3.349915576,GR
CML277,1390,4,0.50081511,2,15.90942805,1,9,0,0,19.62685473,246,1.857747331,8.047620148,0.406780554,9.687692124,3.094936409,GR
CML277,1390,4,0.52124242,1,5.538756139,1,12,0,0,17.69163864,227,1.675668762,6.635812126,0.402251542,7.590494521,2.480071685,GR
CML277,1390,4,0.62042622,1,16.19476838,1,13,0,0,19.57754233,232,1.795931831,8.994383553,0.487647165,9.956884262,3.599225862,GR
A632,1392,3,0.8202261,2,9.969802762,1,11,0,0,30.50493692,188,2.03554712,7.52680694,0.625921121,4.605278402,2.745629913,GR
A632,1392,3,0.76803205,2,10.27722724,1,13,0,0,47.3692907,170,1.49679943,9.028874444,0.458555711,3.512974078,3.766037507,GR
A632,1392,3,0.89496352,3,13.53314887,1,13,0,0,29.77596659,149,1.595746692,7.991044513,0.41574617,5.606848518,3.197648912,GR
A632,1392,3,0.76312682,2,11.06578209,1,9,0,0,27.61216437,193,1.743329925,7.784423247,0.649921276,5.676310546,3.020546661,GR
A632,1392,3,0.89864027,2,11.92635863,1,8,0,0,34.71995273,177,2.293707089,11.93871579,0.522956716,6.862085976,4.82250435,GR
Hp301,1393,4,0.82100943,1,6.807805598,1,6,0,0,53.34157122,184,1.461172196,5.93032995,0.412054872,1.666069165,2.234578879,GR
Hp301,1393,4,0.45894372,2,7.968634752,1,13,0,0,37.56348931,183,1.923348828,6.601058192,0.462039924,3.080427459,2.338854683,GR
Hp301,1393,4,0.69667641,2,7.163990979,1,14,0,0,44.09712532,169,1.69419936,7.633012898,0.56172724,3.033814261,2.96940677,GR
Hp301,1393,4,0.73424543,2,9.089520501,1,11,0,0,47.3211432,183,1.503334684,8.552553743,0.285560047,3.23691502,3.524609529,GR
Hp301,1393,4,0.4244808,2,7.653930863,1,9,0,0,43.36492772,175,1.910170884,7.222998912,0.283944526,2.708488187,2.656414014,GR
Hp301,1393,4,0.52856885,2,6.629433112,1,14,0,0,48.33317455,188,1.746355059,7.190851884,0.48225272,2.4464372,2.722248414,GR
Hp301,1393,4,0.51061627,3,8.41102181,1,14,0,0,47.38907887,185,1.357579477,5.671706665,0.358872727,1.979095223,2.157063595,GR
Hp301,1393,4,0.39891013,2,9.688021729,1,13,0,0,45.725494,200,1.347969496,5.721270351,0.359456532,1.930526943,2.186650427,GR
A632,1395,4,0.97946566,2,8.470506801,1,14,0,0,24.03127086,183,1.753824219,8.017496853,0.535446869,7.028526998,3.131836318,GR
A632,1395,4,0.69693103,2,5.987457757,1,13,0,0,45.69825625,193,2.591433319,10.89308251,0.528896985,4.159169039,4.150824595,GR
A632,1395,4,0.91576107,2,9.824294317,1,10,0,0,26.45210878,199,1.929653364,10.0882376,0.6114181,8.109033039,4.079292117,GR
A632,1395,4,0.8699152,2,10.07444602,1,10,0,0,23.30200717,199,1.985842836,10.25413463,0.462338771,9.581327449,4.134145897,GR
Mo17,1396,2,0.27097944,3,9.205721334,1,10,0,0,43.93921711,216,2.362096297,14.10517922,0.588030903,6.096668532,5.87154146,GR
Mo17,1396,2,0.35066526,2,6.306670296,1,15,0,0,36.47434241,212,1.649926131,13.50093937,0.564505024,8.008187047,5.92550662,GR
Mo17,1396,2,0.48084644,2,6.506771382,1,10,0,0,45.29270874,218,1.986852892,8.817272762,0.26856439,3.419918648,3.415209935,GR
Ms71,1398,2,0.69138469,1,5.038179798,1,7,0,0,17.24595111,197,1.829421121,5.639787633,0.537486727,6.142668767,1.905183256,GR
Ms71,1398,2,0.53028088,2,5.460358131,1,9,0,0,52.28600684,188,1.697007924,8.456075882,0.412944979,2.7101252,3.37953398,GR
Ms71,1398,2,0.67446161,1,4.482350291,1,8,0,0,43.48493589,197,1.843575175,9.476620938,0.584075944,4.025898853,3.816522883,GR
Ms71,1398,2,0.33167405,2,8.896469882,1,13,0,0,50.84485171,179,2.137448664,12.26698233,0.408402267,4.131450363,5.064766834,GR
Ms71,1398,2,0.81847192,2,7.866953088,1,13,0,0,42.02279905,187,2.191433885,10.10906843,0.40868606,4.795821583,3.958817273,GR
Ms71,1398,2,0.66233525,2,5.611372125,1,15,0,0,46.45025471,197,2.232259368,9.849916226,0.406941259,3.494627024,3.808828431,GR
Ms71,1398,2,0.73229019,1,5.813273712,1,10,0,0,37.27397837,190,1.941914485,8.665743222,0.618369394,5.050215996,3.361914368,GR
Ms71,1398,2,0.78581883,2,4.089847061,1,8,0,0,52.20052649,179,1.648771351,9.089389743,0.639700558,2.804767623,3.720309198,GR
Ms71,1398,2,0.4325829,2,5.93462134,1,11,0,0,52.27239635,189,2.102028989,8.552616105,0.485003795,3.026282298,3.22529356,GR
Ms71,1398,2,1.12406096,1,4.814437351,1,14,0,0,57.02605047,179,1.489316435,9.288047713,0.28694986,2.51837348,3.899365639,GR
Ms71,1398,2,0.52986317,2,9.804647847,1,14,0,0,33.27117004,173,2.390382362,13.06347893,0.510626775,8.055799729,5.336548282,GR
LH252,1261,1,0.72567881,2,7.828997083,1.5,5,2,0,49.28503258,250,2.008594626,8.006575117,0.480916614,2.947625635,2.998990247,GS
LH252,1261,1,0.21828645,2,10.79187341,2,12,5,0,43.40958053,253,1.745899648,9.033338436,0.365583859,3.853118565,3.643719395,GS
LH252,1261,1,0.46915865,2,7.716554827,2,9,5,0,53.28940914,232,2.09878435,10.50070315,0.391094758,3.066073828,4.200959402,GS
LH252,1261,1,0.77074382,1,6.425126799,1,12,0,0,58.93251597,244.5,2.11219622,7.686157757,0.391950029,1.685916577,2.786980768,GS
LH252,1261,1,0.55806576,1,9.806405173,2,11,4,0,56.04041597,252.5,1.674539041,8.611474126,0.404578365,2.46146918,3.468467544,GS
R84,1280,1,0.63237002,2,5.296411884,2,9,16,0,40.99218071,197,1.979331431,4.851593886,0.501841322,2.359053769,1.436131229,GS
R84,1280,1,0.50414642,2,8.92984361,2,13,7,0,27.82390069,196.5,2.840033962,6.868138827,0.615681345,3.809007734,2.014052432,GS
R84,1280,1,0.47947183,2,16.45603289,1,19,0,0,36.44839683,200,2.577926548,7.031790567,0.642966466,3.037123023,2.226932012,GS
R84,1280,1,0.5355081,2,7.342545061,1,17,0,0,32.46151312,208,1.969905222,5.31295245,0.56216045,2.638669949,1.671523615,GS
R84,1280,1,0.31358916,2,8.032275774,1,16,0,0,34.64404843,200,2.242407212,5.706968464,0.580505849,2.541553314,1.732280627,GS
R84,1280,1,0.5304873,2,11.83920764,2,11,19,0,33.18436738,201,2.215932515,6.493593853,0.56881551,3.210743742,2.13883067,GS
R84,1280,1,0.69566322,2,10.51688331,2,9,6,0,35.74302406,205,2.559538927,7.380677024,0.578327992,3.321407873,2.41056905,GS
R84,1280,1,0.6950782,2,8.386130398,2,11,7,0,36.36784625,198,2.075161649,6.977696537,0.613436369,3.321211995,2.451267444,GS
R84,1280,1,0.14942526,2,4.227350248,1,18,0,0,31.52069177,189,2.242118226,5.214598778,0.517427552,2.49170268,1.486240277,GS
R84,1280,1,0.56039271,2,7.968842589,1,14,0,0,37.96970304,206,2.089283518,5.707198098,0.517394193,2.356597679,1.80895729,GS
R84,1280,1,0.65426624,2,12.91318574,2,14,7,0,34.53369716,187,1.858139507,5.023856414,0.760544143,2.274335205,1.582858455,GS
R84,1280,1,0.64223227,2,7.891683019,1,17,0,0,28.76843653,190,2.043271542,5.101131093,0.5598373,2.816720802,1.528929776,GS
R84,1280,1,0.23694026,2,8.832165173,1.5,16,2,0,24.3076345,195,2.099606847,6.015618078,0.605527137,4.774179335,1.958005615,GS
R84,1280,1,0.83810296,1,10.35975175,2,16,4,0,34.42445091,205,2.796896377,8.911362365,0.556779819,4.212184276,3.057232995,GS
SA24,1285,1,0.88224624,1,6.521899477,1,23,0,0,37.27476723,185,1.921434051,4.717176364,0.432536293,1.835986856,1.397871157,GS
SA24,1285,1,0.85539145,1,14.5695793,1,22,0,0,38.93382731,178,2.343105106,5.942562067,0.415474177,2.219189504,1.799728481,GS
SA24,1285,1,0.94555206,1,15.73738233,1,25,0,0,41.21691111,183,2.768304646,6.30289286,0.483138081,1.99351501,1.767294108,GS
SA24,1285,1,0.86406659,1,21.52086608,1,24,0,0,35.39370312,172,2.747032662,10.06696886,0.503708687,5.168324506,3.659968099,GS
SA24,1285,1,1.01278583,1,11.23831845,1,22,0,0,33.52703121,188,2.215812828,4.767649342,0.408615613,1.950759872,1.275918258,GS
SA24,1285,1,0.69304654,1,17.47320395,1,27,0,0,40.05327551,186,2.469727547,5.698261057,0.437628816,1.897899982,1.614266757,GS
SA24,1285,1,0.92883768,1,14.66231572,1,28,0,0,44.56913278,185,2.571351184,6.517021149,0.468463168,1.967138841,1.972834984,GS
SA24,1285,1,0.95000566,1,16.38509096,1,24,0,0,31.76890366,186,2.156418644,4.984082762,0.359295062,2.269970075,1.413832058,GS
SA24,1285,1,1.01493606,1,11.39176453,1,23,0,0,34.31773268,183,2.262286895,5.527841253,0.364737418,2.309021378,1.63277718,GS
SA24,1285,1,0.92488413,1,12.34867769,1,30,0,0,39.47038206,188,2.227796126,4.361016046,0.366881162,1.290412729,1.066609961,GS
SA24,1285,1,0.56481464,2,19.3030056,1,22,0,0,35.54916859,172,2.602060973,7.04125418,0.464483978,3.094444694,2.219596605,GS
SA24,1285,1,0.80753773,2,17.23709181,1,30,0,0,38.8579642,191,2.673559319,8.067023846,0.484327509,3.327157492,2.696732265,GS
Ky21,1286,1,0.98336559,2,4.293419528,0.5,6,0,0,46.98851827,190,2.044626025,13.13798158,0.480643763,4.671939182,5.546677778,GS
Ky21,1286,1,0.65431797,3,8.181865504,1.5,8,2,0,36.61804531,215,2.581926139,9.756427937,0.46535268,4.794134906,3.5872509,GS
Ky21,1286,1,0.87461324,2,2.814660811,1,17,0,0,41.28078694,192,2.07322867,7.17629404,0.479880679,2.763792769,2.551532686,GS
Ky21,1286,1,0.89360907,2,6.471283271,0.5,6,0,0,43.60152331,201,2.239897644,9.461027037,0.449414523,3.620097051,3.610564698,GS
Ky21,1286,1,0.66560407,2,6.056799476,0.5,5,0,0,41.41467319,201,1.970060129,8.504111163,0.389967208,3.474398713,3.267025518,GS
Ky21,1286,1,0.88654564,2,3.374885914,1.5,15,6,0,36.92429587,191,1.928758926,6.101439428,0.373409628,2.722419268,2.086340252,GS
2369,1287,1,0.57647729,2,11.88490327,2,15,14,0,39.25325597,219,2.431344584,11.38395528,0.578443946,5.47775823,4.476305349,GS
2369,1287,1,0.65818835,2,6.168776584,1.5,11,7,0,27.19110987,201,1.655299854,5.288327462,0.322427901,3.322558035,1.816513805,GS
2369,1287,1,0.86681491,2,14.77130846,2,14,13,0,31.17665372,209,2.232588748,10.68260545,0.459892178,6.981624156,4.225008351,GS
2369,1287,1,0.71257099,2,14.43202676,2,16,11,0,26.54096948,218,2.15642634,9.023109134,0.354472978,6.887985171,3.433341398,GS
2369,1287,1,0.78941566,2,13.41425608,2,15,16,0,27.19242147,213,2.202193492,10.02462857,0.628386104,7.49568996,3.911217541,GS
2369,1287,1,0.54181478,2,23.22696652,2,17,19,0,35.79082777,224,2.125850549,9.978152845,0.451613469,5.438890761,3.926151149,GS
Mo18W,1294,1,0.61972638,3,25.68968331,1,23,0,0,38.10660077,233,2.623479556,13.04879655,0.465552453,6.559265088,5.212658498,GS
Mo18W,1294,1,0.71682166,3,22.37284728,1,28,0,0,24.97455001,211,2.548827066,9.895530582,0.308445902,7.866721743,3.673351758,GS
Mo18W,1294,1,0.50324746,3,17.90213358,1.5,24,14,0,32.13602176,230,2.215438996,10.41946579,0.254760795,6.523945516,4.102013397,GS
Mo18W,1294,1,0.69836481,2,15.01989542,1,24,0,0,36.18667881,230,3.047182031,10.06420689,0.321255974,4.920182089,3.508512433,GS
Mo18W,1294,1,0.48576375,3,17.53586161,1,23,0,0,31.82439621,241,2.488687202,11.21391986,0.338650063,6.953448096,4.362616327,GS
Mo18W,1294,1,0.55075024,3,13.83565667,1,27,0,0,36.68297023,236,2.625205834,9.971019403,0.357173953,4.890693283,3.672906783,GS
Mo18W,1294,1,0.54600439,3,22.12278847,1,25,0,0,36.40631989,240,2.953347832,12.97799425,0.405137207,6.766555919,5.01232321,GS
Mo18W,1294,1,0.50849127,3,21.79639297,2,18,26,0,25.84920778,235,2.752954263,11.81192536,0.325436882,9.327276429,4.52948555,GS
Mo18W,1294,1,0.61922481,3,15.00097168,2,17,26,0,31.94882472,223,2.665223377,11.02113356,0.372789185,6.696084428,4.177955095,GS
Mo18W,1294,1,0.33273252,3,17.41328587,1,24,0,0,27.55377111,228,2.350222948,8.315063751,0.389369088,5.684198792,2.982420402,GS
Mo18W,1294,1,0.24814232,4,23.84980581,2,19,27,0,21.09957349,222,3.589193246,13.05544909,0.39628525,12.21005421,4.733127924,GS
Mo18W,1294,1,0.53414196,2,26.86573425,1,23,0,0,30.23709235,223,2.32482153,8.772000124,0.38419176,5.512611176,3.223589298,GS
Mo18W,1294,1,0.58797239,3,16.93765363,2,17,22,0,28.25198265,222,2.774275594,10.7815408,0.294050451,7.450655944,4.003632602,GS
Mo18W,1294,1,0.70155142,2,19.40742472,1.5,21,8,0,29.26438241,230,2.491792222,9.497136241,0.442417585,6.893614066,3.50267201,GS
CML10,1300,1,0.50374688,3,20.64221252,2,8,0,0,28.93155789,264,2.846256411,11.69287081,0.423261794,7.92706928,4.423307201,GS
CML10,1300,1,0.54394912,3,21.00152815,2,16,26,0,40.03322465,270,2.905856406,13.25942834,0.349957785,6.113832041,5.176785965,GS
CML10,1300,1,0.82053341,1,7.356826684,2,1,6,0,37.70352105,190,2.193800024,5.788667821,0.309343767,2.282906625,1.797433901,GS
CML10,1300,1,1.050681,2,18.65997309,2,11,1,0,31.35378289,176,2.575827015,10.00745865,0.506680451,6.058179768,3.715815817,GS
CML10,1300,1,0.94532797,1,14.78287705,2,3,10,0,41.82907922,268,2.147726268,7.94075357,0.474545095,4.424319538,2.896513651,GS
CML10,1300,1,0.84445311,1,10.34559877,2,13,0,0,34.54206498,268,2.175107758,9.07014598,0.392733331,4.828735356,3.447519111,GS
CML10,1300,1,0.70762138,1,23.45864012,2,6,2,0,37.5110848,268,2.425151253,9.887520263,0.372377937,6.110910435,3.731184506,GS
CML10,1300,1,0.4640325,2,22.48112612,2,11,2,0,24.57464167,263,2.30349315,8.822212124,0.306409284,7.126092947,3.259359487,GS
Ky21,1303,2,0.85127199,2,7.985848648,2,1,1,0,31.94733823,199,2.403662676,10.81552433,0.391744989,7.042685923,4.20593083,GS
Ky21,1303,2,0.84642661,2,6.278188412,2,2,0,0,37.02386315,210,1.859326916,7.588337909,0.496897448,3.790202926,2.864505497,GS
Ky21,1303,2,0.71520837,2,10.24337362,2,7,0,0,40.71815774,210,2.515086286,13.58328435,0.464861133,6.422402935,5.534099033,GS
Ky21,1303,2,0.73499423,2,9.930566358,2,1,3,0,41.05526961,209,1.87014705,9.967190365,0.492752791,5.122642032,4.048521659,GS
Ky21,1303,2,0.79176801,2,7.492083612,2,4,0,0,30.94885779,212,2.452885795,10.86562064,0.526895036,7.024022053,4.206367425,GS
Ky21,1303,2,0.92952084,2,8.245045738,2,6,0,0,43.48138088,208,2.255881094,10.60067443,0.610953543,4.402414086,4.172396672,GS
Ky21,1303,2,0.97669042,2,6.16484064,2,1,0,0,37.25869981,183,2.371389258,9.320663756,0.487263759,4.470531893,3.474637251,GS
Ky21,1303,2,0.70922582,2,8.488427865,2,7,0,0,34.44487824,207,1.980328927,10.39746209,0.614485425,6.116675731,4.208566583,GS
Ky21,1303,2,0.85101475,2,9.243611628,2,0,3,0,39.87588632,213,1.877466202,9.331744009,0.305458007,4.415348912,3.727138905,GS
M37W,1304,1,0.42128004,2,9.866815821,2,8,7,0,37.14493179,206,2.105427628,9.011187987,0.516651518,4.670911245,3.45288018,GS
M37W,1304,1,0.45643834,2,18.72608057,2,20,0,0,30.11472568,225,2.597350934,13.15972531,0.448920611,9.749304198,5.281187188,GS
M37W,1304,1,1.00956572,1,3.916260678,2,1,9,0,30.20109111,194,1.487631663,6.853784365,0.286139804,4.600137536,2.683076352,GS
M37W,1304,1,0.85672718,1,1.912769924,2,0,7,0,29.16382891,202,1.460879669,5.86857742,0.298485721,3.913840168,2.203848877,GS
