Accession,susceptibility_avg,susceptibility_avg_category2,PLOT.ID,PlantNumber,NumWhorls,cat
F118,8.335,low,S198,Plant7,3,Variable
F118,8.335,low,S198,Plant6,2,Variable
F118,8.335,low,S4,Plant6,2,Variable
F118,8.335,low,S198,Plant1,2,Variable
F118,8.335,low,S198,Plant4,2,Variable
F118,8.335,low,S4,Plant2,2,Variable
F118,8.335,low,S4,Plant5,2,Variable
F118,8.335,low,S4,Plant3,2,Variable
F118,8.335,low,S198,Plant5,2,Variable
F118,8.335,low,S198,Plant3,2,Variable
F118,8.335,low,S4,Plant4,3,Variable
F118,8.335,low,S4,Plant1,3,Variable
GT112,10.715,low,S52,Plant4,1,Variable
GT112,10.715,low,S52,Plant5,2,Variable
GT112,10.715,low,S52,Plant2,1,Variable
GT112,10.715,low,S52,Plant1,2,Variable
GT112,10.715,low,S220,Plant7,1,Variable
GT112,10.715,low,S220,Plant1,2,Variable
GT112,10.715,low,S220,Plant4,2,Variable
GT112,10.715,low,S220,Plant11,0,Variable
GT112,10.715,low,S52,Plant6,1,Variable
GT112,10.715,low,S220,Plant3,2,Variable
GT112,10.715,low,S220,Plant9,1,Variable
GT112,10.715,low,S220,Plant8,1,Variable
GT112,10.715,low,S220,Plant5,2,Variable
GT112,10.715,low,S220,Plant10,2,Variable
GT112,10.715,low,S52,Plant8,1,Variable
GT112,10.715,low,S52,Plant3,1,Variable
GT112,10.715,low,S52,Plant7,1,Variable
GT112,10.715,low,S220,Plant6,2,Variable
GT112,10.715,low,S220,Plant2,2,Variable
LH123Ht,26.92,low,S66,Plant3,1,Variable
LH123Ht,26.92,low,S66,Plant6,2,Variable
LH123Ht,26.92,low,S66,Plant8,2,Variable
LH123Ht,26.92,low,S209,Plant10,2,Variable
LH123Ht,26.92,low,S66,Plant4,2,Variable
LH123Ht,26.92,low,S209,Plant9,2,Variable
LH123Ht,26.92,low,S209,Plant1,1,Variable
LH123Ht,26.92,low,S209,Plant2,2,Variable
LH123Ht,26.92,low,S66,Plant5,2,Variable
LH123Ht,26.92,low,S209,Plant8,2,Variable
LH123Ht,26.92,low,S209,Plant11,1,Variable
LH123Ht,26.92,low,S66,Plant7,1,Variable
LH123Ht,26.92,low,S66,Plant1,1,Variable
LH123Ht,26.92,low,S66,Plant9,2,Variable
LH123Ht,26.92,low,S66,Plant2,2,Variable
LH123Ht,26.92,low,S209,Plant7,2,Variable
LH123Ht,26.92,low,S209,Plant6,2,Variable
LH123Ht,26.92,low,S209,Plant3,1,Variable
LH123Ht,26.92,low,S209,Plant5,1,Variable
LH123Ht,26.92,low,S209,Plant4,0,Variable
LH211,5.88,low,S65,Plant10,1,Variable
LH211,5.88,low,S7,Plant4,2,Variable
LH211,5.88,low,S65,Plant13,2,Variable
LH211,5.88,low,S65,Plant11,2,Variable
LH211,5.88,low,S65,Plant6,2,Variable
LH211,5.88,low,S7,Plant3,1,Variable
LH211,5.88,low,S7,Plant7,1,Variable
LH211,5.88,low,S7,Plant6,2,Variable
LH211,5.88,low,S65,Plant4,2,Variable
LH211,5.88,low,S65,Plant8,2,Variable
LH211,5.88,low,S65,Plant12,2,Variable
LH211,5.88,low,S65,Plant3,3,Variable
LH211,5.88,low,S7,Plant9,2,Variable
LH211,5.88,low,S7,Plant10,1,Variable
LH211,5.88,low,S65,Plant7,2,Variable
LH211,5.88,low,S7,Plant8,2,Variable
LH211,5.88,low,S65,Plant5,1,Variable
LH211,5.88,low,S7,Plant2,2,Variable
LH211,5.88,low,S7,Plant5,1,Variable
LH211,5.88,low,S65,Plant9,2,Variable
LH211,5.88,low,S65,Plant14,2,Variable
LH211,5.88,low,S7,Plant1,1,Variable
LH211,5.88,low,S65,Plant1,2,Variable
LH211,5.88,low,S65,Plant2,2,Variable
M162W,6.665,low,S33,Plant6,3,Variable
M162W,6.665,low,S13,Plant4,1,Variable
M162W,6.665,low,S33,Plant1,2,Variable
M162W,6.665,low,S13,Plant2,1,Variable
M162W,6.665,low,S33,Plant7,2,Variable
M162W,6.665,low,S13,Plant7,1,Variable
M162W,6.665,low,S33,Plant5,1,Variable
M162W,6.665,low,S33,Plant12,3,Variable
M162W,6.665,low,S33,Plant8,2,Variable
M162W,6.665,low,S33,Plant3,2,Variable
M162W,6.665,low,S13,Plant9,2,Variable
M162W,6.665,low,S13,Plant1,2,Variable
M162W,6.665,low,S13,Plant12,2,Variable
M162W,6.665,low,S33,Plant14,2,Variable
M162W,6.665,low,S13,Plant11,2,Variable
M162W,6.665,low,S33,Plant11,3,Variable
M162W,6.665,low,S33,Plant9,3,Variable
M162W,6.665,low,S13,Plant10,1,Variable
M162W,6.665,low,S13,Plant6,1,Variable
M162W,6.665,low,S13,Plant3,1,Variable
M162W,6.665,low,S33,Plant2,2,Variable
M162W,6.665,low,S13,Plant5,1,Variable
M162W,6.665,low,S33,Plant4,2,Variable
M162W,6.665,low,S13,Plant8,1,Variable
M162W,6.665,low,S33,Plant10,3,Variable
M162W,6.665,low,S33,Plant15,2,Variable
M162W,6.665,low,S33,Plant13,3,Variable
NC262,14.285,low,S39,Plant3,1,Variable
NC262,14.285,low,S39,Plant2,1,Variable
NC262,14.285,low,S103,Plant4,1,Variable
NC262,14.285,low,S103,Plant3,2,Variable
NC262,14.285,low,S39,Plant1,2,Variable
NC262,14.285,low,S103,Plant1,1,Variable
NC262,14.285,low,S103,Plant2,2,Variable
NC350,50,average,S217,Plant1,1,Variable
NC350,50,average,S217,Plant2,1,Variable
NC350,50,average,S217,Plant3,1,Variable
NC350,50,average,S72,Plant1,1,Variable
Oh43,4.165,low,S208,Plant2,1,Variable
Oh43,4.165,low,S208,Plant1,2,Variable
Oh43,4.165,low,S224,Plant2,2,Variable
Oh43,4.165,low,S208,Plant8,2,Variable
Oh43,4.165,low,S208,Plant3,2,Variable
Oh43,4.165,low,S224,Plant5,2,Variable
Oh43,4.165,low,S224,Plant9,2,Variable
Oh43,4.165,low,S208,Plant5,1,Variable
Oh43,4.165,low,S208,Plant9,2,Variable
Oh43,4.165,low,S224,Plant7,1,Variable
Oh43,4.165,low,S224,Plant6,1,Variable
Oh43,4.165,low,S224,Plant10,2,Variable
Oh43,4.165,low,S224,Plant1,2,Variable
Oh43,4.165,low,S224,Plant3,1,Variable
Oh43,4.165,low,S208,Plant6,2,Variable
Oh43,4.165,low,S208,Plant4,2,Variable
Oh43,4.165,low,S224,Plant4,2,Variable
Oh43,4.165,low,S224,Plant8,3,Variable
Oh43,4.165,low,S208,Plant10,2,Variable
Oh43,4.165,low,S208,Plant7,2,Variable
P39,50,average,S56,Plant1,1,Variable
P39,50,average,S56,Plant2,0,Variable
P39,50,average,S50,Plant3,1,Variable
P39,50,average,S50,Plant4,1,Variable
P39,50,average,S50,Plant2,1,Variable
P39,50,average,S50,Plant1,1,Variable
PHB47,43.335,average,S31,Plant5,1,Variable
PHB47,43.335,average,S199,Plant8,1,Variable
PHB47,43.335,average,S199,Plant7,1,Variable
PHB47,43.335,average,S31,Plant2,1,Variable
PHB47,43.335,average,S199,Plant2,1,Variable
PHB47,43.335,average,S199,Plant6,1,Variable
PHB47,43.335,average,S31,Plant8,1,Variable
PHB47,43.335,average,S31,Plant1,1,Variable
PHB47,43.335,average,S31,Plant4,1,Variable
PHB47,43.335,average,S199,Plant5,1,Variable
PHB47,43.335,average,S199,Plant4,1,Variable
PHB47,43.335,average,S199,Plant3,1,Variable
PHB47,43.335,average,S31,Plant7,1,Variable
PHB47,43.335,average,S31,Plant6,1,Variable
PHB47,43.335,average,S31,Plant3,1,Variable
PHB47,43.335,average,S199,Plant1,1,Variable
PHT60,8.335,low,S34,Plant7,2,Variable
PHT60,8.335,low,S201,Plant4,1,Variable
PHT60,8.335,low,S201,Plant5,0,Variable
PHT60,8.335,low,S34,Plant4,2,Variable
PHT60,8.335,low,S201,Plant8,1,Variable
PHT60,8.335,low,S34,Plant8,2,Variable
PHT60,8.335,low,S201,Plant6,0,Variable
PHT60,8.335,low,S34,Plant3,1.5,Variable
PHT60,8.335,low,S201,Plant9,1,Variable
PHT60,8.335,low,S201,Plant1,1,Variable
PHT60,8.335,low,S201,Plant2,1,Variable
PHT60,8.335,low,S201,Plant7,1,Variable
PHT60,8.335,low,S34,Plant5,2,Variable
PHT60,8.335,low,S34,Plant1,1,Variable
PHT60,8.335,low,S201,Plant3,1,Variable
PHT60,8.335,low,S34,Plant2,1,Variable
PHT60,8.335,low,S34,Plant6,1,Variable
R78,46.43,average,S169,Plant13,2,Variable
R78,46.43,average,S169,Plant8,1,Variable
R78,46.43,average,S19,Plant4,2,Variable
R78,46.43,average,S169,Plant12,1,Variable
R78,46.43,average,S169,Plant1,1,Variable
R78,46.43,average,S169,Plant2,1,Variable
R78,46.43,average,S169,Plant10,1,Variable
R78,46.43,average,S169,Plant3,1,Variable
R78,46.43,average,S19,Plant2,2,Variable
R78,46.43,average,S169,Plant14,1,Variable
R78,46.43,average,S169,Plant9,1,Variable
R78,46.43,average,S169,Plant11,1,Variable
R78,46.43,average,S19,Plant3,2,Variable
R78,46.43,average,S19,Plant1,2,Variable
R78,46.43,average,S169,Plant7,1,Variable
R78,46.43,average,S169,Plant6,1,Variable
R78,46.43,average,S169,Plant4,1,Variable
R78,46.43,average,S169,Plant5,1,Variable
Shoe Peg,27.775,low,S17,Plant2,2,Variable
Shoe Peg,27.775,low,S57,Plant1,2,Variable
Shoe Peg,27.775,low,S57,Plant3,2,Variable
Shoe Peg,27.775,low,S57,Plant7,1,Variable
Shoe Peg,27.775,low,S57,Plant5,2,Variable
Shoe Peg,27.775,low,S17,Plant5,2,Variable
Shoe Peg,27.775,low,S57,Plant4,1,Variable
Shoe Peg,27.775,low,S57,Plant8,1,Variable
Shoe Peg,27.775,low,S17,Plant4,2,Variable
Shoe Peg,27.775,low,S17,Plant6,1,Variable
Shoe Peg,27.775,low,S57,Plant11,1,Variable
Shoe Peg,27.775,low,S57,Plant6,2,Variable
Shoe Peg,27.775,low,S57,Plant10,1,Variable
Shoe Peg,27.775,low,S17,Plant3,2,Variable
Shoe Peg,27.775,low,S17,Plant7,2,Variable
Shoe Peg,27.775,low,S17,Plant1,3,Variable
Shoe Peg,27.775,low,S57,Plant2,2,Variable
Shoe Peg,27.775,low,S57,Plant9,2,Variable
Tx303,62.5,average,S47,Plant6,1,Variable
Tx303,62.5,average,S47,Plant2,1,Variable
Tx303,62.5,average,S47,Plant5,1,Variable
Tx303,62.5,average,S47,Plant7,1,Variable
Tx303,62.5,average,S171,Plant5,2,Variable
Tx303,62.5,average,S171,Plant1,2,Variable
Tx303,62.5,average,S47,Plant9,2,Variable
Tx303,62.5,average,S171,Plant3,2,Variable
Tx303,62.5,average,S47,Plant4,1,Variable
Tx303,62.5,average,S171,Plant4,1,Variable
Tx303,62.5,average,S171,Plant2,1,Variable
Tx303,62.5,average,S47,Plant8,2,Variable
Tx303,62.5,average,S47,Plant1,2,Variable
Tx303,62.5,average,S47,Plant3,1,Variable
Tzi8,50,average,S40,Plant2,0.5,Variable
Tzi8,50,average,S40,Plant1,1,Variable
W64A,3.125,low,S22,Plant4,2,Variable
W64A,3.125,low,S168,Plant6,1,Variable
W64A,3.125,low,S168,Plant2,1,Variable
W64A,3.125,low,S22,Plant8,2,Variable
W64A,3.125,low,S168,Plant8,1.5,Variable
W64A,3.125,low,S22,Plant5,1,Variable
W64A,3.125,low,S168,Plant4,2,Variable
W64A,3.125,low,S22,Plant1,2,Variable
W64A,3.125,low,S168,Plant5,1,Variable
W64A,3.125,low,S22,Plant2,2,Variable
W64A,3.125,low,S168,Plant7,1.5,Variable
W64A,3.125,low,S168,Plant1,2.5,Variable
W64A,3.125,low,S22,Plant7,2,Variable
W64A,3.125,low,S168,Plant3,2,Variable
W64A,3.125,low,S22,Plant3,1,Variable
W64A,3.125,low,S22,Plant6,2,Variable
