Accession,Flexural.Rigidity..EI....IMU_2018,Flexural.Rigidity..EI....IMU_2019,Ratio..None.All....IMU_2018,Ratio..None.All....IMU_2019,Percent.Lodging,Lodging.Index,Brace.Root.Whorls.in.the.Soil,num_whorls,w1,w2,w3,root_angle,height.cm.,stalk_width.cm,spread_width.cm,single_root_width.cm,root_heightonstalk.cm,stalk_to_rootgrounding.cm
Ms71,4.9200106631,7.31469163473684,0.575169985,0.656734394210526,0,0,1.68421052631579,1.39473684210526,12.5263157894737,2.47368421052632,0.157894736842105,43.46547342,179.684210526316,2.07137911147368,9.95122771942105,0.483322614684211,4.2731542,3.93992430484211
NC262,6.34729414583333,11.9677808923,0.81679139,0.657729847,15.3846153838462,0.307692307692308,2.4,1.2,15.3,3,0,42.513396782,154.7,2.2830271385,8.2503031321,0.4075892843,3.5655995433,2.9836379968
NC350,4.406077653,5.38703249923077,0.72942110375,0.718550981538462,75,0.375,1.61538461538462,1.07692307692308,17.4615384615385,0.461538461538462,0,32.4597124307692,188.846153846154,2.05888252215385,7.72162547038462,0.366350825769231,4.83309387938462,2.83137147515385
Oh43,4.089109048875,10.0249790771739,0.8580778275,0.647454017391304,3.44827586193103,0.0689655172413793,1.63636363636364,1.13636363636364,10.8181818181818,1.27272727272727,0,41.1882987836364,189.227272727273,2.00479743627273,8.36534118886364,0.604493968863636,4.34230156636364,3.18027187731818
Oh7B,6.3880089291,11.2416999634,0.637935404,0.8436699868,94.7368421057895,2.26315789473684,1.33333333333333,1.33333333333333,10.6666666666667,1.22222222222222,0,36.9861670711111,246,2.02945509922222,6.16384315977778,0.545385433444444,2.90276283533333,2.06719403122222
P39,0.693854462666667,1.812888595,0.705878556666667,0.81483424,71.4285714285714,0.714285714285714,1,1,4,0,0,23.12867476,139,2.408957542,8.297941311,0.424195861,6.782893159,2.944491886
PHB47,7.0507149971,8.27255579171429,0.666510754,0.584875503333333,36.0000000002,0.44,1,1.28125,15.1875,0.875,0,39.40022444125,215.75,1.9399335306875,5.5201454253125,0.490885717875,2.4089197445,1.7901059479375
PHHB4,6.53771028628571,9.21851984513044,0.607717432857143,0.454684489130435,0,0,1.95238095238095,2,7.57142857142857,3.76190476190476,0,38.2409683547619,231.857142857143,1.89328510595238,8.51732739619048,0.537639337904762,4.79380892361905,3.31202114557143
PHK46,4.5309344385,7.66286376230769,0.600387633,0.538427456153846,0,0,2.4375,1.4375,16.25,5.6875,0,46.461772438125,209.9375,1.978342028375,11.3316879515,0.433114132,4.4282862269375,4.6766729625
PHR58,6.4163641041,9.44502923590476,0.617585852,0.499977642857143,0,0,1.88888888888889,1.47222222222222,10,5.55555555555556,0,53.3760830777778,243.972222222222,2.18606115,10.2057041631111,0.538112064388889,2.60444325138889,4.00982150711111
PHT60,6.92013295125,6.18599570069231,0.79011945875,0.690150695,7.14285714428572,0.0714285714285714,2,1.3125,13.2916666666667,2.58333333333333,0,34.3345459404167,192.458333333333,1.790515088375,5.79902388320833,0.360326992416667,2.995403640125,2.00425439829167
R78,4.5161350025,7.07421569376,0.69997091125,0.560656658,43.3333333346667,0.5,2.05263157894737,1.39473684210526,12.3157894736842,4.94736842105263,0,38.7084117642105,186.578947368421,2.34725432805263,6.644488548,0.580638021894737,2.72723850642105,2.148617111
R84,3.20255435928571,6.57671893603448,0.528936298571429,0.632023915172414,51.7241379331034,0.827586206896552,1.73913043478261,1.32608695652174,12.7826086956522,2.95652173913043,0,37.3048009556522,200.978260869565,2.0615730543913,6.25363853082609,0.549768153913043,2.86626305904348,2.09603273895652
SA24,7.407633473,15.2549866494091,0.76403426625,0.873117034545455,100,1.52941176470588,1.0952380952381,1,22.1904761904762,0,0,37.0757928109524,184.714285714286,2.4449878837619,5.80119677942857,0.419021184428571,2.13932395742857,1.67810444871429
Shoe Peg,8.015361892,6.81128733466667,0.51276558,0.567827852666667,29.16666666375,0.625,2.375,2,16.625,13.5,0.25,48.6790610375,213.5,2.059208870125,9.862928034625,0.470060841625,3.416657811625,3.90185958275
Tx303,8.338076081625,7.05586128073913,0.59904131625,0.595533406086956,61.2903225806452,1.09677419354839,1.52380952380952,1.26190476190476,11.3333333333333,3.14285714285714,0.142857142857143,44.6051178938095,248.119047619048,1.79228616885714,8.01613327861905,0.437384290714286,3.48088361766667,3.11192355585714
Tzi8,7.76594103178947,13.8232634561961,0.759641819473684,0.696621224313726,100,2,2.08823529411765,1.54411764705882,11.1764705882353,1.85294117647059,0,36.5498951929412,230.588235294118,1.93552747594118,8.25387123797059,0.578573263323529,5.31895237664706,3.15917188188235
Tzi9,13.27728331,7.8870070422,0.754820128,0.619759516,100,0.734375,1.75,1.2,12.4,2.1,0,30.756554013,252.75,2.0802305967,6.02644032245,0.57517214155,3.4542668224,1.97310486375
W64A,3.0465077438,4.01480944161364,0.831153644,0.592962908636364,3.44827586206897,0.0344827586206897,2.35135135135135,1.48648648648649,13.1621621621622,5.94594594594595,0,37.5880794043243,177.5,1.74072925056757,6.17233107289189,0.471550145189189,3.03026852151351,2.21580091194595
