,Plot,Genotype,Experiment,Total.Plants,Number.Lodged,Percent.Lodging,Lodging.Index,Lodged,Lodged2
841,62,Mo17,55 and friends,14,0,0,0,N,0
842,62,Mo17,55 and friends,14,0,0,0,N,0
843,62,Mo17,55 and friends,14,0,0,0,N,0
844,62,Mo17,55 and friends,14,0,0,0,N,0
845,172,Mo17,55 and friends,6,0,0,0,N,0
846,172,Mo17,55 and friends,6,0,0,0,N,0
847,172,Mo17,55 and friends,6,0,0,0,N,0
848,172,Mo17,55 and friends,6,0,0,0,N,0
849,172,Mo17,55 and friends,6,0,0,0,N,0
850,172,Mo17,55 and friends,6,0,0,0,N,0
868,43,Mo18W,55 and friends,18,17,94.44444444,0,N,0
910,1,Ms71,55 and friends,12,0,0,0,N,0
911,1,Ms71,55 and friends,12,0,0,0,N,0
912,1,Ms71,55 and friends,12,0,0,0,N,0
913,1,Ms71,55 and friends,12,0,0,0,N,0
914,1,Ms71,55 and friends,12,0,0,0,N,0
915,1,Ms71,55 and friends,12,0,0,0,N,0
916,1,Ms71,55 and friends,12,0,0,0,N,0
917,1,Ms71,55 and friends,12,0,0,0,N,0
918,1,Ms71,55 and friends,12,0,0,0,N,0
919,1,Ms71,55 and friends,12,0,0,0,N,0
920,1,Ms71,55 and friends,12,0,0,0,N,0
921,1,Ms71,55 and friends,12,0,0,0,N,0
922,74,Ms71,55 and friends,11,0,0,0,N,0
923,74,Ms71,55 and friends,11,0,0,0,N,0
924,74,Ms71,55 and friends,11,0,0,0,N,0
925,74,Ms71,55 and friends,11,0,0,0,N,0
926,74,Ms71,55 and friends,11,0,0,0,N,0
927,74,Ms71,55 and friends,11,0,0,0,N,0
928,74,Ms71,55 and friends,11,0,0,0,N,0
929,74,Ms71,55 and friends,11,0,0,0,N,0
930,74,Ms71,55 and friends,11,0,0,0,N,0
931,74,Ms71,55 and friends,11,0,0,0,N,0
932,74,Ms71,55 and friends,11,0,0,0,N,0
935,39,NC262,55 and friends,7,2,28.57142857,0,N,0
936,39,NC262,55 and friends,7,2,28.57142857,0,N,0
937,39,NC262,55 and friends,7,2,28.57142857,0,N,0
938,39,NC262,55 and friends,7,2,28.57142857,0,N,0
939,39,NC262,55 and friends,7,2,28.57142857,0,N,0
940,103,NC262,55 and friends,6,0,0,0,N,0
941,103,NC262,55 and friends,6,0,0,0,N,0
942,103,NC262,55 and friends,6,0,0,0,N,0
943,103,NC262,55 and friends,6,0,0,0,N,0
944,103,NC262,55 and friends,6,0,0,0,N,0
945,103,NC262,55 and friends,6,0,0,0,N,0
946,72,NC350,55 and friends,1,0,0,0,N,0
954,208,Oh43,55 and friends,12,1,8.333333333,0,N,0
955,208,Oh43,55 and friends,12,1,8.333333333,0,N,0
956,208,Oh43,55 and friends,12,1,8.333333333,0,N,0
957,208,Oh43,55 and friends,12,1,8.333333333,0,N,0
958,208,Oh43,55 and friends,12,1,8.333333333,0,N,0
959,208,Oh43,55 and friends,12,1,8.333333333,0,N,0
960,208,Oh43,55 and friends,12,1,8.333333333,0,N,0
961,208,Oh43,55 and friends,12,1,8.333333333,0,N,0
962,208,Oh43,55 and friends,12,1,8.333333333,0,N,0
963,208,Oh43,55 and friends,12,1,8.333333333,0,N,0
964,208,Oh43,55 and friends,12,1,8.333333333,0,N,0
965,224,Oh43,55 and friends,17,0,0,0,N,0
966,224,Oh43,55 and friends,17,0,0,0,N,0
967,224,Oh43,55 and friends,17,0,0,0,N,0
968,224,Oh43,55 and friends,17,0,0,0,N,0
969,224,Oh43,55 and friends,17,0,0,0,N,0
970,224,Oh43,55 and friends,17,0,0,0,N,0
971,224,Oh43,55 and friends,17,0,0,0,N,0
972,224,Oh43,55 and friends,17,0,0,0,N,0
973,224,Oh43,55 and friends,17,0,0,0,N,0
974,224,Oh43,55 and friends,17,0,0,0,N,0
975,224,Oh43,55 and friends,17,0,0,0,N,0
976,224,Oh43,55 and friends,17,0,0,0,N,0
977,224,Oh43,55 and friends,17,0,0,0,N,0
978,224,Oh43,55 and friends,17,0,0,0,N,0
979,224,Oh43,55 and friends,17,0,0,0,N,0
980,224,Oh43,55 and friends,17,0,0,0,N,0
981,224,Oh43,55 and friends,17,0,0,0,N,0
1000,104,Oh7B,55 and friends,9,8,88.88888889,0,N,0
1006,56,P39,55 and friends,2,0,0,0,N,0
1007,56,P39,55 and friends,2,0,0,0,N,0
1034,31,PHB47,55 and friends,15,1,6.666666667,0,N,0
1035,31,PHB47,55 and friends,15,1,6.666666667,0,N,0
1036,31,PHB47,55 and friends,15,1,6.666666667,0,N,0
1037,31,PHB47,55 and friends,15,1,6.666666667,0,N,0
1038,31,PHB47,55 and friends,15,1,6.666666667,0,N,0
1039,31,PHB47,55 and friends,15,1,6.666666667,0,N,0
1040,31,PHB47,55 and friends,15,1,6.666666667,0,N,0
1041,31,PHB47,55 and friends,15,1,6.666666667,0,N,0
1042,31,PHB47,55 and friends,15,1,6.666666667,0,N,0
1043,31,PHB47,55 and friends,15,1,6.666666667,0,N,0
1044,31,PHB47,55 and friends,15,1,6.666666667,0,N,0
1045,31,PHB47,55 and friends,15,1,6.666666667,0,N,0
1046,31,PHB47,55 and friends,15,1,6.666666667,0,N,0
1047,31,PHB47,55 and friends,15,1,6.666666667,0,N,0
1056,199,PHB47,55 and friends,10,8,80,0,N,0
1057,199,PHB47,55 and friends,10,8,80,0,N,0
1058,26,PHHB4,55 and friends,7,0,0,0,N,0
1059,26,PHHB4,55 and friends,7,0,0,0,N,0
1060,26,PHHB4,55 and friends,7,0,0,0,N,0
1061,26,PHHB4,55 and friends,7,0,0,0,N,0
1062,26,PHHB4,55 and friends,7,0,0,0,N,0
1063,26,PHHB4,55 and friends,7,0,0,0,N,0
1064,26,PHHB4,55 and friends,7,0,0,0,N,0
1065,61,PHHB4,55 and friends,5,0,0,0,N,0
1066,61,PHHB4,55 and friends,5,0,0,0,N,0
1067,61,PHHB4,55 and friends,5,0,0,0,N,0
1068,61,PHHB4,55 and friends,5,0,0,0,N,0
1069,61,PHHB4,55 and friends,5,0,0,0,N,0
1070,139,PHK46,55 and friends,9,0,0,0,N,0
1071,139,PHK46,55 and friends,9,0,0,0,N,0
1072,139,PHK46,55 and friends,9,0,0,0,N,0
1073,139,PHK46,55 and friends,9,0,0,0,N,0
1074,139,PHK46,55 and friends,9,0,0,0,N,0
1075,139,PHK46,55 and friends,9,0,0,0,N,0
1076,139,PHK46,55 and friends,9,0,0,0,N,0
1077,139,PHK46,55 and friends,9,0,0,0,N,0
1078,139,PHK46,55 and friends,9,0,0,0,N,0
1079,207,PHK46,55 and friends,8,0,0,0,N,0
1080,207,PHK46,55 and friends,8,0,0,0,N,0
1081,207,PHK46,55 and friends,8,0,0,0,N,0
1082,207,PHK46,55 and friends,8,0,0,0,N,0
1083,207,PHK46,55 and friends,8,0,0,0,N,0
1084,207,PHK46,55 and friends,8,0,0,0,N,0
1085,207,PHK46,55 and friends,8,0,0,0,N,0
1086,207,PHK46,55 and friends,8,0,0,0,N,0
1087,14,PHR58,55 and friends,16,0,0,0,N,0
1088,14,PHR58,55 and friends,16,0,0,0,N,0
1089,14,PHR58,55 and friends,16,0,0,0,N,0
1090,14,PHR58,55 and friends,16,0,0,0,N,0
1091,14,PHR58,55 and friends,16,0,0,0,N,0
1092,14,PHR58,55 and friends,16,0,0,0,N,0
1093,14,PHR58,55 and friends,16,0,0,0,N,0
1094,14,PHR58,55 and friends,16,0,0,0,N,0
1095,14,PHR58,55 and friends,16,0,0,0,N,0
1096,14,PHR58,55 and friends,16,0,0,0,N,0
1097,14,PHR58,55 and friends,16,0,0,0,N,0
1098,14,PHR58,55 and friends,16,0,0,0,N,0
1099,14,PHR58,55 and friends,16,0,0,0,N,0
1100,14,PHR58,55 and friends,16,0,0,0,N,0
1101,14,PHR58,55 and friends,16,0,0,0,N,0
1102,14,PHR58,55 and friends,16,0,0,0,N,0
1103,38,PHR58,55 and friends,14,0,0,0,N,0
1104,38,PHR58,55 and friends,14,0,0,0,N,0
1105,38,PHR58,55 and friends,14,0,0,0,N,0
1106,38,PHR58,55 and friends,14,0,0,0,N,0
1107,38,PHR58,55 and friends,14,0,0,0,N,0
1108,38,PHR58,55 and friends,14,0,0,0,N,0
1109,38,PHR58,55 and friends,14,0,0,0,N,0
1110,38,PHR58,55 and friends,14,0,0,0,N,0
1111,38,PHR58,55 and friends,14,0,0,0,N,0
1112,38,PHR58,55 and friends,14,0,0,0,N,0
1113,38,PHR58,55 and friends,14,0,0,0,N,0
1114,38,PHR58,55 and friends,14,0,0,0,N,0
1115,38,PHR58,55 and friends,14,0,0,0,N,0
1116,38,PHR58,55 and friends,14,0,0,0,N,0
1117,34,PHT60,55 and friends,16,0,0,0,N,0
1118,34,PHT60,55 and friends,16,0,0,0,N,0
1119,34,PHT60,55 and friends,16,0,0,0,N,0
1120,34,PHT60,55 and friends,16,0,0,0,N,0
1121,34,PHT60,55 and friends,16,0,0,0,N,0
1122,34,PHT60,55 and friends,16,0,0,0,N,0
1123,34,PHT60,55 and friends,16,0,0,0,N,0
1124,34,PHT60,55 and friends,16,0,0,0,N,0
1125,34,PHT60,55 and friends,16,0,0,0,N,0
1126,34,PHT60,55 and friends,16,0,0,0,N,0
1127,34,PHT60,55 and friends,16,0,0,0,N,0
1128,34,PHT60,55 and friends,16,0,0,0,N,0
1129,34,PHT60,55 and friends,16,0,0,0,N,0
1130,34,PHT60,55 and friends,16,0,0,0,N,0
1131,34,PHT60,55 and friends,16,0,0,0,N,0
1132,34,PHT60,55 and friends,16,0,0,0,N,0
1135,201,PHT60,55 and friends,12,2,16.66666667,0,N,0
1136,201,PHT60,55 and friends,12,2,16.66666667,0,N,0
1137,201,PHT60,55 and friends,12,2,16.66666667,0,N,0
1138,201,PHT60,55 and friends,12,2,16.66666667,0,N,0
1139,201,PHT60,55 and friends,12,2,16.66666667,0,N,0
1140,201,PHT60,55 and friends,12,2,16.66666667,0,N,0
1141,201,PHT60,55 and friends,12,2,16.66666667,0,N,0
1142,201,PHT60,55 and friends,12,2,16.66666667,0,N,0
1143,201,PHT60,55 and friends,12,2,16.66666667,0,N,0
1144,201,PHT60,55 and friends,12,2,16.66666667,0,N,0
1174,19,R78,55 and friends,14,13,92.85714286,0,N,0
1175,169,R78,55 and friends,16,0,0,0,N,0
1176,169,R78,55 and friends,16,0,0,0,N,0
1177,169,R78,55 and friends,16,0,0,0,N,0
1178,169,R78,55 and friends,16,0,0,0,N,0
1179,169,R78,55 and friends,16,0,0,0,N,0
1180,169,R78,55 and friends,16,0,0,0,N,0
1181,169,R78,55 and friends,16,0,0,0,N,0
1182,169,R78,55 and friends,16,0,0,0,N,0
1183,169,R78,55 and friends,16,0,0,0,N,0
1184,169,R78,55 and friends,16,0,0,0,N,0
1185,169,R78,55 and friends,16,0,0,0,N,0
1186,169,R78,55 and friends,16,0,0,0,N,0
1187,169,R78,55 and friends,16,0,0,0,N,0
1188,169,R78,55 and friends,16,0,0,0,N,0
1189,169,R78,55 and friends,16,0,0,0,N,0
1190,169,R78,55 and friends,16,0,0,0,N,0
1197,21,R84,55 and friends,15,6,40,0,N,0
1198,21,R84,55 and friends,15,6,40,0,N,0
1199,21,R84,55 and friends,15,6,40,0,N,0
1200,21,R84,55 and friends,15,6,40,0,N,0
1201,21,R84,55 and friends,15,6,40,0,N,0
1202,21,R84,55 and friends,15,6,40,0,N,0
1203,21,R84,55 and friends,15,6,40,0,N,0
1204,21,R84,55 and friends,15,6,40,0,N,0
1205,21,R84,55 and friends,15,6,40,0,N,0
1215,76,R84,55 and friends,14,9,64.28571429,0,N,0
1216,76,R84,55 and friends,14,9,64.28571429,0,N,0
1217,76,R84,55 and friends,14,9,64.28571429,0,N,0
1218,76,R84,55 and friends,14,9,64.28571429,0,N,0
1219,76,R84,55 and friends,14,9,64.28571429,0,N,0
1256,17,Shoe Peg,55 and friends,9,2,22.22222222,0,N,0
1257,17,Shoe Peg,55 and friends,9,2,22.22222222,0,N,0
1258,17,Shoe Peg,55 and friends,9,2,22.22222222,0,N,0
1259,17,Shoe Peg,55 and friends,9,2,22.22222222,0,N,0
1260,17,Shoe Peg,55 and friends,9,2,22.22222222,0,N,0
1261,17,Shoe Peg,55 and friends,9,2,22.22222222,0,N,0
1262,17,Shoe Peg,55 and friends,9,2,22.22222222,0,N,0
1268,57,Shoe Peg,55 and friends,15,5,33.33333333,0,N,0
1269,57,Shoe Peg,55 and friends,15,5,33.33333333,0,N,0
1270,57,Shoe Peg,55 and friends,15,5,33.33333333,0,N,0
1271,57,Shoe Peg,55 and friends,15,5,33.33333333,0,N,0
1272,57,Shoe Peg,55 and friends,15,5,33.33333333,0,N,0
1273,57,Shoe Peg,55 and friends,15,5,33.33333333,0,N,0
1274,57,Shoe Peg,55 and friends,15,5,33.33333333,0,N,0
1275,57,Shoe Peg,55 and friends,15,5,33.33333333,0,N,0
1276,57,Shoe Peg,55 and friends,15,5,33.33333333,0,N,0
1277,57,Shoe Peg,55 and friends,15,5,33.33333333,0,N,0
1297,171,Tx303,55 and friends,16,4,25,0,N,0
1298,171,Tx303,55 and friends,16,4,25,0,N,0
1299,171,Tx303,55 and friends,16,4,25,0,N,0
1300,171,Tx303,55 and friends,16,4,25,0,N,0
1301,171,Tx303,55 and friends,16,4,25,0,N,0
1302,171,Tx303,55 and friends,16,4,25,0,N,0
1303,171,Tx303,55 and friends,16,4,25,0,N,0
1304,171,Tx303,55 and friends,16,4,25,0,N,0
1305,171,Tx303,55 and friends,16,4,25,0,N,0
1306,171,Tx303,55 and friends,16,4,25,0,N,0
1307,171,Tx303,55 and friends,16,4,25,0,N,0
1308,171,Tx303,55 and friends,16,4,25,0,N,0
1349,22,W64A,55 and friends,16,1,6.25,0,N,0
1350,22,W64A,55 and friends,16,1,6.25,0,N,0
1351,22,W64A,55 and friends,16,1,6.25,0,N,0
1352,22,W64A,55 and friends,16,1,6.25,0,N,0
1353,22,W64A,55 and friends,16,1,6.25,0,N,0
1354,22,W64A,55 and friends,16,1,6.25,0,N,0
1355,22,W64A,55 and friends,16,1,6.25,0,N,0
1356,22,W64A,55 and friends,16,1,6.25,0,N,0
1357,22,W64A,55 and friends,16,1,6.25,0,N,0
1358,22,W64A,55 and friends,16,1,6.25,0,N,0
1359,22,W64A,55 and friends,16,1,6.25,0,N,0
1360,22,W64A,55 and friends,16,1,6.25,0,N,0
1361,22,W64A,55 and friends,16,1,6.25,0,N,0
1362,22,W64A,55 and friends,16,1,6.25,0,N,0
1363,22,W64A,55 and friends,16,1,6.25,0,N,0
1364,168,W64A,55 and friends,13,0,0,0,N,0
1365,168,W64A,55 and friends,13,0,0,0,N,0
1366,168,W64A,55 and friends,13,0,0,0,N,0
1367,168,W64A,55 and friends,13,0,0,0,N,0
1368,168,W64A,55 and friends,13,0,0,0,N,0
1369,168,W64A,55 and friends,13,0,0,0,N,0
1370,168,W64A,55 and friends,13,0,0,0,N,0
1371,168,W64A,55 and friends,13,0,0,0,N,0
1372,168,W64A,55 and friends,13,0,0,0,N,0
1373,168,W64A,55 and friends,13,0,0,0,N,0
1374,168,W64A,55 and friends,13,0,0,0,N,0
1375,168,W64A,55 and friends,13,0,0,0,N,0
1376,168,W64A,55 and friends,13,0,0,0,N,0
