,Year,Accession,Plot.ID,PLOT_ID2,PLOT_ID3,Flexural.Rigidity..EI....IMU,cat
98,2019,CML373,1290,3,1,13.74477737,GR
99,2019,CML373,1290,3,1,8.788745126,GR
100,2019,CML373,1290,3,1,11.79332134,GR
101,2019,CML373,1290,3,1,12.31165832,GR
102,2019,CML373,1290,3,1,12.61186895,GR
103,2019,CML373,1290,3,1,7.436670966,GR
104,2019,CML373,1290,3,1,13.08113284,GR
105,2019,CML373,1290,3,1,10.20869205,GR
106,2019,CML373,1290,3,1,3.061537772,GR
107,2019,CML373,1290,3,1,7.879323759,GR
108,2019,CML373,1290,3,1,10.33979674,GR
109,2019,CML373,1290,3,1,14.53834694,GR
110,2019,6M502,1293,3,1,7.827797827,GR
111,2019,6M502,1293,3,1,8.083984972,GR
112,2019,6M502,1293,3,1,4.091916775,GR
113,2019,6M502,1293,3,1,3.197271898,GR
114,2019,6M502,1293,3,1,5.587325848,GR
115,2019,6M502,1293,3,1,7.402758288,GR
116,2019,6M502,1293,3,1,5.853251773,GR
117,2019,6M502,1293,3,1,5.227023967,GR
118,2019,6M502,1293,3,1,5.73531552,GR
119,2019,6M502,1293,3,1,7.14107533,GR
120,2019,6M502,1293,3,1,6.28614983,GR
121,2019,6M502,1293,3,1,5.486319571,GR
122,2019,6M502,1293,3,1,6.450745503,GR
123,2019,CML277,1297,4,2,20.93524748,GR
124,2019,CML277,1297,4,2,14.04070606,GR
125,2019,CML277,1297,4,2,7.392455365,GR
126,2019,CML277,1297,4,2,7.658165327,GR
127,2019,CML277,1297,4,2,13.1271489,GR
128,2019,CML277,1297,4,2,9.106277532,GR
129,2019,CML277,1297,4,2,13.14335761,GR
130,2019,PHHB4,1301,3,1,8.096291846,GR
131,2019,PHHB4,1301,3,1,6.971200364,GR
132,2019,PHHB4,1301,3,1,8.000947967,GR
133,2019,PHHB4,1301,3,1,5.667080093,GR
134,2019,PHHB4,1301,3,1,9.671593077,GR
135,2019,PHHB4,1301,3,1,5.510649051,GR
136,2019,PHHB4,1301,3,1,7.545625623,GR
137,2019,PHHB4,1301,3,1,7.106987723,GR
138,2019,PHHB4,1301,3,1,6.871444584,GR
139,2019,PHHB4,1301,3,1,7.56154486,GR
140,2019,PHHB4,1301,3,1,6.751069431,GR
141,2019,PHHB4,1301,3,1,7.832409158,GR
142,2019,L163,1305,3,1,7.711350675,GR
143,2019,L163,1305,3,1,7.865254456,GR
144,2019,L163,1305,3,1,5.491741268,GR
145,2019,L163,1305,3,1,5.177409326,GR
146,2019,L163,1305,3,1,8.622075806,GR
147,2019,L163,1305,3,1,6.525527733,GR
148,2019,L163,1305,3,1,5.675135411,GR
149,2019,L163,1305,3,1,5.870069744,GR
150,2019,L163,1305,3,1,8.656556515,GR
151,2019,L163,1305,3,1,3.450841404,GR
152,2019,L163,1305,3,1,2.508388609,GR
153,2019,L163,1305,3,1,15.12136175,GR
154,2019,L163,1305,3,1,12.61212078,GR
155,2019,Ki11,1310,3,1,27.69280635,GR
156,2019,Ki11,1310,3,1,30.43349225,GR
157,2019,Ki11,1310,3,1,17.52837705,GR
158,2019,Ki11,1310,3,1,7.92396815,GR
159,2019,Ki11,1310,3,1,26.09765452,GR
160,2019,Ki11,1310,3,1,28.33146961,GR
161,2019,Ki11,1310,3,1,23.95845637,GR
162,2019,Ki11,1310,3,1,24.13698631,GR
163,2019,Ki11,1310,3,1,18.57585737,GR
164,2019,Ki11,1310,3,1,19.44211581,GR
165,2019,A632,1321,4,2,7.664652832,GR
166,2019,A632,1321,4,2,7.394896965,GR
167,2019,A632,1321,4,2,3.48239538,GR
168,2019,A632,1321,4,2,8.095802371,GR
169,2019,A632,1321,4,2,7.660431562,GR
170,2019,A632,1321,4,2,5.708982815,GR
171,2019,A632,1321,4,2,7.60589377,GR
172,2019,A632,1321,4,2,7.290672321,GR
173,2019,A632,1321,4,2,7.563243762,GR
174,2019,Hp301,1322,4,2,8.309186066,GR
175,2019,Hp301,1322,4,2,5.897511222,GR
176,2019,Hp301,1322,4,2,6.739803741,GR
177,2019,Hp301,1322,4,2,7.68062164,GR
178,2019,Hp301,1322,4,2,7.327989332,GR
179,2019,Hp301,1322,4,2,8.087026899,GR
180,2019,Hp301,1322,4,2,5.272212393,GR
181,2019,Hp301,1322,4,2,8.448826863,GR
182,2019,Hp301,1322,4,2,7.267939289,GR
183,2019,Hp301,1322,4,2,7.514298446,GR
184,2019,PHR58,1334,4,2,12.29451489,GR
185,2019,PHR58,1334,4,2,8.377393567,GR
186,2019,PHR58,1334,4,2,10.69395677,GR
187,2019,PHR58,1334,4,2,9.805656315,GR
188,2019,PHR58,1334,4,2,11.71062033,GR
189,2019,PHR58,1334,4,2,8.808384605,GR
190,2019,PHR58,1334,4,2,8.665698,GR
191,2019,PHR58,1334,4,2,6.578408548,GR
192,2019,PHR58,1334,4,2,15.3811254,GR
193,2019,PHR58,1334,4,2,8.495116146,GR
194,2019,6M502,1338,4,2,10.22522775,GR
195,2019,6M502,1338,4,2,9.346388765,GR
196,2019,6M502,1338,4,2,3.556938988,GR
197,2019,6M502,1338,4,2,6.906163075,GR
198,2019,6M502,1338,4,2,7.964049216,GR
199,2019,6M502,1338,4,2,7.596304507,GR
200,2019,6M502,1338,4,2,7.492901387,GR
201,2019,6M502,1338,4,2,7.428062026,GR
202,2019,6M502,1338,4,2,8.319578975,GR
203,2019,6M502,1338,4,2,4.479175631,GR
204,2019,6M502,1338,4,2,6.730711276,GR
205,2019,6M502,1338,4,2,6.753271057,GR
206,2019,6M502,1338,4,2,4.480919728,GR
207,2019,6M502,1338,4,2,3.469055859,GR
208,2019,CML373,1341,4,2,11.34633969,GR
209,2019,CML373,1341,4,2,8.562324904,GR
210,2019,CML373,1341,4,2,10.88362888,GR
211,2019,CML373,1341,4,2,10.51717167,GR
212,2019,CML373,1341,4,2,9.126477125,GR
213,2019,CML373,1341,4,2,7.551065435,GR
214,2019,CML373,1341,4,2,17.63318895,GR
215,2019,CML373,1341,4,2,12.182265,GR
216,2019,CML373,1341,4,2,16.76810239,GR
217,2019,CML373,1341,4,2,12.8349562,GR
218,2019,CML373,1341,4,2,12.59113362,GR
219,2019,Ki11,1344,4,2,20.13502365,GR
220,2019,Ki11,1344,4,2,16.6968146,GR
221,2019,Ki11,1344,4,2,24.43912876,GR
222,2019,Ki11,1344,4,2,17.89495834,GR
223,2019,Ki11,1344,4,2,16.89615134,GR
224,2019,Ki11,1344,4,2,20.65023212,GR
225,2019,Ki11,1344,4,2,17.76491421,GR
226,2019,Ki11,1344,4,2,22.05528359,GR
227,2019,Hp301,1345,5,3,8.770078114,GR
228,2019,Hp301,1345,5,3,4.187783989,GR
229,2019,Hp301,1345,5,3,5.824094509,GR
230,2019,Hp301,1345,5,3,3.399556119,GR
231,2019,Hp301,1345,5,3,6.188387096,GR
232,2019,Hp301,1345,5,3,8.269973352,GR
233,2019,Hp301,1345,5,3,7.477077117,GR
234,2019,Hp301,1345,5,3,6.002544266,GR
235,2019,Hp301,1345,5,3,2.755711197,GR
236,2019,Hp301,1345,5,3,3.222162182,GR
237,2019,PHHB4,1351,4,2,10.05678022,GR
238,2019,PHHB4,1351,4,2,10.07618919,GR
239,2019,PHHB4,1351,4,2,10.44921206,GR
240,2019,PHHB4,1351,4,2,12.33452925,GR
241,2019,PHHB4,1351,4,2,9.364690786,GR
242,2019,PHHB4,1351,4,2,15.01069251,GR
243,2019,PHHB4,1351,4,2,6.449880306,GR
244,2019,PHHB4,1351,4,2,12.01528059,GR
245,2019,PHHB4,1351,4,2,19.72299532,GR
246,2019,PHHB4,1351,4,2,9.320863455,GR
247,2019,PHHB4,1351,4,2,9.637998974,GR
248,2019,L163,1357,4,2,9.41917261,GR
249,2019,L163,1357,4,2,7.502672045,GR
250,2019,L163,1357,4,2,7.464908969,GR
251,2019,L163,1357,4,2,6.026523697,GR
252,2019,L163,1357,4,2,6.831120834,GR
253,2019,L163,1357,4,2,7.672804339,GR
254,2019,L163,1357,4,2,6.694083424,GR
255,2019,L163,1357,4,2,5.829256037,GR
256,2019,L163,1357,4,2,7.294816101,GR
257,2019,L163,1357,4,2,6.802512788,GR
258,2019,L163,1357,4,2,6.871194927,GR
259,2019,L163,1357,4,2,5.73984792,GR
260,2019,L163,1357,4,2,4.933460497,GR
261,2019,L163,1357,4,2,5.563881349,GR
262,2019,L163,1357,4,2,6.659268481,GR
263,2019,L163,1357,4,2,5.108123278,GR
264,2019,PHK46,1372,4,2,5.278413427,GR
265,2019,PHK46,1372,4,2,9.890039333,GR
266,2019,PHK46,1372,4,2,7.528777428,GR
267,2019,PHK46,1372,4,2,7.775241835,GR
268,2019,PHK46,1372,4,2,1.385713264,GR
269,2019,PHK46,1372,4,2,6.965250648,GR
270,2019,PHK46,1372,4,2,8.783577656,GR
271,2019,PHK46,1372,4,2,7.26637062,GR
272,2019,PHK46,1372,4,2,2.716155388,GR
273,2019,PHK46,1372,4,2,7.627440766,GR
274,2019,PHK46,1372,4,2,4.464441513,GR
275,2019,PHK46,1372,4,2,1.507374836,GR
276,2019,PHK46,1372,4,2,6.290151353,GR
277,2019,Ki3,1375,4,2,13.02521027,GR
278,2019,Ki3,1375,4,2,9.406009836,GR
279,2019,Ki3,1375,4,2,15.12337406,GR
280,2019,Ki3,1375,4,2,14.68032999,GR
281,2019,CML228,1376,3,2,22.35437836,GR
282,2019,CML228,1376,3,2,27.22278452,GR
283,2019,CML228,1376,3,2,24.94278454,GR
284,2019,CML228,1376,3,2,8.704234968,GR
285,2019,CML228,1376,3,2,21.02573007,GR
286,2019,CML228,1376,3,2,12.33260363,GR
287,2019,CML228,1376,3,2,13.63840082,GR
288,2019,CML228,1376,3,2,17.39918497,GR
289,2019,CML228,1376,3,2,21.03302143,GR
290,2019,CML228,1376,3,2,26.81198582,GR
291,2019,B104,1379,4,2,28.55140528,GR
292,2019,B104,1379,4,2,13.35971816,GR
293,2019,B104,1379,4,2,16.94793536,GR
294,2019,B104,1379,4,2,21.24435056,GR
295,2019,B104,1379,4,2,29.54023176,GR
296,2019,B104,1379,4,2,15.71237082,GR
297,2019,B104,1379,4,2,23.21569992,GR
298,2019,B104,1379,4,2,18.433351,GR
299,2019,B104,1379,4,2,22.86923477,GR
300,2019,B104,1379,4,2,22.33100665,GR
301,2019,B104,1379,4,2,23.06920721,GR
302,2019,B104,1379,4,2,6.949940486,GR
303,2019,B104,1379,4,2,18.07592718,GR
304,2019,B104,1379,4,2,21.94025646,GR
305,2019,CML277,1386,5,3,10.46497233,GR
306,2019,CML277,1386,5,3,20.09982636,GR
307,2019,CML277,1386,5,3,14.16631891,GR
308,2019,CML277,1386,5,3,10.00671465,GR
309,2019,CML277,1386,5,3,20.69868096,GR
310,2019,CML277,1386,5,3,13.10606509,GR
311,2019,CML277,1386,5,3,13.42840426,GR
312,2019,CML277,1390,6,4,16.19476838,GR
313,2019,CML277,1390,6,4,15.90942805,GR
314,2019,CML277,1390,6,4,9.60223161,GR
315,2019,CML277,1390,6,4,9.862807552,GR
316,2019,CML277,1390,6,4,6.333202799,GR
317,2019,CML277,1390,6,4,5.538756139,GR
318,2019,CML277,1390,6,4,5.700961759,GR
319,2019,CML277,1390,6,4,13.1292478,GR
320,2019,CML277,1390,6,4,11.09051389,GR
321,2019,CML277,1390,6,4,15.04425384,GR
322,2019,CML277,1390,6,4,19.05848292,GR
323,2019,A632,1392,5,3,13.53314887,GR
324,2019,A632,1392,5,3,11.06578209,GR
325,2019,A632,1392,5,3,10.27722724,GR
326,2019,A632,1392,5,3,9.969802762,GR
327,2019,A632,1392,5,3,11.92635863,GR
328,2019,Hp301,1393,6,4,9.089520501,GR
329,2019,Hp301,1393,6,4,7.968634752,GR
330,2019,Hp301,1393,6,4,6.807805598,GR
331,2019,Hp301,1393,6,4,7.163990979,GR
332,2019,Hp301,1393,6,4,6.629433112,GR
333,2019,Hp301,1393,6,4,9.688021729,GR
334,2019,Hp301,1393,6,4,8.41102181,GR
335,2019,Hp301,1393,6,4,7.653930863,GR
336,2019,Hp301,1393,6,4,9.095248959,GR
337,2019,A632,1395,6,4,4.024487126,GR
338,2019,A632,1395,6,4,8.470506801,GR
339,2019,A632,1395,6,4,10.07444602,GR
340,2019,A632,1395,6,4,5.987457757,GR
341,2019,A632,1395,6,4,9.824294317,GR
342,2019,A632,1395,6,4,12.65337578,GR
343,2019,Mo17,1396,4,2,9.205721334,GR
344,2019,Mo17,1396,4,2,6.306670296,GR
345,2019,Mo17,1396,4,2,6.506771382,GR
346,2019,Ms71,1398,4,2,9.804647847,GR
347,2019,Ms71,1398,4,2,7.866953088,GR
348,2019,Ms71,1398,4,2,5.611372125,GR
349,2019,Ms71,1398,4,2,5.038179798,GR
350,2019,Ms71,1398,4,2,4.814437351,GR
351,2019,Ms71,1398,4,2,4.089847061,GR
352,2019,Ms71,1398,4,2,5.93462134,GR
353,2019,Ms71,1398,4,2,4.482350291,GR
354,2019,Ms71,1398,4,2,5.460358131,GR
355,2019,Ms71,1398,4,2,5.813273712,GR
356,2019,Ms71,1398,4,2,8.896469882,GR
357,2018,PHHB4,2307,1,1,4.139581222,GR
358,2018,PHHB4,2307,1,1,9.767732118,GR
359,2018,PHHB4,2307,1,1,6.260516961,GR
360,2018,PHHB4,2307,1,1,9.437420104,GR
361,2018,PHHB4,2307,1,1,3.83349543,GR
362,2018,CML277,2310,1,1,7.133969462,GR
363,2018,CML277,2310,1,1,6.322183358,GR
364,2018,CML277,2310,1,1,7.830425917,GR
365,2018,CML277,2310,1,1,13.818285,GR
366,2018,CML277,2310,1,1,7.327373267,GR
367,2018,CML322,2314,1,1,14.81459779,GR
368,2018,CML322,2314,1,1,11.5228575,GR
369,2018,CML322,2314,1,1,14.70996712,GR
370,2018,CML322,2314,1,1,9.642082654,GR
371,2018,CML322,2314,1,1,11.54166354,GR
372,2018,CML277,2315,2,2,7.698746704,GR
373,2018,CML277,2315,2,2,9.5840327,GR
374,2018,CML277,2315,2,2,10.46593414,GR
375,2018,CML277,2315,2,2,7.081142623,GR
376,2018,CML277,2315,2,2,12.71832161,GR
377,2018,A632,2318,1,1,3.772907328,GR
378,2018,A632,2318,1,1,4.636589975,GR
379,2018,A632,2318,1,1,6.725342357,GR
380,2018,A632,2318,1,1,4.228737846,GR
381,2018,Ki11,2322,1,1,16.30395083,GR
382,2018,Ki11,2322,1,1,9.750440051,GR
383,2018,Ki11,2322,1,1,5.775140856,GR
384,2018,Ki11,2322,1,1,13.1669829,GR
385,2018,Ki11,2322,1,1,24.02647828,GR
386,2018,L163,2323,1,1,4.144752117,GR
387,2018,L163,2323,1,1,4.265931335,GR
388,2018,L163,2323,1,1,11.73727355,GR
389,2018,L163,2323,1,1,9.595022475,GR
390,2018,L163,2323,1,1,9.300464544,GR
391,2018,Ms71,2326,1,1,7.7060435,GR
392,2018,Ms71,2326,1,1,6.323167988,GR
393,2018,Ms71,2326,1,1,5.638916128,GR
394,2018,Ms71,2326,1,1,5.150081251,GR
395,2018,Ms71,2326,1,1,2.404060679,GR
396,2018,Hp301,2347,1,1,4.19455066,GR
397,2018,Hp301,2347,1,1,3.176969946,GR
398,2018,Hp301,2347,1,1,4.250786534,GR
399,2018,Hp301,2347,1,1,5.413183283,GR
400,2018,Hp301,2347,1,1,4.571848027,GR
401,2018,CML373,2358,1,1,18.36282404,GR
402,2018,CML373,2358,1,1,7.772112735,GR
403,2018,CML373,2358,1,1,8.444674022,GR
404,2018,CML373,2358,1,1,7.919346507,GR
405,2018,CML373,2358,1,1,6.621660508,GR
406,2018,Mo17,2360,1,1,6.415058984,GR
407,2018,Mo17,2360,1,1,3.751007425,GR
408,2018,Mo17,2360,1,1,1.854592534,GR
409,2018,Mo17,2360,1,1,2.609348276,GR
410,2018,Mo17,2360,1,1,2.446056707,GR
411,2018,Ki3,2365,1,1,12.04188846,GR
412,2018,Ki3,2365,1,1,8.159012017,GR
413,2018,Ki3,2365,1,1,4.852495977,GR
414,2018,Ki3,2365,1,1,11.3824779,GR
415,2018,Ki3,2365,1,1,7.288639412,GR
416,2018,6M502,2366,1,1,5.808424992,GR
417,2018,6M502,2366,1,1,4.976260206,GR
418,2018,6M502,2366,1,1,4.54726314,GR
419,2018,6M502,2366,1,1,4.602827375,GR
420,2018,6M502,2366,1,1,5.017854909,GR
421,2018,B104,2369,1,1,9.074613944,GR
422,2018,B104,2369,1,1,6.904553896,GR
423,2018,CML228,2372,1,1,4.825105773,GR
424,2018,CML228,2372,1,1,1.91316626,GR
425,2018,CML228,2372,1,1,17.89837504,GR
426,2018,PHK46,2376,1,1,1.621756338,GR
427,2018,PHK46,2376,1,1,1.916995292,GR
428,2018,PHK46,2376,1,1,2.33594603,GR
429,2018,PHK46,2376,1,1,4.909381198,GR
430,2018,PHK46,2376,1,1,4.763126176,GR
431,2018,PHR58,2377,1,1,4.223623653,GR
432,2018,PHR58,2377,1,1,4.085028644,GR
433,2018,PHR58,2377,1,1,4.460101099,GR
434,2018,PHR58,2377,1,1,6.341062269,GR
435,2018,PHR58,2377,1,1,5.032100854,GR
436,2018,A632,2384,2,2,4.034059078,GR
437,2018,A632,2384,2,2,2.757594326,GR
438,2018,A632,2384,2,2,2.902157479,GR
439,2018,Hp301,2385,2,2,4.50177614,GR
440,2018,Hp301,2385,2,2,5.537375969,GR
441,2018,Hp301,2385,2,2,2.785247031,GR
442,2018,L163,2386,2,2,4.167205607,GR
443,2018,L163,2386,2,2,4.410031595,GR
444,2018,L163,2386,2,2,7.484112887,GR
445,2018,Mo17,2397,2,2,8.25306454,GR
446,2018,Mo17,2397,2,2,5.151882014,GR
447,2018,Mo17,2397,2,2,3.550293175,GR
448,2018,Ki3,2403,2,2,10.50621038,GR
449,2018,Ki3,2403,2,2,5.094737357,GR
450,2018,Ki3,2403,2,2,8.814729451,GR
451,2018,B104,2405,2,2,5.494980687,GR
452,2018,B104,2405,2,2,9.949097492,GR
453,2018,B104,2405,2,2,5.997009489,GR
454,2018,PHHB4,2414,2,2,8.608541416,GR
455,2018,PHHB4,2414,2,2,3.50158093,GR
456,2018,PHHB4,2414,2,2,4.354685045,GR
457,2018,CML373,2423,2,2,8.42898258,GR
458,2018,CML373,2423,2,2,10.85553237,GR
459,2018,CML373,2423,2,2,32.72450848,GR
460,2018,CML373,2423,2,2,18.10150693,GR
461,2018,CML373,2423,2,2,5.428581744,GR
462,2018,6M502,2428,2,2,3.888124448,GR
463,2018,6M502,2428,2,2,3.894396514,GR
464,2018,6M502,2428,2,2,2.531802446,GR
465,2018,6M502,2428,2,2,3.681829397,GR
466,2018,6M502,2428,2,2,4.586246644,GR
467,2018,Ki11,2429,2,2,19.86074308,GR
468,2018,Ki11,2429,2,2,10.05205402,GR
469,2018,Ki11,2429,2,2,15.94195758,GR
470,2018,Ki11,2429,2,2,15.0365926,GR
471,2018,Ki11,2429,2,2,15.45883685,GR
472,2018,CML322,2431,2,2,13.65124431,GR
473,2018,CML322,2431,2,2,6.633490359,GR
474,2018,CML322,2431,2,2,8.970981605,GR
475,2018,CML322,2431,2,2,14.61361207,GR
476,2018,CML322,2431,2,2,9.394649825,GR
477,2018,Ms71,2442,2,2,4.602204223,GR
478,2018,Ms71,2442,2,2,3.162885045,GR
479,2018,Ms71,2442,2,2,3.62665304,GR
480,2018,Ms71,2442,2,2,4.840008695,GR
481,2018,Ms71,2442,2,2,5.746086082,GR
482,2018,PHK46,2443,2,2,6.271058881,GR
483,2018,PHK46,2443,2,2,5.521810732,GR
484,2018,PHK46,2443,2,2,6.448496212,GR
485,2018,PHK46,2443,2,2,5.985384941,GR
486,2018,PHK46,2443,2,2,5.535388585,GR
487,2018,PHR58,2449,2,2,9.429679254,GR
488,2018,PHR58,2449,2,2,6.595429575,GR
489,2018,PHR58,2449,2,2,6.484066453,GR
490,2018,PHR58,2449,2,2,8.803263272,GR
491,2018,PHR58,2449,2,2,8.709285968,GR
492,2019,LH252,1261,3,1,6.425126799,GS
493,2019,LH252,1261,3,1,9.806405173,GS
494,2019,LH252,1261,3,1,10.79187341,GS
495,2019,LH252,1261,3,1,7.828997083,GS
496,2019,LH252,1261,3,1,7.716554827,GS
497,2019,R84,1280,3,1,10.51688331,GS
498,2019,R84,1280,3,1,10.35975175,GS
499,2019,R84,1280,3,1,4.227350248,GS
500,2019,R84,1280,3,1,7.342545061,GS
501,2019,R84,1280,3,1,7.968842589,GS
502,2019,R84,1280,3,1,5.296411884,GS
503,2019,R84,1280,3,1,8.386130398,GS
504,2019,R84,1280,3,1,7.891683019,GS
505,2019,R84,1280,3,1,11.83920764,GS
506,2019,R84,1280,3,1,12.91318574,GS
507,2019,R84,1280,3,1,16.45603289,GS
508,2019,R84,1280,3,1,8.032275774,GS
509,2019,R84,1280,3,1,8.832165173,GS
510,2019,R84,1280,3,1,8.92984361,GS
511,2019,SA24,1285,3,1,17.23709181,GS
512,2019,SA24,1285,3,1,19.3030056,GS
513,2019,SA24,1285,3,1,21.52086608,GS
514,2019,SA24,1285,3,1,14.66231572,GS
515,2019,SA24,1285,3,1,15.73738233,GS
516,2019,SA24,1285,3,1,17.47320395,GS
517,2019,SA24,1285,3,1,11.23831845,GS
518,2019,SA24,1285,3,1,16.38509096,GS
519,2019,SA24,1285,3,1,11.39176453,GS
520,2019,SA24,1285,3,1,14.5695793,GS
521,2019,SA24,1285,3,1,12.34867769,GS
522,2019,SA24,1285,3,1,6.521899477,GS
523,2019,Ky21,1286,3,1,6.745822986,GS
524,2019,Ky21,1286,3,1,2.814660811,GS
525,2019,Ky21,1286,3,1,3.374885914,GS
526,2019,Ky21,1286,3,1,8.181865504,GS
527,2019,Ky21,1286,3,1,6.056799476,GS
528,2019,Ky21,1286,3,1,6.471283271,GS
529,2019,Ky21,1286,3,1,4.293419528,GS
530,2019,2369,1287,2,1,11.88490327,GS
531,2019,2369,1287,2,1,14.43202676,GS
532,2019,2369,1287,2,1,6.168776584,GS
533,2019,2369,1287,2,1,13.41425608,GS
534,2019,2369,1287,2,1,14.77130846,GS
535,2019,2369,1287,2,1,23.22696652,GS
536,2019,2369,1287,2,1,12.03393135,GS
537,2019,2369,1287,2,1,13.87341589,GS
538,2019,2369,1287,2,1,11.87823502,GS
539,2019,2369,1287,2,1,9.182720732,GS
540,2019,2369,1287,2,1,10.36498982,GS
541,2019,2369,1287,2,1,13.71041694,GS
542,2019,2369,1287,2,1,8.795204005,GS
543,2019,2369,1287,2,1,11.82786327,GS
544,2019,2369,1287,2,1,9.638859943,GS
545,2019,2369,1287,2,1,11.34053373,GS
546,2019,Mo18W,1294,3,1,23.84980581,GS
547,2019,Mo18W,1294,3,1,21.79639297,GS
548,2019,Mo18W,1294,3,1,25.68968331,GS
549,2019,Mo18W,1294,3,1,19.40742472,GS
550,2019,Mo18W,1294,3,1,22.37284728,GS
