Plant ID,  Pixels/Label Height,  W1 roots,  W2 roots,  W3 roots,  W4 roots,    Left root Width,  Stalk Width,  Root Height Left,  Root Len Left,  Root ht Right,    Root Len Right
1292_1A,          85.024,                5,          10,          ,          ,          33.615,           118.828,          354.0,          277.0,         311.0,         183.0
1292_1B,          89.09,                6,          8,          ,          ,          35.384,           118.038,          361.0,          162.0,         360.0,         217.0
1292_2A,          73.007,                7,          9,          ,          ,          34.0,           152.082,          516.0,          218.0,         502.0,         179.0
1292_2B,          68.066,                10,          ,          ,          ,          36.235,           142.594,          196.0,          205.0,         159.0,         169.0
1292_3A,          78.102,                8,          ,          ,          ,          30.61,           121.0,          171.0,          233.0,         159.0,         177.0
1292_3B,          96.519,                7,          ,          ,          ,          26.077,           157.318,          194.0,          229.0,         176.0,         209.0
1292_4A,          82.152,                7,          ,          ,          ,          29.428,           127.004,          97.0,          145.0,         143.0,         176.0
1292_4B,          82.024,                10,          11,          ,          ,          33.302,           129.139,          487.0,          224.0,         493.0,         234.0
1292_5A,          83.15,                7,          ,          ,          ,          30.529,           137.179,          196.0,          198.0,         159.0,         177.0
1292_5B,          82.492,                7,          ,          ,          ,          26.926,           140.032,          197.0,          176.0,         175.0,         202.0
1292_6A,          75.166,                6,          8,          ,          ,          25.632,           129.097,          333.0,          190.0,         313.0,         139.0
1292_6B,          90.05,                5,          8,          ,          ,          24.207,           135.724,          329.0,          187.0,         350.0,         223.0
1292_7A,          85.147,                6,          ,          ,          ,          11.402,           88.051,          215.0,          131.0,         190.0,         128.0
1292_7B,          109.018,                4,          ,          ,          ,          26.401,           109.041,          169.0,          145.0,         149.0,         124.0
1292_8A,          84.054,                5,          7,          ,          ,          20.616,           154.0,          394.0,          201.0,         370.0,         206.0
1292_8B,          74.169,                6,          6,          ,          ,          23.345,           142.688,          423.0,          191.0,         408.0,         175.0
1292_9A,          85.147,                8,          ,          ,          ,          39.395,           162.012,          266.0,          247.0,         277.0,         288.0
1292_9B,          88.091,                9,          ,          ,          ,          37.696,           161.0,          267.0,          323.0,         289.0,         281.0
1292_10A,          88.051,                7,          9,          ,          ,          30.0,           136.235,          376.0,          209.0,         339.0,         166.0
1292_10B,          84.054,                7,          9,          ,          ,          23.854,           119.331,          391.0,          220.0,         381.0,         189.0
1292_11A,          96.876,                7,          10,          ,          ,          37.483,           145.169,          338.0,          343.0,         342.0,         289.0
1292_11B,          75.007,                5,          9,          ,          ,          26.627,           118.089,          315.0,          263.0,         312.0,         321.0
1292_12A,          77.647,                9,          ,          ,          ,          31.241,           145.055,          202.0,          165.0,         207.0,         172.0
1292_12B,          65.192,                8,          ,          ,          ,          29.069,           129.557,          250.0,          183.0,         186.0,         185.0
1292_13A,          79.006,                10,          ,          ,          ,          28.425,           145.344,          320.0,          187.0,         271.0,         109.0
1292_13B,          84.38,                6,          9,          ,          ,          20.0,           140.089,          327.0,          134.0,         323.0,         216.0
1292_14A,          82.024,                6,          ,          ,          ,          33.287,           137.295,          209.0,          208.0,         212.0,         218.0
1292_14B,          77.104,                9,          ,          ,          ,          14.765,           129.314,          217.0,          168.0,         207.0,         212.0
1293_1A,          67.186,                10,          ,          ,          ,          18.682,           184.459,          232.0,          238.0,         179.0,         215.0
1293_1B,          68.118,                12,          ,          ,          ,          15.811,           177.003,          203.0,          248.0,         210.0,         194.0
1293_2A,          69.116,                11,          ,          ,          ,          22.672,           153.264,          247.0,          173.0,         241.0,         212.0
1293_2B,          83.385,                8,          ,          ,          ,          22.847,           190.074,          235.0,          209.0,         219.0,         237.0
1293_3A,          70.029,                5,          ,          ,          ,          26.401,           114.856,          82.0,          123.0,         78.0,         137.0
1293_3B,          73.437,                5,          ,          ,          ,          22.825,           135.636,          112.0,          136.0,         82.0,         131.0
1293_4A,          100.245,                5,          ,          ,          ,          22.672,           120.067,          46.0,          66.0,         75.0,         108.0
1293_4B,          68.118,                4,          4,          ,          ,          14.213,           85.006,          195.0,          83.0,         179.0,         62.0
1293_5A,          78.026,                4,          8,          ,          ,          18.788,           113.217,          217.0,          147.0,         199.0,         154.0
1293_6A,          72.007,                9,          7,          ,          ,          13.454,           119.017,          260.0,          249.0,         241.0,         142.0
1293_6B,          82.298,                9,          ,          ,          ,          23.431,           124.403,          130.0,          178.0,         125.0,         212.0
1293_7A,          77.0,                8,          9,          ,          ,          22.204,           137.091,          257.0,          186.0,         224.0,         198.0
1293_7B,          73.171,                9,          9,          ,          ,          14.318,           138.13,          297.0,          165.0,         249.0,         194.0
