Plant ID,  Pixels/Label Height,  W1 roots,  W2 roots,  W3 roots,  W4 roots,    Left root Width,  Stalk Width,  Root Height Left,  Root Len Left,  Root ht Right,    Root Len Right
1355_1B,          36.497,                8,          ,          ,          ,          12.649,           60.299,          186.0,          79.0,         112.0,         56.0
1357_1B,          38.0,                4,          7,          ,          ,          15.232,           66.491,          74.0,          44.0,         67.0,         88.0
1356_1A,          39.0,                7,          ,          ,          ,          12.806,           70.0,          58.0,          49.0,         52.0,         79.0
1358_1B,          35.0,                8,          ,          ,          ,          19.799,           69.642,          105.0,          64.0,         86.0,         48.0
1357_1A,          40.0,                4,          7,          ,          ,          15.62,           52.345,          76.0,          69.0,         112.0,         36.0
1358_1A,          32.249,                9,          ,          ,          ,          4.472,           53.339,          92.0,          58.0,         84.0,         30.0
1355_1A,          34.0,                5,          ,          ,          ,          21.26,           59.135,          72.0,          84.0,         137.0,         53.0
1356_1B,          38.053,                6,          ,          ,          ,          16.125,           67.476,          70.0,          54.0,         58.0,         66.0
1358_2A,          44.181,                7,          ,          ,          ,          16.492,           52.345,          84.0,          71.0,         98.0,         72.0
1356_2B,          28.284,                5,          ,          ,          ,          19.416,           52.0,          43.0,          55.0,         39.0,         46.0
1355_2A,          34.0,                5,          4,          ,          ,          18.0,           49.366,          54.0,          30.0,         36.0,         46.0
1357_2B,          45.0,                7,          ,          ,          ,          10.198,           66.272,          79.0,          51.0,         81.0,         54.0
1357_2A,          30.067,                5,          ,          ,          ,          16.125,           58.0,          77.0,          61.0,         59.0,         44.0
1356_2A,          46.043,                8,          ,          ,          ,          12.649,           67.119,          74.0,          50.0,         56.0,         54.0
1357_3A,          36.674,                6,          ,          ,          ,          10.77,           57.871,          69.0,          56.0,         50.0,         45.0
1358_3A,          34.0,                5,          3,          ,          ,          13.416,           55.326,          46.0,          36.0,         48.0,         57.0
1355_3B,          50.0,                5,          ,          ,          ,          14.422,           61.188,          100.0,          85.0,         110.0,         54.0
1355_3A,          34.059,                8,          ,          ,          ,          8.246,           44.721,          60.0,          48.0,         80.0,         38.0
1357_3B,          43.0,                6,          ,          ,          ,          16.125,           68.0,          77.0,          62.0,         69.0,         43.0
1358_3B,          47.381,                4,          4,          ,          ,          38.833,           16.155,          63.561,          48.0,         73.0,         50.0
1358_4B,          414.483,                5,          ,          ,          ,          410.06,           422.734,          68.0,          50.0,         84.0,         59.0
1357_4A,          539.179,                6,          ,          ,          ,          459.657,           462.433,          57.0,          59.0,         75.0,         58.0
1356_4B,          38.0,                5,          ,          ,          ,          14.422,           66.0,          57.0,          123.0,         71.0,         115.0
1357_4B,          37.0,                8,          ,          ,          ,          19.0,           67.0,          75.0,          54.0,         57.0,         58.0
1358_4A,          39.115,                4,          5,          ,          ,          14.56,           49.366,          51.0,          62.0,         24.0,         70.0
1356_4A,          35.057,                7,          ,          ,          ,          15.62,           62.514,          73.0,          56.0,         69.0,         47.0
