plantid,stalk_width,leftmost_single_root_width,num_whorls,w1,w2,w3,w4,root_heightonstalk_left,stalk_to_leftmost_rootgrounding,root_angledeg_left,root_heightonstalk_right,stalk_to_rightmost_rootgrounding,root_angledeg_right,spread_width
1259_11B,0.7947805547089302,0.13988113380067052,2,5.0,8.0,0.0,0.0,1.866808899725693,1.16580310880829,31.984357234894105,1.8820481560499847,1.1353245961597074,31.100012587964375,3.0959082596769276
1259_12A,1.066360655737705,0.15113934426229508,2,7.0,11.0,0.0,0.0,2.2049180327868854,1.5901639344262295,35.79875033972886,2.016393442622951,1.5901639344262295,38.25994390205305,4.246688524590164
1259_12B,1.013459123087463,0.1841673327243663,2,7.0,9.0,0.0,0.0,2.062400091345056,1.4629481616807491,35.349700187188084,1.9624914364010049,1.627083809088833,39.66181854207492,4.103491093857045
1260_01A,0.9434706616729088,0.16394506866416977,2,5.0,11.0,0.0,0.0,1.7062005826050768,3.104452767374115,61.206899240359476,1.43986683312526,1.714523512276321,49.976264214306994,5.762446941323345
1260_01B,0.9787986240869713,0.1826588245286224,2,5.0,3.0,0.0,0.0,1.645574995753355,2.2082554781722443,53.30680427508615,1.5606420927467302,2.102089349413963,53.408911732600714,5.289143451673178
1260_02A,0.961781995297279,0.23348169297950958,2,4.0,7.0,0.0,0.0,1.8223043332213638,2.5780987571380583,54.745786955294896,1.6795431642593215,2.5193147463889822,56.309932474020215,6.0591954988243195
1260_02B,0.8696619291200827,0.1827148974457237,2,3.0,5.0,0.0,0.0,1.8827998733692122,2.216038789009781,49.64797069138704,1.5079060932735726,2.5992635419964345,59.880770587389925,5.684964260126298
1260_03A,0.8834916666666667,0.1618,2,1.0,9.0,0.0,0.0,1.1333333333333333,2.808333333333333,68.02292694699449,0.9583333333333334,1.3583333333333334,54.79620991747452,5.050158333333333
1260_03B,0.7310667220248803,0.15850901877566081,1,8.0,0.0,0.0,0.0,0.9380141778536389,1.2686257323430363,53.52100316677918,0.7842413618120587,1.5454168012178804,63.09390654406316,3.545109255585797
1260_04A,0.7821571410140626,0.2035140627015869,2,3.0,9.0,0.0,0.0,1.2417752548058314,1.556250806347568,51.4126721367385,1.024061411430783,1.3224100116114048,52.24614889467021,3.660817958973035
1260_04B,0.7626960734491988,0.17624589219771658,2,3.0,7.0,0.0,0.0,1.346681573330623,1.888742080834773,54.510960379290616,1.1857573601653284,1.3043330961818613,47.72631099390627,3.9557712504658333
1260_05A,0.7750727954917498,0.1619681583102754,2,3.0,8.0,0.0,0.0,1.0213098842515465,2.028133103478248,63.271480565999184,0.9561198916397456,1.6804531428819771,60.36161631184865,4.483659041851975
1260_05B,0.8869020971796548,0.1895984710217294,2,1.0,8.0,0.0,0.0,1.2827576707186885,2.143668859120493,59.103968944083114,1.1277936568063638,2.169496194772547,62.53272766139185,5.200067151072695
1260_06A,0.8363436482084691,0.17859934853420195,2,7.0,5.0,0.0,0.0,1.701954397394137,2.5407166123778504,56.18298486894841,1.6775244299674268,2.288273615635179,53.75500283948135,5.665333876221499
1260_06B,0.9127794454538272,0.21925112568133343,2,6.0,6.0,0.0,0.0,1.9255075440398135,2.3501066434947466,50.671286640455534,1.9551307370250413,1.9452563393632987,44.85494770352838,5.208142428311873
1260_07A,0.8901666666666667,0.1476269841269841,2,2.0,3.0,0.0,0.0,0.8492063492063492,2.087301587301587,67.8613399836937,0.9285714285714285,1.7142857142857142,61.55707137563665,4.691753968253968
1260_07B,0.9090213929721658,0.1730419762860073,2,4.0,7.0,0.0,0.0,1.1155292466579103,2.0601306248763023,61.56513212115369,1.259468504291189,1.7722521096097446,54.60011842987869,4.741404127458213
1260_08A,0.7540226528761775,0.20037959704313885,2,8.0,1.0,0.0,0.0,0.47641734159123394,1.3293580660529591,70.28325966469518,0.39189168421214404,1.2217799566613903,72.21611155730749,3.305160675590527
1260_08B,0.8417725957745245,0.21329885158236173,1,5.0,0.0,0.0,0.0,0.5610589988603489,1.805908652581748,72.74104570709594,0.4821600771456124,1.6831769965810468,74.01519847976542,4.330858244937319
1260_09A,0.7733408323959505,0.17185351831021123,1,8.0,0.0,0.0,0.0,0.25778027746531684,1.1795400574928134,77.6722292886831,0.24215723034620673,0.9295713035870516,75.39872771416607,2.8824521934758156
1260_09B,0.8036557377049182,0.1687786885245902,1,7.0,0.0,0.0,0.0,0.39344262295081966,0.9426229508196722,67.34476729132021,0.3524590163934426,1.180327868852459,73.37379049957005,2.9266065573770494
1260_10A,0.9565380074168924,0.2078725491826451,1,6.0,0.0,0.0,0.0,0.46563451016912505,1.4301631383765985,71.96571443287014,0.5155239219729599,1.1807160793574243,66.41296947487176,3.567417225150915
1260_10B,0.9823301641549564,0.1675998472977149,2,6.0,3.0,0.0,0.0,1.2997873075314947,4.5447108654947375,74.03947050737597,1.1634459815666527,1.7360795506189897,56.17170408233745,7.263120580268684
1260_11A,0.8571612531814327,0.15616288934674585,2,5.0,7.0,0.0,0.0,1.1589504302508788,2.257302145194522,62.82300115018019,1.1059265543570478,1.9240092110047269,60.10957512234047,5.0384726093806815
1260_11B,0.9491763828633406,0.16818905911062906,1,5.0,0.0,0.0,0.0,1.6692651843817787,2.0082022776572668,50.2658403117791,1.5336903470715837,2.3301925162689807,56.64781436729664,5.287571176789588
1260_12A,0.9753552212949546,0.1965668882114837,2,7.0,5.0,0.0,0.0,1.2742991354754887,2.2654206852897576,60.64224645720873,1.149367847683774,2.207119417653624,62.49154071439468,5.447895324238337
1260_12B,0.9080335672572016,0.15732607024259376,2,4.0,1.0,0.0,0.0,0.9078863424449133,2.3310595278991015,68.7203955723046,1.0632903109715202,2.3065220591843745,65.25063350928248,5.545615154340678
1261_01A,0.8195645387857032,0.13828624941470266,1,5.0,0.0,0.0,0.0,0.5618854378024036,1.0379272670516624,61.570951166913865,0.5931012954580928,1.03012330263774,60.06848815949221,2.887615108475106
1261_01B,0.8435820895522388,0.17033582089552238,1,7.0,0.0,0.0,0.0,0.7761194029850746,1.2537313432835822,58.240519915187214,0.7238805970149254,1.0671641791044777,55.850104629797386,3.164477611940299
1261_02A,0.7288044012181943,0.13625274257458164,2,5.0,1.0,0.0,0.0,0.5730752857189638,1.3426335265415725,66.88579201667318,0.6303828142908602,1.2607656285817204,63.43494882292201,3.3322035563414873
1261_02B,0.5897302771581673,0.18231289900776865,2,6.0,3.0,0.0,0.0,1.3011819603620234,1.3845088839320052,46.77710326634335,1.371689357228931,1.474245570853524,47.06381972845697,3.448484731943697
1261_03A,0.6691059389504354,0.16291459159128638,2,6.0,2.0,0.0,0.0,1.4313785276281465,1.4906663956364128,46.16236357350273,1.3805603550496324,1.4398482230578988,46.204238428829925,3.5996205576447466
1261_03B,0.7056181922415441,0.1249467139014244,2,6.0,3.0,0.0,0.0,1.6463567008187685,1.5508092137176792,43.288221820947406,1.6096076673183497,1.256816945714328,37.9834982552771,3.513244351673551
1261_04A,0.793509272467903,0.19573823109843083,2,2.0,2.0,0.0,0.0,1.881241084165478,1.8009985734664766,43.751621276480975,1.747503566333809,1.1768901569186876,33.95905981967627,3.771398002853067
1261_04B,0.7880612977217399,0.1829362678186961,1,3.0,0.0,0.0,0.0,0.5206647622532119,0.8021051742819751,57.01147838636545,0.4925207210503356,0.9428253802963568,62.417970792202844,2.532991852300072
1261_05A,0.8267698412698412,0.17905555555555555,2,4.0,3.0,0.0,0.0,1.1428571428571428,2.1031746031746033,61.48051000543189,1.0793650793650793,1.6746031746031744,57.19620533133886,4.604547619047619
1261_05B,0.8258162600448853,0.12889307174400927,2,5.0,2.0,0.0,0.0,1.2958806921016435,1.5782234127271413,50.61055072068687,1.310359805979874,1.259682907406067,43.87037045517367,3.6637225801780935
1262_01A,0.975696292354089,0.13705998631490912,2,10.0,4.0,0.0,0.0,1.729643427354976,1.2417952811779314,35.67640822186198,1.7803289490357077,1.0580602650852782,30.723271986197346,3.275551838617299
1262_01B,1.048239906043677,0.15160773235144742,2,9.0,4.0,0.0,0.0,2.142585068562722,1.2934865413915693,31.119535864134875,1.9838750634840019,1.253809040121889,32.292886498683416,3.595535487557135
1262_02A,1.0046110926410432,0.1488197626515951,2,7.0,5.0,0.0,0.0,1.8429915728306905,1.4165739148031975,37.54686851156963,1.6478512886486174,0.867290151920325,27.758540601060027,3.288475159364566
1262_02B,0.9913025384935497,0.17158551810237202,2,14.0,2.0,0.0,0.0,1.0320432792342904,0.7990012484394506,37.74680538727467,1.0653349979192674,1.2068248023304202,48.56326806290617,2.9971285892634203
1262_03A,1.0201315298239568,0.15230033600413545,2,5.0,5.0,0.0,0.0,1.4861721375032309,1.3425806266333535,42.09407900034666,1.4430946842422678,1.321041900002872,42.47169881101834,3.6837540564601823
1262_03B,1.045559454191033,0.14794541910331382,2,7.0,4.0,0.0,0.0,1.138401559454191,1.567251461988304,54.00653947244133,1.138401559454191,1.3801169590643274,50.4821843095465,3.992927875243664
1262_04A,1.081322904625362,0.12914533635585712,2,11.0,10.0,0.0,0.0,2.1918301781987957,2.064223626728318,43.28265159781428,1.9891609493927427,1.298584317905451,33.13771515966619,4.444130849259131
1262_04B,1.0787010998625173,0.13664698162729658,2,7.0,13.0,0.0,0.0,1.8982002249718786,1.1482939632545932,31.17134902771985,1.8357080364954381,1.2889013873265842,35.0737544933483,3.5158964504436945
1262_05A,1.2165930645044525,0.17524795482516473,1,13.0,0.0,0.0,0.0,1.2452037935278362,1.9402012596829075,57.30801581742793,1.0352566422934917,0.9628610729023385,42.9249736385826,4.119655397089698
1262_05B,1.1486808156471078,0.12704119850187265,2,2.0,12.0,0.0,0.0,1.0986267166042445,1.2900540990428628,49.58185586440811,0.9821057012068247,1.4814814814814814,56.4587523458772,3.920216396171452
1262_06A,0.9375659205437713,0.1567517285831478,2,9.0,5.0,0.0,0.0,1.8018281964139227,1.4356029532403611,38.54601340964663,1.7359076526426815,1.3916559240595336,38.71872420197606,3.7648247978436657
1262_06B,0.9191058493652154,0.1267933639691565,2,11.0,4.0,0.0,0.0,1.6434301736895398,1.417555884414674,40.77971611424222,1.744684165433445,1.2617805125009738,35.87499135206403,3.5984422462808636
1262_07A,0.8147993188290907,0.07557473795472562,2,4.0,9.0,0.0,0.0,1.688246865732993,0.9101852667430048,28.33045808554007,1.6662262544408235,0.8881646554508353,28.059384768344525,2.613149241022931
1262_07B,0.8603460423049827,0.07047007356675897,2,11.0,3.0,0.0,0.0,1.7695345141153147,0.9748824406468632,28.85150844886686,1.679419330526109,0.8601903888060558,27.121303404158667,2.6954188717579015
1262_08A,1.013941282597999,0.12136371091594973,2,5.0,10.0,0.0,0.0,1.2599340957549914,1.7221584385763493,53.81073298598492,1.2599340957549914,0.976635304993514,37.780979175130334,3.712735026167862
1262_08B,0.9905745560536695,0.14279151551634006,2,5.0,10.0,0.0,0.0,1.5128233560916882,1.0455114293408525,34.648330512907975,1.433617944777987,1.9642942005797837,53.87658492884518,4.000380185974306
1262_09A,0.8669128270990528,0.12943490126826135,2,6.0,10.0,0.0,0.0,1.388665917482742,1.2762883287847167,42.58534347914921,1.3003692406485792,1.1398298282228287,41.23596513509429,3.2830309841065985
1262_09B,0.7792078159737452,0.1322802135478895,2,7.0,7.0,0.0,0.0,1.2703982093434765,1.1872173742078918,43.06149823061302,1.2250268447240666,0.9603605511108424,38.09469370140615,2.9267857412924796
1262_10A,0.9231520351832201,0.1322830649997693,2,3.0,5.0,0.0,0.0,0.8841936922390858,1.1686734019160092,52.88961780827981,0.7381095169995847,0.7996186434162168,47.290610042638534,2.8914440805154458
1262_10B,0.8889188674454037,0.10316150330116809,2,3.0,8.0,0.0,0.0,1.1744540375825292,0.7776790248857287,33.5110187978408,1.079228034535297,1.142712036566785,46.636577041616725,2.8093099288979175
1262_11A,0.849440611297395,0.1818496904823317,1,8.0,0.0,0.0,0.0,0.8463373742584472,1.136510188289915,53.32565033042683,0.7254320350786692,0.8140959504771731,48.29611597254632,2.800046750064483
1262_11B,0.8344561403508772,0.11245224171539961,1,10.0,0.0,0.0,0.0,0.9044834307992202,1.0838206627680311,50.1539085612278,0.9512670565302144,1.0058479532163742,46.597476197245626,2.9241247563352823
1262_12A,0.7034967186218212,0.09322629790226182,2,2.0,10.0,0.0,0.0,0.8496425641626627,1.1865697878823394,54.39546601956689,0.8130200398453066,0.9741591468416736,50.15208170220623,2.864225653345834
1262_12B,0.80490699817276,0.12197216973028688,2,4.0,12.0,0.0,0.0,1.077603036029423,1.124455341943746,46.21887523513131,1.0854117536818102,1.24939482438194,49.0175210436593,3.1787571644984456
1262_13A,0.8374383858237487,0.12498656388679881,2,1.0,14.0,0.0,0.0,0.9750779294565667,0.9981112663728635,45.66879195296866,0.9520445925402699,0.7217112233773013,37.16447489351145,2.5572608755739137
1262_13B,0.7896796875,0.1366640625,1,9.0,0.0,0.0,0.0,0.6875,0.640625,42.978635059643985,0.609375,0.8359375,53.90900001194163,2.2662421875
1262_14A,1.0245951557093427,0.14400692041522492,1,12.0,0.0,0.0,0.0,1.3356401384083045,1.245674740484429,43.00390411399051,1.1764705882352942,1.2249134948096887,46.15566589381995,3.4951833910034606
1262_14B,1.1203894763992779,0.15566965437193706,2,3.0,10.0,0.0,0.0,1.3863812225947898,1.32995873097756,43.810051067857565,1.418622646376064,1.434743358266701,45.32370152492022,3.885091565643539
1262_15A,1.1721162716837314,0.182113095688208,2,12.0,1.0,0.0,0.0,2.094644666596089,1.5426263970599357,36.37023781698033,1.9585305727378597,1.0359794921431922,27.876938959582098,3.750722160886859
1262_15B,1.0580664807513542,0.12670288809821456,2,12.0,3.0,0.0,0.0,2.11558803731128,1.1940250665128056,29.440119386521147,2.1316152194121227,1.3462832964708145,32.27564431457763,3.598374843734974
1262_16A,1.087928514483125,0.1485599920276375,2,5.0,12.0,0.0,0.0,2.0429178846664895,1.959872442200372,43.811461390791195,1.8436088227478076,1.1875498272654796,32.787372587186724,4.235350783948976
1262_16B,1.0510385954391752,0.1300951143537721,2,7.0,13.0,0.0,0.0,2.1738044075758336,1.565805473656156,35.76545164614833,1.9239418319924042,1.724051771525661,41.86364163166742,4.340895840620992
1263_01A,0.9429126048515076,0.1501218544547722,2,5.0,4.0,0.0,0.0,1.622364543187486,0.40381999546588077,13.977357795429198,1.5160961233280437,0.5667649059170257,20.49734054800183,1.913497506234414
1263_02A,0.9789568076520699,0.11600657599760873,2,9.0,3.0,0.0,0.0,2.1297264982812734,0.5828725153190853,15.306138974089874,2.092362875504409,1.1134359587505605,28.019356591740845,2.6752652817217157
1263_02B,1.0001478873239436,0.13527464788732393,1,8.0,0.0,0.0,0.0,0.852112676056338,1.0,49.565262384416975,0.8943661971830986,0.6338028169014085,35.32372890022775,2.6339507042253523
1263_03A,1.236727327417657,0.1596313564278672,2,1.0,8.0,0.0,0.0,1.14470012198994,0.735281830183319,32.714083919003336,0.9191022877291488,0.4846175698935512,27.801458779934137,2.456626727494527
1263_03B,1.1470635000939566,0.14634075830068952,1,9.0,0.0,0.0,0.0,1.1202497795637532,0.5565111808155419,26.41700039673366,1.0262933464390511,0.6866047036035906,33.78308007335261,2.390179384513089
1263_04A,0.9836020224684565,0.14127311008314253,2,4.0,7.0,0.0,0.0,0.9989395872074259,0.7376784643993299,36.44444175658712,0.9528346831824679,0.5916796016536292,31.838947134429755,2.3129600885214154
1263_04B,0.9041129162843417,0.12069547147406487,2,2.0,8.0,0.0,0.0,1.0660117666108921,0.6342095320343283,30.749967302196406,0.931073568305716,0.6342095320343283,34.26110289909456,2.172531980352998
1263_05A,0.8400413321136971,0.16444760646407156,2,2.0,6.0,0.0,0.0,0.8130907612562253,0.83003015211573,45.59065721464667,0.711454416099197,0.440424162347122,31.7594800848128,2.110495646576549
1263_05B,0.8019473146360849,0.13978937209038264,1,9.0,0.0,0.0,0.0,0.9438514817758601,0.6245032360622232,33.490778661791005,0.9154649710457591,0.7309526513001022,38.60560223477241,2.1574032019984104
1263_06A,1.1366393762183236,0.20332943469785575,1,9.0,0.0,0.0,0.0,0.8109161793372319,0.8732943469785575,47.12109639666145,0.8187134502923976,1.0214424951267056,51.28689336173646,3.0313762183235866
1263_06B,1.0874512547256867,0.2095674694132706,2,3.0,7.0,0.0,0.0,1.3246807370583156,0.6325722620784091,25.52578594769377,1.1535141249665106,0.7888548209448396,34.3670910161208,2.5088783377489356
1263_07A,1.1146219686162626,0.18358594864479316,1,9.0,0.0,0.0,0.0,0.989657631954351,0.6419400855920114,32.96940390346213,0.9450784593437946,0.6062767475035664,32.6805547433634,2.3628388017118405
1263_07B,1.0967958571492529,0.1538346739892847,1,9.0,0.0,0.0,0.0,1.0148193472323785,0.6342620920202366,32.005383208083494,1.0073574402674348,0.567104929335741,29.3778997372891,2.298162878505231
1263_08A,1.057145235122763,0.16520183104452765,1,8.0,0.0,0.0,0.0,0.9155222638368704,0.749063670411985,39.28940686250036,0.7074490220557635,0.4744069912609238,33.845340261071705,2.2806158967956716
1263_08B,1.007869163308841,0.17754602196413052,1,7.0,0.0,0.0,0.0,0.56095441257802,0.48194674883463695,40.667686016811494,0.6162597771983882,0.6399620763214031,46.08092418666069,2.1297779884648813
1263_09A,0.8941877794336811,0.16862452879810644,1,8.0,0.0,0.0,0.0,0.7539230297185939,0.6399579205750855,40.325836288869226,0.6662575611466643,0.4558604365740335,34.38034472384487,1.9900061365828003
1263_10A,0.9277591685991583,0.22544876749978524,2,4.0,6.0,0.0,0.0,1.322683157261874,0.9705402387700763,36.26996376559008,1.2110280855449624,0.7386412436657218,31.380229421940438,2.6369406510349562
1263_10B,1.027391258366194,0.19020532112586686,2,3.0,9.0,0.0,0.0,1.3144178035625258,1.0651316684041157,39.01940047523655,1.2993095529468646,1.0877940443276075,39.936383146969916,3.180316971097917
1263_11A,1.0762686860739574,0.15470804765651341,1,11.0,0.0,0.0,0.0,0.7165336630324828,0.7657075418680453,46.900110965576864,0.6603349443632685,0.4776891086883219,35.882137246204216,2.3196653366303246
1263_11B,1.2957246376811595,0.2072536231884058,2,10.0,2.0,0.0,0.0,1.2028985507246377,0.9057971014492754,36.98018774930182,1.1956521739130435,0.8405797101449275,35.108380273177815,3.0421014492753624
1263_12A,2.4928131987167914,0.508603330231783,1,0.0,0.0,0.0,0.0,0.47912008554723845,0.006943769355757079,0.8303154862580109,0.48606385490299553,0.0972127709805991,11.309932474020213,2.5969697390531477
1263_13A,1.0456859036459532,0.1756623764050991,2,9.0,8.0,0.0,0.0,2.6679583583214157,1.114852916301456,22.678461552189972,2.6448924359151786,1.030277867478587,21.282648998579045,3.190816687425996
1263_13B,0.8871957903968428,0.09532509927160222,2,8.0,6.0,0.0,0.0,2.247314185485639,0.9622646105873468,23.179848028378508,2.1376891032668275,0.9439937635508783,23.82603461080807,2.793454164535068
1264_01A,0.9275508102713577,0.12089913982923313,2,10.0,2.0,0.0,0.0,3.1206932057598173,1.1405579229172937,20.076460051532482,3.073169958971597,1.2831276632819555,22.66179379493782,3.3512363964706067
1264_01B,0.8595065144701949,0.18481686459894692,2,10.0,3.0,0.0,0.0,3.209193281832507,1.4700795572466276,24.611750005526233,3.238018371190284,0.9320112225681234,16.057608408282494,3.261597294284946
1264_02A,0.8861967213114754,0.13217213114754098,2,3.0,8.0,0.0,0.0,1.7459016393442623,1.0819672131147542,31.78725312166476,1.5081967213114755,0.9918032786885247,33.32926763823068,2.959967213114754
1264_02B,0.9691565520750054,0.13413947234537393,2,2.0,8.0,0.0,0.0,2.053201540809652,1.4808488989025363,35.80061027024391,1.7806526637110254,0.7903917435860164,23.93536029312392,3.240397194563558
1264_03A,0.9924661018435686,0.20248557245347226,1,9.0,0.0,0.0,0.0,1.385746110263292,1.4471399252749566,46.24150985846518,1.2191057552316302,0.5613148801066499,24.72283955231052,3.000920907225175
1264_03B,0.8777714985400772,0.17696147687670716,1,8.0,0.0,0.0,0.0,1.0549119336912498,0.5651313930488838,28.178590109959174,0.979561081284732,1.083168503343694,47.875453683985256,2.526071394932655
1264_04A,0.8591776310026454,0.15497818812522995,2,3.0,10.0,0.0,0.0,1.9446731722700117,1.6731197112773524,40.70739781911068,1.848315492562939,1.05117468771352,29.627772048654258,3.583472029993518
1264_04B,0.7712683026030369,0.14429399403470716,1,9.0,0.0,0.0,0.0,1.931941431670282,1.389642082429501,35.72739822279969,1.8302603036876357,1.0761252711496747,30.45395127746654,3.2370356561822127
1264_05A,0.7592129868454992,0.20549877482589632,1,10.0,0.0,0.0,0.0,1.1203894763992779,1.209053391797782,47.17975599174153,1.0317255610007738,0.8302166623678102,38.82319881739578,2.7984830410110915
1264_05B,0.7376961514859297,0.1746734461295696,1,10.0,0.0,0.0,0.0,1.2185500131498204,1.0432190760059612,40.56733153131014,1.1308845445778908,1.0256859822915754,42.20729763428672,2.8066012097834663
1264_06A,0.8784262295081968,0.15069672131147543,2,3.0,10.0,0.0,0.0,1.7704918032786887,1.1475409836065575,32.94921511659045,1.7213114754098362,1.2295081967213115,35.53767779197438,3.255475409836066
1264_06B,0.8789591665591536,0.1714294929686492,2,2.0,8.0,0.0,0.0,1.8062185524448457,1.1692039736808153,32.915847361051725,1.8545994065281899,1.2095213520836021,33.11134196037203,3.257684492323571
1264_07A,0.8635561179852519,0.17710286214223223,1,10.0,0.0,0.0,0.0,1.7497812773403325,1.2264091988501438,35.02633931964935,1.7341582302212224,0.7420947381577303,23.167434573536273,2.832060054993126
1264_07B,0.8538362068965517,0.1700258620689655,1,8.0,0.0,0.0,0.0,1.879310344827586,0.9741379310344828,27.399903265995878,1.75,0.6896551724137931,21.50883783602545,2.5176293103448275
1264_08A,0.7918039699520544,0.18626915088004245,1,10.0,0.0,0.0,0.0,1.452421483344005,1.0151332948103262,34.95065141187513,1.452421483344005,0.9604722712436162,33.47627829610267,2.7674095360059967
1264_08B,0.7913774448605908,0.17076987099459007,1,9.0,0.0,0.0,0.0,1.4065751144402827,1.4315439034540156,45.50405543731806,1.32334581772784,0.9571369121930918,35.877103794621526,3.1800582605076984
1264_09A,0.8305206605040688,0.13820810618630006,1,7.0,0.0,0.0,0.0,1.73026783598009,0.6952674409417713,21.891567994964003,1.6512601722367068,0.4977482815833136,16.774666453939208,2.0235363830291537
1264_09B,0.7605861304669052,0.0884193599791392,1,7.0,0.0,0.0,0.0,1.4776398325341524,0.6301699285807414,23.096821918160842,1.4631531675093077,0.7533065812919209,27.24174151735732,2.1440626403395675
1264_10A,0.7875586854460093,0.13028169014084506,2,9.0,9.0,0.0,0.0,2.5745873087990305,1.5826139633499923,31.579286992695938,2.3928517340602755,1.4993184915947295,32.07052903505634,3.869491140390731
1264_10B,0.7430526124598898,0.1407716292304898,2,8.0,7.0,0.0,0.0,2.656354059453896,1.589271659502331,30.89168640717414,2.4671550523702854,1.082218320518254,23.684673624230385,3.414542592480475
1265_01A,0.8672946292534282,0.1852542534281361,2,6.0,4.0,0.0,0.0,1.6823260538344336,1.6426485525647536,44.31631193205966,1.6505840528186895,0.9919375317420009,31.004248242302783,3.501880713560183
1265_01B,0.8813974376355749,0.18330565347071584,2,7.0,6.0,0.0,0.0,2.05904284164859,1.5845309110629069,37.579985104738796,1.9404148590021693,1.432009219088937,36.42700163638861,3.8979375677874186
1265_02A,0.8787210499623477,0.17823387480981728,2,8.0,1.0,0.0,0.0,0.5302063962870184,0.7914675190951144,56.18175421019668,0.65315280702024,0.6762052590327191,45.99346885628259,2.3463938280901813
