Plant ID,  Pixels/Label Height,  W1 roots,  W2 roots,  W3 roots,  W4 roots,    Left root Width,  Stalk Width,  Root Height Left,  Root Len Left,  Root ht Right,    Root Len Right
1309_1A,21,12,10,          ,          ,12.53,47.011,103,57,88,48
1309_1B,24.083,10,12,          ,          ,9.849,51,118,76,107,82
1309_2A,30.017,11,          ,          ,          ,12.166,66.03,94,36,94,45
1309_2B,26.019,9,12,          ,          ,13.342,60.033,122,47,115,49
1309_3A,27.019,5,10,          ,          ,13,51,68,61,65,60
1309_3B,23.195,4,12,2,          ,11.18,49.649,158,44,153,40
1309_4A,25.179,5,9,          ,          ,10.44,54.332,64,54,56,52
1309_4B,27.074,4,10,          ,          ,11.402,51.157,75,49,74,41
1309_5A,35.057,6,          ,          ,          ,11.402,47.043,39,36,40,41
1309_5B,25.02,8,          ,          ,          ,10.44,36.125,48,32,42,31
1309_6A,28.018,11,3,          ,          ,14.213,53.038,139,72,130,82
1309_6B,27.019,8,11,          ,          ,10,47.265,153,83,159,66
1309_7A,24.021,11,          ,          ,          ,10.44,43.012,52,47,51,43
1309_7B,26.019,6,10,          ,          ,11.662,43.012,62,49,58,66
1309_8A,27.166,5,10,          ,          ,10.05,56.223,81,71,69,56
1309_8B,25.02,3,13,          ,          ,13,50.04,90,48,74,53
1310_1A,22.023,7,3,          ,          ,8.062,50.04,96,52,97,31
1310_1B,21.024,4,3,          ,          ,10.63,43.046,66,25,72,40
1310_2A,22.023,4,          ,          ,          ,11.045,47,65,52,65,31
1310_2B,22.091,5,          ,          ,          ,13.342,44.011,55,45,56,42
1310_3A,23.022,8,          ,          ,          ,16.763,49.041,57,27,63,60
1310_3B,21.095,6,          ,          ,          ,15.232,43.186,57,30,55,44
1310_4A,24,10,          ,          ,          ,11.045,36.056,68,35,63,56
1310_4B,21,9,          ,          ,          ,10.198,34.015,38,35,45,11
1310_5A,24.331,8,          ,          ,          ,14.036,45.044,61,43,60,52
1310_5B,23.195,7,          ,          ,          ,16.643,41.304,52,48,49,48
1310_6A,21,5,          ,          ,          ,10.77,48.01,59,29,60,41
1310_6B,23.022,6,          ,          ,          ,9.055,47.043,50,20,52,16
1310_7A,25,6,          ,          ,          ,11.314,42.107,70,60,74,57
1310_7B,20.025,4,          ,          ,          ,11.045,41.195,76,42,70,63
1310_9A,24.739,4,6,          ,          ,12.369,46.011,79,51,71,45
1310_9B,23.022,4,8,          ,          ,10.817,40.311,79,38,74,48
1310_10A,25,6,4,          ,          ,10.63,46.011,82,26,95,47
1310_10B,21.213,4,8,          ,          ,5,42.19,81,38,64,23
1310_11A,24.021,3,5,          ,          ,11.705,40.05,90,38,84,48
1310_11B,23.022,3,10,          ,          ,11.402,40.112,73,43,85,36
1310_12A,23.087,3,5,          ,          ,12.806,42,79,26,75,34
1310_12B,26.173,3,10,          ,          ,13.038,45.044,100,39,89,44
1310_13A,22.023,7,          ,          ,          ,15.133,43.105,62,40,59,40
1310_13B,22.023,8,          ,          ,          ,12,46.011,68,26,60,32
1311_1A,23.022,4,6,          ,          ,13.153,43.105,71,46,71,44
1311_1B,26.019,8,          ,          ,          ,11.705,45.177,65,48,71,55
1311_2A,26.173,7,3,          ,          ,14.318,41,147,42,130,58
1311_2B,27.019,6,2,          ,          ,12.042,45.177,120,53,113,52
1311_3A,22,5,3,          ,          ,14.213,39.115,109,50,122,54
1311_3B,28,5,6,          ,          ,15.811,47,131,62,120,70
1311_4A,23.022,5,2,          ,          ,13.601,46.011,84,51,72,35
1311_4B,26.019,5,3,          ,          ,12.207,41.012,97,41,83,31
1311_5B,21,6,          ,          ,          ,14.213,39,48,27,44,26
1311_6B,23,7,          ,          ,          ,15.033,33.015,51,35,38,33
1311_7A,24,7,          ,          ,          ,13.892,37.216,42,24,39,29
1311_7B,25.08,7,          ,          ,          ,10.44,33.136,57,33,54,21
1311_8A,23,6,          ,          ,          ,14.036,39.013,37,43,36,29
1311_8B,26.019,5,          ,          ,          ,16.125,41.049,41,35,42,41
1311_9A,26.019,3,6,          ,          ,12.042,41.195,49,29,52,47
1311_9B,24,5,3,          ,          ,16,40,74,50,74,43
1311_10B,15.033,4,          ,          ,          ,12,30.067,53,34,44,38
1311_11A,23.022,6,3,          ,          ,14.142,42.012,105,102,104,62
1311_11B,25,5,4,          ,          ,16.125,41.012,113,61,105,73
1312_1A,25,7,1,          ,          ,13,46.011,138,44,73,63
1312_1B,24.021,11,          ,          ,          ,13.342,42.19,72,55,63,38
1312_2A,26,4,9,          ,          ,11,43.012,67,50,60,52
1312_2B,26.019,9,          ,          ,          ,12.042,43.29,87,61,81,51
1312_3A,22.023,2,6,          ,          ,13,42.012,62,45,72,33
1312_3B,25,7,          ,          ,          ,14,48.042,79,37,74,39
1312_4A,22,7,          ,          ,          ,10,40.05,73,45,45,33
1312_4B,23.087,3,          ,          ,          ,14.142,40.112,60,30,58,46
1312_5A,24.187,7,          ,          ,          ,10.63,39.459,75,37,74,29
1312_5B,30.017,7,          ,          ,          ,10.198,44.011,98,30,89,42
1312_6A,24.021,5,2,          ,          ,16.125,45.277,112,51,96,10
1312_6B,26.019,4,2,          ,          ,12.083,40.05,87,30,99,36
1312_7A,30.067,5,          ,          ,          ,10.77,43.186,74,21,83,49
1312_7B,27.019,7,1,          ,          ,10.44,38,77,41,60,38
1312_8A,29.155,2,9,          ,          ,14.036,56.036,92,21,92,54
1312_8B,23.087,11,          ,          ,          ,11,46.098,93,46,90,30
1312_10A,25.08,4,          ,          ,          ,12.369,36.222,46,22,36,32
1312_10B,24.021,8,          ,          ,          ,9,33.061,41,28,37,27
1312_11A,27.019,7,          ,          ,          ,13,42.297,72,50,64,38
1312_11B,28.018,9,          ,          ,          ,11.045,41,72,38,79,44
1312_12A,26.019,8,          ,          ,          ,15.033,38,54,34,55,38
1312_12B,26.019,7,          ,          ,          ,11,33,54,33,54,26
1312_13A,26.019,9,          ,          ,          ,13.342,42.012,77,54,68,35
1312_13B,20.025,3,6,          ,          ,12.369,36.125,71,51,55,47
1312_14A,26.019,5,          ,          ,          ,10.198,36.056,85,36,73,39
1312_14B,20.224,2,7,          ,          ,11.045,40.447,82,46,75,49
1312_15A,32,6,          ,          ,          ,12.369,60,93,41,93,63
1312_15B,24.331,7,          ,          ,          ,9,44.102,70,41,65,37
1313_1A,22.204,4,          ,          ,          ,16.643,43.186,44,33,36,32
1313_1B,27.074,4,2,          ,          ,11.402,48.508,41,31,51,32
1313_2A,27.019,6,          ,          ,          ,11,33.015,47,37,36,29
1313_2B,23.022,8,          ,          ,          ,13.416,37.121,66,33,47,28
