Plant ID,  Pixels/Label Height,  W1 roots,  W2 roots,  W3 roots,  W4 roots,    Left root Width,  Stalk Width,  Root Height Left,  Root Len Left,  Root ht Right,    Root Len Right
1429_1A,          68.264,                5,          6,          ,          ,          30.414,           154.208,          405.0,          374.0,         393.0,         366.0
1429_1B,          89.022,                8,          ,          ,          ,          44.944,           193.003,          497.0,          417.0,         523.0,         439.0
1429_2A,          67.268,                8,          ,          ,          ,          39.623,           149.121,          270.0,          230.0,         273.0,         326.0
1429_2B,          106.471,                8,          ,          ,          ,          46.065,           204.626,          315.0,          370.0,         309.0,         330.0
1429_3A,          75.538,                8,          ,          ,          ,          27.313,           145.169,          287.0,          337.0,         284.0,         274.0
1429_3B,          92.087,                9,          ,          ,          ,          27.295,           179.279,          443.0,          368.0,         433.0,         512.0
1429_4A,          69.065,                8,          ,          ,          ,          32.802,           140.911,          371.0,          257.0,         371.0,         328.0
1429_4B,          90.554,                8,          ,          ,          ,          42.72,           157.385,          441.0,          389.0,         433.0,         310.0
1429_5A,          73.437,                10,          ,          ,          ,          33.838,           165.027,          428.0,          304.0,         444.0,         331.0
1429_5B,          67.186,                6,          10,          ,          ,          25.495,           124.258,          339.0,          359.0,         329.0,         346.0
1429_6A,          94.26,                4,          8,          ,          ,          22.804,           156.627,          472.0,          297.0,         448.0,         341.0
1429_6B,          93.263,                7,          9,          ,          ,          52.154,           170.696,          367.0,          367.0,         369.0,         391.0
1429_7A,          94.641,                6,          ,          ,          ,          18.439,           126.479,          430.0,          279.0,         422.0,         330.0
1429_7B,          88.566,                8,          ,          ,          ,          28.231,           124.101,          416.0,          196.0,         399.0,         253.0
1429_8A,          90.67,                7,          6,          ,          ,          33.615,           147.34,          472.0,          550.0,         455.0,         487.0
1429_8B,          76.42,                7,          8,          ,          ,          29.12,           146.031,          391.0,          476.0,         402.0,         468.0
1429_9A,          84.024,                8,          ,          ,          ,          30.676,           133.375,          327.0,          369.0,         303.0,         479.0
1429_9B,          81.025,                7,          ,          ,          ,          28.302,           126.479,          274.0,          337.0,         265.0,         375.0
1429_10A,          87.824,                10,          ,          ,          ,          42.544,           152.473,          362.0,          404.0,         359.0,         324.0
1429_10B,          68.184,                5,          7,          ,          ,          30.806,           135.093,          349.0,          402.0,         343.0,         347.0
1429_11A,          79.057,                8,          4,          ,          ,          23.409,           163.15,          666.0,          353.0,         661.0,         414.0
1429_11B,          83.006,                9,          ,          ,          ,          38.21,           188.266,          327.0,          480.0,         306.0,         431.0
1430_1A,          71.028,                7,          7,          ,          ,          30.806,           140.057,          560.0,          363.0,         546.0,         311.0
1430_1B,          88.363,                11,          7,          ,          ,          39.623,           173.934,          700.0,          403.0,         710.0,         425.0
1430_2A,          81.394,                8,          ,          ,          ,          28.636,           147.014,          278.0,          297.0,         266.0,         229.0
1430_2B,          104.005,                10,          ,          ,          ,          45.277,           178.34,          169.0,          181.0,         150.0,         259.0
1430_3A,          82.873,                11,          ,          ,          ,          42.202,           177.406,          236.0,          259.0,         224.0,         205.0
1430_3B,          83.385,                12,          ,          ,          ,          43.267,           175.103,          262.0,          240.0,         249.0,         338.0
1430_4A,          79.511,                6,          10,          ,          ,          26.249,           181.135,          525.0,          388.0,         504.0,         456.0
1430_4B,          88.685,                8,          12,          ,          ,          42.45,           201.09,          523.0,          367.0,         540.0,         488.0
1430_5A,          70.064,                8,          8,          ,          ,          31.064,           152.473,          547.0,          298.0,         566.0,         336.0
1430_5B,          78.09,                11,          3,          ,          ,          21.932,           149.272,          651.0,          413.0,         634.0,         322.0
1430_6A,          86.145,                10,          ,          ,          ,          37.483,           146.003,          282.0,          194.0,         282.0,         157.0
1430_6B,          77.006,                10,          ,          ,          ,          34.655,           141.174,          311.0,          250.0,         297.0,         282.0
1430_7A,          87.321,                11,          7,          ,          ,          31.305,           193.747,          657.0,          392.0,         659.0,         580.0
1430_7B,          78.313,                12,          4,          ,          ,          28.844,           168.107,          548.0,          471.0,         556.0,         487.0
1430_8A,          76.531,                7,          11,          ,          ,          33.106,           160.901,          443.0,          391.0,         437.0,         459.0
1430_8B,          97.622,                7,          12,          ,          ,          46.519,           196.207,          488.0,          454.0,         477.0,         558.0
1430_9A,          92.655,                13,          ,          ,          ,          46.098,           155.206,          430.0,          382.0,         429.0,         393.0
1430_9B,          101.124,                12,          ,          ,          ,          33.601,           172.142,          219.0,          296.0,         238.0,         366.0
1430_10A,          78.447,                9,          8,          ,          ,          42.942,           208.166,          601.0,          355.0,         624.0,         520.0
1430_10B,          73.0,                8,          12,          ,          ,          40.311,           185.529,          600.0,          375.0,         584.0,         446.0
1431_1A,          67.186,                7,          11,          ,          ,          34.409,           145.031,          621.0,          645.0,         621.0,         541.0
1431_1B,          68.066,                7,          11,          ,          ,          46.861,           144.007,          566.0,          527.0,         552.0,         358.0
1431_2A,          62.032,                5,          12,          ,          ,          27.857,           141.004,          674.0,          407.0,         674.0,         382.0
1431_2B,          70.007,                6,          7,          ,          ,          19.698,           131.095,          652.0,          514.0,         654.0,         386.0
1431_3A,          91.049,                8,          ,          ,          ,          29.833,           145.003,          414.0,          400.0,         410.0,         352.0
1431_3B,          1699.605,                6,          8,          ,          ,          73.062,           33.601,          126.016,          398.0,         431.0,         397.0
1431_4A,          78.102,                11,          ,          ,          ,          25.612,           151.03,          479.0,          376.0,         437.0,         288.0
1431_4B,          74.813,                6,          8,          ,          ,          25.08,           139.014,          492.0,          419.0,         486.0,         265.0
1431_5A,          87.144,                10,          ,          ,          ,          37.202,           134.183,          431.0,          432.0,         416.0,         284.0
1431_5B,          64.125,                11,          ,          ,          ,          21.095,           105.119,          343.0,          237.0,         337.0,         258.0
1431_7A,          75.0,                11,          ,          ,          ,          23.259,           133.135,          404.0,          412.0,         381.0,         316.0
1431_7B,          73.0,                9,          ,          ,          ,          36.892,           134.015,          446.0,          356.0,         428.0,         291.0
1431_8A,          68.264,                4,          7,          ,          ,          30.529,           128.25,          344.0,          297.0,         312.0,         248.0
1431_8B,          69.462,                9,          ,          ,          ,          33.971,           118.068,          288.0,          228.0,         289.0,         332.0
1431_9A,          63.008,                6,          5,          2,          ,          25.554,           128.035,          756.0,          364.0,         752.0,         401.0
1431_9B,          68.359,                11,          ,          ,          ,          25.71,           128.658,          423.0,          503.0,         404.0,         357.0
1431_10A,          74.33,                8,          10,          ,          ,          27.659,           124.326,          679.0,          356.0,         682.0,         419.0
1431_10B,          87.092,                7,          6,          ,          ,          21.26,           133.405,          687.0,          420.0,         693.0,         271.0
1431_11A,          63.0,                7,          3,          ,          ,          15.652,           141.227,          650.0,          310.0,         650.0,         412.0
1431_11B,          86.701,                6,          2,          ,          ,          24.759,           158.079,          705.0,          377.0,         696.0,         364.0
1431_12A,          67.897,                7,          5,          ,          ,          19.698,           138.091,          704.0,          260.0,         673.0,         429.0
1431_12B,          94.26,                7,          3,          ,          ,          24.698,           149.054,          764.0,          452.0,         741.0,         296.0
1431_13A,          71.063,                8,          8,          ,          ,          33.302,           148.014,          478.0,          419.0,         461.0,         322.0
1431_13B,          69.029,                6,          8,          ,          ,          29.0,           144.014,          557.0,          368.0,         569.0,         472.0
1431_14A,          71.063,                11,          ,          ,          ,          32.696,           150.083,          594.0,          363.0,         603.0,         502.0
1431_14B,          71.063,                9,          9,          ,          ,          30.806,           163.049,          629.0,          446.0,         627.0,         604.0
1433_1A,          71.007,                8,          ,          ,          ,          48.795,           170.66,          461.0,          415.0,         458.0,         394.0
1433_1B,          77.006,                9,          ,          ,          ,          55.66,           174.0,          412.0,          513.0,         407.0,         286.0
1433_2A,          83.487,                5,          10,          ,          ,          23.431,           125.028,          348.0,          372.0,         348.0,         376.0
1433_2B,          85.147,                8,          8,          ,          ,          45.343,           143.283,          486.0,          390.0,         499.0,         467.0
1433_3A,          74.673,                10,          ,          ,          ,          39.051,           154.117,          416.0,          295.0,         417.0,         331.0
1433_3B,          77.026,                9,          ,          ,          ,          39.205,           167.075,          528.0,          483.0,         504.0,         289.0
1433_4A,          79.101,                5,          8,          ,          ,          35.355,           138.611,          479.0,          333.0,         490.0,         324.0
1433_4B,          75.107,                10,          ,          ,          ,          36.069,           130.096,          431.0,          363.0,         402.0,         314.0
1433_5A,          93.343,                7,          ,          ,          ,          27.459,           139.918,          248.0,          205.0,         226.0,         205.0
1433_5B,          87.006,                7,          ,          ,          ,          34.67,           127.577,          192.0,          180.0,         179.0,         210.0
1433_6A,          93.215,                7,          10,          ,          ,          29.411,           174.184,          602.0,          393.0,         586.0,         455.0
1433_6B,          95.126,                6,          10,          ,          ,          39.699,           167.505,          676.0,          578.0,         676.0,         575.0
1433_7A,          78.026,                7,          9,          ,          ,          36.797,           143.171,          476.0,          524.0,         457.0,         330.0
1433_7B,          88.459,                5,          7,          ,          ,          34.986,           157.623,          442.0,          426.0,         451.0,         404.0
1433_8A,          75.664,                8,          ,          ,          ,          32.894,           129.19,          219.0,          256.0,         206.0,         250.0
1433_8B,          87.144,                9,          ,          ,          ,          60.008,           162.028,          224.0,          356.0,         213.0,         305.0
1433_9A,          76.322,                10,          4,          ,          ,          34.234,           138.438,          544.0,          311.0,         541.0,         320.0
1433_9B,          70.114,                7,          3,          ,          ,          17.464,           134.034,          472.0,          331.0,         439.0,         231.0
