Plant ID,  Pixels/Label Height,  W1 roots,  W2 roots,  W3 roots,  W4 roots,    Left root Width,  Stalk Width,  Root Height Left,  Root Len Left,  Root ht Right,    Root Len Right
1391_1B,          40.012,                5,          ,          ,          ,          22.023,           75.24,          338.0,          143.0,         333.0,         131.0
1394_1B,          43.046,                4,          ,          ,          ,          19.235,           77.058,          172.0,          126.0,         105.0,         122.0
1392_1A,          54.009,                6,          ,          ,          ,          14.0,           74.027,          254.0,          119.0,         252.0,         129.0
1387_1A,          38.0,                4,          ,          ,          ,          15.0,           71.253,          172.0,          171.0,         169.0,         118.0
1391_1A,          40.112,                5,          ,          ,          ,          12.369,           77.058,          305.0,          104.0,         301.0,         128.0
1387_1B,          46.011,                7,          ,          ,          ,          15.264,           58.0,          180.0,          137.0,         162.0,         120.0
1389_1A,          47.676,                4,          ,          ,          ,          15.297,           55.731,          305.0,          166.0,         296.0,         114.0
1386_1B,          58.0,                5,          ,          ,          ,          15.033,           68.593,          414.0,          109.0,         451.0,         89.0
1386_1A,          34.132,                4,          ,          ,          ,          17.464,           49.336,          317.0,          108.0,         313.0,         81.0
1385_1B,          37.216,                2,          ,          ,          ,          13.342,           72.78,          201.0,          96.0,         190.0,         111.0
1394_1A,          42.107,                6,          ,          ,          ,          28.284,           89.56,          277.0,          151.0,         203.0,         126.0
1392_1B,          49.092,                7,          ,          ,          ,          19.416,           56.08,          206.0,          140.0,         201.0,         129.0
1385_1A,          43.105,                2,          ,          ,          ,          13.342,           79.228,          267.0,          106.0,         201.0,         54.0
1390_1B,          47.096,                5,          ,          ,          ,          25.0,           55.579,          348.0,          152.0,         320.0,         91.0
1388_1A,          51.0,                7,          ,          ,          ,          14.318,           84.054,          299.0,          95.0,         271.0,         174.0
1388_1B,          45.044,                5,          ,          ,          ,          17.464,           91.782,          405.0,          134.0,         409.0,         86.0
1393_1A,          55.009,                6,          ,          ,          ,          15.133,           53.235,          158.0,          120.0,         130.0,         169.0
1393_1B,          46.174,                5,          ,          ,          ,          8.062,           64.63,          127.0,          132.0,         102.0,         138.0
1390_1A,          34.0,                8,          ,          ,          ,          8.062,           56.036,          318.0,          133.0,         266.0,         77.0
1389_1B,          43.105,                6,          ,          ,          ,          24.0,           60.008,          332.0,          154.0,         297.0,         127.0
1391_2A,          39.294,                6,          ,          ,          ,          18.788,           73.007,          299.0,          140.0,         327.0,         94.0
1386_2A,          35.014,                5,          ,          ,          ,          15.033,           55.227,          360.0,          76.0,         317.0,         93.0
1388_2A,          38.053,                4,          ,          ,          ,          17.029,           78.645,          124.0,          103.0,         126.0,         76.0
1385_2B,          44.721,                3,          ,          ,          ,          10.198,           82.006,          153.0,          133.0,         169.0,         102.0
1390_2B,          43.012,                5,          ,          ,          ,          14.318,           74.061,          234.0,          146.0,         203.0,         81.0
1392_2B,          50.804,                4,          ,          ,          ,          19.026,           52.0,          191.0,          124.0,         194.0,         86.0
1385_2A,          47.043,                3,          ,          ,          ,          15.524,           53.0,          184.0,          117.0,         169.0,         139.0
1389_2B,          38.053,                5,          ,          ,          ,          18.682,           52.773,          379.0,          148.0,         367.0,         109.0
1394_2A,          31.401,                4,          ,          ,          ,          19.313,           71.0,          139.0,          77.0,         144.0,         188.0
1394_2B,          37.0,                4,          ,          ,          ,          17.0,           67.268,          116.0,          169.0,         126.0,         102.0
1389_2A,          37.0,                6,          ,          ,          ,          19.235,           46.271,          359.0,          128.0,         368.0,         71.0
1391_2B,          43.0,                4,          ,          ,          ,          15.133,           57.035,          373.0,          123.0,         341.0,         128.0
1393_2A,          65.069,                7,          ,          ,          ,          23.087,           102.489,          117.0,          126.0,         136.0,         87.0
1388_2B,          42.297,                6,          ,          ,          ,          17.72,           60.033,          357.0,          166.0,         291.0,         89.0
1390_2A,          46.53,                4,          ,          ,          ,          14.318,           56.009,          482.0,          101.0,         465.0,         107.0
1386_2B,          36.125,                7,          ,          ,          ,          18.974,           62.801,          403.0,          163.0,         393.0,         98.0
1392_2A,          50.0,                5,          ,          ,          ,          32.45,           86.093,          272.0,          181.0,         243.0,         88.0
1393_2B,          43.0,                6,          ,          ,          ,          16.031,           62.514,          136.0,          90.0,         114.0,         86.0
1389_3A,          40.0,                5,          ,          ,          ,          23.345,           42.297,          224.0,          111.0,         189.0,         99.0
1391_3A,          40.0,                5,          ,          ,          ,          13.038,           69.065,          415.0,          90.0,         396.0,         120.0
1389_3B,          43.105,                7,          ,          ,          ,          18.682,           54.037,          249.0,          113.0,         228.0,         91.0
1391_3B,          746.283,                8,          ,          ,          ,          678.837,           693.012,          448.0,          139.0,         487.0,         80.0
1393_3A,          43.046,                3,          ,          ,          ,          12.166,           41.304,          39.0,          62.0,         87.0,         55.0
1392_3B,          40.012,                5,          ,          ,          ,          16.031,           39.013,          132.0,          113.0,         127.0,         131.0
1392_3A,          62.29,                8,          ,          ,          ,          20.025,           86.093,          154.0,          187.0,         132.0,         172.0
1386_3A,          49.497,                10,          ,          ,          ,          14.0,           80.025,          328.0,          137.0,         247.0,         74.0
1390_3A,          46.0,                8,          ,          ,          ,          14.866,           54.037,          365.0,          137.0,         343.0,         40.0
1386_3B,          39.013,                10,          ,          ,          ,          14.765,           83.385,          300.0,          76.0,         298.0,         66.0
1388_3A,          40.608,                5,          ,          ,          ,          10.44,           55.902,          329.0,          134.0,         302.0,         64.0
1390_3B,          48.0,                10,          ,          ,          ,          14.142,           50.09,          367.0,          90.0,         364.0,         46.0
1388_3B,          43.566,                8,          ,          ,          ,          12.0,           97.745,          448.0,          93.0,         425.0,         61.0
1393_3B,          53.009,                3,          ,          ,          ,          19.416,           71.113,          65.0,          106.0,         58.0,         123.0
1394_3A,          43.105,                5,          ,          ,          ,          10.44,           82.861,          187.0,          123.0,         170.0,         126.0
1394_3B,          33.0,                4,          ,          ,          ,          14.318,           50.359,          181.0,          100.0,         153.0,         123.0
1388_4A,          39.812,                5,          ,          ,          ,          15.033,           47.518,          122.0,          109.0,         131.0,         107.0
1389_4A,          49.649,                7,          ,          ,          ,          13.038,           55.0,          162.0,          83.0,         171.0,         77.0
1391_4A,          33.136,                4,          ,          ,          ,          14.318,           62.29,          345.0,          104.0,         323.0,         75.0
1390_4A,          37.336,                8,          ,          ,          ,          18.028,           64.288,          342.0,          89.0,         332.0,         53.0
