Plant ID,  Pixels/Label Height,  W1 roots,  W2 roots,  W3 roots,  W4 roots,    Left root Width,  Stalk Width,  Root Height Left,  Root Len Left,  Root ht Right,    Root Len Right
1370_1A,          66.189,                8,          ,          ,          ,          22.804,           158.71,          203.0,          246.0,         198.0,         204.0
1370_1B,          78.026,                7,          2,          ,          ,          30.48,           192.128,          272.0,          288.0,         280.0,         219.0
1370_2A,          62.0,                9,          3,          ,          ,          24.352,           133.634,          421.0,          284.0,         429.0,         259.0
1370_2B,          73.553,                6,          6,          ,          ,          29.547,           158.455,          502.0,          413.0,         513.0,         311.0
1370_3A,          66.189,                10,          7,          ,          ,          16.279,           130.004,          345.0,          306.0,         338.0,         213.0
1370_3B,          88.023,                7,          6,          ,          ,          25.495,           164.027,          455.0,          326.0,         457.0,         389.0
1370_4A,          104.019,                6,          ,          ,          ,          18.868,           129.016,          149.0,          183.0,         142.0,         176.0
1370_4B,          78.16,                9,          ,          ,          ,          15.232,           102.0,          130.0,          165.0,         127.0,         154.0
1370_5A,          79.0,                9,          4,          ,          ,          19.105,           126.479,          478.0,          268.0,         461.0,         198.0
1370_5B,          69.0,                9,          ,          ,          ,          28.792,           125.324,          113.0,          148.0,         117.0,         155.0
1370_6A,          67.067,                5,          6,          ,          ,          14.866,           134.451,          355.0,          266.0,         348.0,         173.0
1370_6B,          73.062,                7,          7,          ,          ,          20.1,           131.0,          426.0,          210.0,         412.0,         251.0
1370_7A,          66.0,                11,          ,          ,          ,          15.556,           127.035,          172.0,          172.0,         174.0,         177.0
1370_7B,          64.008,                6,          ,          ,          ,          25.807,           128.035,          234.0,          313.0,         222.0,         244.0
1370_8A,          66.068,                6,          ,          ,          ,          12.166,           82.098,          81.0,          95.0,         79.0,         76.0
1370_8B,          63.008,                5,          ,          ,          ,          17.889,           78.006,          84.0,          68.0,         94.0,         64.0
1370_9A,          72.111,                7,          6,          ,          ,          13.928,           134.004,          435.0,          247.0,         419.0,         343.0
1370_9B,          68.0,                8,          7,          ,          ,          14.866,           134.004,          469.0,          396.0,         442.0,         195.0
1370_10A,          78.026,                13,          ,          ,          ,          29.833,           168.716,          315.0,          324.0,         284.0,         274.0
1370_10B,          77.318,                7,          ,          ,          ,          32.28,           171.945,          289.0,          426.0,         271.0,         221.0
1370_11A,          70.456,                10,          ,          ,          ,          22.204,           155.052,          376.0,          340.0,         349.0,         308.0
1370_11B,          76.026,                5,          9,          ,          ,          13.601,           164.879,          482.0,          520.0,         482.0,         510.0
1370_12A,          67.365,                7,          4,          ,          ,          24.166,           140.032,          382.0,          284.0,         360.0,         355.0
1370_12B,          78.058,                7,          8,          ,          ,          24.759,           169.664,          405.0,          427.0,         408.0,         305.0
1370_13A,          74.33,                5,          ,          ,          ,          32.558,           173.833,          438.0,          434.0,         408.0,         319.0
1370_13B,          69.007,                8,          ,          ,          ,          33.242,           163.077,          205.0,          149.0,         223.0,         299.0
1371_1A,          71.113,                7,          ,          ,          ,          24.739,           143.003,          376.0,          379.0,         347.0,         363.0
1371_1B,          80.056,                7,          ,          ,          ,          25.08,           144.014,          414.0,          456.0,         414.0,         360.0
1371_2A,          81.154,                7,          ,          ,          ,          26.0,           137.058,          218.0,          137.0,         224.0,         146.0
1371_2B,          77.058,                5,          ,          ,          ,          22.361,           142.004,          261.0,          118.0,         218.0,         160.0
1371_3A,          75.007,                4,          ,          ,          ,          28.636,           122.0,          175.0,          223.0,         110.0,         228.0
1371_3B,          70.007,                3,          ,          ,          ,          24.597,           110.0,          339.0,          237.0,         310.0,         189.0
1371_4A,          77.318,                11,          ,          ,          ,          24.739,           130.004,          153.0,          192.0,         138.0,         205.0
1371_4B,          75.326,                9,          ,          ,          ,          26.249,           122.016,          197.0,          189.0,         171.0,         273.0
1371_5A,          80.753,                8,          ,          ,          ,          18.868,           150.03,          349.0,          490.0,         326.0,         363.0
1371_5B,          77.233,                8,          ,          ,          ,          32.016,           153.003,          346.0,          374.0,         355.0,         257.0
1371_7A,          101.597,                5,          ,          ,          ,          19.105,           159.138,          211.0,          130.0,         195.0,         210.0
1372_1A,          79.006,                11,          ,          ,          ,          20.248,           123.004,          235.0,          342.0,         230.0,         269.0
1372_1B,          90.355,                9,          ,          ,          ,          17.205,           144.031,          228.0,          245.0,         222.0,         250.0
1372_2A,          81.154,                11,          ,          ,          ,          26.833,           124.0,          283.0,          297.0,         281.0,         380.0
1372_2B,          77.318,                9,          ,          ,          ,          23.259,           122.262,          300.0,          303.0,         267.0,         263.0
1372_3A,          74.108,                6,          ,          ,          ,          22.672,           120.067,          324.0,          277.0,         302.0,         343.0
1372_3B,          106.0,                8,          ,          ,          ,          29.12,           171.105,          193.0,          345.0,         179.0,         267.0
1372_4A,          66.491,                8,          ,          ,          ,          26.926,           111.288,          198.0,          609.0,         200.0,         352.0
1372_4B,          76.059,                7,          ,          ,          ,          30.0,           115.017,          275.0,          391.0,         244.0,         260.0
1372_5A,          77.318,                4,          ,          ,          ,          8.944,           83.096,          104.0,          122.0,         99.0,         81.0
1372_5B,          67.03,                7,          ,          ,          ,          24.352,           85.024,          90.0,          87.0,         100.0,         80.0
1372_6A,          71.176,                5,          ,          ,          ,          35.511,           115.017,          231.0,          286.0,         227.0,         284.0
1372_6B,          78.006,                11,          ,          ,          ,          21.541,           125.004,          305.0,          281.0,         294.0,         350.0
1372_7A,          77.233,                10,          8,          ,          ,          26.401,           120.416,          454.0,          451.0,         442.0,         536.0
1372_7B,          71.176,                8,          10,          ,          ,          18.385,           122.102,          404.0,          669.0,         371.0,         370.0
1372_8A,          66.483,                6,          5,          ,          ,          21.954,           128.763,          488.0,          535.0,         493.0,         357.0
1372_8B,          80.156,                10,          5,          ,          ,          17.205,           151.076,          532.0,          331.0,         522.0,         310.0
1372_9A,          91.241,                9,          ,          ,          ,          24.698,           112.04,          296.0,          246.0,         288.0,         407.0
1372_9B,          103.005,                10,          ,          ,          ,          31.305,           137.233,          260.0,          438.0,         262.0,         335.0
1372_11A,          68.0,                7,          ,          ,          ,          23.77,           111.113,          230.0,          154.0,         210.0,         190.0
1372_11B,          93.193,                6,          ,          ,          ,          39.598,           147.054,          313.0,          310.0,         298.0,         232.0
1372_12A,          64.0,                8,          ,          ,          ,          18.248,           92.005,          216.0,          134.0,         192.0,         203.0
1372_12B,          70.029,                8,          ,          ,          ,          17.804,           78.102,          171.0,          208.0,         168.0,         183.0
1372_13A,          70.064,                4,          9,          ,          ,          25.0,           123.26,          376.0,          373.0,         385.0,         505.0
1372_13B,          69.26,                8,          8,          ,          ,          24.597,           134.239,          429.0,          385.0,         402.0,         391.0
1373_1A,          89.14,                7,          ,          ,          ,          32.558,           182.044,          372.0,          352.0,         380.0,         299.0
1373_1B,          81.025,                5,          ,          ,          ,          50.249,           163.11,          319.0,          191.0,         317.0,         293.0
1373_2A,          94.34,                8,          ,          ,          ,          32.894,           166.301,          260.0,          270.0,         250.0,         342.0
1373_2B,          85.024,                7,          ,          ,          ,          28.792,           150.003,          271.0,          268.0,         264.0,         253.0
1373_3A,          108.559,                7,          ,          ,          ,          26.249,           193.313,          206.0,          248.0,         189.0,         172.0
1373_3B,          67.119,                8,          ,          ,          ,          28.178,           120.0,          192.0,          126.0,         198.0,         181.0
1373_4A,          103.31,                11,          ,          ,          ,          27.803,           166.868,          183.0,          173.0,         176.0,         253.0
1373_4B,          80.025,                7,          ,          ,          ,          26.833,           131.244,          194.0,          195.0,         213.0,         144.0
1373_5A,          78.409,                6,          ,          ,          ,          25.495,           130.752,          192.0,          197.0,         195.0,         184.0
1373_5B,          79.006,                8,          ,          ,          ,          27.659,           136.004,          206.0,          192.0,         211.0,         229.0
1373_6A,          89.56,                8,          ,          ,          ,          22.672,           123.004,          309.0,          257.0,         309.0,         277.0
1373_6B,          89.006,                5,          ,          ,          ,          24.413,           130.246,          361.0,          358.0,         371.0,         410.0
1373_7A,          92.779,                8,          ,          ,          ,          32.894,           157.318,          292.0,          226.0,         281.0,         246.0
1373_7B,          84.717,                7,          ,          ,          ,          36.401,           120.037,          225.0,          232.0,         211.0,         208.0
1373_8A,          71.063,                8,          ,          ,          ,          22.672,           97.046,          325.0,          306.0,         312.0,         317.0
1373_8B,          75.166,                9,          ,          ,          ,          22.804,           113.071,          353.0,          408.0,         331.0,         406.0
1373_9A,          71.021,                10,          ,          ,          ,          19.209,           121.198,          298.0,          351.0,         290.0,         229.0
1373_9B,          90.2,                5,          4,          ,          ,          44.407,           149.482,          375.0,          377.0,         374.0,         431.0
1373_10A,          99.504,                6,          ,          ,          ,          24.083,           149.121,          253.0,          306.0,         255.0,         256.0
1373_10B,          76.059,                5,          ,          ,          ,          24.166,           127.035,          296.0,          206.0,         302.0,         291.0
1373_11A,          75.06,                7,          5,          ,          ,          21.19,           148.054,          451.0,          272.0,         453.0,         295.0
1373_12A,          88.204,                6,          ,          ,          ,          38.328,           171.0,          334.0,          162.0,         346.0,         287.0
1373_12B,          75.166,                8,          ,          ,          ,          18.788,           147.105,          331.0,          326.0,         325.0,         225.0
