Plant ID,  Pixels/Label Height,  W1 roots,  W2 roots,  W3 roots,  W4 roots,    Left root Width,  Stalk Width,  Root Height Left,  Root Len Left,  Root ht Right,    Root Len Right
1259_2A,55.145,1,2,          ,          ,18.601,103.121,212,188,201,188
1259_2A,35,6,8,          ,          ,16.971,68.029,157,130,159,117
1410_1A,35.014,7,14,          ,          ,17,84,219,117,190,106
1410_1B,33.015,6,13,          ,          ,14,80.156,178,132,180,90
1410_2A,35.014,8,4,          ,          ,15.297,71.028,80,78,222,154
1410_3A,28,9,          ,          ,          ,16.492,66.272,79,82,75,63
1410_3B,34.366,9,          ,          ,          ,18.028,73.11,104,105,84,82
1410_4A,32.016,9,          ,          ,          ,13.038,61.205,68,55,81,78
1410_4B,40,8,          ,          ,          ,16.763,79.228,82,74,91,74
1410_5A,42.19,4,6,          ,          ,12.042,70.257,96,88,104,95
1410_5B,40.012,3,6,          ,          ,17.205,69.007,93,114,84,91
1410_7A,35.057,3,          ,          ,          ,18.439,51.245,29,40,25,27
1410_7B,41,5,          ,          ,          ,17.72,61.205,37,20,41,68
1410_8A,35.014,7,          ,          ,          ,20.248,66.068,55,43,46,66
1410_8B,40.05,6,          ,          ,          ,21.024,81.056,75,87,47,75
1410_9A,35.014,8,3,          ,          ,22.361,74.061,108,120,111,151
1410_9B,38.013,4,3,          ,          ,20.025,62.032,88,59,99,97
1410_10A,37.014,9,          ,          ,          ,15,71.028,108,132,105,69
1410_10B,35.014,2,7,          ,          ,15.232,65.192,113,60,112,106
1410_11A,37.014,12,          ,          ,          ,18.248,84.024,96,60,105,112
1410_11B,34.059,7,          ,          ,          ,19.105,69.462,106,94,107,93
1410_12A,41.195,9,          ,          ,          ,21.095,88.363,129,88,126,117
1410_12B,38.053,9,          ,          ,          ,20.396,91.088,129,97,101,86
1410_13A,32.016,8,          ,          ,          ,17.263,69.029,61,57,59,46
1410_13B,37.014,7,          ,          ,          ,18.439,75.007,75,69,67,53
1410_14A,40.112,6,          ,          ,          ,16.401,82,107,77,106,95
1410_14B,33,9,          ,          ,          ,19.235,72.111,132,89,125,99
1410_15A,38.118,9,          ,          ,          ,22.136,87.092,86,75,87,79
1410_15B,36.056,6,          ,          ,          ,16.279,68.184,69,56,57,71
1411_1A,20,6,3,          ,          ,14.56,61.008,208,160,171,142
1411_1B,24.021,7,2,          ,          ,24.331,70.029,218,170,235,187
1411_2A,33.242,6,          ,          ,          ,15,58.009,113,76,99,89
1411_2B,48.26,6,          ,          ,          ,16.155,78.313,61,67,57,121
1411_3A,33.015,6,          ,          ,          ,22.136,77.006,108,115,133,117
1411_3A,38,7,          ,          ,          ,17.029,79.025,90,170,135,127
1411_3B,34.059,6,          ,          ,          ,19.235,74.108,92,96,133,84
1411_4A,32.016,5,          ,          ,          ,22.023,59.682,104,123,103,109
1411_4B,32.14,11,          ,          ,          ,21.541,60.133,114,96,103,91
1411_5A,40,5,3,          ,          ,15.524,70.064,204,81,210,74
1411_5B,49.092,5,9,          ,          ,14.318,76.236,175,170,233,146
1411_7A,44.102,9,          ,          ,          ,19.416,78.409,169,108,152,125
1411_7B,41.049,5,          ,          ,          ,22.672,74.108,143,176,146,130
1411_8A,36.014,8,          ,          ,          ,16,85,166,114,169,86
1411_8B,43.012,10,          ,          ,          ,20.025,88,136,141,151,163
1411_9A,26.077,6,          ,          ,          ,20.396,53,94,83,91,73
1411_10A,31.016,5,          ,          ,          ,29.069,57,117,91,116,87
1411_10B,35,6,2,          ,          ,21.633,59.034,269,124,247,55
1411_12A,25.02,3,          ,          ,          ,13,57.14,67,96,70,66
1412_1A,31.575,6,8,          ,          ,13.928,61.131,179,135,178,139
1412_1B,32,5,7,          ,          ,32,20,55.326,168,130,178
1412_2A,35.511,8,4,          ,          ,17,78.058,322,151,318,87
1412_2B,30.017,6,3,          ,          ,23,70,291,137,295,127
1412_3A,34.366,7,          ,          ,          ,20.396,68.029,141,102,147,81
1412_3B,36,9,          ,          ,          ,17.263,63.127,138,102,128,102
1412_4A,40.05,8,          ,          ,          ,40.05,17.263,71.063,144,109,137
1412_4B,37.054,4,7,          ,          ,18.974,68,133,118,131,85
1412_5A,42.19,5,7,          ,          ,22.091,92.439,187,106,179,129
1412_5B,34.015,3,7,          ,          ,31.016,72.062,156,119,150,113
1412_9A,38.21,5,          ,          ,          ,38.21,19.026,76.007,175,116,155
1412_9B,46.011,8,5,          ,          ,15.133,83.385,190,104,205,103
1412_10A,41.012,4,6,          ,          ,20.396,83.295,160,72,175,106
1412_10B,43.046,3,7,          ,          ,16.279,84.095,165,101,141,74
1412_11A,41,5,4,          ,          ,16.125,78.006,165,90,153,76
1412_11B,41.195,2,8,          ,          ,18.439,83.096,167,83,178,89
1412_12A,37,6,          ,          ,          ,22.091,74.169,73,72,80,59
1412_12A,38.053,6,          ,          ,          ,23.087,75.007,96,76,82,58
1412_12B,40.112,6,2,          ,          ,18.868,81.615,250,153,251,68
1412_13A,47.17,6,9,          ,          ,31.257,92.228,190,107,184,170
1412_13B,37.121,3,8,          ,          ,20.224,69.029,158,115,168,97
1412_14A,46.098,10,          ,          ,          ,22,97.005,190,131,188,118
1412_14B,48.042,2,6,          ,          ,23.409,95.525,186,92,208,153
1414_1A,29.155,4,4,          ,          ,24.166,62.008,205,148,216,119
1414_1B,24.187,5,3,          ,          ,15.033,52.24,217,123,217,95
1414_2A,37.483,7,          ,          ,          ,20,73.027,56,57,56,58
1414_2B,38.053,4,          ,          ,          ,19.026,72.028,56,77,64,67
1414_3A,42.048,5,          ,          ,          ,16,81.006,82,55,71,66
1414_3B,36.222,8,          ,          ,          ,13.038,66.008,85,81,80,55
1414_4A,35,6,          ,          ,          ,17.72,57,50,95,44,76
1414_4B,29.833,5,          ,          ,          ,16,44,41,73,41,45
1414_5A,33.015,8,          ,          ,          ,17.263,62,82,80,82,102
1414_5B,34.132,8,          ,          ,          ,16,65.031,75,116,66,85
1414_6A,38.118,9,          ,          ,          ,20.396,65.031,129,93,117,87
1414_6B,31.064,7,          ,          ,          ,20.224,62.008,97,67,111,81
1414_7A,29,2,          ,          ,          ,16.971,51.088,97,61,86,11
1414_7B,34.015,5,2,          ,          ,20.025,52.01,116,75,98,54
1414_8A,36.125,2,          ,          ,          ,17,62,37,80,19,42
