Plant ID,  Pixels/Label Height,  W1 roots,  W2 roots,  W3 roots,  W4 roots,    Left root Width,  Stalk Width,  Root Height Left,  Root Len Left,  Root ht Right,    Root Len Right
1368_1A,          43.105,                5,          ,          ,          ,          17.464,           71.568,          183.0,          62.0,         184.0,         71.0
1367_1A,          36.497,                4,          ,          ,          ,          14.866,           73.246,          167.0,          177.0,         149.0,         134.0
1366_1B,          38.0,                4,          ,          ,          ,          15.652,           64.008,          240.0,          112.0,         238.0,         76.0
1368_1B,          35.903,                4,          ,          ,          ,          16.763,           81.302,          202.0,          74.0,         167.0,         62.0
1366_1A,          41.11,                4,          ,          ,          ,          13.0,           63.032,          248.0,          122.0,         245.0,         157.0
1365_1B,          45.044,                5,          ,          ,          ,          16.279,           88.091,          150.0,          111.0,         122.0,         173.0
1365_1A,          43.0,                6,          ,          ,          ,          9.055,           64.031,          76.0,          95.0,         77.0,         92.0
1369_1A,          41.049,                6,          ,          ,          ,          6.325,           77.058,          163.0,          74.0,         164.0,         59.0
1369_1B,          39.0,                5,          ,          ,          ,          33.956,           88.023,          177.0,          62.0,         166.0,         71.0
1367_1B,          32.388,                4,          ,          ,          ,          26.401,           50.636,          325.0,          118.0,         343.0,         128.0
1365_2A,          42.202,                2,          ,          ,          ,          12.042,           62.008,          134.0,          81.0,         157.0,         66.0
1366_2A,          34.132,                3,          ,          ,          ,          21.932,           62.0,          326.0,          114.0,         319.0,         72.0
1367_2A,          38.053,                6,          ,          ,          ,          16.763,           72.028,          221.0,          74.0,         203.0,         83.0
1366_2B,          52.01,                4,          ,          ,          ,          16.279,           57.079,          353.0,          117.0,         323.0,         109.0
1368_2B,          50.249,                3,          ,          ,          ,          12.0,           64.031,          2.0,          73.0,         2.0,         65.0
1369_2B,          56.321,                6,          ,          ,          ,          17.464,           93.648,          94.0,          91.0,         86.0,         72.0
1369_2A,          45.044,                8,          ,          ,          ,          21.84,           79.762,          145.0,          81.0,         142.0,         82.0
1368_2A,          29.833,                5,          ,          ,          ,          14.0,           74.33,          194.0,          92.0,         144.0,         79.0
1365_2B,          42.426,                4,          ,          ,          ,          17.0,           61.0,          177.0,          118.0,         157.0,         68.0
1367_2B,          43.417,                8,          ,          ,          ,          19.925,           81.056,          231.0,          60.0,         238.0,         79.0
1365_3A,          56.294,                7,          ,          ,          ,          21.0,           83.487,          134.0,          84.0,         93.0,         94.0
1367_3B,          38.118,                7,          ,          ,          ,          14.036,           70.711,          89.0,          76.0,         98.0,         110.0
1367_3A,          49.092,                8,          ,          ,          ,          19.235,           85.0,          116.0,          156.0,         117.0,         129.0
1369_3B,          46.098,                5,          ,          ,          ,          23.087,           67.186,          95.0,          77.0,         87.0,         95.0
1368_3B,          45.044,                4,          ,          ,          ,          14.036,           69.181,          69.0,          109.0,         14.0,         71.176
1366_3B,          42.297,                4,          ,          ,          ,          21.213,           66.753,          303.0,          155.0,         298.0,         76.0
1365_3B,          43.29,                5,          ,          ,          ,          12.369,           75.313,          81.0,          80.0,         72.0,         57.0
1368_3A,          39.56,                5,          ,          ,          ,          20.518,           56.754,          165.0,          104.0,         143.0,         83.0
1366_3A,          38.639,                5,          ,          ,          ,          11.18,           46.098,          346.0,          110.0,         326.0,         36.0
1368_4B,          51.0,                5,          ,          ,          ,          22.561,           100.404,          9.0,          5.0,         43.0,         86.0
1366_4A,          40.2,                5,          ,          ,          ,          16.0,           48.0,          140.0,          105.0,         140.0,         67.0
1366_4B,          44.911,                3,          ,          ,          ,          16.0,           57.315,          168.0,          161.0,         166.0,         146.0
1365_4A,          52.038,                4,          ,          ,          ,          26.476,           79.0,          74.0,          87.0,         30.0,         72.0
1365_4B,          38.0,                4,          ,          ,          ,          20.616,           64.195,          69.0,          66.0,         68.0,         112.0
1367_4A,          46.69,                5,          ,          ,          ,          25.08,           90.2,          253.0,          148.0,         231.0,         81.0
1369_4B,          52.0,                6,          ,          ,          ,          19.313,           74.33,          150.0,          138.0,         33.015,         87.824
1367_5B,          43.046,                5,          ,          ,          ,          15.133,           71.007,          228.0,          57.0,         197.0,         83.0
1365_5A,          59.034,                5,          ,          ,          ,          13.892,           83.054,          65.0,          78.0,         56.0,         131.0
1369_5A,          36.056,                5,          ,          ,          ,          15.524,           64.281,          285.0,          68.0,         19.799,         76.655
1368_5B,          57.0,                4,          ,          ,          ,          17.0,           73.027,          140.0,          88.0,         124.0,         116.0
1366_5A,          35.0,                4,          ,          ,          ,          17.0,           53.367,          174.0,          112.0,         142.0,         88.0
1368_5A,          45.177,                3,          ,          ,          ,          13.892,           74.061,          241.0,          84.0,         219.0,         71.0
1365_5B,          38.013,                3,          ,          ,          ,          20.591,           56.08,          53.0,          62.0,         50.0,         56.0
1365_6A,          44.011,                4,          ,          ,          ,          19.313,           61.205,          64.0,          16.0,         30.0,         67.0
1369_6A,          43.417,                3,          ,          ,          ,          15.62,           64.031,          77.0,          85.0,         60.0,         67.0
1367_6A,          47.0,                5,          ,          ,          ,          17.72,           90.139,          109.0,          119.0,         138.0,         165.0
1367_6B,          43.681,                4,          ,          ,          ,          17.0,           59.682,          138.0,          188.0,         116.0,         181.0
1369_6B,          51.245,                5,          ,          ,          ,          16.0,           60.008,          69.0,          118.0,         74.0,         75.0
1366_6B,          36.497,                3,          ,          ,          ,          32.062,           77.369,          312.0,          146.0,         248.0,         138.0
1366_6A,          38.0,                7,          ,          ,          ,          14.318,           58.694,          203.0,          106.0,         214.0,         46.0
1368_6B,          43.29,                7,          ,          ,          ,          26.306,           64.07,          182.0,          149.0,         181.0,         66.0
1368_6A,          55.317,                8,          ,          ,          ,          14.0,           77.318,          179.0,          69.0,         164.0,         69.0
1365_6B,          36.0,                3,          ,          ,          ,          24.042,           55.444,          54.0,          68.0,         61.0,         71.0
1366_7A,          40.2,                3,          ,          ,          ,          19.235,           64.382,          290.0,          88.0,         260.0,         94.0
1365_7B,          47.854,                2,          ,          ,          ,          9.0,           51.245,          110.0,          55.0,         74.0,         48.0
1369_7A,          51.624,                7,          ,          ,          ,          19.209,           54.0,          102.0,          93.0,         83.0,         54.0
1368_7A,          52.086,                5,          ,          ,          ,          25.495,           78.058,          249.0,          113.0,         241.0,         69.0
1368_7B,          48.0,                7,          ,          ,          ,          20.0,           93.434,          262.0,          62.0,         255.0,         119.0
1367_7B,          38.639,                4,          ,          ,          ,          15.0,           73.027,          357.0,          167.0,         291.0,         184.0
1367_7A,          39.0,                4,          ,          ,          ,          24.187,           71.701,          250.0,          267.0,         202.0,         131.0
1366_7B,          36.346,                4,          ,          ,          ,          15.297,           61.0,          279.0,          107.0,         264.0,         62.0
1365_7A,          50.09,                2,          ,          ,          ,          17.72,           76.059,          67.0,          50.0,         76.0,         52.0
1369_7B,          42.19,                4,          ,          ,          ,          16.553,           42.72,          70.0,          78.0,         89.0,         79.0
1369_8B,          47.096,                3,          ,          ,          ,          23.087,           64.288,          76.0,          73.0,         78.0,         72.0
1365_8B,          41.012,                ,          ,          ,          ,          9.22,           39.0,          340.0,          34.0,         340.0,         34.0
1365_8B,          59.034,                4,          ,          ,          ,          20.591,           76.42,          8.0,          8.0,         5.0,         65.0
1367_8B,          46.098,                4,          ,          ,          ,          16.763,           84.853,          136.0,          133.0,         121.0,         140.0
1367_8A,          36.346,                3,          ,          ,          ,          19.799,           90.0,          129.0,          157.0,         114.0,         135.0
1366_8B,          52.555,                5,          ,          ,          ,          26.926,           60.208,          249.0,          129.0,         212.0,         105.0
1366_8A,          34.205,                4,          ,          ,          ,          19.235,           64.63,          252.0,          164.0,         209.0,         129.0
1369_8A,          56.08,                2,          ,          ,          ,          13.0,           62.65,          74.0,          95.0,         72.0,         38.0
1368_8A,          43.0,                2,          ,          ,          ,          17.029,           64.498,          90.0,          107.0,         96.0,         60.0
1365_9A,          29.155,                5,          ,          ,          ,          17.72,           71.701,          76.0,          73.0,         58.0,         60.0
1366_9A,          47.413,                4,          ,          ,          ,          24.187,           74.169,          156.0,          97.0,         106.0,         121.0
1369_9A,          47.17,                5,          ,          ,          ,          18.868,           59.414,          141.0,          119.0,         90.0,         67.0
1368_9B,          43.046,                4,          ,          ,          ,          24.083,           80.056,          207.0,          123.0,         129.0,         102.0
1368_9A,          45.607,                6,          ,          ,          ,          18.0,           74.061,          204.0,          125.0,         219.0,         70.0
1365_9B,          43.566,                4,          ,          ,          ,          18.028,           66.121,          71.0,          60.0,         69.0,         90.0
1369_9B,          57.14,                5,          ,          ,          ,          19.647,           55.227,          71.0,          97.0,         76.0,         81.0
1366_9B,          33.377,                6,          ,          ,          ,          15.62,           83.0,          173.0,          64.0,         135.0,         69.0
1366_10A,          35.128,                5,          ,          ,          ,          20.809,           51.088,          236.0,          112.0,         260.0,         78.0
1368_10B,          39.0,                6,          ,          ,          ,          16.279,           55.227,          83.0,          66.0,         71.0,         67.0
1369_10A,          43.105,                3,          ,          ,          ,          12.369,           70.0,          43.0,          71.0,         52.0,         83.0
1366_10B,          39.013,                5,          ,          ,          ,          15.0,           53.0,          214.0,          107.0,         241.0,         90.0
1365_10B,          48.094,                2,          ,          ,          ,          18.385,           79.101,          38.0,          43.0,         30.0,         61.0
1365_10A,          43.046,                3,          ,          ,          ,          24.042,           59.008,          64.0,          69.0,         47.0,         55.0
1368_10A,          51.894,                5,          ,          ,          ,          16.125,           58.694,          124.0,          78.0,         89.0,         97.0
1365_11A,          43.29,                5,          ,          ,          ,          14.318,           60.299,          57.0,          81.0,         62.0,         65.0
1366_11A,          26.0,                5,          ,          ,          ,          23.537,           54.231,          198.0,          86.0,         191.0,         105.0
1366_11B,          39.013,                6,          ,          ,          ,          14.213,           38.013,          163.0,          78.0,         167.0,         48.0
1368_11B,          42.107,                5,          ,          ,          ,          13.416,           49.092,          166.0,          88.0,         165.0,         59.0
1365_11B,          45.277,                5,          ,          ,          ,          19.723,           60.0,          71.0,          54.0,         69.0,         95.0
1368_11A,          56.436,                5,          ,          ,          ,          21.213,           81.056,          274.0,          95.0,         268.0,         110.0
1369_11B,          69.721,                7,          ,          ,          ,          21.633,           72.111,          120.0,          88.0,         134.0,         74.0
1365_12A,          41.195,                5,          ,          ,          ,          21.471,           74.007,          86.0,          133.0,         114.0,         152.0
1369_12B,          45.541,                4,          ,          ,          ,          16.125,           60.033,          128.0,          54.0,         100.0,         75.0
1369_12A,          52.086,                5,          ,          ,          ,          20.616,           67.602,          93.0,          59.0,         57.0,         78.0
1366_12B,          35.128,                4,          ,          ,          ,          12.0,           57.009,          138.0,          78.0,         115.0,         112.0
1368_12B,          35.693,                5,          ,          ,          ,          23.537,           61.66,          198.0,          86.0,         186.0,         78.0
1365_12B,          54.037,                7,          ,          ,          ,          14.142,           57.079,          117.0,          136.0,         91.0,         62.0
1368_12A,          36.0,                4,          ,          ,          ,          16.971,           61.612,          174.0,          90.0,         148.0,         86.0
1366_12A,          45.891,                4,          ,          ,          ,          24.187,           57.567,          324.0,          107.0,         349.0,         47.0
