Plant ID,  Pixels/Label Height,  W1 roots,  W2 roots,  W3 roots,  W4 roots,    Left root Width,  Stalk Width,  Root Height Left,  Root Len Left,  Root ht Right,    Root Len Right
1407_1A,          32.062,                6,          ,          ,          ,          28.443,           77.233,          233.0,          182.0,         271.0,         153.0
1409_1A,          26.077,                9,          ,          ,          ,          16.492,           68.184,          400.0,          197.0,         379.0,         189.0
1406_1B,          36.125,                5,          ,          ,          ,          12.806,           34.132,          378.0,          114.0,         344.0,         162.0
1405_1B,          37.0,                5,          ,          ,          ,          25.08,           74.0,          321.0,          298.0,         301.0,         191.0
1408_1A,          28.071,                10,          ,          ,          ,          11.705,           77.878,          308.0,          233.0,         280.0,         161.0
1406_1A,          23.087,                5,          ,          ,          ,          22.204,           40.112,          175.0,          114.0,         193.0,         147.0
1408_1B,          38.21,                7,          ,          ,          ,          18.385,           70.064,          304.0,          225.0,         249.0,         123.0
1405_1A,          37.336,                4,          ,          ,          ,          27.166,           71.028,          222.0,          168.0,         219.0,         185.0
1407_1B,          36.0,                6,          ,          ,          ,          27.659,           71.063,          310.0,          221.0,         271.0,         186.0
1409_2A,          47.096,                5,          ,          ,          ,          8.485,           92.087,          307.0,          180.0,         273.0,         162.0
1406_2B,          27.074,                4,          ,          ,          ,          15.264,           33.956,          8.0,          42.0,         0.0,         22.0
1405_2B,          43.105,                5,          ,          ,          ,          21.954,           60.299,          200.0,          181.0,         185.0,         82.0
1405_2A,          42.202,                5,          ,          ,          ,          19.105,           65.192,          209.0,          178.0,         126.0,         51.0
1408_2B,          38.118,                5,          ,          ,          ,          23.431,           82.873,          368.0,          204.0,         322.0,         134.0
1406_2A,          21.213,                5,          ,          ,          ,          17.205,           43.932,          183.0,          123.0,         199.0,         108.0
1409_2B,          45.011,                6,          ,          ,          ,          13.892,           69.462,          286.0,          211.0,         17.117,         88.051
1409_3A,          55.036,                5,          ,          ,          ,          23.0,           76.531,          178.0,          150.0,         118.0,         218.0
1407_3B,          28.0,                7,          ,          ,          ,          28.284,           52.0,          136.0,          188.0,         92.0,         191.0
1408_3A,          30.083,                7,          ,          ,          ,          14.213,           59.304,          250.0,          123.0,         245.0,         120.0
1408_3B,          34.132,                7,          ,          ,          ,          11.662,           83.6,          314.0,          179.0,         249.0,         125.0
1405_3A,          46.011,                5,          ,          ,          ,          30.017,           58.0,          327.0,          213.0,         321.0,         130.0
1406_3B,          46.872,                5,          ,          ,          ,          25.495,           77.058,          311.0,          136.0,         280.0,         155.0
1406_3A,          43.417,                8,          ,          ,          ,          22.204,           72.25,          298.0,          168.0,         330.0,         123.0
1407_3A,          43.012,                9,          ,          ,          ,          11.402,           52.0,          141.0,          124.0,         128.0,         192.0
1405_3B,          38.471,                7,          ,          ,          ,          29.069,           55.082,          332.0,          197.0,         301.0,         166.0
1409_3B,          42.579,                7,          ,          ,          ,          12.042,           81.0,          133.0,          162.0,         129.0,         157.0
1406_4B,          25.318,                3,          ,          ,          ,          15.232,           69.635,          153.0,          151.0,         151.0,         103.0
1405_4B,          35.171,                4,          ,          ,          ,          18.439,           71.568,          317.0,          148.0,         317.0,         154.0
1408_4A,          33.136,                7,          ,          ,          ,          20.1,           78.918,          201.0,          91.0,         209.0,         153.0
1409_4B,          48.508,                5,          ,          ,          ,          18.028,           52.086,          111.0,          148.0,         109.0,         135.0
1407_4A,          38.471,                7,          ,          ,          ,          3.606,           47.381,          101.0,          120.0,         89.0,         105.0
1408_4B,          50.359,                7,          ,          ,          ,          21.378,           93.048,          281.0,          178.0,         251.0,         101.0
1409_4A,          32.249,                7,          ,          ,          ,          20.616,           59.076,          87.0,          107.0,         94.0,         145.0
1407_4B,          52.24,                8,          ,          ,          ,          25.71,           68.593,          93.0,          108.0,         99.0,         74.0
1405_4A,          41.012,                4,          ,          ,          ,          16.971,           66.37,          123.0,          136.0,         113.0,         95.0
1406_4A,          27.0,                7,          ,          ,          ,          22.361,           51.788,          155.0,          131.0,         138.0,         100.0
1408_5A,          49.01,                7,          ,          ,          ,          17.804,           65.069,          198.0,          113.0,         170.0,         103.0
