Plant ID,  Pixels/Label Height,  W1 roots,  W2 roots,  W3 roots,  W4 roots,    Left root Width,  Stalk Width,  Root Height Left,  Root Len Left,  Root ht Right,    Root Len Right
1402_1A,          43.186,                3,          ,          ,          ,          15.297,           80.056,          323.0,          135.0,         326.0,         84.0
1403_1B,          32.388,                5,          ,          ,          ,          22.804,           56.009,          203.0,          222.0,         180.0,         161.0
1397_1A,          39.0,                3,          ,          ,          ,          15.297,           59.076,          175.0,          91.0,         133.0,         95.0
1397_1B,          44.181,                4,          ,          ,          ,          13.892,           59.228,          135.0,          62.0,         137.0,         125.0
1399_1A,          40.0,                3,          ,          ,          ,          13.928,           61.205,          286.0,          162.0,         349.0,         108.0
1402_1B,          49.254,                4,          ,          ,          ,          19.235,           77.929,          323.0,          120.0,         333.0,         199.0
1401_1A,          29.155,                5,          ,          ,          ,          22.023,           61.074,          202.0,          120.0,         190.0,         140.0
1396_1A,          42.19,                5,          ,          ,          ,          17.692,           73.756,          196.0,          192.0,         176.0,         170.0
1401_1B,          29.12,                6,          ,          ,          ,          13.416,           68.264,          375.0,          225.0,         372.0,         135.0
1399_1B,          40.0,                4,          ,          ,          ,          12.0,           77.104,          337.0,          145.0,         314.0,         136.0
1404_1A,          41.593,                7,          ,          ,          ,          11.045,           68.118,          110.0,          99.0,         106.0,         112.0
1398_1B,          40.0,                6,          ,          ,          ,          17.088,           71.0,          262.0,          178.0,         243.0,         157.0
1400_1A,          37.0,                8,          ,          ,          ,          10.817,           80.006,          296.0,          144.0,         228.0,         148.0
1395_1B,          46.174,                5,          ,          ,          ,          16.553,           59.008,          121.0,          98.0,         116.0,         119.0
1398_1A,          35.693,                8,          ,          ,          ,          13.454,           71.007,          243.0,          184.0,         212.0,         117.0
1396_1B,          36.014,                5,          ,          ,          ,          18.248,           71.007,          202.0,          163.0,         172.0,         194.0
1400_1B,          49.031,                7,          ,          ,          ,          17.117,           82.298,          234.0,          123.0,         217.0,         138.0
1403_1A,          35.0,                5,          ,          ,          ,          19.698,           61.66,          181.0,          177.0,         191.0,         229.0
1404_1B,          48.374,                6,          ,          ,          ,          18.439,           87.664,          96.0,          88.0,         82.0,         98.0
1399_2A,          37.336,                7,          ,          ,          ,          16.0,           79.511,          204.0,          155.0,         206.0,         163.0
1397_2B,          28.16,                4,          ,          ,          ,          13.342,           56.009,          233.0,          132.0,         228.0,         88.0
1396_2A,          45.1,                6,          ,          ,          ,          19.416,           52.953,          288.0,          137.0,         193.0,         270.0
1399_2B,          34.059,                4,          ,          ,          ,          28.018,           69.051,          219.0,          146.0,         210.0,         135.0
