Plant ID,  Pixels/Label Height,  W1 roots,  W2 roots,  W3 roots,  W4 roots,    Left root Width,  Stalk Width,  Root Height Left,  Root Len Left,  Root ht Right,    Root Len Right
1437_1B,33.061,6,7,          ,          ,13.601,60.008,141,213,147,194
1444_1B,40,8,7,          ,          ,15.811,75.027,233,221,258,175
1444_1A,40,9,11,          ,          ,21.954,82.055,232,193,215,198
1438_1B,474.546,8,          ,          ,          ,312.64,349.464,80,253,79,215
1443_1A,43.046,4,9,          ,          ,17.889,74,95,218,106,179
1443_1B,41.012,6,9,          ,          ,22.023,69.007,89,167,100,200
1440_1A,31,6,          ,          ,          ,21.471,63.789,111,131,122,170
1436_1A,46.011,6,9,          ,          ,20.025,95.047,201,182,192,174
1435_1B,38,8,12,          ,          ,12.042,75.007,192,164,198,138
1441_1B,47.011,10,10,          ,          ,29.069,102.005,278,241,281,213
1442_1A,26.173,5,11,          ,          ,15.62,55.009,128,113,126,225
1442_1B,23.087,4,11,          ,          ,15.264,61.033,113,221,115,182
1438_1A,33.015,4,4,          ,          ,19.235,66,90,246,90,198
1439_1B,35.014,9,10,          ,          ,19.209,78.102,175,219,179,154
1439_1A,40.05,7,9,          ,          ,22.804,90.2,164,166,169,225
1436_1B,43,3,9,          ,          ,16.031,89.022,166,146,168,148
1435_1A,43.046,7,9,          ,          ,14.318,85.053,202,130,197,179
1440_1B,35.057,8,          ,          ,          ,22.472,73.348,95,129,103,119
1437_1A,40.012,6,8,          ,          ,20,74.108,163,203,168,196
1441_1A,45.011,9,6,          ,          ,21.213,96.047,292,222,293,241
1441_2A,49,8,          ,          ,          ,21.26,94,105,115,114,132
1440_2A,36.056,6,          ,          ,          ,19.647,78.006,122,122,118,102
1436_2A,43.012,8,6,          ,          ,17.029,76.059,229,74,220,134
1438_2A,45.044,3,8,          ,          ,21.633,79.158,113,253,105,181
1439_2A,41.049,8,          ,          ,          ,24.207,80.1,83,191,93,163
1439_2B,38.053,4,5,          ,          ,15.264,77.233,112,130,123,249
1442_2A,24,7,9,          ,          ,9.22,66,169,144,166,142
1443_2B,43.012,8,8,          ,          ,18.248,66,112,143,111,173
1443_2A,40,6,10,          ,          ,17.029,66.068,135,190,138,213
1435_2B,37.054,10,          ,          ,          ,16.971,66.03,86,146,89,133
1437_2B,37.054,4,6,6,          ,14.56,67.007,241,233,236,163
1436_2B,41.11,4,7,          ,          ,17.088,71.176,173,149,187,111
1437_2A,42.012,3,8,9,          ,16.401,86.052,290,233,296,261
1435_2A,37.014,6,          ,          ,          ,17.464,70.007,77,155,73,163
1444_2B,38,8,4,          ,          ,21.471,81.025,262,169,274,227
1442_2B,36.056,7,14,          ,          ,11.18,74.061,210,188,210,157
1444_2A,46.011,8,8,          ,          ,27.295,95.047,313,227,307,184
1438_2B,40.012,8,          ,          ,          ,18.974,72,101,157,103,234
1441_2B,46.098,4,8,          ,          ,18.868,92,132,204,132,140
1440_2B,39,5,          ,          ,          ,16,74.007,92,85,91,95
1435_3A,44.011,5,10,          ,          ,12.042,77.058,136,151,139,120
1441_3A,42,9,          ,          ,          ,18.601,77.058,126,100,129,96
1444_3B,37.014,4,6,          ,          ,19.925,79.057,150,166,156,171
1438_3B,40.012,6,10,          ,          ,18.601,75.007,93,237,102,299
1437_3A,43,11,          ,          ,          ,22.136,68.029,120,222,124,224
1435_3B,32.985,4,10,          ,          ,14.765,62.169,140,72,143,126
1436_3B,51.157,9,          ,          ,          ,23.409,77.233,60,112,68,125
1439_3B,41.146,6,7,          ,          ,240.333,255.947,206,154,205,160
1438_3A,42,5,          ,          ,          ,21.471,74,71,196,78,191
1441_3B,54.037,4,7,          ,          ,18.385,90.006,170,135,186,132
1440_3A,44.045,4,          ,          ,          ,21.401,86.023,95,94,97,80
1440_3B,43,8,          ,          ,          ,19.416,86.052,105,123,114,152
1443_3A,41,5,9,          ,          ,13,60.033,114,148,119,127
1443_3B,46.011,4,7,          ,          ,18.358,71,114,143,117,179
1444_3A,37.054,2,8,          ,          ,18.248,80,137,157,138,129
1437_3B,42.048,6,10,          ,          ,17.464,66.03,146,234,138,186
1436_3A,40.05,9,          ,          ,          ,18.439,69.354,87,111,76,118
1442_3A,40.2,10,12,          ,          ,10.44,74.027,234,183,229,160
1439_3A,46.043,7,          ,          ,          ,23.707,77.006,84,164,90,188
1442_3B,38.013,9,7,          ,          ,13.454,74.169,239,177,237,192
1443_4A,45.011,5,8,          ,          ,17,63.032,123,160,131,148
1442_4B,50,9,          ,          ,          ,19.235,88.204,146,116,158,117
1441_4B,51,6,7,          ,          ,17.692,90.022,184,119,179,130
1435_4B,36.497,7,          ,          ,          ,15.232,64.498,46,105,52,117
1438_4A,40,8,3,          ,          ,25.02,77.058,188,159,185,219
1438_4B,40.2,7,8,          ,          ,20.125,74,170,234,173,237
1436_4A,45.044,8,          ,          ,          ,22.204,84.214,79,93,80,120
1436_4B,45,8,          ,          ,          ,19.105,85.147,85,95,86,90
1435_4A,44.011,5,6,          ,          ,11.18,77.006,160,79,163,169
1441_4A,43.012,5,8,          ,          ,11.662,79.025,142,105,157,112
1437_4A,39.051,7,9,          ,          ,18.601,68.007,169,231,169,178
1444_4B,40,3,8,          ,          ,17,72.062,106,117,109,154
1444_4A,53,9,          ,          ,          ,24.207,90,160,143,167,161
1440_4B,38.118,10,          ,          ,          ,17.205,67,102,115,95,154
1439_4A,45.011,5,          ,          ,          ,26.683,71.063,42,108,35,114
1437_4B,36,6,5,          ,          ,17.464,68.029,161,205,170,223
1442_4A,46,8,          ,          ,          ,13.153,83.024,127,119,134,160
1439_4B,34.015,6,          ,          ,          ,18.974,64.07,40,56,47,93
1440_4A,38.118,4,5,          ,          ,19.416,74.027,109,176,120,184
1443_4B,41,6,8,          ,          ,11.662,61.131,127,175,132,170
1436_5A,45.044,8,          ,          ,          ,14.318,61.131,76,86,77,73
1435_5A,37.014,6,          ,          ,          ,14.866,61.205,64,54,69,52
1442_5A,47.17,10,          ,          ,          ,22.472,86.052,123,110,119,88
1437_5B,32.062,6,8,          ,          ,17.029,58.078,139,158,145,142
1441_5A,43.012,8,          ,          ,          ,16.643,76.026,61,84,70,91
1439_5B,37.014,6,          ,          ,          ,12.728,68,44,98,40,107
1444_5A,45,3,10,          ,          ,22.023,83.096,123,154,127,110
1439_5A,40.012,6,9,          ,          ,17.088,71,121,239,129,194
1440_5A,52.086,7,          ,          ,          ,25.495,81.025,106,138,98,115
1441_5B,43.012,9,          ,          ,          ,13.454,71.028,61,82,63,97
1437_5A,44,7,10,          ,          ,15.811,74.243,134,191,132,151
1438_5B,42.048,10,          ,          ,          ,19.105,74.027,95,117,92,163
1435_5B,34.132,6,          ,          ,          ,14.142,56.009,56,51,55,61
1443_5B,43.012,6,8,          ,          ,17.205,71.176,107,151,118,153
1444_5B,44.011,11,          ,          ,          ,21.633,77.006,90,111,98,149
1436_5B,52,9,          ,          ,          ,21.26,75.007,71,80,66,78
1442_5B,45,12,          ,          ,          ,15.811,87.006,102,158,104,197
1440_5B,49.092,6,          ,          ,          ,19.105,81.025,80,99,89,134
1443_5A,46,5,9,          ,          ,17.263,66.068,150,203,148,222
1438_5A,34.015,3,9,          ,          ,12.806,61.4,70,153,68,114
1437_6B,35,4,7,          ,          ,11.662,65.031,136,193,141,181
1443_6B,40.112,6,8,          ,          ,14.866,72,118,150,124,169
1439_6B,38.053,5,8,          ,          ,17.493,64.031,141,169,143,144
1441_6B,41.012,2,6,          ,          ,17.493,66.008,70,62,75,77
1438_6A,43.012,6,6,          ,          ,15,56.036,99,148,90,123
1444_6B,33,7,5,          ,          ,13.892,68.264,187,172,185,139
1442_6A,43.105,3,8,          ,          ,29.155,83,128,168,133,175
1442_6B,47.265,11,          ,          ,          ,20.591,89.051,117,174,128,197
1440_6A,49,10,          ,          ,          ,24.187,92.195,102,178,136,174
1443_6A,43.012,6,8,          ,          ,19.209,70.114,124,169,126,149
1437_6A,46.098,6,11,          ,          ,16.279,77.233,179,184,180,185
1440_6B,47.011,4,8,          ,          ,24.083,83.096,125,169,129,171
1439_6A,40.112,6,9,          ,          ,19.209,67.119,163,179,173,186
1436_6A,43,9,          ,          ,          ,14.765,82.055,69,138,67,146
1438_6B,37,5,8,          ,          ,9.22,55,98,123,96,122
1435_6B,34.015,4,8,          ,          ,13.038,64.195,144,199,139,137
1441_6A,48.042,9,          ,          ,          ,14.213,71.063,80,95,84,62
1436_6B,48,9,          ,          ,          ,18.601,81.302,68,126,76,148
1444_6A,40,3,7,14,          ,19.105,82.298,240,194,249,215
1435_6A,41.11,7,7,          ,          ,14.213,83.024,186,134,193,270
1443_7A,43.046,9,11,          ,          ,17.493,62.032,148,175,151,178
