Plant ID,  Pixels/Label Height,  W1 roots,  W2 roots,  W3 roots,  W4 roots,    Left root Width,  Stalk Width,  Root Height Left,  Root Len Left,  Root ht Right,    Root Len Right
1361_1B,          725.89,                ,          ,          ,          ,          688.554,           703.42,          64.0,          34.0,         35.0,         50.0
1361_1B,          22.204,                1,          ,          ,          ,          9.22,           52.038,          2.0,          228.0,         4.0,         67.0
1360_1A,          49.041,                5,          ,          ,          ,          15.033,           81.394,          236.0,          138.0,         232.0,         100.0
1362_1A,          38.0,                4,          ,          ,          ,          8.602,           71.449,          307.0,          97.0,         305.0,         108.0
1364_1A,          40.05,                3,          ,          ,          ,          19.647,           69.0,          307.0,          109.0,         289.0,         100.0
1364_1B,          37.216,                2,          ,          ,          ,          11.402,           66.37,          243.0,          116.0,         250.0,         83.0
1359_1A,          57.219,                4,          ,          ,          ,          19.235,           87.573,          324.0,          131.0,         314.0,         173.0
1359_1B,          48.042,                4,          ,          ,          ,          16.031,           60.008,          291.0,          146.0,         254.0,         86.0
1360_1B,          52.0,                3,          ,          ,          ,          18.028,           86.006,          240.0,          121.0,         224.0,         91.0
1362_1B,          49.092,                7,          ,          ,          ,          15.0,           81.025,          299.0,          178.0,         286.0,         88.0
1362_2B,          42.048,                7,          ,          ,          ,          12.369,           81.222,          238.0,          124.0,         238.0,         133.0
1359_2B,          47.043,                8,          ,          ,          ,          17.263,           91.082,          250.0,          135.0,         247.0,         108.0
1362_2A,          39.051,                6,          ,          ,          ,          18.439,           71.063,          188.0,          112.0,         193.0,         98.0
1364_2A,          31.401,                4,          ,          ,          ,          15.652,           60.033,          158.0,          81.0,         143.0,         64.0
1359_2A,          42.107,                5,          ,          ,          ,          18.385,           88.006,          239.0,          147.0,         209.0,         93.0
1360_2B,          39.051,                3,          ,          ,          ,          14.318,           63.506,          336.0,          79.0,         243.0,         195.0
1361_2B,          38.118,                1,          ,          ,          ,          13.0,           51.478,          231.0,          112.0,         212.0,         107.0
1364_2B,          43.738,                4,          ,          ,          ,          17.0,           74.545,          133.0,          88.0,         183.0,         74.0
1360_2A,          34.234,                6,          ,          ,          ,          52.154,           19.0,          88.142,          293.0,         112.0,         247.0
1362_3B,          55.009,                5,          ,          ,          ,          48.0,           13.928,          86.006,          164.0,         127.0,         158.0
1361_3B,          34.366,                2,          ,          ,          ,          8.602,           50.09,          129.0,          78.0,         114.0,         98.0
1364_3B,          48.166,                3,          ,          ,          ,          18.868,           73.98,          119.0,          167.0,         152.0,         167.0
1359_3B,          49.01,                2,          ,          ,          ,          19.0,           88.142,          81.0,          116.0,         91.0,         66.0
1360_3B,          42.012,                4,          ,          ,          ,          14.213,           72.111,          269.0,          138.0,         264.0,         121.0
